seed,deadlock_found,new_constraints,total_constraints,iterations,trains_per_hr,cpu_time
1,1,12,12,12,5.7619,1.377
2,1,6,18,7,5.7381,0.546
3,1,6,24,7,5.4464,0.791
4,1,5,29,6,5.3690,0.318
5,1,6,35,7,5.3750,0.643
6,1,1,36,2,5.5298,0.156
7,0,0,36,1,5.4107,0.142
8,1,3,39,4,5.4464,0.327
9,1,6,45,7,5.5595,0.365
10,1,2,47,3,5.6607,0.344
11,1,1,48,2,5.6250,0.173
12,0,0,48,1,5.6429,0.157
13,0,0,48,1,5.2738,0.140
14,1,1,49,2,5.3155,0.156
15,1,208,257,204,5.5298,17.432
16,0,0,257,1,5.5536,0.153
17,0,0,257,1,5.5417,0.157
18,0,0,257,1,5.7619,0.174
19,0,0,257,1,5.4345,0.145
20,0,0,257,1,5.1190,0.131
21,1,1,258,2,5.2500,0.237
22,0,0,258,1,5.2440,0.133
23,0,0,258,1,5.4167,0.148
24,0,0,258,1,5.5000,0.156
25,1,1,259,2,5.6488,0.295
26,0,0,259,1,5.5417,0.159
27,0,0,259,1,5.3393,0.159
28,0,0,259,1,5.3512,0.156
29,1,1,260,2,5.2083,0.216
30,0,0,260,1,5.6190,0.173
31,0,0,260,1,5.7083,0.175
32,0,0,260,1,5.9286,0.190
33,0,0,260,1,5.3750,0.156
34,0,0,260,1,5.2440,0.148
35,0,0,260,1,5.5833,0.166
36,0,0,260,1,5.6607,0.176
37,0,0,260,1,5.4881,0.167
38,0,0,260,1,5.2798,0.149
39,1,3,263,4,5.5833,0.583
40,1,1,264,2,5.6131,0.340
41,0,0,264,1,5.4464,0.163
42,1,490,754,480,5.4226,40.169
43,0,0,754,1,5.3750,0.170
44,1,26,780,27,5.5238,4.625
45,0,0,780,1,5.5714,0.217
46,0,0,780,1,5.4881,0.207
47,0,0,780,1,5.3631,0.190
48,0,0,780,1,5.6250,0.207
49,0,0,780,1,5.7738,0.222
50,0,0,780,1,5.2321,0.192
51,0,0,780,1,5.6845,0.225
52,0,0,780,1,5.4940,0.198
53,0,0,780,1,5.8095,0.234
54,0,0,780,1,5.3452,0.185
55,0,0,780,1,5.3036,0.182
56,1,1,781,2,5.6667,0.238
57,0,0,781,1,5.3393,0.174
58,0,0,781,1,5.4405,0.182
59,0,0,781,1,5.4226,0.189
60,0,0,781,1,5.5774,0.193
61,1,10,791,10,5.5536,1.867
62,0,0,791,1,5.2202,0.186
63,0,0,791,1,5.2976,0.174
64,0,0,791,1,5.3095,0.182
65,0,0,791,1,5.5952,0.199
66,0,0,791,1,5.5119,0.201
67,1,8,799,9,5.6667,1.578
68,0,0,799,1,5.3512,0.189
69,0,0,799,1,5.6131,0.206
70,0,0,799,1,5.2917,0.187
71,0,0,799,1,5.4464,0.196
72,0,0,799,1,5.2083,0.172
73,0,0,799,1,5.2560,0.187
74,0,0,799,1,5.2619,0.180
75,1,263,1062,263,5.3810,58.884
76,0,0,1062,1,5.5536,0.213
77,0,0,1062,1,5.3393,0.191
78,0,0,1062,1,5.6905,0.216
79,0,0,1062,1,5.2440,0.178
80,0,0,1062,1,5.4524,0.199
81,1,1,1063,2,5.3452,0.247
82,0,0,1063,1,5.4583,0.210
83,0,0,1063,1,5.8631,0.226
84,0,0,1063,1,5.7083,0.225
85,0,0,1063,1,5.5833,0.219
86,0,0,1063,1,5.2917,0.182
87,0,0,1063,1,5.2798,0.190
88,1,2,1065,3,5.7917,0.501
89,0,0,1065,1,5.4048,0.198
90,0,0,1065,1,5.4940,0.218
91,0,0,1065,1,5.5417,0.212
92,0,0,1065,1,5.4702,0.207
93,0,0,1065,1,5.7619,0.233
94,0,0,1065,1,5.7083,0.210
95,0,0,1065,1,5.3571,0.193
96,0,0,1065,1,5.3869,0.205
97,1,2013,3078,2000,0.0000,45.222
98,1,2,3080,3,5.2381,0.613
99,0,0,3080,1,5.4583,0.469
100,0,0,3080,1,5.3750,0.444
101,0,0,3080,1,5.2679,0.402
102,0,0,3080,1,5.2857,0.401
103,0,0,3080,1,5.5060,0.447
104,1,254,3334,255,5.9940,110.742
105,0,0,3334,1,5.3214,0.464
106,0,0,3334,1,5.3155,0.462
107,0,0,3334,1,5.3393,0.466
108,0,0,3334,1,5.6071,0.513
109,1,5,3339,5,5.7560,1.736
110,0,0,3339,1,5.5298,0.470
111,0,0,3339,1,5.5774,0.489
112,0,0,3339,1,5.6012,0.482
113,0,0,3339,1,5.5774,0.519
114,0,0,3339,1,5.6250,0.488
115,0,0,3339,1,5.6071,0.521
116,0,0,3339,1,5.6369,0.494
117,0,0,3339,1,5.8155,0.484
118,0,0,3339,1,5.5536,0.465
119,0,0,3339,1,5.5952,0.500
120,0,0,3339,1,5.2143,0.448
121,1,2,3341,3,5.5357,0.926
122,0,0,3341,1,5.4048,0.506
123,0,0,3341,1,5.3750,0.508
124,0,0,3341,1,5.4226,0.465
125,0,0,3341,1,5.3512,0.486
126,0,0,3341,1,5.4167,0.496
127,0,0,3341,1,5.9048,0.600
128,0,0,3341,1,5.6429,0.596
129,0,0,3341,1,5.7500,0.548
130,0,0,3341,1,5.2560,0.467
131,0,0,3341,1,5.5119,0.476
132,0,0,3341,1,5.3571,0.465
133,0,0,3341,1,5.5536,0.502
134,0,0,3341,1,5.5833,0.484
135,1,3,3344,4,5.4583,1.181
136,0,0,3344,1,5.6905,0.489
137,0,0,3344,1,5.5476,0.474
138,0,0,3344,1,5.5893,0.506
139,0,0,3344,1,5.4167,0.469
140,0,0,3344,1,5.4048,0.475
141,1,4,3348,5,5.4940,0.910
142,0,0,3348,1,5.2083,0.423
143,0,0,3348,1,5.7262,0.505
144,0,0,3348,1,5.6190,0.508
145,0,0,3348,1,5.9464,0.597
146,1,70,3418,69,5.5952,11.407
147,0,0,3418,1,5.5893,0.492
148,0,0,3418,1,5.2500,0.460
149,1,2003,5421,2000,1.9583,781.266
150,0,0,5421,1,5.3750,0.690
151,0,0,5421,1,5.1190,0.635
152,0,0,5421,1,5.6071,0.762
153,0,0,5421,1,5.5655,0.746
154,0,0,5421,1,5.4583,0.740
155,0,0,5421,1,5.5774,0.791
156,0,0,5421,1,5.7381,0.773
157,0,0,5421,1,5.5893,0.704
158,0,0,5421,1,5.4107,0.695
159,0,0,5421,1,5.5060,0.694
160,0,0,5421,1,5.6607,0.770
161,0,0,5421,1,5.6845,0.729
162,0,0,5421,1,5.6429,0.745
163,0,0,5421,1,5.3571,0.731
164,0,0,5421,1,5.6369,0.760
165,0,0,5421,1,5.4286,0.750
166,0,0,5421,1,5.5774,0.790
167,0,0,5421,1,5.5119,0.753
168,0,0,5421,1,5.3571,0.690
169,0,0,5421,1,5.3631,0.720
170,0,0,5421,1,5.3155,0.691
171,0,0,5421,1,5.6964,0.809
172,0,0,5421,1,5.5893,0.755
173,1,8,5429,9,5.4464,2.022
174,0,0,5429,1,5.1548,0.673
175,0,0,5429,1,5.5119,0.770
176,0,0,5429,1,5.3155,0.674
177,0,0,5429,1,5.6250,0.729
178,0,0,5429,1,5.4226,0.699
179,0,0,5429,1,5.5655,0.733
180,0,0,5429,1,5.2976,0.699
181,0,0,5429,1,5.4286,0.704
182,0,0,5429,1,5.4821,0.667
183,0,0,5429,1,5.2440,0.667
184,0,0,5429,1,5.4107,0.725
185,0,0,5429,1,5.5476,0.749
186,0,0,5429,1,5.2619,0.672
187,0,0,5429,1,5.5893,0.773
188,0,0,5429,1,5.3631,0.713
189,0,0,5429,1,5.4821,0.788
190,0,0,5429,1,5.4464,0.721
191,0,0,5429,1,5.5476,0.746
192,0,0,5429,1,5.2560,0.643
193,0,0,5429,1,5.5357,0.706
194,0,0,5429,1,5.5119,0.745
195,0,0,5429,1,5.3036,0.725
196,0,0,5429,1,5.4464,0.752
197,0,0,5429,1,5.3929,0.753
198,0,0,5429,1,5.6905,0.827
199,0,0,5429,1,5.5952,0.770
200,0,0,5429,1,5.5833,0.727
201,0,0,5429,1,5.3095,0.675
202,0,0,5429,1,5.5536,0.784
203,0,0,5429,1,5.4464,0.780
204,0,0,5429,1,5.6488,0.767
205,0,0,5429,1,5.5774,0.714
206,0,0,5429,1,5.5714,0.698
207,0,0,5429,1,5.3333,0.716
208,0,0,5429,1,5.7381,0.778
209,0,0,5429,1,5.6905,0.763
210,0,0,5429,1,5.5179,0.746
211,0,0,5429,1,5.6131,0.751
212,0,0,5429,1,5.5536,0.711
213,0,0,5429,1,5.6071,0.751
214,0,0,5429,1,5.5060,0.739
215,0,0,5429,1,5.1845,0.663
216,0,0,5429,1,5.1607,0.655
217,0,0,5429,1,5.5714,0.791
218,0,0,5429,1,5.6071,0.803
219,0,0,5429,1,5.3988,0.756
220,0,0,5429,1,5.5893,0.760
221,0,0,5429,1,5.5417,0.788
222,1,4,5433,5,5.4524,2.983
223,0,0,5433,1,5.1310,0.662
224,0,0,5433,1,5.5238,0.722
225,0,0,5433,1,5.0298,0.617
226,0,0,5433,1,5.2679,0.671
227,0,0,5433,1,5.7381,0.752
228,0,0,5433,1,5.7381,0.799
229,0,0,5433,1,5.1726,0.698
230,0,0,5433,1,5.5774,0.822
231,0,0,5433,1,5.2083,0.761
232,0,0,5433,1,5.2202,0.809
233,0,0,5433,1,5.5238,0.916
234,0,0,5433,1,5.5357,0.856
235,0,0,5433,1,5.5536,0.875
236,1,23,5456,24,5.5536,7.860
237,0,0,5456,1,5.5833,0.862
238,0,0,5456,1,5.5774,0.842
239,0,0,5456,1,5.5714,0.807
240,0,0,5456,1,5.6488,0.867
241,0,0,5456,1,5.3631,0.821
242,0,0,5456,1,5.3512,0.750
243,0,0,5456,1,5.2202,0.714
244,0,0,5456,1,5.6488,0.812
245,0,0,5456,1,5.2976,0.720
246,0,0,5456,1,5.4226,0.753
247,0,0,5456,1,5.4881,0.797
248,0,0,5456,1,5.7083,0.770
249,0,0,5456,1,5.6190,0.861
250,0,0,5456,1,5.9405,0.881
251,1,1,5457,2,5.5357,1.527
252,0,0,5457,1,5.2679,0.758
253,0,0,5457,1,5.2440,0.795
254,0,0,5457,1,5.9702,1.001
255,0,0,5457,1,5.4524,0.796
256,0,0,5457,1,5.5119,0.776
257,0,0,5457,1,5.8214,0.856
258,0,0,5457,1,5.8393,0.862
259,0,0,5457,1,5.5238,0.794
260,0,0,5457,1,5.6429,0.840
261,0,0,5457,1,5.5119,0.825
262,0,0,5457,1,5.2738,0.771
263,0,0,5457,1,5.2917,0.771
264,0,0,5457,1,5.2976,0.733
265,0,0,5457,1,5.5417,0.810
266,0,0,5457,1,5.5476,0.801
267,0,0,5457,1,5.5000,0.803
268,0,0,5457,1,5.5655,0.820
269,0,0,5457,1,5.6071,0.936
270,0,0,5457,1,5.7202,0.903
271,0,0,5457,1,5.5238,0.783
272,0,0,5457,1,5.9167,0.936
273,0,0,5457,1,5.8095,0.891
274,0,0,5457,1,5.6845,0.873
275,0,0,5457,1,5.5238,0.812
276,0,0,5457,1,5.3929,0.822
277,0,0,5457,1,5.5357,0.938
278,0,0,5457,1,5.6786,0.950
279,0,0,5457,1,5.5060,0.848
280,0,0,5457,1,5.5595,0.830
281,1,4,5461,5,5.4821,3.341
282,0,0,5461,1,5.8214,0.950
283,0,0,5461,1,5.8036,0.904
284,0,0,5461,1,5.3095,0.762
285,0,0,5461,1,5.5060,0.820
286,0,0,5461,1,5.4048,0.784
287,0,0,5461,1,5.8214,0.880
288,1,6,5467,7,5.3690,2.737
289,0,0,5467,1,5.5179,0.784
290,0,0,5467,1,5.8095,0.861
291,0,0,5467,1,5.4405,0.812
292,0,0,5467,1,5.6845,0.833
293,0,0,5467,1,5.4881,0.842
294,0,0,5467,1,4.9881,0.679
295,0,0,5467,1,5.3690,0.817
296,0,0,5467,1,5.4643,0.785
297,0,0,5467,1,5.5179,0.791
298,0,0,5467,1,5.5000,0.821
299,0,0,5467,1,5.4107,0.795
300,0,0,5467,1,5.4345,0.816
301,0,0,5467,1,5.6012,0.853
302,0,0,5467,1,5.5655,0.826
303,0,0,5467,1,5.5238,0.831
304,0,0,5467,1,5.4702,0.857
305,0,0,5467,1,5.3512,0.700
306,0,0,5467,1,5.4464,0.819
307,0,0,5467,1,5.6786,0.823
308,0,0,5467,1,5.4464,0.839
309,0,0,5467,1,5.2917,0.751
310,0,0,5467,1,5.3869,0.774
311,0,0,5467,1,5.1488,0.743
312,1,20,5487,21,5.8036,9.067
313,0,0,5487,1,5.5238,0.876
314,0,0,5487,1,5.5000,0.825
315,0,0,5487,1,5.3452,0.812
316,0,0,5487,1,5.2560,0.759
317,1,3,5490,4,5.3571,1.132
318,0,0,5490,1,5.6071,0.844
319,0,0,5490,1,5.5833,0.760
320,0,0,5490,1,5.4048,0.814
321,0,0,5490,1,6.0298,0.958
322,0,0,5490,1,5.8095,0.882
323,0,0,5490,1,5.4940,0.775
324,0,0,5490,1,5.5298,0.820
325,0,0,5490,1,5.6012,0.822
326,0,0,5490,1,5.3095,0.706
327,0,0,5490,1,5.6548,0.819
328,0,0,5490,1,5.5179,0.778
329,0,0,5490,1,5.5833,0.835
330,0,0,5490,1,5.3929,0.800
331,0,0,5490,1,5.3274,0.752
332,0,0,5490,1,5.7262,0.878
333,0,0,5490,1,5.4702,0.865
334,0,0,5490,1,5.4286,0.788
335,0,0,5490,1,5.3690,0.780
336,0,0,5490,1,5.5536,0.835
337,0,0,5490,1,5.2202,0.769
338,0,0,5490,1,5.2857,0.738
339,0,0,5490,1,5.6012,0.860
340,0,0,5490,1,5.1964,0.702
341,0,0,5490,1,5.5298,0.800
342,0,0,5490,1,5.5952,0.848
343,0,0,5490,1,5.5179,0.777
344,0,0,5490,1,5.4226,0.775
345,0,0,5490,1,5.4821,0.834
346,0,0,5490,1,5.2321,0.714
347,1,407,5897,407,5.5714,347.937
348,0,0,5897,1,5.3214,0.872
349,0,0,5897,1,5.4524,0.895
350,0,0,5897,1,5.3571,0.856
351,0,0,5897,1,5.3333,0.910
352,0,0,5897,1,5.4167,0.927
353,0,0,5897,1,5.7321,0.940
354,0,0,5897,1,5.3095,0.811
355,0,0,5897,1,5.5655,0.856
356,0,0,5897,1,5.3095,0.810
357,0,0,5897,1,5.3274,0.801
358,0,0,5897,1,5.5714,0.903
359,0,0,5897,1,5.6012,0.857
360,0,0,5897,1,5.6131,0.958
361,0,0,5897,1,5.6548,0.980
362,0,0,5897,1,5.4643,0.870
363,0,0,5897,1,5.3750,0.825
364,0,0,5897,1,5.6250,0.871
365,0,0,5897,1,5.5000,0.877
366,0,0,5897,1,5.7143,0.957
367,0,0,5897,1,5.6190,0.964
368,0,0,5897,1,5.0536,0.692
369,1,2,5899,3,5.3393,2.240
370,0,0,5899,1,5.4107,0.904
371,0,0,5899,1,5.2738,0.792
372,0,0,5899,1,5.7440,1.011
373,0,0,5899,1,5.3810,0.849
374,0,0,5899,1,5.2262,0.789
375,0,0,5899,1,5.3690,0.863
376,0,0,5899,1,5.3095,0.841
377,0,0,5899,1,5.5833,0.846
378,0,0,5899,1,5.4821,0.835
379,0,0,5899,1,5.7738,0.921
380,0,0,5899,1,5.5595,0.956
381,0,0,5899,1,5.2202,0.819
382,0,0,5899,1,5.2440,0.863
383,0,0,5899,1,5.3036,0.842
384,0,0,5899,1,5.3214,0.869
385,1,13,5912,14,5.3988,5.879
386,0,0,5912,1,5.7321,0.950
387,0,0,5912,1,5.7024,0.954
388,0,0,5912,1,5.4464,0.892
389,0,0,5912,1,5.1429,0.768
390,0,0,5912,1,5.3869,0.842
391,0,0,5912,1,5.6369,0.946
392,0,0,5912,1,5.8690,0.977
393,0,0,5912,1,5.4762,0.867
394,0,0,5912,1,5.5238,0.850
395,0,0,5912,1,5.5000,0.856
396,0,0,5912,1,5.3631,0.858
397,0,0,5912,1,5.7262,0.898
398,0,0,5912,1,5.6071,0.918
399,0,0,5912,1,5.6429,0.859
400,0,0,5912,1,5.6429,0.896
401,0,0,5912,1,5.1786,0.777
402,0,0,5912,1,5.3333,0.863
403,0,0,5912,1,5.4940,0.857
404,0,0,5912,1,5.6905,0.934
405,0,0,5912,1,5.5298,0.944
406,0,0,5912,1,5.3690,0.800
407,0,0,5912,1,5.6369,0.845
408,0,0,5912,1,5.6250,0.927
409,0,0,5912,1,5.4464,0.833
410,0,0,5912,1,5.3988,0.924
411,0,0,5912,1,5.6369,0.926
412,0,0,5912,1,5.6905,0.915
413,0,0,5912,1,5.7976,0.909
414,1,197,6109,198,5.4167,99.176
415,0,0,6109,1,5.8155,1.085
416,0,0,6109,1,5.6667,0.904
417,0,0,6109,1,5.5417,0.961
418,0,0,6109,1,5.3869,0.867
419,0,0,6109,1,5.6488,0.952
420,0,0,6109,1,5.4643,0.791
421,0,0,6109,1,5.7321,0.937
422,0,0,6109,1,5.6607,0.937
423,0,0,6109,1,5.2440,0.799
424,0,0,6109,1,5.5298,0.949
425,0,0,6109,1,5.3810,0.964
426,0,0,6109,1,5.6964,1.037
427,0,0,6109,1,5.5298,1.009
428,0,0,6109,1,5.2262,0.858
429,0,0,6109,1,5.5833,0.932
430,0,0,6109,1,5.2917,0.881
431,0,0,6109,1,5.8393,0.935
432,0,0,6109,1,5.7976,0.977
433,0,0,6109,1,5.4286,0.853
434,0,0,6109,1,5.2738,0.795
435,0,0,6109,1,5.8274,0.950
436,0,0,6109,1,5.4821,0.860
437,0,0,6109,1,5.6310,0.910
438,0,0,6109,1,5.4940,0.911
439,0,0,6109,1,5.6726,0.965
440,0,0,6109,1,5.6131,0.907
441,0,0,6109,1,5.4940,0.873
442,0,0,6109,1,5.7500,0.949
443,0,0,6109,1,5.2560,0.814
444,0,0,6109,1,5.7202,0.860
445,0,0,6109,1,5.4107,0.899
446,0,0,6109,1,5.9286,1.013
447,0,0,6109,1,5.4167,0.923
448,0,0,6109,1,5.3810,0.885
449,0,0,6109,1,5.6190,0.882
450,0,0,6109,1,5.4762,0.916
451,0,0,6109,1,5.4048,0.823
452,0,0,6109,1,5.3452,0.871
453,0,0,6109,1,5.6488,0.888
454,0,0,6109,1,5.1488,0.810
455,0,0,6109,1,5.3631,0.848
456,0,0,6109,1,5.4107,0.873
457,0,0,6109,1,5.3274,0.919
458,0,0,6109,1,5.9107,0.990
459,0,0,6109,1,5.2381,0.767
460,0,0,6109,1,5.4762,0.855
461,0,0,6109,1,5.6310,0.898
462,0,0,6109,1,5.8214,1.015
463,0,0,6109,1,5.6369,0.926
464,0,0,6109,1,5.6012,0.929
465,0,0,6109,1,5.5357,0.871
466,0,0,6109,1,5.6548,0.979
467,0,0,6109,1,5.3393,0.886
468,0,0,6109,1,5.3988,0.866
469,0,0,6109,1,5.4107,0.878
470,0,0,6109,1,5.1964,0.761
471,0,0,6109,1,5.6429,0.921
472,0,0,6109,1,5.4405,0.817
473,0,0,6109,1,5.2143,0.820
474,0,0,6109,1,5.4821,0.880
475,0,0,6109,1,5.6250,0.901
476,0,0,6109,1,5.1667,0.796
477,0,0,6109,1,5.7679,0.915
478,0,0,6109,1,5.5179,0.827
479,0,0,6109,1,5.5357,0.937
480,0,0,6109,1,5.3333,0.802
481,0,0,6109,1,5.3333,0.861
482,0,0,6109,1,5.8155,1.057
483,0,0,6109,1,5.6190,0.974
484,0,0,6109,1,5.5417,0.979
485,0,0,6109,1,5.7024,0.944
486,0,0,6109,1,5.4286,0.865
487,0,0,6109,1,5.3810,0.886
488,0,0,6109,1,5.5893,0.918
489,0,0,6109,1,5.4286,0.877
490,0,0,6109,1,5.5833,0.896
491,0,0,6109,1,5.1964,0.806
492,0,0,6109,1,5.5714,0.888
493,0,0,6109,1,5.9107,1.028
494,0,0,6109,1,5.6190,0.922
495,0,0,6109,1,5.5595,0.862
496,0,0,6109,1,5.4464,0.886
497,0,0,6109,1,5.0179,0.780
498,0,0,6109,1,5.7024,0.968
499,0,0,6109,1,5.6429,0.924
500,0,0,6109,1,5.8988,1.056
501,0,0,6109,1,5.6131,0.989
502,0,0,6109,1,5.3393,0.832
503,0,0,6109,1,5.6310,0.896
504,0,0,6109,1,5.7679,0.987
505,0,0,6109,1,5.6607,0.935
506,0,0,6109,1,5.2083,0.799
507,0,0,6109,1,5.2976,0.813
508,0,0,6109,1,5.4762,0.828
509,0,0,6109,1,5.3333,0.871
510,0,0,6109,1,5.3393,0.882
511,0,0,6109,1,5.5952,0.948
512,1,2,6111,3,5.4405,1.929
513,0,0,6111,1,5.4107,0.899
514,0,0,6111,1,5.6250,0.950
515,0,0,6111,1,5.5357,0.986
516,0,0,6111,1,5.0536,0.766
517,0,0,6111,1,5.5476,0.943
518,0,0,6111,1,5.2381,0.807
519,1,12,6123,12,5.6369,4.908
520,0,0,6123,1,5.5476,0.861
521,0,0,6123,1,5.6905,0.935
522,0,0,6123,1,5.6310,0.944
523,0,0,6123,1,5.3155,0.899
524,0,0,6123,1,5.4107,0.882
525,0,0,6123,1,5.6726,0.985
526,0,0,6123,1,5.4524,0.971
527,0,0,6123,1,5.2857,0.858
528,0,0,6123,1,5.5357,0.927
529,0,0,6123,1,5.5179,0.914
530,0,0,6123,1,5.0714,0.773
531,0,0,6123,1,5.5833,0.878
532,1,1,6124,2,5.5417,1.097
533,0,0,6124,1,5.5357,0.917
534,0,0,6124,1,5.7143,0.945
535,0,0,6124,1,5.4583,0.899
536,0,0,6124,1,5.6905,0.915
537,0,0,6124,1,5.5000,0.855
538,0,0,6124,1,5.4524,0.932
539,0,0,6124,1,5.4405,0.869
540,0,0,6124,1,5.2857,0.905
541,0,0,6124,1,5.6548,0.925
542,0,0,6124,1,5.7679,1.085
543,0,0,6124,1,5.5000,0.930
544,0,0,6124,1,5.4583,0.906
545,0,0,6124,1,5.4643,0.932
546,0,0,6124,1,5.7381,0.971
547,0,0,6124,1,5.4464,0.980
548,0,0,6124,1,5.5655,0.930
549,0,0,6124,1,5.4167,0.822
550,0,0,6124,1,5.6310,0.926
551,0,0,6124,1,5.6310,0.929
552,0,0,6124,1,5.2679,0.836
553,0,0,6124,1,5.3750,0.845
554,0,0,6124,1,5.3274,0.782
555,0,0,6124,1,5.6607,0.876
556,0,0,6124,1,5.3333,0.790
557,0,0,6124,1,5.9643,1.020
558,0,0,6124,1,5.8095,0.957
559,0,0,6124,1,5.4940,0.917
560,0,0,6124,1,5.8333,1.046
561,0,0,6124,1,5.4464,0.939
562,0,0,6124,1,5.7798,1.102
563,0,0,6124,1,5.4702,0.847
564,0,0,6124,1,5.7560,0.977
565,0,0,6124,1,5.3750,0.851
566,0,0,6124,1,5.5119,0.861
567,1,35,6159,36,5.7083,26.920
568,0,0,6159,1,5.3929,0.856
569,0,0,6159,1,5.6726,0.930
570,0,0,6159,1,5.7679,0.933
571,0,0,6159,1,5.5238,0.891
572,0,0,6159,1,5.6190,0.937
573,0,0,6159,1,5.5238,0.966
574,0,0,6159,1,5.5238,0.992
575,0,0,6159,1,5.1488,0.864
576,0,0,6159,1,5.5655,0.855
577,0,0,6159,1,5.4821,0.910
578,1,2,6161,3,5.8512,1.661
579,1,367,6528,367,5.7143,338.536
580,0,0,6528,1,5.5298,0.899
581,0,0,6528,1,5.6012,0.950
582,0,0,6528,1,5.4643,0.900
583,0,0,6528,1,5.3393,0.928
584,0,0,6528,1,5.6488,1.141
585,0,0,6528,1,5.7381,1.185
586,0,0,6528,1,5.2738,0.899
587,0,0,6528,1,5.7857,1.068
588,0,0,6528,1,5.6071,0.944
589,0,0,6528,1,5.6667,1.020
590,0,0,6528,1,5.4762,0.967
591,0,0,6528,1,5.5893,0.999
592,0,0,6528,1,5.6429,0.964
593,0,0,6528,1,5.4345,0.911
594,0,0,6528,1,5.2798,0.846
595,0,0,6528,1,5.4702,0.929
596,0,0,6528,1,5.5655,0.911
597,0,0,6528,1,5.2738,0.873
598,0,0,6528,1,5.6012,0.992
599,0,0,6528,1,5.4583,0.905
600,0,0,6528,1,5.5476,1.022
601,0,0,6528,1,5.6071,1.104
602,0,0,6528,1,5.9643,1.219
603,0,0,6528,1,5.3274,0.986
604,0,0,6528,1,5.6667,1.019
605,0,0,6528,1,5.6310,1.106
606,0,0,6528,1,5.5179,0.990
607,0,0,6528,1,5.7917,1.014
608,0,0,6528,1,5.3571,0.876
609,0,0,6528,1,5.3929,0.923
610,0,0,6528,1,5.3810,0.914
611,0,0,6528,1,5.5179,0.902
612,0,0,6528,1,5.5000,0.908
613,0,0,6528,1,5.2619,0.872
614,0,0,6528,1,5.5774,0.989
615,0,0,6528,1,5.5179,0.891
616,0,0,6528,1,5.4702,0.891
617,0,0,6528,1,5.1667,0.798
618,0,0,6528,1,5.6905,0.962
619,0,0,6528,1,5.6250,0.992
620,0,0,6528,1,5.5952,1.027
621,0,0,6528,1,5.4702,0.981
622,0,0,6528,1,5.7024,1.076
623,0,0,6528,1,5.3095,0.938
624,0,0,6528,1,5.2202,0.813
