segment,head,margin,lock_thru,terminal,comment
0,1,0.05,0,West_entry,West spawn entry
1,0,0.0,0,West_exit,West exit terminal
63,42,0.05,0,East_entry,East spawn entry
64,43,0.0,0,East_exit,East exit terminal
65,1,0.05,0,West_entry,West spawn long entry
66,44,0.0,0,West_exit,West exit long terminal
67,42,0.05,0,East_entry,East spawn long entry
68,45,0.0,0,East_exit,East exit long terminal
2,1,0.05,0,,West corridor approach
62,42,0.05,0,,East corridor approach
