seed,deadlock_found,new_constraints,total_constraints,iterations,trains_per_hr,cpu_time
1,1,14,14,12,5.2440,1.257
2,1,6,20,6,5.2738,0.537
3,1,2,22,3,4.8750,0.321
4,1,4,26,4,4.8036,0.238
5,1,24,50,19,4.8452,1.282
6,1,4,54,5,4.9643,0.420
7,1,7,61,8,4.9107,0.397
8,0,0,61,1,4.9524,0.147
9,1,1,62,2,5.0476,0.153
10,1,1,63,2,5.1012,0.296
11,1,6,69,7,5.0833,0.390
12,0,0,69,1,5.1190,0.154
13,0,0,69,1,4.9107,0.145
14,0,0,69,1,4.7679,0.136
15,0,0,69,1,5.0179,0.149
16,1,2,71,3,5.1071,0.267
17,0,0,71,1,4.9702,0.156
18,1,1,72,2,5.2500,0.218
19,0,0,72,1,4.8631,0.144
20,1,1,73,2,4.5952,0.220
21,1,1,74,2,4.8333,0.172
22,1,1,75,2,4.7619,0.229
23,1,2,77,3,4.8512,0.390
24,1,1,78,2,5.0655,0.287
25,1,1,79,2,5.2619,0.273
26,1,1,80,2,4.9762,0.191
27,0,0,80,1,4.8512,0.145
28,1,1,81,2,4.9048,0.165
29,0,0,81,1,4.6786,0.135
30,0,0,81,1,5.0893,0.159
31,0,0,81,1,5.1607,0.163
32,0,0,81,1,5.3750,0.169
33,0,0,81,1,4.8214,0.142
34,0,0,81,1,4.7321,0.140
35,0,0,81,1,4.9940,0.147
36,1,1,82,2,5.1250,0.183
37,1,1,83,2,5.0119,0.249
38,0,0,83,1,4.7202,0.141
39,0,0,83,1,5.0060,0.158
40,0,0,83,1,5.1190,0.163
41,1,221,304,221,4.9048,5.532
42,0,0,304,1,4.9524,0.159
43,0,0,304,1,4.8869,0.147
44,0,0,304,1,5.0833,0.164
45,0,0,304,1,5.0238,0.159
46,0,0,304,1,4.9702,0.158
47,0,0,304,1,4.8393,0.152
48,0,0,304,1,5.1250,0.165
49,1,153,457,154,5.2321,25.329
50,0,0,457,1,4.6964,0.168
51,0,0,457,1,5.1071,0.197
52,0,0,457,1,4.9464,0.173
53,1,6,463,7,5.3333,0.628
54,0,0,463,1,4.8333,0.163
55,1,1,464,2,4.8214,0.316
56,0,0,464,1,5.1667,0.185
57,0,0,464,1,4.7917,0.159
58,0,0,464,1,4.9583,0.168
59,1,1,465,2,4.9643,0.303
60,0,0,465,1,5.1012,0.179
61,0,0,465,1,5.0952,0.175
62,1,1,466,2,4.7560,0.326
63,0,0,466,1,4.7798,0.153
64,0,0,466,1,4.8571,0.163
65,0,0,466,1,5.1012,0.184
66,0,0,466,1,4.9583,0.176
67,0,0,466,1,5.1190,0.179
68,0,0,466,1,4.8214,0.170
69,0,0,466,1,5.1369,0.193
70,1,1,467,2,4.9583,0.362
71,0,0,467,1,4.9167,0.182
72,0,0,467,1,4.7619,0.164
73,0,0,467,1,4.8274,0.170
74,0,0,467,1,4.8214,0.169
75,0,0,467,1,4.8869,0.168
76,0,0,467,1,5.0952,0.181
77,0,0,467,1,4.8214,0.169
78,1,2,469,3,5.1012,0.316
79,0,0,469,1,4.7024,0.158
80,1,4,473,5,4.9940,0.497
81,0,0,473,1,4.9167,0.176
82,0,0,473,1,5.0000,0.189
83,0,0,473,1,5.3333,0.206
84,0,0,473,1,5.1488,0.197
85,0,0,473,1,5.0833,0.194
86,0,0,473,1,4.8155,0.163
87,0,0,473,1,4.7738,0.167
88,1,3,476,4,5.2738,0.701
89,0,0,476,1,4.8750,0.166
90,0,0,476,1,4.9226,0.172
91,0,0,476,1,5.0714,0.172
92,0,0,476,1,5.0119,0.173
93,0,0,476,1,5.2440,0.192
94,0,0,476,1,5.2083,0.189
95,1,4,480,5,4.8929,0.720
96,0,0,480,1,4.9286,0.170
97,1,39,519,36,4.9762,0.585
98,0,0,519,1,4.7143,0.172
99,0,0,519,1,4.9821,0.194
100,0,0,519,1,4.9405,0.186
101,0,0,519,1,4.7262,0.167
102,0,0,519,1,4.7976,0.162
103,0,0,519,1,5.0119,0.190
104,1,1,520,2,5.4464,0.367
105,0,0,520,1,4.8274,0.160
106,0,0,520,1,4.7738,0.163
107,0,0,520,1,4.8452,0.165
108,0,0,520,1,5.0298,0.185
109,1,7,527,8,5.3333,1.215
110,0,0,527,1,4.9464,0.172
111,0,0,527,1,5.0774,0.183
112,0,0,527,1,5.0476,0.178
113,1,1,528,2,5.0833,0.354
114,0,0,528,1,5.1190,0.185
115,0,0,528,1,5.1548,0.182
116,0,0,528,1,5.1190,0.183
117,0,0,528,1,5.2500,0.189
118,1,2,530,3,4.9881,0.368
