seed,deadlock_found,new_constraints,total_constraints,iterations,trains_completed,trains_per_hr,avg_wait_time,cpu_time
1,1,2,2,3,701,4.1726,0.2268,0.289
2,1,2,4,3,705,4.1964,0.2275,0.243
3,1,1,5,2,650,3.8690,0.1633,0.206
4,0,0,5,1,655,3.8988,0.1751,0.103
5,1,4,9,5,646,3.8452,0.1971,0.221
6,0,0,9,1,675,4.0179,0.1738,0.104
7,0,0,9,1,654,3.8929,0.1700,0.102
8,1,3,12,4,648,3.8571,0.1740,0.310
9,0,0,12,1,679,4.0417,0.2345,0.109
10,0,0,12,1,704,4.1905,0.2275,0.120
11,0,0,12,1,674,4.0119,0.1871,0.105
12,0,0,12,1,700,4.1667,0.1870,0.112
13,0,0,12,1,660,3.9286,0.1878,0.104
14,0,0,12,1,642,3.8214,0.1736,0.101
15,0,0,12,1,675,4.0179,0.2055,0.107
16,0,0,12,1,709,4.2202,0.2077,0.111
17,1,3,15,4,656,3.9048,0.1825,0.253
18,0,0,15,1,701,4.1726,0.2341,0.113
19,0,0,15,1,661,3.9345,0.1847,0.104
20,1,1,16,2,593,3.5298,0.1566,0.171
21,1,2,18,3,661,3.9345,0.1905,0.232
22,1,10,28,11,655,3.8988,0.1932,0.810
23,1,1,29,2,646,3.8452,0.2229,0.190
24,1,1,30,2,686,4.0833,0.2114,0.205
25,0,0,30,1,694,4.1310,0.1863,0.111
26,0,0,30,1,696,4.1429,0.1870,0.110
27,0,0,30,1,635,3.7798,0.1674,0.098
28,0,0,30,1,687,4.0893,0.1959,0.107
29,1,1,31,2,622,3.7024,0.1797,0.167
30,0,0,31,1,691,4.1131,0.2027,0.108
31,0,0,31,1,701,4.1726,0.1986,0.115
32,1,2,33,3,740,4.4048,0.1973,0.238
33,0,0,33,1,638,3.7976,0.1585,0.094
34,0,0,33,1,653,3.8869,0.1868,0.097
35,1,3,36,4,669,3.9821,0.1781,0.227
36,0,0,36,1,677,4.0298,0.1765,0.110
37,0,0,36,1,682,4.0595,0.1826,0.108
38,0,0,36,1,634,3.7738,0.1722,0.097
39,0,0,36,1,669,3.9821,0.1846,0.104
40,1,1,37,2,676,4.0238,0.2147,0.153
41,1,1,38,2,672,4.0000,0.1881,0.210
42,0,0,38,1,666,3.9643,0.1908,0.102
43,0,0,38,1,642,3.8214,0.1897,0.096
44,0,0,38,1,670,3.9881,0.2095,0.104
45,0,0,38,1,668,3.9762,0.1732,0.101
46,0,0,38,1,670,3.9881,0.1969,0.103
47,0,0,38,1,654,3.8929,0.1878,0.098
48,1,1,39,2,674,4.0119,0.2083,0.123
49,0,0,39,1,704,4.1905,0.2100,0.106
50,0,0,39,1,622,3.7024,0.1564,0.093
51,1,2,41,3,658,3.9167,0.1836,0.113
52,0,0,41,1,658,3.9167,0.1803,0.100
53,1,4,45,5,722,4.2976,0.2085,0.306
54,1,1,46,2,640,3.8095,0.1816,0.181
55,0,0,46,1,656,3.9048,0.1863,0.098
56,0,0,46,1,671,3.9940,0.1951,0.101
57,0,0,46,1,671,3.9940,0.1744,0.100
58,0,0,46,1,672,4.0000,0.2163,0.101
59,0,0,46,1,652,3.8810,0.1683,0.098
60,1,2,48,3,683,4.0655,0.2077,0.159
61,0,0,48,1,663,3.9464,0.2184,0.101
62,0,0,48,1,638,3.7976,0.1712,0.102
63,0,0,48,1,651,3.8750,0.1542,0.092
64,0,0,48,1,659,3.9226,0.2051,0.106
65,0,0,48,1,664,3.9524,0.1713,0.104
66,0,0,48,1,664,3.9524,0.1794,0.109
67,0,0,48,1,691,4.1131,0.1670,0.107
68,0,0,48,1,638,3.7976,0.1720,0.101
69,0,0,48,1,691,4.1131,0.2076,0.114
70,0,0,48,1,655,3.8988,0.1696,0.105
71,0,0,48,1,659,3.9226,0.1877,0.106
72,0,0,48,1,649,3.8631,0.1562,0.100
73,0,0,48,1,648,3.8571,0.1568,0.103
74,0,0,48,1,643,3.8274,0.2083,0.100
75,0,0,48,1,654,3.8929,0.1730,0.104
76,1,2,50,3,661,3.9345,0.2055,0.140
77,0,0,50,1,649,3.8631,0.1700,0.103
78,0,0,50,1,699,4.1607,0.2220,0.110
79,0,0,50,1,634,3.7738,0.1680,0.097
80,1,1,51,2,686,4.0833,0.1931,0.140
81,1,1,52,2,671,3.9940,0.2171,0.162
82,0,0,52,1,676,4.0238,0.2182,0.107
83,0,0,52,1,716,4.2619,0.1989,0.113
84,0,0,52,1,690,4.1071,0.1898,0.108
85,0,0,52,1,679,4.0417,0.1850,0.108
86,1,1,53,2,663,3.9464,0.1764,0.143
87,0,0,53,1,660,3.9286,0.1713,0.102
88,0,0,53,1,710,4.2262,0.2018,0.114
89,0,0,53,1,663,3.9464,0.1847,0.104
90,0,0,53,1,662,3.9405,0.1744,0.102
91,0,0,53,1,685,4.0774,0.1946,0.108
92,0,0,53,1,677,4.0298,0.1895,0.119
93,1,2,55,3,705,4.1964,0.2260,0.180
94,1,1,56,2,666,3.9643,0.1711,0.138
95,0,0,56,1,668,3.9762,0.1772,0.100
96,1,1,57,2,647,3.8512,0.1743,0.135
97,1,1,58,2,664,3.9524,0.1560,0.124
98,0,0,58,1,636,3.7857,0.1885,0.096
99,0,0,58,1,674,4.0119,0.1895,0.105
100,0,0,58,1,673,4.0060,0.1838,0.106
101,0,0,58,1,638,3.7976,0.1859,0.100
102,0,0,58,1,665,3.9583,0.1752,0.102
103,0,0,58,1,697,4.1488,0.1989,0.108
104,0,0,58,1,727,4.3274,0.2272,0.123
105,0,0,58,1,656,3.9048,0.1716,0.101
106,0,0,58,1,629,3.7440,0.1622,0.100
107,1,1,59,2,641,3.8155,0.1510,0.147
108,0,0,59,1,665,3.9583,0.1750,0.107
109,0,0,59,1,714,4.2500,0.2298,0.114
110,0,0,59,1,641,3.8155,0.1551,0.099
111,0,0,59,1,675,4.0179,0.1920,0.109
112,0,0,59,1,682,4.0595,0.1961,0.107
