seed,deadlock_found,new_constraints,total_constraints,iterations,trains_completed,trains_per_hr,cpu_time
1,1,25,25,26,351,2.0893,2.048
2,1,7,32,8,301,1.7917,0.599
3,1,3,35,4,273,1.6250,0.217
4,1,9,44,10,299,1.7798,0.525
5,0,0,44,1,302,1.7976,0.134
6,1,1,45,2,322,1.9167,0.328
7,0,0,45,1,310,1.8452,0.151
8,0,0,45,1,288,1.7143,0.136
9,0,0,45,1,304,1.8095,0.154
10,0,0,45,1,355,2.1131,0.275
11,0,0,45,1,303,1.8036,0.172
12,0,0,45,1,328,1.9524,0.191
13,1,4,49,5,292,1.7381,0.343
14,0,0,49,1,297,1.7679,0.159
15,0,0,49,1,297,1.7679,0.141
16,0,0,49,1,310,1.8452,0.180
17,0,0,49,1,292,1.7381,0.178
18,1,4,53,5,322,1.9167,0.277
19,1,1,54,2,318,1.8929,0.313
20,0,0,54,1,279,1.6607,0.124
21,0,0,54,1,313,1.8631,0.142
22,0,0,54,1,283,1.6845,0.153
23,0,0,54,1,286,1.7024,0.211
24,1,2,56,3,293,1.7440,0.423
25,1,4,60,5,309,1.8393,0.890
26,0,0,60,1,331,1.9702,0.216
27,0,0,60,1,278,1.6548,0.156
28,0,0,60,1,315,1.8750,0.180
29,0,0,60,1,267,1.5893,0.127
30,0,0,60,1,311,1.8512,0.154
31,0,0,60,1,326,1.9405,0.170
32,0,0,60,1,329,1.9583,0.193
33,0,0,60,1,275,1.6369,0.180
34,1,1,61,2,303,1.8036,0.297
35,1,1,62,2,295,1.7560,0.312
36,1,2,64,3,295,1.7560,0.625
37,1,3,67,4,327,1.9464,0.329
38,0,0,67,1,280,1.6667,0.157
39,1,1,68,2,304,1.8095,0.323
40,0,0,68,1,327,1.9464,0.145
41,0,0,68,1,307,1.8274,0.165
42,0,0,68,1,302,1.7976,0.156
43,0,0,68,1,300,1.7857,0.157
44,1,1,69,2,321,1.9107,0.317
45,0,0,69,1,290,1.7262,0.143
46,0,0,69,1,317,1.8869,0.198
47,0,0,69,1,282,1.6786,0.187
48,1,1,70,2,316,1.8810,0.459
49,0,0,70,1,284,1.6905,0.178
50,1,11,81,12,289,1.7202,1.555
51,0,0,81,1,296,1.7619,0.142
52,0,0,81,1,317,1.8869,0.201
53,1,1,82,2,324,1.9286,0.219
54,0,0,82,1,279,1.6607,0.158
55,0,0,82,1,306,1.8214,0.131
56,0,0,82,1,297,1.7679,0.135
57,0,0,82,1,327,1.9464,0.197
58,1,19,101,20,309,1.8393,2.194
59,0,0,101,1,276,1.6429,0.113
60,1,2,103,3,298,1.7738,0.255
61,0,0,103,1,289,1.7202,0.126
62,0,0,103,1,290,1.7262,0.150
63,0,0,103,1,276,1.6429,0.154
64,0,0,103,1,296,1.7619,0.165
65,0,0,103,1,293,1.7440,0.175
66,0,0,103,1,290,1.7262,0.197
67,0,0,103,1,302,1.7976,0.128
68,0,0,103,1,300,1.7857,0.148
69,0,0,103,1,291,1.7321,0.134
70,0,0,103,1,289,1.7202,0.168
71,0,0,103,1,309,1.8393,0.140
72,0,0,103,1,301,1.7917,0.138
73,0,0,103,1,298,1.7738,0.152
74,0,0,103,1,273,1.6250,0.134
75,0,0,103,1,310,1.8452,0.144
76,1,1,104,2,313,1.8631,0.334
77,0,0,104,1,299,1.7798,0.198
