seed,deadlock_found,new_constraints,total_constraints,iterations,trains_per_hr,cpu_time
1,1,2000,2000,2000,0.0000,20.137
2,1,2000,4000,2000,0.0000,14.221
3,1,2000,5986,2000,0.0000,31.170
4,1,2000,7986,2000,0.0000,12.430
5,1,2000,9986,2000,0.0000,20.380
6,1,441,10427,442,4.0417,9.488
7,1,18,10445,19,3.9226,2.942
8,0,0,10445,1,3.8869,0.291
9,0,0,10445,1,4.0298,0.292
10,0,0,10445,1,4.2024,0.330
11,0,0,10445,1,4.0238,0.307
12,0,0,10445,1,4.1667,0.304
13,0,0,10445,1,3.9345,0.273
14,0,0,10445,1,3.8750,0.252
15,0,0,10445,1,3.9940,0.265
16,0,0,10445,1,4.2024,0.277
17,0,0,10445,1,3.9405,0.261
18,0,0,10445,1,4.1786,0.285
19,0,0,10445,1,3.9405,0.255
20,0,0,10445,1,3.5417,0.228
21,0,0,10445,1,3.9464,0.255
22,0,0,10445,1,3.8988,0.249
23,0,0,10445,1,3.8571,0.249
24,0,0,10445,1,4.0595,0.271
25,0,0,10445,1,4.1429,0.277
26,0,0,10445,1,4.1548,0.281
27,0,0,10445,1,3.7500,0.241
28,0,0,10445,1,4.0952,0.267
29,0,0,10445,1,3.7262,0.235
30,0,0,10445,1,4.1250,0.272
31,0,0,10445,1,4.1488,0.277
32,0,0,10445,1,4.3810,0.287
33,0,0,10445,1,3.7976,0.240
34,0,0,10445,1,3.8988,0.238
35,0,0,10445,1,3.9940,0.247
36,0,0,10445,1,4.0417,0.271
37,0,0,10445,1,4.0595,0.275
38,0,0,10445,1,3.7798,0.244
39,0,0,10445,1,4.0655,0.277
40,0,0,10445,1,4.0357,0.285
41,0,0,10445,1,4.0060,0.274
42,0,0,10445,1,3.9762,0.269
43,0,0,10445,1,3.8155,0.277
44,0,0,10445,1,4.0119,0.332
45,0,0,10445,1,3.9821,0.322
46,0,0,10445,1,3.9702,0.273
47,0,0,10445,1,3.8810,0.249
48,0,0,10445,1,4.0417,0.265
49,0,0,10445,1,4.1667,0.277
50,0,0,10445,1,3.7024,0.248
51,0,0,10445,1,3.9345,0.292
52,0,0,10445,1,3.9345,0.295
53,0,0,10445,1,4.3214,0.303
54,0,0,10445,1,3.7917,0.259
55,0,0,10445,1,3.8929,0.246
56,0,0,10445,1,3.9286,0.283
57,0,0,10445,1,3.9643,0.288
58,0,0,10445,1,4.0000,0.298
59,0,0,10445,1,3.8810,0.282
60,0,0,10445,1,4.0238,0.292
61,0,0,10445,1,3.9464,0.290
62,0,0,10445,1,3.8214,0.297
63,0,0,10445,1,3.8750,0.238
64,0,0,10445,1,3.9107,0.292
65,0,0,10445,1,3.9643,0.295
66,0,0,10445,1,3.9405,0.300
67,0,0,10445,1,4.1012,0.286
68,0,0,10445,1,3.7917,0.273
69,0,0,10445,1,4.1250,0.316
70,0,0,10445,1,3.9345,0.289
71,0,0,10445,1,3.9167,0.289
72,0,0,10445,1,3.8750,0.261
73,0,0,10445,1,3.8631,0.273
74,0,0,10445,1,3.8333,0.265
75,0,0,10445,1,3.8929,0.276
76,0,0,10445,1,3.9345,0.280
77,0,0,10445,1,3.8690,0.275
78,0,0,10445,1,4.1726,0.295
79,0,0,10445,1,3.7738,0.276
80,0,0,10445,1,4.0893,0.292
81,0,0,10445,1,4.0179,0.284
82,0,0,10445,1,4.0060,0.288
83,0,0,10445,1,4.2976,0.317
84,0,0,10445,1,4.1131,0.296
85,0,0,10445,1,4.0238,0.291
86,0,0,10445,1,3.9524,0.270
87,0,0,10445,1,3.9167,0.289
88,0,0,10445,1,4.2262,0.316
89,0,0,10445,1,3.9286,0.326
90,0,0,10445,1,3.9464,0.294
91,0,0,10445,1,4.0655,0.287
92,0,0,10445,1,4.0298,0.284
93,0,0,10445,1,4.2143,0.352
94,0,0,10445,1,3.9048,0.313
95,0,0,10445,1,3.9405,0.287
96,0,0,10445,1,3.8393,0.257
97,0,0,10445,1,3.9405,0.343
98,0,0,10445,1,3.7738,0.267
99,0,0,10445,1,4.0179,0.290
100,0,0,10445,1,4.0357,0.285
101,0,0,10445,1,3.7976,0.243
102,0,0,10445,1,3.9405,0.278
103,0,0,10445,1,4.1310,0.281
104,0,0,10445,1,4.3155,0.317
105,0,0,10445,1,3.9167,0.251
106,0,0,10445,1,3.7262,0.257
107,0,0,10445,1,3.8214,0.259
