rep,run_t,avg_speed,train_ctr
0,0.135659,30.983342,93
1,0.105461,38.518079,80
2,0.088647,26.986979,97
3,0.082272,29.495794,100
4,0.113138,31.710625,88
5,0.173240,32.001999,99
6,0.124120,28.428519,98
7,0.089256,24.343138,93
8,0.083569,32.130210,89
9,0.112327,20.854604,75
