Tmax,rep,run_t,train_ctr
53,0,0.037254,224
100,1,0.066074,416
78,2,0.047261,300
95,3,0.058079,387
20,4,0.017463,69
30,5,0.025298,119
44,6,0.028251,181
100,7,0.055194,398
31,8,0.022207,119
39,9,0.032018,180
