seed,deadlock_found,new_constraints,total_constraints,iterations,trains_per_hr,cpu_time
1,1,3,3,4,5.2321,0.316
2,1,7,10,7,5.2738,0.504
3,1,1,11,2,4.8869,0.214
4,1,7,18,8,4.8095,0.454
5,1,3,21,4,4.8452,0.322
6,0,0,21,1,4.9762,0.118
7,1,2,23,3,4.9107,0.333
8,1,1,24,2,4.9345,0.201
9,1,2,26,3,5.0417,0.225
10,1,2,28,3,5.0893,0.193
11,1,3,31,4,5.0893,0.306
12,0,0,31,1,5.1131,0.123
13,0,0,31,1,4.8988,0.109
14,0,0,31,1,4.7917,0.113
15,0,0,31,1,5.0179,0.125
16,1,2,33,3,5.1190,0.284
17,1,1,34,2,4.9821,0.226
18,1,2,36,3,5.2381,0.307
19,0,0,36,1,4.8452,0.116
20,1,1,37,2,4.6131,0.136
21,1,1,38,2,4.8333,0.191
22,0,0,38,1,4.7500,0.110
23,1,1,39,2,4.8571,0.246
24,1,1,40,2,5.0714,0.127
25,1,3,43,4,5.2381,0.286
26,0,0,43,1,4.9762,0.124
27,0,0,43,1,4.8452,0.117
28,0,0,43,1,4.8988,0.115
29,0,0,43,1,4.6726,0.105
30,0,0,43,1,5.0893,0.123
31,1,1,44,2,5.1667,0.197
32,0,0,44,1,5.3810,0.127
33,0,0,44,1,4.8631,0.107
34,1,5,49,6,4.7500,0.301
35,1,1,50,2,4.9881,0.165
36,0,0,50,1,5.1250,0.133
37,0,0,50,1,4.9940,0.124
38,0,0,50,1,4.7381,0.111
39,0,0,50,1,5.0298,0.122
40,0,0,50,1,5.1071,0.124
41,1,36,86,35,4.9048,0.691
42,0,0,86,1,4.9464,0.119
43,0,0,86,1,4.8988,0.118
44,0,0,86,1,5.0476,0.123
45,0,0,86,1,5.0119,0.119
46,0,0,86,1,4.9524,0.122
47,0,0,86,1,4.8393,0.115
48,0,0,86,1,5.1071,0.123
49,1,5,91,6,5.2321,0.695
50,0,0,91,1,4.6845,0.114
51,1,2,93,3,5.1369,0.359
52,0,0,93,1,4.9345,0.124
53,0,0,93,1,5.3393,0.134
54,0,0,93,1,4.8512,0.118
55,0,0,93,1,4.8274,0.114
56,1,1,94,2,5.1667,0.244
57,0,0,94,1,4.7857,0.113
58,0,0,94,1,4.9643,0.123
59,0,0,94,1,4.9702,0.126
60,1,10,104,11,5.0952,0.741
61,0,0,104,1,5.0952,0.124
62,0,0,104,1,4.7500,0.118
63,0,0,104,1,4.7976,0.116
64,0,0,104,1,4.8631,0.120
65,0,0,104,1,5.0952,0.137
66,0,0,104,1,4.9643,0.131
67,0,0,104,1,5.1012,0.130
68,0,0,104,1,4.8214,0.117
69,0,0,104,1,5.1250,0.132
70,0,0,104,1,4.9583,0.129
71,0,0,104,1,4.9286,0.122
72,0,0,104,1,4.7560,0.116
73,0,0,104,1,4.8155,0.115
74,0,0,104,1,4.8155,0.116
75,0,0,104,1,4.8810,0.121
76,0,0,104,1,5.0893,0.125
77,0,0,104,1,4.8214,0.116
78,0,0,104,1,5.1071,0.129
79,0,0,104,1,4.7143,0.115
80,0,0,104,1,5.0000,0.126
81,0,0,104,1,4.9048,0.124
82,0,0,104,1,4.9762,0.128
83,1,2,106,3,5.3214,0.149
84,0,0,106,1,5.1607,0.140
85,0,0,106,1,5.0774,0.126
86,0,0,106,1,4.8155,0.109
87,0,0,106,1,4.7619,0.113
88,0,0,106,1,5.2857,0.133
89,0,0,106,1,4.8750,0.117
90,0,0,106,1,4.9464,0.129
91,0,0,106,1,5.0774,0.124
92,0,0,106,1,4.9821,0.119
93,0,0,106,1,5.2560,0.130
94,1,27,133,28,5.1726,3.787
95,0,0,133,1,4.8988,0.111
96,0,0,133,1,4.9464,0.112
97,0,0,133,1,4.9702,0.125
98,0,0,133,1,4.6964,0.111
99,1,1,134,2,5.0000,0.143
100,1,2,136,3,4.9345,0.129
101,0,0,136,1,4.7500,0.106
102,0,0,136,1,4.7917,0.116
103,0,0,136,1,5.0000,0.124
104,0,0,136,1,5.4345,0.150
105,0,0,136,1,4.8452,0.116
106,0,0,136,1,4.7798,0.119
107,0,0,136,1,4.8452,0.117
108,0,0,136,1,5.0298,0.128
109,1,396,532,391,5.3274,41.187
110,0,0,532,1,4.9702,0.147
111,0,0,532,1,5.0893,0.159
112,0,0,532,1,5.0476,0.158
113,0,0,532,1,5.1012,0.163
114,1,1,533,2,5.1071,0.181
115,0,0,533,1,5.1369,0.161
116,0,0,533,1,5.1190,0.154
117,0,0,533,1,5.2560,0.171
118,1,1,534,2,4.9762,0.258
119,0,0,534,1,5.1131,0.162
120,0,0,534,1,4.7440,0.143
121,0,0,534,1,5.1310,0.154
122,0,0,534,1,4.8631,0.139
123,0,0,534,1,4.9167,0.148
124,0,0,534,1,4.8869,0.138
125,0,0,534,1,4.9167,0.156
126,0,0,534,1,4.8988,0.161
127,0,0,534,1,5.4345,0.168
128,0,0,534,1,5.1548,0.161
129,1,3,537,4,5.2262,0.491
130,0,0,537,1,4.8452,0.144
131,0,0,537,1,5.0000,0.153
132,0,0,537,1,4.7976,0.138
133,0,0,537,1,5.0179,0.154
134,0,0,537,1,5.0060,0.151
135,0,0,537,1,4.9167,0.140
136,0,0,537,1,5.2321,0.156
137,0,0,537,1,4.9583,0.147
138,0,0,537,1,5.1012,0.157
139,1,15,552,16,4.9107,1.639
140,0,0,552,1,4.9107,0.145
141,0,0,552,1,4.9821,0.140
142,0,0,552,1,4.8274,0.140
143,0,0,552,1,5.2083,0.435
144,0,0,552,1,5.1726,0.152
145,0,0,552,1,5.4583,0.172
146,0,0,552,1,5.0298,0.154
147,0,0,552,1,5.0893,0.145
148,0,0,552,1,4.7679,0.138
149,1,7,559,8,4.9167,0.673
150,0,0,559,1,4.9345,0.150
151,0,0,559,1,4.6786,0.131
152,0,0,559,1,5.0893,0.154
153,0,0,559,1,5.0655,0.155
154,0,0,559,1,4.9821,0.150
155,1,6,565,7,5.0833,0.878
156,0,0,565,1,5.2976,0.163
157,0,0,565,1,5.1012,0.160
158,0,0,565,1,4.8214,0.148
159,0,0,565,1,5.0179,0.147
160,0,0,565,1,5.1607,0.165
161,0,0,565,1,5.1845,0.171
162,0,0,565,1,5.1250,0.162
163,0,0,565,1,4.8929,0.145
164,0,0,565,1,5.0893,0.155
165,0,0,565,1,4.8869,0.152
166,1,5,570,6,5.0655,0.332
167,0,0,570,1,4.9643,0.160
168,0,0,570,1,4.8988,0.150
169,0,0,570,1,4.8155,0.149
170,0,0,570,1,4.8393,0.147
171,0,0,570,1,5.1845,0.171
172,0,0,570,1,5.1250,0.165
173,0,0,570,1,4.8929,0.155
174,0,0,570,1,4.6667,0.140
175,0,0,570,1,5.1012,0.157
176,0,0,570,1,4.8333,0.141
177,0,0,570,1,5.0476,0.163
178,0,0,570,1,4.8810,0.162
179,0,0,570,1,5.0833,0.159
180,0,0,570,1,4.7857,0.144
181,0,0,570,1,4.9167,0.153
182,0,0,570,1,4.9583,0.148
183,0,0,570,1,4.7262,0.139
184,0,0,570,1,4.8690,0.155
185,0,0,570,1,5.0179,0.159
186,0,0,570,1,4.7262,0.147
187,0,0,570,1,5.0119,0.162
188,0,0,570,1,4.7857,0.151
189,0,0,570,1,5.0179,0.159
190,0,0,570,1,4.9048,0.155
191,0,0,570,1,5.0833,0.154
192,0,0,570,1,4.7917,0.139
193,0,0,570,1,5.0714,0.158
194,1,1,571,2,4.9762,0.209
195,0,0,571,1,4.7976,0.142
196,0,0,571,1,4.8810,0.150
197,0,0,571,1,5.0000,0.156
198,0,0,571,1,5.1905,0.157
199,0,0,571,1,5.0417,0.157
