seed,deadlock_found,new_constraints,total_constraints,iterations,trains_completed,trains_per_hr,cpu_time
1,1,34,34,34,460,2.7381,3.481
2,1,18,52,18,445,2.6488,2.279
3,1,4,56,5,411,2.4464,0.749
4,1,18,74,19,425,2.5298,2.092
5,1,7,81,8,425,2.5298,0.998
6,1,3,84,4,460,2.7381,0.848
7,1,5,89,6,421,2.5060,1.002
8,1,2,91,3,410,2.4405,0.378
9,1,5,96,6,418,2.4881,1.119
10,1,40,136,41,486,2.8929,13.454
11,0,0,136,1,429,2.5536,0.259
12,1,13,149,14,474,2.8214,2.249
13,1,4,153,5,411,2.4464,0.452
14,1,4,157,5,417,2.4821,0.426
15,1,1,158,2,408,2.4286,0.615
16,1,2,160,3,454,2.7024,0.583
17,0,0,160,1,414,2.4643,0.342
18,1,7,167,8,479,2.8512,3.577
19,0,0,167,1,433,2.5774,0.250
20,0,0,167,1,404,2.4048,0.279
21,1,3,170,4,434,2.5833,0.981
22,0,0,170,1,410,2.4405,0.305
23,1,2,172,3,429,2.5536,0.437
24,1,1,173,2,414,2.4643,0.416
25,1,3,176,4,451,2.6845,0.582
26,1,1,177,2,446,2.6548,0.717
27,1,5,182,6,404,2.4048,0.609
28,0,0,182,1,461,2.7440,0.296
29,0,0,182,1,388,2.3095,0.316
30,1,3,185,4,471,2.8036,0.690
31,1,8,193,9,465,2.7679,0.743
32,1,1,194,2,465,2.7679,0.461
33,1,2,196,3,403,2.3988,0.348
34,0,0,196,1,442,2.6310,0.257
35,0,0,196,1,438,2.6071,0.252
36,1,4,200,5,441,2.6250,0.434
37,1,10,210,11,452,2.6905,1.013
38,1,2,212,3,408,2.4286,0.683
39,1,2,214,3,436,2.5952,0.373
40,1,1,215,2,438,2.6071,0.345
41,1,1,216,2,450,2.6786,0.448
42,0,0,216,1,426,2.5357,0.213
43,1,2,218,3,407,2.4226,0.320
44,0,0,218,1,458,2.7262,0.343
45,1,59,277,60,444,2.6429,23.643
46,0,0,277,1,460,2.7381,0.259
47,1,4,281,5,410,2.4405,0.706
48,1,10,291,11,451,2.6845,0.930
49,1,2,293,3,439,2.6131,0.678
50,0,0,293,1,433,2.5774,0.372
51,1,1,294,2,430,2.5595,0.310
52,0,0,294,1,445,2.6488,0.232
53,1,10,304,11,482,2.8690,1.774
54,0,0,304,1,406,2.4167,0.178
55,0,0,304,1,420,2.5000,0.184
56,1,3,307,4,444,2.6429,0.628
57,1,7,314,8,443,2.6369,0.758
58,1,1,315,2,453,2.6964,0.404
59,1,1,316,2,399,2.3750,0.376
60,1,4,320,5,440,2.6190,0.989
61,1,4,324,5,416,2.4762,0.752
62,0,0,324,1,427,2.5417,0.253
63,0,0,324,1,403,2.3988,0.239
64,1,3,327,4,442,2.6310,0.883
65,1,6,333,7,409,2.4345,0.745
66,0,0,333,1,424,2.5238,0.245
67,1,3,336,4,424,2.5238,0.884
68,0,0,336,1,405,2.4107,0.357
69,1,3,339,4,449,2.6726,1.139
70,0,0,339,1,437,2.6012,0.374
71,1,7,346,8,435,2.5893,0.515
72,1,7,353,8,418,2.4881,1.485
73,0,0,353,1,427,2.5417,0.305
74,0,0,353,1,408,2.4286,0.222
