seed,deadlock_found,new_constraints,total_constraints,iterations,trains_completed,trains_per_hr,cpu_time
1,1,446,446,447,705,4.1964,15.432
2,1,6,452,7,707,4.2083,0.159
3,0,0,452,1,649,3.8631,0.063
4,0,0,452,1,656,3.9048,0.061
5,0,0,452,1,644,3.8333,0.063
6,0,0,452,1,672,4.0000,0.062
7,0,0,452,1,652,3.8810,0.058
8,0,0,452,1,649,3.8631,0.065
9,0,0,452,1,681,4.0536,0.066
10,0,0,452,1,699,4.1607,0.070
11,0,0,452,1,668,3.9762,0.060
12,0,0,452,1,702,4.1786,0.065
13,0,0,452,1,664,3.9524,0.060
14,0,0,452,1,640,3.8095,0.058
15,0,0,452,1,669,3.9821,0.070
16,0,0,452,1,706,4.2024,0.064
17,0,0,452,1,654,3.8929,0.060
18,0,0,452,1,698,4.1548,0.070
19,0,0,452,1,661,3.9345,0.059
20,0,0,452,1,592,3.5238,0.053
21,0,0,452,1,662,3.9405,0.056
22,0,0,452,1,657,3.9107,0.059
23,0,0,452,1,645,3.8393,0.059
24,0,0,452,1,682,4.0595,0.067
25,0,0,452,1,693,4.1250,0.068
26,0,0,452,1,696,4.1429,0.064
27,0,0,452,1,632,3.7619,0.058
28,0,0,452,1,681,4.0536,0.060
29,0,0,452,1,624,3.7143,0.057
30,0,0,452,1,684,4.0714,0.064
31,0,0,452,1,697,4.1488,0.066
32,0,0,452,1,731,4.3512,0.068
33,0,0,452,1,641,3.8155,0.057
34,0,0,452,1,655,3.8988,0.067
35,0,0,452,1,662,3.9405,0.058
36,0,0,452,1,684,4.0714,0.061
37,0,0,452,1,675,4.0179,0.064
38,0,0,452,1,631,3.7560,0.060
39,0,0,452,1,674,4.0119,0.063
40,0,0,452,1,676,4.0238,0.063
41,0,0,452,1,670,3.9881,0.060
42,0,0,452,1,667,3.9702,0.061
43,0,0,452,1,649,3.8631,0.058
44,0,0,452,1,666,3.9643,0.060
45,0,0,452,1,670,3.9881,0.061
46,0,0,452,1,673,4.0060,0.062
47,0,0,452,1,657,3.9107,0.057
48,0,0,452,1,672,4.0000,0.061
49,0,0,452,1,698,4.1548,0.090
50,0,0,452,1,626,3.7262,0.057
51,0,0,452,1,659,3.9226,0.061
52,0,0,452,1,658,3.9167,0.058
53,0,0,452,1,718,4.2738,0.072
54,0,0,452,1,645,3.8393,0.058
55,0,0,452,1,658,3.9167,0.092
56,0,0,452,1,670,3.9881,0.057
57,0,0,452,1,663,3.9464,0.058
58,0,0,452,1,674,4.0119,0.067
59,0,0,452,1,655,3.8988,0.061
60,0,0,452,1,686,4.0833,0.062
61,0,0,452,1,660,3.9286,0.058
62,0,0,452,1,641,3.8155,0.058
63,0,0,452,1,641,3.8155,0.055
64,0,0,452,1,663,3.9464,0.059
65,0,0,452,1,673,4.0060,0.061
66,0,0,452,1,668,3.9762,0.062
67,0,0,452,1,684,4.0714,0.061
68,0,0,452,1,638,3.7976,0.059
69,0,0,452,1,684,4.0714,0.067
70,0,0,452,1,659,3.9226,0.061
71,0,0,452,1,658,3.9167,0.063
72,0,0,452,1,646,3.8452,0.064
73,0,0,452,1,650,3.8690,0.058
74,0,0,452,1,646,3.8452,0.064
75,0,0,452,1,655,3.8988,0.058
76,0,0,452,1,668,3.9762,0.073
77,0,0,452,1,650,3.8690,0.060
78,0,0,452,1,701,4.1726,0.075
79,0,0,452,1,628,3.7381,0.053
80,0,0,452,1,688,4.0952,0.063
81,0,0,452,1,674,4.0119,0.062
82,0,0,452,1,672,4.0000,0.058
83,0,0,452,1,719,4.2798,0.068
84,0,0,452,1,688,4.0952,0.071
85,0,0,452,1,673,4.0060,0.062
86,0,0,452,1,668,3.9762,0.057
87,0,0,452,1,659,3.9226,0.062
88,0,0,452,1,709,4.2202,0.065
89,0,0,452,1,662,3.9405,0.060
90,0,0,452,1,654,3.8929,0.060
91,0,0,452,1,689,4.1012,0.066
92,0,0,452,1,669,3.9821,0.074
93,0,0,452,1,705,4.1964,0.061
94,0,0,452,1,669,3.9821,0.061
95,0,0,452,1,664,3.9524,0.061
96,0,0,452,1,655,3.8988,0.059
97,0,0,452,1,658,3.9167,0.065
98,0,0,452,1,637,3.7917,0.057
99,0,0,452,1,663,3.9464,0.061
100,0,0,452,1,672,4.0000,0.061
101,0,0,452,1,633,3.7679,0.055
102,0,0,452,1,652,3.8810,0.072
