seed,deadlock_found,new_constraints,total_constraints,iterations,trains_completed,trains_per_hr,cpu_time
1,1,2000,2000,2000,100,4.3478,78.231
2,1,2000,4000,2000,0,0.0000,36.847
3,1,2000,6000,2000,0,0.0000,47.685
4,1,2000,8000,2000,0,0.0000,18.136
5,1,2000,10000,2000,0,0.0000,52.511
6,1,2000,12000,2000,0,0.0000,60.723
7,1,2000,14000,2000,0,0.0000,23.284
8,1,2000,16000,2000,0,0.0000,59.506
9,1,2000,18000,2000,155,3.6047,168.925
10,1,2000,20000,2000,258,4.3000,547.622
11,1,2000,22000,2000,65,3.6111,229.580
12,1,2000,24000,2000,113,4.0357,418.304
13,1,2000,26000,2000,389,3.6698,906.085
