seed,deadlock_found,new_constraints,total_constraints,iterations,trains_completed,trains_per_hr,cpu_time
1,1,5,5,6,602,3.5833,0.675
2,0,0,5,1,599,3.5655,0.311
3,0,0,5,1,538,3.2024,0.263
4,0,0,5,1,542,3.2262,0.197
5,0,0,5,1,542,3.2262,0.313
6,0,0,5,1,580,3.4524,0.271
7,0,0,5,1,551,3.2798,0.345
8,0,0,5,1,542,3.2262,0.327
9,0,0,5,1,556,3.3095,0.335
10,0,0,5,1,613,3.6488,0.417
11,0,0,5,1,580,3.4524,0.273
12,0,0,5,1,611,3.6369,0.356
13,0,0,5,1,554,3.2976,0.391
14,0,0,5,1,543,3.2321,0.355
15,0,0,5,1,563,3.3512,0.450
16,0,0,5,1,591,3.5179,0.375
17,0,0,5,1,545,3.2440,0.382
18,0,0,5,1,617,3.6726,0.346
19,0,0,5,1,568,3.3810,0.306
20,0,0,5,1,509,3.0298,0.275
21,0,0,5,1,579,3.4464,0.431
22,0,0,5,1,560,3.3333,0.257
23,0,0,5,1,550,3.2738,0.291
24,0,0,5,1,562,3.3452,0.309
25,0,0,5,1,597,3.5536,0.372
26,0,0,5,1,595,3.5417,0.359
27,0,0,5,1,546,3.2500,0.458
28,0,0,5,1,585,3.4821,0.478
29,0,0,5,1,526,3.1310,0.416
30,0,0,5,1,593,3.5298,0.362
31,0,0,5,1,598,3.5595,0.319
32,0,0,5,1,618,3.6786,0.380
33,0,0,5,1,541,3.2202,0.405
34,0,0,5,1,567,3.3750,0.427
35,0,0,5,1,572,3.4048,0.401
36,0,0,5,1,580,3.4524,0.358
37,0,0,5,1,597,3.5536,0.353
38,0,0,5,1,547,3.2560,0.329
39,0,0,5,1,567,3.3750,0.402
40,0,0,5,1,572,3.4048,0.413
41,0,0,5,1,578,3.4405,0.374
42,0,0,5,1,573,3.4107,0.548
43,0,0,5,1,541,3.2202,0.461
44,0,0,5,1,579,3.4464,0.632
45,0,0,5,1,570,3.3929,0.447
46,0,0,5,1,576,3.4286,0.385
47,0,0,5,1,562,3.3452,0.360
48,0,0,5,1,590,3.5119,0.393
49,0,0,5,1,577,3.4345,0.346
50,0,0,5,1,558,3.3214,0.321
51,0,0,5,1,570,3.3929,0.409
52,0,0,5,1,564,3.3571,0.343
53,0,0,5,1,628,3.7381,0.410
54,0,0,5,1,538,3.2024,0.350
55,0,0,5,1,564,3.3571,0.377
56,0,0,5,1,557,3.3155,0.420
57,0,0,5,1,568,3.3810,0.435
58,0,0,5,1,563,3.3512,0.546
59,0,0,5,1,549,3.2679,0.426
60,0,0,5,1,584,3.4762,0.515
61,0,0,5,1,550,3.2738,0.380
62,0,0,5,1,553,3.2917,0.381
63,0,0,5,1,538,3.2024,0.406
64,0,0,5,1,564,3.3571,0.347
65,0,0,5,1,564,3.3571,0.343
66,0,0,5,1,565,3.3631,0.343
67,0,0,5,1,577,3.4345,0.397
68,0,0,5,1,543,3.2321,0.453
69,0,0,5,1,579,3.4464,0.347
70,0,0,5,1,567,3.3750,0.333
71,0,0,5,1,550,3.2738,0.305
72,0,0,5,1,546,3.2500,0.366
73,0,0,5,1,559,3.3274,0.360
74,0,0,5,1,559,3.3274,0.298
75,0,0,5,1,563,3.3512,0.366
76,0,0,5,1,554,3.2976,0.380
77,0,0,5,1,553,3.2917,0.328
78,0,0,5,1,606,3.6071,0.426
79,0,0,5,1,538,3.2024,0.381
80,0,0,5,1,570,3.3929,0.319
81,0,0,5,1,585,3.4821,0.366
82,0,0,5,1,591,3.5179,0.256
83,0,0,5,1,604,3.5952,0.515
84,0,0,5,1,586,3.4881,0.388
85,0,0,5,1,587,3.4940,0.436
86,0,0,5,1,565,3.3631,0.422
87,0,0,5,1,557,3.3155,0.413
88,0,0,5,1,594,3.5357,0.463
89,0,0,5,1,556,3.3095,0.377
90,0,0,5,1,571,3.3988,0.328
91,0,0,5,1,555,3.3036,0.398
92,0,0,5,1,575,3.4226,0.236
93,0,0,5,1,602,3.5833,0.447
94,0,0,5,1,552,3.2857,0.343
95,0,0,5,1,558,3.3214,0.293
96,0,0,5,1,558,3.3214,0.303
97,0,0,5,1,566,3.3690,0.394
98,0,0,5,1,551,3.2798,0.296
99,0,0,5,1,568,3.3810,0.273
100,0,0,5,1,591,3.5179,0.281
101,0,0,5,1,544,3.2381,0.261
