seed,deadlock_found,new_constraints,total_constraints,iterations,trains_per_hr,cpu_time
1,1,2000,2000,2000,0.0000,12.816
2,1,2000,4000,2000,0.0000,11.426
3,1,2000,6000,2000,0.0000,38.783
4,1,2000,8000,2000,0.0000,22.316
5,1,2000,10000,2000,0.0000,43.780
6,1,207,10207,208,4.0000,7.127
7,0,0,10207,1,3.8988,0.356
8,0,0,10207,1,3.8690,0.398
9,0,0,10207,1,4.0536,0.307
10,0,0,10207,1,4.2024,0.339
11,0,0,10207,1,4.0119,0.312
12,0,0,10207,1,4.1786,0.371
13,0,0,10207,1,3.9345,0.368
14,0,0,10207,1,3.8452,0.321
15,0,0,10207,1,4.0000,0.350
16,0,0,10207,1,4.2143,0.370
17,0,0,10207,1,3.8988,0.289
18,0,0,10207,1,4.1548,0.323
19,0,0,10207,1,3.9286,0.293
20,0,0,10207,1,3.5238,0.244
21,0,0,10207,1,3.9345,0.352
22,0,0,10207,1,3.8690,0.304
23,0,0,10207,1,3.8452,0.333
24,0,0,10207,1,4.0774,0.350
25,0,0,10207,1,4.1429,0.377
26,0,0,10207,1,4.1310,0.370
27,0,0,10207,1,3.7440,0.327
28,0,0,10207,1,4.0833,0.312
29,0,0,10207,1,3.7024,0.302
30,0,0,10207,1,4.0952,0.331
31,0,0,10207,1,4.1548,0.405
32,0,0,10207,1,4.3810,0.350
33,0,0,10207,1,3.8095,0.276
34,0,0,10207,1,3.9167,0.341
35,0,0,10207,1,3.9821,0.316
36,0,0,10207,1,4.0595,0.372
37,0,0,10207,1,4.0714,0.376
38,0,0,10207,1,3.7440,0.289
39,0,0,10207,1,4.0179,0.360
40,0,0,10207,1,4.0298,0.312
41,0,0,10207,1,3.9762,0.319
42,0,0,10207,1,3.9762,0.307
43,0,0,10207,1,3.8274,0.341
44,0,0,10207,1,3.9881,0.304
45,0,0,10207,1,3.9702,0.361
46,0,0,10207,1,3.9881,0.307
47,0,0,10207,1,3.8929,0.290
48,0,0,10207,1,4.0238,0.342
49,0,0,10207,1,4.1905,0.374
50,0,0,10207,1,3.7321,0.279
51,0,0,10207,1,3.9226,0.346
52,0,0,10207,1,3.9405,0.340
53,0,0,10207,1,4.2738,0.323
54,0,0,10207,1,3.8155,0.338
55,0,0,10207,1,3.9048,0.282
56,0,0,10207,1,3.9881,0.356
57,0,0,10207,1,3.9524,0.362
58,0,0,10207,1,4.0000,0.353
59,0,0,10207,1,3.8869,0.293
60,0,0,10207,1,4.0595,0.310
61,0,0,10207,1,3.9583,0.348
62,0,0,10207,1,3.8036,0.369
63,0,0,10207,1,3.8690,0.336
64,0,0,10207,1,3.9405,0.299
65,0,0,10207,1,4.0179,0.314
66,0,0,10207,1,3.9405,0.317
67,0,0,10207,1,4.0893,0.312
68,0,0,10207,1,3.8214,0.277
69,0,0,10207,1,4.0774,0.327
70,0,0,10207,1,3.9286,0.337
71,0,0,10207,1,3.9048,0.326
72,0,0,10207,1,3.8571,0.319
73,0,0,10207,1,3.8750,0.318
74,0,0,10207,1,3.8452,0.285
75,0,0,10207,1,3.8869,0.312
76,0,0,10207,1,3.9583,0.329
77,0,0,10207,1,3.8810,0.293
78,0,0,10207,1,4.1607,0.340
79,0,0,10207,1,3.7857,0.254
80,0,0,10207,1,4.0952,0.368
81,0,0,10207,1,4.0179,0.301
82,0,0,10207,1,4.0179,0.306
83,0,0,10207,1,4.2500,0.389
84,0,0,10207,1,4.1071,0.326
85,0,0,10207,1,4.0179,0.374
86,0,0,10207,1,3.9583,0.293
87,0,0,10207,1,3.9048,0.299
88,0,0,10207,1,4.2321,0.327
89,0,0,10207,1,3.9524,0.299
90,0,0,10207,1,3.9107,0.299
91,0,0,10207,1,4.0833,0.366
92,0,0,10207,1,4.0119,0.313
93,0,0,10207,1,4.1667,0.397
94,0,0,10207,1,3.9821,0.301
95,0,0,10207,1,3.9643,0.342
96,0,0,10207,1,3.8690,0.359
97,0,0,10207,1,3.9286,0.304
98,0,0,10207,1,3.7798,0.332
99,0,0,10207,1,3.9881,0.359
100,0,0,10207,1,4.0417,0.383
101,0,0,10207,1,3.7798,0.289
102,0,0,10207,1,3.9524,0.358
103,0,0,10207,1,4.1369,0.312
104,0,0,10207,1,4.3393,0.435
105,0,0,10207,1,3.9167,0.340
106,0,0,10207,1,3.7619,0.285
