Tmax,rep,run_t,train_ctr
45936,0,32.398084,193181
49054,1,20.413962,206366
7126,2,2.795034,30002
20432,3,7.504418,85797
23144,4,8.579467,97748
97676,5,37.476363,410292
35566,6,13.828934,149399
63974,7,27.330631,267545
18672,8,9.843120,78658
2365,9,0.965001,10020
42487,10,16.480928,178075
21939,11,8.529267,92912
77238,12,30.585255,324479
25718,13,10.794730,108076
33108,14,13.564172,139329
3096,15,1.133665,12711
7335,16,2.807753,30716
32668,17,15.532683,137570
52549,18,22.484711,220394
91611,19,39.135160,385397
19815,20,8.339033,82758
13171,21,5.221145,55699
84043,22,34.102695,353419
54724,23,22.622910,230645
1922,24,1.032774,8262
84215,25,34.030153,352800
22014,26,8.495050,91726
79535,27,33.446783,334920
15890,28,6.427611,66470
15549,29,6.663359,65454
80139,30,31.727495,337062
30749,31,13.864424,129447
61594,32,25.140504,259391
27935,33,13.381622,117340
61172,34,25.570074,257356
25884,35,10.836011,108590
82515,36,33.854864,347019
20201,37,7.961492,84803
16170,38,6.407425,68138
86809,39,50.362985,364616
44476,40,21.568238,186959
1815,41,1.014537,7596
26641,42,10.941218,111644
60563,43,24.312153,254434
8559,44,3.588002,35737
47053,45,20.751225,198033
32932,46,16.551648,138441
92994,47,51.079341,391413
2684,48,1.508628,11125
22724,49,9.052550,95305
38845,50,16.983042,162802
49330,51,20.576128,207231
88318,52,42.253778,371371
78042,53,31.891665,328180
20223,54,9.944321,85191
72415,55,31.635635,305466
57640,56,24.383990,241672
96246,57,39.425910,404174
2497,58,0.970643,10241
11359,59,4.590621,47749
59424,60,25.372823,248961
77951,61,34.523800,327367
35393,62,17.233060,148968
2360,63,2.508984,9921
1545,64,0.659051,6569
43496,65,18.130531,182557
67184,66,39.974413,282241
98228,67,44.887042,412157
88752,68,63.411285,372907
33953,69,16.539841,142424
14401,70,5.854237,60312
32932,71,13.285592,138672
64882,72,27.305642,272099
22720,73,9.072585,94997
86220,74,37.724961,362137
4379,75,1.930512,18428
82017,76,35.032126,344598
71533,77,28.725525,300260
73058,78,32.280063,306756
60095,79,24.866070,251973
65862,80,28.613753,276172
7699,81,3.099482,32138
64298,82,35.404888,270848
82944,83,35.850815,347078
48360,84,19.599905,203231
96468,85,39.828943,404472
50473,86,20.612919,212627
52753,87,26.228927,221257
32635,88,13.600903,136487
97839,89,44.105421,411408
18093,90,7.354480,76090
60037,91,28.675925,253002
26828,92,11.913981,112833
5421,93,2.675575,22364
72595,94,31.334321,304265
58009,95,27.694401,244812
54922,96,23.292924,230869
64149,97,32.411001,269579
58290,98,25.160007,245113
53469,99,21.511512,223871
