Tmax,rep,run_t,train_ctr
23853,0,22.003904,100227
58053,1,21.822531,243147
76853,2,30.233326,323250
54449,3,21.682166,229071
56199,4,22.277058,235498
68637,5,26.838432,288417
53380,6,20.807444,224225
50418,7,19.497987,212300
83956,8,37.526946,352780
13430,9,5.512512,56225
67204,10,27.892600,282269
53397,11,23.521907,223788
97515,12,42.109721,410257
26279,13,10.324997,110720
86660,14,35.108650,364691
85800,15,35.737068,360579
1625,16,0.776784,6898
29292,17,11.814885,123463
23471,18,9.193754,98335
99949,19,40.294577,420875
73725,20,32.395074,309105
38272,21,15.828723,160577
44938,22,18.330001,188903
91416,23,38.375037,383540
53044,24,23.455026,223445
3579,25,1.376101,15051
21538,26,8.442802,90415
43635,27,18.913045,183797
38433,28,15.466797,160970
85762,29,53.632539,359872
31019,30,18.426920,130630
18738,31,7.395832,78195
58621,32,24.295737,245584
81051,33,34.807975,340622
84623,34,33.552841,353674
51066,35,20.210083,213744
24477,36,9.817940,102793
47714,37,19.155583,200171
21317,38,8.842810,89539
92877,39,38.530790,389878
54561,40,23.063670,229399
24480,41,10.805622,102825
24958,42,10.170695,105054
96525,43,42.729439,406452
95127,44,41.125196,399921
44531,45,17.995537,186988
95849,46,40.471848,403890
61768,47,25.775531,260061
36675,48,17.313696,154672
11103,49,4.623982,46626
51609,50,22.002351,216673
53670,51,24.779010,225215
18471,52,7.592990,77644
33038,53,14.617713,138509
80921,54,36.401815,339212
31200,55,15.421486,131041
46617,56,20.729502,196349
33558,57,13.823714,140834
41317,58,18.272695,173440
80494,59,35.656280,338103
31595,60,14.101388,132386
26191,61,10.923110,110335
40260,62,18.278615,169267
18043,63,7.241743,75779
52475,64,21.451550,220194
73630,65,31.263495,309370
33152,66,13.478622,139086
37932,67,15.786904,159747
39896,68,17.499400,167057
84043,69,36.784675,353069
63928,70,32.521954,268075
70217,71,31.363353,294375
79435,72,33.476112,333807
11863,73,4.794553,49861
75147,74,35.009072,316213
94639,75,38.853780,397746
21090,76,8.463374,88293
1632,77,0.779476,6956
77177,78,34.818920,323307
69826,79,35.369986,293228
20521,80,9.257364,85822
42699,81,19.099387,179439
74796,82,32.228063,313710
78822,83,32.917326,331243
94326,84,40.744551,396036
94977,85,40.247267,399535
90578,86,37.606893,380351
93488,87,40.024237,392010
85889,88,36.143642,361043
62836,89,26.686913,264659
20851,90,8.412859,87379
22336,91,9.711498,93054
79465,92,35.201954,333247
64561,93,27.085491,271161
55648,94,23.366601,234256
36102,95,15.085326,151592
24165,96,9.800457,101194
62065,97,28.347654,260781
14790,98,6.154079,62444
99273,99,42.684126,417147
