seed,deadlock_found,new_constraints,total_constraints,iterations,trains_completed,trains_per_hr,cpu_time
1,1,25,25,26,351,2.0893,0.316
2,1,7,32,8,301,1.7917,0.111
3,1,3,35,4,273,1.6250,0.035
4,1,9,44,10,299,1.7798,0.076
5,0,0,44,1,302,1.7976,0.025
6,1,1,45,2,322,1.9167,0.045
7,0,0,45,1,310,1.8452,0.022
8,0,0,45,1,288,1.7143,0.022
9,0,0,45,1,304,1.8095,0.022
10,0,0,45,1,355,2.1131,0.026
11,0,0,45,1,303,1.8036,0.022
12,0,0,45,1,328,1.9524,0.023
13,1,4,49,5,292,1.7381,0.039
14,0,0,49,1,297,1.7679,0.021
15,0,0,49,1,297,1.7679,0.021
16,0,0,49,1,310,1.8452,0.023
17,0,0,49,1,292,1.7381,0.021
18,1,4,53,5,322,1.9167,0.037
19,1,1,54,2,318,1.8929,0.042
20,0,0,54,1,279,1.6607,0.020
21,0,0,54,1,313,1.8631,0.029
22,0,0,54,1,283,1.6845,0.021
23,0,0,54,1,286,1.7024,0.021
24,1,2,56,3,293,1.7440,0.051
25,1,4,60,5,309,1.8393,0.112
26,0,0,60,1,331,1.9702,0.024
27,0,0,60,1,278,1.6548,0.020
28,0,0,60,1,315,1.8750,0.022
29,0,0,60,1,267,1.5893,0.019
30,0,0,60,1,311,1.8512,0.022
31,0,0,60,1,326,1.9405,0.024
32,0,0,60,1,329,1.9583,0.024
33,0,0,60,1,275,1.6369,0.020
34,1,1,61,2,303,1.8036,0.031
35,1,1,62,2,295,1.7560,0.040
36,1,2,64,3,295,1.7560,0.074
37,1,3,67,4,327,1.9464,0.064
38,0,0,67,1,280,1.6667,0.020
39,1,1,68,2,304,1.8095,0.031
40,0,0,68,1,327,1.9464,0.022
41,0,0,68,1,307,1.8274,0.023
42,0,0,68,1,302,1.7976,0.022
43,0,0,68,1,300,1.7857,0.021
44,1,1,69,2,321,1.9107,0.040
45,0,0,69,1,290,1.7262,0.021
46,0,0,69,1,317,1.8869,0.022
47,0,0,69,1,282,1.6786,0.019
48,1,1,70,2,316,1.8810,0.043
49,0,0,70,1,284,1.6905,0.020
50,1,11,81,12,289,1.7202,0.191
51,0,0,81,1,296,1.7619,0.021
52,0,0,81,1,317,1.8869,0.022
53,1,1,82,2,324,1.9286,0.028
54,0,0,82,1,279,1.6607,0.019
55,0,0,82,1,306,1.8214,0.022
56,0,0,82,1,297,1.7679,0.022
57,0,0,82,1,327,1.9464,0.023
58,1,19,101,20,309,1.8393,0.325
59,0,0,101,1,276,1.6429,0.019
60,1,2,103,3,298,1.7738,0.033
61,0,0,103,1,289,1.7202,0.021
62,0,0,103,1,290,1.7262,0.022
63,0,0,103,1,276,1.6429,0.020
64,0,0,103,1,296,1.7619,0.020
65,0,0,103,1,293,1.7440,0.022
66,0,0,103,1,290,1.7262,0.023
67,0,0,103,1,302,1.7976,0.022
68,0,0,103,1,300,1.7857,0.020
69,0,0,103,1,291,1.7321,0.022
70,0,0,103,1,289,1.7202,0.023
71,0,0,103,1,309,1.8393,0.022
72,0,0,103,1,301,1.7917,0.020
73,0,0,103,1,298,1.7738,0.021
74,0,0,103,1,273,1.6250,0.019
75,0,0,103,1,310,1.8452,0.023
76,1,1,104,2,313,1.8631,0.042
77,0,0,104,1,299,1.7798,0.020
78,0,0,104,1,310,1.8452,0.021
79,0,0,104,1,283,1.6845,0.019
80,0,0,104,1,316,1.8810,0.021
81,0,0,104,1,314,1.8690,0.022
82,0,0,104,1,320,1.9048,0.023
83,0,0,104,1,316,1.8810,0.022
84,0,0,104,1,306,1.8214,0.021
85,0,0,104,1,314,1.8690,0.022
86,0,0,104,1,292,1.7381,0.019
87,0,0,104,1,294,1.7500,0.021
88,0,0,104,1,312,1.8571,0.022
89,0,0,104,1,295,1.7560,0.021
90,0,0,104,1,337,2.0060,0.025
91,1,1,105,2,282,1.6786,0.036
92,0,0,105,1,305,1.8155,0.022
93,1,1,106,2,338,2.0119,0.045
94,0,0,106,1,276,1.6429,0.020
95,0,0,106,1,269,1.6012,0.019
96,0,0,106,1,304,1.8095,0.022
97,0,0,106,1,299,1.7798,0.023
98,0,0,106,1,298,1.7738,0.021
99,0,0,106,1,279,1.6607,0.020
100,0,0,106,1,304,1.8095,0.022
101,0,0,106,1,300,1.7857,0.021
102,0,0,106,1,303,1.8036,0.022
103,0,0,106,1,311,1.8512,0.022
104,0,0,106,1,341,2.0298,0.025
105,0,0,106,1,281,1.6726,0.019
106,0,0,106,1,295,1.7560,0.021
107,0,0,106,1,305,1.8155,0.022
108,0,0,106,1,297,1.7679,0.021
109,0,0,106,1,296,1.7619,0.020
110,0,0,106,1,298,1.7738,0.020
111,0,0,106,1,308,1.8333,0.023
112,0,0,106,1,329,1.9583,0.023
113,0,0,106,1,304,1.8095,0.022
114,0,0,106,1,279,1.6607,0.020
115,0,0,106,1,302,1.7976,0.021
116,0,0,106,1,303,1.8036,0.021
117,0,0,106,1,313,1.8631,0.020
118,0,0,106,1,311,1.8512,0.021
119,0,0,106,1,318,1.8929,0.021
120,0,0,106,1,276,1.6429,0.018
121,0,0,106,1,315,1.8750,0.022
122,0,0,106,1,287,1.7083,0.020
123,0,0,106,1,319,1.8988,0.023
124,0,0,106,1,295,1.7560,0.020
125,0,0,106,1,278,1.6548,0.020
126,0,0,106,1,291,1.7321,0.022
127,0,0,106,1,341,2.0298,0.025
128,0,0,106,1,306,1.8214,0.022
129,0,0,106,1,316,1.8810,0.023
130,0,0,106,1,292,1.7381,0.022
131,1,1,107,2,313,1.8631,0.041
132,0,0,107,1,292,1.7381,0.021
133,0,0,107,1,300,1.7857,0.022
134,0,0,107,1,313,1.8631,0.024
135,0,0,107,1,276,1.6429,0.022
136,0,0,107,1,311,1.8512,0.024
137,0,0,107,1,309,1.8393,0.022
138,0,0,107,1,288,1.7143,0.022
139,0,0,107,1,295,1.7560,0.022
140,0,0,107,1,267,1.5893,0.020
141,0,0,107,1,283,1.6845,0.022
142,0,0,107,1,290,1.7262,0.022
143,0,0,107,1,301,1.7917,0.022
144,0,0,107,1,326,1.9405,0.025
145,1,2,109,3,341,2.0298,0.034
146,0,0,109,1,301,1.7917,0.022
147,0,0,109,1,280,1.6667,0.022
148,0,0,109,1,307,1.8274,0.023
149,0,0,109,1,279,1.6607,0.020
150,1,1,110,2,340,2.0238,0.041
151,0,0,110,1,301,1.7917,0.023
152,0,0,110,1,294,1.7500,0.022
153,0,0,110,1,293,1.7440,0.022
154,1,2,112,3,314,1.8690,0.060
155,0,0,112,1,298,1.7738,0.022
156,0,0,112,1,302,1.7976,0.023
157,0,0,112,1,289,1.7202,0.021
158,0,0,112,1,293,1.7440,0.021
159,0,0,112,1,314,1.8690,0.024
160,0,0,112,1,316,1.8810,0.024
161,0,0,112,1,290,1.7262,0.023
162,0,0,112,1,294,1.7500,0.022
163,1,2,114,3,311,1.8512,0.060
164,0,0,114,1,304,1.8095,0.024
165,0,0,114,1,309,1.8393,0.023
166,0,0,114,1,330,1.9643,0.025
167,0,0,114,1,309,1.8393,0.024
168,0,0,114,1,298,1.7738,0.023
169,0,0,114,1,288,1.7143,0.021
170,0,0,114,1,295,1.7560,0.022
171,0,0,114,1,328,1.9524,0.026
172,0,0,114,1,304,1.8095,0.024
173,0,0,114,1,323,1.9226,0.025
174,0,0,114,1,278,1.6548,0.021
175,0,0,114,1,327,1.9464,0.025
176,0,0,114,1,278,1.6548,0.021
177,1,2,116,3,328,1.9524,0.051
178,0,0,116,1,299,1.7798,0.022
179,0,0,116,1,285,1.6964,0.021
180,0,0,116,1,292,1.7381,0.023
181,0,0,116,1,276,1.6429,0.022
182,0,0,116,1,291,1.7321,0.021
183,0,0,116,1,296,1.7619,0.023
184,0,0,116,1,300,1.7857,0.022
185,0,0,116,1,285,1.6964,0.021
186,0,0,116,1,316,1.8810,0.024
187,0,0,116,1,290,1.7262,0.021
188,0,0,116,1,305,1.8155,0.022
189,0,0,116,1,322,1.9167,0.024
190,0,0,116,1,302,1.7976,0.022
191,0,0,116,1,306,1.8214,0.023
192,0,0,116,1,294,1.7500,0.021
193,0,0,116,1,286,1.7024,0.021
194,1,1,117,2,319,1.8988,0.033
195,0,0,117,1,272,1.6190,0.021
196,0,0,117,1,302,1.7976,0.023
197,0,0,117,1,303,1.8036,0.025
198,1,5,122,6,324,1.9286,0.080
199,1,2,124,3,320,1.9048,0.040
200,0,0,124,1,298,1.7738,0.023
201,0,0,124,1,288,1.7143,0.021
202,0,0,124,1,309,1.8393,0.023
203,0,0,124,1,297,1.7679,0.022
204,0,0,124,1,310,1.8452,0.023
205,0,0,124,1,287,1.7083,0.022
206,1,1,125,2,303,1.8036,0.032
207,0,0,125,1,287,1.7083,0.020
208,0,0,125,1,333,1.9821,0.026
209,1,1,126,2,309,1.8393,0.044
210,1,3,129,4,309,1.8393,0.039
211,0,0,129,1,308,1.8333,0.023
212,0,0,129,1,305,1.8155,0.023
213,0,0,129,1,307,1.8274,0.024
214,0,0,129,1,299,1.7798,0.023
215,0,0,129,1,290,1.7262,0.022
216,0,0,129,1,294,1.7500,0.021
217,1,1,130,2,306,1.8214,0.026
218,0,0,130,1,318,1.8929,0.025
219,0,0,130,1,290,1.7262,0.021
220,1,1,131,2,276,1.6429,0.033
221,0,0,131,1,300,1.7857,0.024
222,0,0,131,1,336,2.0000,0.023
223,0,0,131,1,276,1.6429,0.022
224,0,0,131,1,286,1.7024,0.022
225,0,0,131,1,249,1.4821,0.019
226,0,0,131,1,314,1.8690,0.024
227,0,0,131,1,315,1.8750,0.025
228,0,0,131,1,319,1.8988,0.026
229,0,0,131,1,289,1.7202,0.022
