seed,deadlock_found,new_constraints,total_constraints,iterations,trains_completed,trains_per_hr,cpu_time
1,1,2000,2000,2000,0,0.0000,25.386
2,1,2000,4000,2000,0,0.0000,14.899
3,1,2000,6000,2000,0,0.0000,33.504
4,1,2000,8000,2000,0,0.0000,11.888
5,1,2000,10000,2000,0,0.0000,25.681
6,1,2000,12000,2000,0,0.0000,10.321
7,1,2000,14000,2000,0,0.0000,16.242
8,1,2000,16000,2000,0,0.0000,65.052
9,1,2000,18000,2000,0,0.0000,31.174
10,1,2000,20000,2000,0,0.0000,120.824
11,1,2000,22000,2000,0,0.0000,119.456
12,1,2000,24000,2000,1,0.5000,247.464
13,1,2000,26000,2000,0,0.0000,113.847
