seed,deadlock_found,new_constraints,total_constraints,iterations,trains_completed,trains_per_hr,avg_wait_time,cpu_time
1,1,2,2,3,701,4.1726,0.1323,0.041
2,1,3,5,4,706,4.2024,0.1437,0.084
3,1,1,6,2,653,3.8869,0.0940,0.057
4,1,2,8,3,654,3.8929,0.1125,0.044
5,0,0,8,1,646,3.8452,0.1181,0.031
6,0,0,8,1,672,4.0000,0.0896,0.031
7,0,0,8,1,653,3.8869,0.1105,0.031
8,0,0,8,1,650,3.8690,0.0894,0.031
9,0,0,8,1,685,4.0774,0.1208,0.032
10,1,2,10,3,699,4.1607,0.1153,0.075
11,0,0,10,1,672,4.0000,0.1121,0.032
12,0,0,10,1,701,4.1726,0.0983,0.033
13,0,0,10,1,662,3.9405,0.1099,0.031
14,1,1,11,2,641,3.8155,0.1038,0.034
15,0,0,11,1,671,3.9940,0.1105,0.031
16,0,0,11,1,706,4.2024,0.1246,0.033
17,1,1,12,2,657,3.9107,0.1024,0.041
18,0,0,12,1,699,4.1607,0.1378,0.033
19,0,0,12,1,660,3.9286,0.1002,0.031
20,1,1,13,2,592,3.5238,0.0957,0.037
21,0,0,13,1,664,3.9524,0.1069,0.031
22,0,0,13,1,655,3.8988,0.1125,0.031
23,0,0,13,1,643,3.8274,0.1142,0.030
24,0,0,13,1,687,4.0893,0.1230,0.032
25,0,0,13,1,694,4.1310,0.1122,0.033
26,0,0,13,1,695,4.1369,0.1136,0.033
27,0,0,13,1,630,3.7500,0.0969,0.029
28,1,1,14,2,682,4.0595,0.0987,0.058
29,0,0,14,1,624,3.7143,0.1046,0.029
30,0,0,14,1,686,4.0833,0.1228,0.033
31,0,0,14,1,697,4.1488,0.1080,0.033
32,0,0,14,1,733,4.3631,0.1161,0.034
33,1,1,15,2,640,3.8095,0.0992,0.031
34,0,0,15,1,654,3.8929,0.1095,0.030
35,0,0,15,1,671,3.9940,0.1096,0.031
36,0,0,15,1,685,4.0774,0.1037,0.032
37,0,0,15,1,677,4.0298,0.1088,0.033
38,0,0,15,1,631,3.7560,0.0947,0.030
39,1,1,16,2,670,3.9881,0.1024,0.062
40,1,1,17,2,676,4.0238,0.1258,0.037
41,0,0,17,1,675,4.0179,0.1283,0.032
42,0,0,17,1,669,3.9821,0.1168,0.031
43,0,0,17,1,648,3.8571,0.1196,0.031
44,1,6,23,7,667,3.9702,0.1279,0.153
45,0,0,23,1,664,3.9524,0.1221,0.031
46,0,0,23,1,672,4.0000,0.1154,0.032
47,0,0,23,1,657,3.9107,0.1064,0.031
48,1,2,25,3,673,4.0060,0.1093,0.043
49,0,0,25,1,697,4.1488,0.1160,0.032
50,0,0,25,1,625,3.7202,0.1081,0.029
51,0,0,25,1,659,3.9226,0.1053,0.032
52,0,0,25,1,660,3.9286,0.1003,0.031
53,0,0,25,1,716,4.2619,0.1214,0.034
54,0,0,25,1,637,3.7917,0.0967,0.030
55,0,0,25,1,655,3.8988,0.0898,0.030
56,0,0,25,1,673,4.0060,0.1086,0.031
57,0,0,25,1,666,3.9643,0.1012,0.031
58,0,0,25,1,674,4.0119,0.1100,0.031
59,0,0,25,1,655,3.8988,0.0911,0.030
60,0,0,25,1,684,4.0714,0.1230,0.032
61,0,0,25,1,665,3.9583,0.1371,0.031
62,0,0,25,1,640,3.8095,0.0980,0.031
63,0,0,25,1,648,3.8571,0.0801,0.029
64,0,0,25,1,665,3.9583,0.1172,0.031
65,0,0,25,1,673,4.0060,0.1084,0.032
66,0,0,25,1,665,3.9583,0.1185,0.032
67,0,0,25,1,687,4.0893,0.1020,0.032
68,0,0,25,1,639,3.8036,0.1063,0.031
69,0,0,25,1,689,4.1012,0.1164,0.033
