rep,run_t,avg_speed,train_ctr
0,0.178578,45.005559,29
1,0.008545,43.402109,40
2,0.007188,45.024375,38
3,0.006855,43.325659,41
4,0.006846,43.134571,40
5,0.006181,44.189288,39
6,0.007655,43.655516,46
7,0.006921,43.341265,47
8,0.006778,43.854931,40
9,0.006603,44.755516,38
10,0.006690,44.142605,44
11,0.007549,42.254236,52
12,0.006123,45.144296,34
13,0.006569,44.829674,40
14,0.006513,44.146157,40
15,0.005975,44.788226,32
16,0.005997,45.631090,29
17,0.006101,44.529484,36
18,0.005959,45.485252,38
19,0.007042,41.909536,45
20,0.006372,44.419804,38
21,0.005739,44.235224,26
22,0.007417,44.406447,43
23,0.006772,44.682691,38
24,0.006997,41.500435,42
25,0.006720,42.440939,44
26,0.006471,44.986249,33
27,0.006346,42.156570,38
28,0.006120,43.923132,39
29,0.007196,42.912710,49
30,0.006836,43.401932,35
31,0.006300,44.388517,34
32,0.006279,44.694441,28
33,0.006156,44.339212,32
34,0.006577,43.828529,37
35,0.024299,39.737790,48
36,0.006283,45.273463,30
37,0.006345,44.542783,34
38,0.006780,44.726529,33
39,0.006446,43.425187,38
40,0.006779,43.898533,41
41,0.006759,45.911376,36
42,0.006813,44.605169,39
43,0.007456,43.782997,45
44,0.006788,43.493795,43
45,0.005505,46.055070,21
46,0.007553,40.788604,44
47,0.006905,42.732554,39
48,0.005609,46.873208,26
49,0.006979,42.867495,45
50,0.007365,43.033860,40
51,0.007659,41.414145,46
52,0.007976,42.665625,49
53,0.006061,43.879553,35
54,0.006718,44.599446,38
55,0.006859,42.974876,46
56,0.005956,45.014109,32
57,0.006290,46.186170,32
58,0.006845,44.698932,33
59,0.006631,43.523575,36
60,0.007342,43.438113,47
61,0.006813,42.181410,39
62,0.006663,43.906527,44
63,0.005806,45.703886,29
64,0.006208,44.595114,37
65,0.007105,42.336143,45
66,0.006877,42.789554,36
67,0.006205,43.883906,36
68,0.006231,45.170843,36
69,0.005688,44.847247,30
70,0.006317,43.148493,38
71,0.005707,45.753661,31
72,0.007160,43.401528,36
73,0.006698,43.586546,40
74,0.006189,44.688220,31
75,0.006626,43.756897,46
76,0.007069,44.905602,42
77,0.007198,43.377033,48
78,0.006989,43.050526,43
79,0.006349,45.121846,37
80,0.006938,42.849483,41
81,0.005840,44.727557,29
82,0.006016,44.409214,35
83,0.007183,43.570136,45
84,0.006538,44.470303,35
85,0.006939,42.662003,44
86,0.005997,45.586349,29
87,0.006312,44.514470,30
88,0.006970,43.268363,34
89,0.006533,43.645480,38
90,0.005828,45.065771,34
91,0.005919,44.911321,30
92,0.006712,43.450721,42
93,0.006239,44.965716,39
94,0.006918,43.502138,34
95,0.006816,44.329076,42
96,0.006450,42.591984,40
97,0.006945,43.673963,40
98,0.005050,45.567102,23
99,0.006730,43.626702,39
100,0.006074,45.170560,36
101,0.007067,44.297954,35
102,0.005904,44.568503,32
103,0.005820,45.491040,35
104,0.006165,43.316785,38
105,0.007296,43.260072,45
106,0.006909,44.631881,38
107,0.006355,44.578613,34
108,0.006223,43.673982,30
109,0.005341,45.234205,26
110,0.007576,42.084651,47
111,0.006657,43.654586,37
112,0.006961,43.414856,38
113,0.006072,45.642026,33
114,0.005956,44.597358,34
115,0.007120,44.679911,44
116,0.007042,44.089143,42
117,0.005610,45.547675,30
118,0.006947,42.188938,44
119,0.006722,44.137075,41
120,0.007067,42.578403,42
121,0.006832,42.766779,47
122,0.007105,44.322453,39
123,0.006439,43.644168,35
124,0.007222,43.109984,40
125,0.006272,43.141766,41
126,0.005447,46.727089,25
127,0.006844,40.694907,40
128,0.006579,44.074333,37
129,0.006831,42.778136,40
130,0.006329,43.975534,41
