rep,run_t,avg_speed,train_ctr
0,0.536153,16.559178,71
1,0.015490,16.958669,68
2,0.013665,15.952497,66
3,0.013728,16.471643,68
4,0.013602,16.708696,67
5,0.013145,15.618235,67
6,0.013147,15.678029,67
7,0.012635,15.365566,67
8,0.013313,15.999683,66
9,0.013359,17.901018,66
10,0.013538,15.646362,66
11,0.013563,15.381882,66
12,0.013884,16.701072,69
13,0.013376,15.742848,67
14,0.012973,15.370542,66
15,0.014101,17.315658,66
16,0.013398,15.437507,67
17,0.013523,16.054883,66
18,0.013906,16.091786,67
19,0.013257,15.370542,66
20,0.014246,15.816368,66
21,0.013506,15.373710,66
22,0.013263,15.530774,66
23,0.014030,15.733009,67
24,0.013693,15.448914,66
25,0.013498,15.720926,67
26,0.013897,16.840245,67
27,0.014487,16.150847,72
28,0.013962,16.792815,66
29,0.013956,16.806177,65
30,0.013740,15.481696,66
31,0.014409,15.569695,69
32,0.013393,15.370494,66
33,0.013658,15.402977,67
34,0.013714,15.682473,66
35,0.014108,19.108185,69
36,0.014189,16.877932,67
37,0.013396,16.421685,66
38,0.014020,15.429896,66
39,0.013819,16.728414,67
40,0.013621,15.375518,67
41,0.013853,15.773874,66
42,0.014110,15.400497,66
43,0.013632,16.725509,67
44,0.013160,15.365566,67
45,0.013387,15.476176,66
46,0.013607,15.621902,67
47,0.013843,15.396283,66
48,0.013776,16.241017,66
49,0.014356,18.140656,67
50,0.014075,16.201062,67
51,0.014062,15.977840,67
52,0.012963,15.426660,67
53,0.014339,16.892695,66
54,0.013430,15.417645,66
55,0.013367,15.515886,67
56,0.013837,16.307602,67
57,0.013613,16.070725,66
58,0.013352,16.088230,66
59,0.014042,16.391209,66
60,0.013610,15.380704,67
61,0.013683,16.994504,66
62,0.013643,17.335387,66
63,0.015395,17.677984,77
64,0.014766,17.477909,67
65,0.013715,15.470884,66
66,0.013164,15.547495,66
67,0.013708,15.539770,66
68,0.014898,16.977053,72
69,0.014037,16.498806,68
70,0.014291,15.503397,71
71,0.014442,16.930539,74
72,0.013235,15.389064,66
73,0.014610,17.771549,70
74,0.014058,15.460971,66
75,0.013250,15.657272,67
76,0.014046,15.515117,67
77,0.014402,16.129585,66
78,0.014081,15.655607,67
79,0.013115,15.950629,66
80,0.014245,17.634559,69
81,0.014742,18.341837,69
82,0.013603,15.395387,66
83,0.014757,18.924080,67
84,0.013861,15.427691,66
85,0.014490,16.228121,66
86,0.013094,15.373498,66
87,0.014011,15.445815,66
