rep,run_t,avg_speed,train_ctr
0,0.421895,19.506598,80
1,0.014962,36.252410,88
2,0.014397,29.543142,98
3,0.012194,37.409981,89
4,0.011518,38.370350,78
5,0.012806,30.849537,92
6,0.014697,31.380338,99
7,0.013739,31.352236,91
8,0.012967,29.313423,93
9,0.011033,38.789309,80
10,0.013022,33.725957,93
11,0.013278,36.523614,81
12,0.014860,27.375717,87
13,0.011823,34.579458,77
14,0.011443,37.874690,83
15,0.013376,30.220803,88
16,0.012056,36.253473,82
17,0.012985,31.291615,91
18,0.011507,37.944167,79
19,0.012178,36.105535,79
20,0.013881,29.676099,94
21,0.012964,33.547753,89
22,0.013977,28.499342,94
23,0.014724,30.292095,100
24,0.013272,35.506007,88
25,0.013466,30.177193,90
26,0.010613,38.588779,74
27,0.013732,34.390175,92
28,0.012793,33.931956,84
29,0.012750,34.566320,86
30,0.012474,34.462375,84
31,0.013078,30.888495,90
32,0.013327,32.659436,93
33,0.014389,33.272634,97
34,0.011554,36.447508,76
35,0.012130,34.812746,81
36,0.014773,29.536816,97
37,0.013793,29.678428,92
38,0.014857,30.731201,99
39,0.012865,29.408750,88
40,0.014388,29.140317,98
41,0.011239,38.606825,75
42,0.012129,35.320454,89
43,0.013531,30.827866,96
44,0.011621,37.197896,74
45,0.012979,33.389170,84
46,0.014966,30.974367,97
47,0.014830,31.923312,98
48,0.015219,25.146378,93
49,0.013179,28.288291,90
50,0.011097,38.436655,84
51,0.011229,36.657218,81
52,0.012409,35.207278,90
53,0.012271,36.069508,91
54,0.012542,35.065016,89
55,0.014032,30.950056,96
56,0.012565,35.332733,87
57,0.013848,31.499494,98
58,0.013073,29.701094,90
59,0.013219,32.808579,93
60,0.010054,40.199612,68
61,0.011450,37.248719,81
62,0.012108,35.965183,85
63,0.011598,36.629961,76
64,0.014064,29.727708,97
65,0.013742,30.635385,94
66,0.012310,36.823262,90
67,0.014140,29.935937,99
68,0.014150,28.492509,92
69,0.012331,32.789398,74
70,0.014215,31.081561,91
71,0.013751,31.476355,85
72,0.014456,30.197016,95
73,0.013871,31.030749,86
74,0.012763,31.633897,85
75,0.013665,31.923357,92
76,0.013595,33.967276,93
77,0.012370,36.314783,88
78,0.013092,34.894026,93
79,0.013771,32.811734,96
80,0.012789,34.391845,89
81,0.012568,38.524235,87
82,0.012381,35.742332,81
83,0.014504,29.176754,98
84,0.012349,35.820360,89
85,0.013153,34.980838,91
86,0.012069,36.080795,78
87,0.013388,32.169014,90
88,0.013003,31.132188,94
89,0.014287,31.286624,98
90,0.012734,35.205843,89
91,0.014239,30.671945,91
92,0.011132,38.888750,77
93,0.011111,37.238909,79
94,0.014333,30.743356,93
95,0.013674,32.799893,98
96,0.013019,34.110260,92
97,0.013772,34.177294,95
98,0.014154,31.359481,97
99,0.014547,30.856291,100
100,0.012198,36.134041,84
101,0.011381,36.151069,86
102,0.013951,30.147503,92
103,0.012976,34.823231,88
104,0.013207,31.993268,94
105,0.012653,34.890026,78
106,0.013977,33.417718,98
107,0.011804,36.217113,76
108,0.013080,34.612249,93
109,0.014504,23.241737,91
110,0.012437,35.020881,89
111,0.014651,29.972977,98
112,0.011638,37.953152,73
113,0.014510,30.603672,98
114,0.013816,31.037983,91
115,0.012899,35.322500,90
116,0.012073,34.562646,89
117,0.011864,33.977899,83
118,0.012532,33.213607,86
119,0.012193,37.399815,90
120,0.014477,30.490295,100
121,0.011998,37.620545,81
122,0.013957,24.859969,92
123,0.014484,33.192499,92
124,0.012585,37.660300,87
125,0.012262,38.041180,86
126,0.013285,30.701688,87
127,0.013728,27.125967,89
128,0.013661,31.783144,93
129,0.013522,32.640049,97
130,0.013958,36.525685,95
131,0.015272,29.825941,103
132,0.012402,35.864216,86
133,0.014202,34.318374,98
134,0.014486,27.214072,94
135,0.011188,33.806818,75
136,0.013423,32.067776,94
137,0.014025,34.475228,100
138,0.013624,35.609737,93
139,0.011793,38.904276,77
140,0.014112,32.587395,96
141,0.014396,31.034126,93
142,0.013572,22.009506,80
143,0.013977,33.562464,93
144,0.013537,33.615004,93
145,0.012653,33.146482,88
146,0.013764,33.795311,95
147,0.013749,30.887819,97
148,0.017619,35.460074,98
149,0.013128,32.431079,82
150,0.013560,36.401596,92
151,0.015397,28.932138,102
152,0.013308,31.255377,89
153,0.014291,28.761311,93
154,0.011750,33.897232,75
155,0.013983,32.719189,92
156,0.012930,34.226052,87
157,0.013871,27.729573,90
158,0.014312,26.849500,88
159,0.012609,34.319045,86
160,0.013088,35.181295,87
161,0.013839,29.684672,93
162,0.013780,29.185543,93
163,0.012773,37.749591,92
164,0.012200,36.619585,85
165,0.012766,34.717718,85
166,0.014919,25.339285,97
167,0.014744,32.465559,104
168,0.011867,33.744547,82
169,0.013667,31.642964,85
170,0.012146,38.615680,69
171,0.012401,34.666917,85
172,0.014864,28.577254,94
173,0.013995,30.347906,93
174,0.013556,37.853215,84
175,0.013282,35.517090,85
176,0.012849,35.105777,88
177,0.014653,27.684598,97
178,0.011175,35.947131,75
179,0.012994,29.987205,92
180,0.012728,35.977825,88
181,0.013600,32.146571,95
182,0.014570,26.669591,92
183,0.014909,26.533373,82
184,0.014327,31.374300,98
185,0.013934,31.852073,92
186,0.012454,34.603946,75
187,0.014115,29.246801,93
188,0.012674,33.858819,83
189,0.013571,31.587697,86
190,0.012572,35.188976,85
191,0.012698,35.620228,87
192,0.012924,36.652980,93
193,0.013021,34.489483,87
194,0.013016,32.897574,92
195,0.012284,36.097872,91
196,0.012893,35.281357,89
197,0.012969,34.082808,89
198,0.014419,31.864058,94
199,0.012843,32.574055,83
200,0.011964,37.645177,76
201,0.011157,34.981449,79
202,0.012105,34.915114,91
203,0.011305,36.888200,80
204,0.012576,34.968321,84
205,0.010932,37.394536,77
206,0.014090,34.053262,103
207,0.013882,31.993241,92
208,0.012131,35.578695,81
209,0.012066,35.865399,84
210,0.009769,40.902126,64
211,0.011957,36.118319,80
212,0.014029,27.757690,90
213,0.011180,38.148810,72
214,0.013590,30.044053,88
215,0.014637,33.452739,98
216,0.010854,35.673410,79
217,0.012064,37.627158,80
218,0.012294,36.558995,78
219,0.012071,37.258166,87
220,0.012305,35.818134,87
221,0.011876,35.587370,85
222,0.012631,32.328017,84
223,0.014105,20.597345,78
224,0.013549,28.220227,91
225,0.012804,35.252169,83
226,0.011928,37.694440,82
227,0.015969,29.963814,99
228,0.011399,36.112829,76
229,0.014252,28.133895,99
230,0.014702,32.418722,101
231,0.012106,36.847288,81
232,0.014216,25.705590,98
233,0.012781,31.644125,89
234,0.012747,36.335287,85
235,0.012540,36.888937,88
236,0.013208,32.141823,86
237,0.011922,37.304994,86
238,0.012628,35.733072,93
239,0.012730,34.895506,88
240,0.010903,36.655879,76
241,0.012287,37.135215,86
242,0.010251,39.355791,77
243,0.011332,38.414535,73
244,0.012271,38.842849,80
245,0.011753,39.377650,76
246,0.013035,32.860245,88
247,0.012851,34.369147,88
248,0.012534,33.636442,85
249,0.014173,34.022858,94
250,0.015005,30.761330,100
251,0.014851,27.513816,101
252,0.012910,30.935549,79
253,0.012453,36.611243,77
254,0.013707,30.015751,93
255,0.013627,26.614271,90
256,0.013509,31.581932,85
257,0.012893,35.581602,89
258,0.011517,36.893043,77
259,0.011528,37.930109,83
260,0.013491,31.794771,91
261,0.013466,28.647492,84
262,0.012878,32.776261,85
263,0.014019,31.052381,98
264,0.013360,32.807529,94
265,0.012839,34.169120,84
266,0.014681,32.918767,92
267,0.013370,34.700449,89
268,0.010830,39.705664,74
269,0.013459,35.555582,83
270,0.012886,31.868290,90
271,0.012975,30.871563,85
272,0.012110,36.403789,87
273,0.022575,33.747504,91
274,0.012197,36.010380,87
275,0.012418,35.639178,90
276,0.012531,35.120247,92
277,0.011630,35.233934,82
278,0.013487,34.761530,91
279,0.012941,35.375868,88
280,0.013089,34.669092,89
281,0.012088,34.240740,86
282,0.013131,32.610934,91
283,0.012943,35.359969,86
284,0.012742,32.040753,78
285,0.011822,30.093349,78
286,0.012741,34.415385,88
287,0.013362,31.690480,88
288,0.011886,38.533568,77
289,0.013847,29.730867,96
290,0.012333,35.942759,87
291,0.011622,37.291658,86
292,0.012664,34.271590,85
293,0.012410,37.822756,85
294,0.011113,38.568884,79
295,0.012845,34.486703,87
296,0.013390,31.703016,86
297,0.013849,25.541156,92
298,0.014480,26.268479,86
299,0.014738,29.942858,99
300,0.014751,27.269788,90
301,0.014493,29.881101,101
302,0.012845,34.738559,92
303,0.012661,35.492712,93
304,0.014373,32.540855,95
305,0.013230,33.820925,94
306,0.020018,33.995290,90
307,0.012645,33.911069,87
308,0.012212,36.648046,81
309,0.013029,30.450975,101
310,0.012638,36.841458,86
311,0.012864,36.236922,82
312,0.012573,35.343044,83
313,0.013134,31.991481,80
314,0.013956,27.990104,93
315,0.012737,35.899646,87
316,0.011561,36.090751,76
317,0.013360,33.419978,90
318,0.013183,31.095819,93
319,0.012464,35.313187,92
320,0.013546,27.675005,88
321,0.012378,36.776908,83
322,0.013317,32.248217,92
323,0.012888,30.990436,85
324,0.013971,24.770589,86
325,0.013815,30.642307,92
326,0.012587,36.956275,79
327,0.014232,29.680772,94
328,0.012640,34.747791,83
329,0.012223,34.369253,89
330,0.014711,26.281093,98
331,0.012929,32.621599,88
332,0.014332,32.587052,98
333,0.011060,37.605907,75
334,0.013231,30.311140,88
335,0.013613,31.950827,92
336,0.012216,30.776897,79
337,0.012020,35.293524,82
338,0.013490,35.530408,81
339,0.013838,34.578135,89
340,0.013146,31.538185,84
341,0.013043,36.606491,87
342,0.011897,36.554943,79
343,0.013263,31.741450,88
344,0.016863,28.632059,97
345,0.013790,26.643094,82
346,0.014847,31.488955,101
347,0.014780,31.580716,97
348,0.013650,27.303633,90
349,0.013063,34.054912,92
350,0.013898,33.627485,90
351,0.011712,37.362034,75
352,0.012086,38.064771,85
353,0.014501,31.797890,97
354,0.015227,30.093539,97
355,0.014239,29.943387,96
356,0.013153,34.824084,90
357,0.012326,33.621669,87
358,0.013212,32.071996,91
359,0.013562,33.154503,95
360,0.014678,27.933814,97
361,0.012371,33.708563,81
362,0.011383,36.509210,77
363,0.011677,37.522415,73
364,0.021826,31.643879,100
365,0.013168,35.723271,83
366,0.011560,36.758772,76
367,0.011720,34.979873,85
368,0.012729,37.307556,86
