seed,deadlock_found,new_constraints,total_constraints,iterations,trains_completed,trains_per_hr,avg_wait_time,cpu_time
1,0,0,0,1,613,3.6488,0.1032,0.028
2,1,2,2,3,612,3.6429,0.1005,0.053
3,0,0,2,1,562,3.3452,0.0721,0.027
4,0,0,2,1,569,3.3869,0.0892,0.027
5,1,5,7,5,553,3.2917,0.0849,0.081
6,0,0,7,1,599,3.5655,0.0795,0.027
7,1,1,8,2,568,3.3810,0.0875,0.035
8,0,0,8,1,557,3.3155,0.0687,0.026
9,1,3,11,4,576,3.4286,0.0940,0.094
10,0,0,11,1,616,3.6667,0.0898,0.030
11,0,0,11,1,596,3.5476,0.0846,0.027
12,0,0,11,1,629,3.7440,0.0864,0.028
13,0,0,11,1,575,3.4226,0.0803,0.026
14,0,0,11,1,557,3.3155,0.0760,0.025
15,0,0,11,1,591,3.5179,0.0847,0.027
16,0,0,11,1,626,3.7262,0.0962,0.028
17,0,0,11,1,570,3.3929,0.0769,0.026
18,1,1,12,2,631,3.7560,0.1006,0.039
19,0,0,12,1,588,3.5000,0.0779,0.027
20,0,0,12,1,522,3.1071,0.0590,0.023
21,0,0,12,1,587,3.4940,0.0825,0.027
22,0,0,12,1,581,3.4583,0.0983,0.026
23,0,0,12,1,574,3.4167,0.0859,0.027
24,0,0,12,1,589,3.5060,0.0896,0.027
25,0,0,12,1,605,3.6012,0.0867,0.028
26,0,0,12,1,605,3.6012,0.0853,0.028
27,0,0,12,1,560,3.3333,0.0717,0.025
28,0,0,12,1,603,3.5893,0.0743,0.027
29,0,0,12,1,543,3.2321,0.0784,0.024
30,0,0,12,1,606,3.6071,0.1030,0.028
31,0,0,12,1,616,3.6667,0.0786,0.029
32,0,0,12,1,637,3.7917,0.0857,0.028
33,0,0,12,1,563,3.3512,0.0679,0.025
34,0,0,12,1,582,3.4643,0.0950,0.026
35,0,0,12,1,588,3.5000,0.0845,0.026
36,0,0,12,1,596,3.5476,0.0801,0.027
37,0,0,12,1,602,3.5833,0.0803,0.028
38,0,0,12,1,565,3.3631,0.0856,0.025
39,0,0,12,1,584,3.4762,0.0726,0.027
40,0,0,12,1,583,3.4702,0.0947,0.027
41,0,0,12,1,592,3.5238,0.0868,0.027
42,0,0,12,1,593,3.5298,0.0892,0.027
43,0,0,12,1,567,3.3750,0.0859,0.025
44,1,1,13,2,590,3.5119,0.0968,0.032
45,0,0,13,1,582,3.4643,0.0894,0.026
46,0,0,13,1,590,3.5119,0.0858,0.027
47,0,0,13,1,577,3.4345,0.0851,0.026
48,0,0,13,1,604,3.5952,0.0835,0.027
49,0,0,13,1,593,3.5298,0.0711,0.027
50,0,0,13,1,568,3.3810,0.0756,0.026
51,0,0,13,1,581,3.4583,0.0922,0.027
52,0,0,13,1,577,3.4345,0.0819,0.026
53,0,0,13,1,638,3.7976,0.0841,0.029
54,0,0,13,1,558,3.3214,0.0819,0.025
55,0,0,13,1,579,3.4464,0.0753,0.026
56,0,0,13,1,580,3.4524,0.0765,0.026
57,0,0,13,1,591,3.5179,0.0831,0.026
58,0,0,13,1,581,3.4583,0.0880,0.026
59,0,0,13,1,563,3.3512,0.0684,0.025
60,0,0,13,1,613,3.6488,0.0959,0.027
61,1,1,14,2,577,3.4345,0.0958,0.036
62,0,0,14,1,561,3.3393,0.0739,0.026
63,0,0,14,1,557,3.3155,0.0602,0.024
64,0,0,14,1,566,3.3690,0.0970,0.026
65,0,0,14,1,577,3.4345,0.0714,0.026
66,0,0,14,1,584,3.4762,0.0929,0.028
67,0,0,14,1,604,3.5952,0.0852,0.027
68,0,0,14,1,560,3.3333,0.0801,0.026
69,1,1,15,2,601,3.5774,0.0844,0.030
70,0,0,15,1,582,3.4643,0.0820,0.027
71,0,0,15,1,556,3.3095,0.0634,0.026
72,0,0,15,1,559,3.3274,0.0784,0.026
73,0,0,15,1,576,3.4286,0.0720,0.027
74,0,0,15,1,574,3.4167,0.0860,0.026
75,1,1,16,2,573,3.4107,0.0701,0.041
76,0,0,16,1,572,3.4048,0.0805,0.026
77,0,0,16,1,565,3.3631,0.0700,0.026
78,0,0,16,1,613,3.6488,0.0891,0.027
79,0,0,16,1,562,3.3452,0.0731,0.025
80,0,0,16,1,597,3.5536,0.0838,0.028
81,0,0,16,1,587,3.4940,0.0762,0.027
82,0,0,16,1,608,3.6190,0.1048,0.028
83,0,0,16,1,622,3.7024,0.0853,0.029
84,1,1,17,2,603,3.5893,0.0923,0.046
85,0,0,17,1,597,3.5536,0.0902,0.028
86,0,0,17,1,585,3.4821,0.0971,0.026
87,0,0,17,1,578,3.4405,0.0721,0.027
88,0,0,17,1,629,3.7440,0.0778,0.029
89,0,0,17,1,579,3.4464,0.0732,0.026
90,0,0,17,1,578,3.4405,0.0835,0.027
91,0,0,17,1,576,3.4286,0.0735,0.026
92,0,0,17,1,589,3.5060,0.0816,0.027
93,0,0,17,1,616,3.6667,0.0954,0.028
94,0,0,17,1,573,3.4107,0.0805,0.026
95,0,0,17,1,573,3.4107,0.0751,0.026
96,0,0,17,1,566,3.3690,0.0809,0.027
97,0,0,17,1,575,3.4226,0.0664,0.029
98,1,2,19,3,558,3.3214,0.0865,0.038
99,0,0,19,1,588,3.5000,0.0947,0.027
100,0,0,19,1,598,3.5595,0.0766,0.028
101,0,0,19,1,566,3.3690,0.0759,0.026
102,0,0,19,1,587,3.4940,0.0877,0.027
103,0,0,19,1,614,3.6548,0.0909,0.028
104,0,0,19,1,631,3.7560,0.0880,0.029
105,0,0,19,1,569,3.3869,0.0745,0.026
106,0,0,19,1,548,3.2619,0.0761,0.025
107,0,0,19,1,551,3.2798,0.0706,0.025
108,0,0,19,1,584,3.4762,0.0726,0.028
109,0,0,19,1,606,3.6071,0.0906,0.028
110,0,0,19,1,567,3.3750,0.0648,0.026
111,0,0,19,1,584,3.4762,0.0816,0.028
112,0,0,19,1,597,3.5536,0.0790,0.027
113,0,0,19,1,593,3.5298,0.0778,0.028
114,0,0,19,1,593,3.5298,0.1066,0.027
115,0,0,19,1,595,3.5417,0.0818,0.028
116,0,0,19,1,595,3.5417,0.0685,0.028
117,0,0,19,1,605,3.6012,0.0960,0.027
118,0,0,19,1,597,3.5536,0.0841,0.027
119,0,0,19,1,596,3.5476,0.0777,0.028
120,0,0,19,1,551,3.2798,0.0637,0.024
121,0,0,19,1,587,3.4940,0.0744,0.027
122,0,0,19,1,563,3.3512,0.0782,0.026
123,0,0,19,1,593,3.5298,0.0688,0.027
124,0,0,19,1,583,3.4702,0.0789,0.026
125,0,0,19,1,568,3.3810,0.0783,0.026
126,0,0,19,1,569,3.3869,0.0658,0.026
127,0,0,19,1,641,3.8155,0.0960,0.030
128,0,0,19,1,591,3.5179,0.0704,0.027
129,0,0,19,1,618,3.6786,0.0986,0.030
130,0,0,19,1,550,3.2738,0.0733,0.026
131,0,0,19,1,608,3.6190,0.0783,0.028
132,0,0,19,1,559,3.3274,0.0694,0.026
133,0,0,19,1,603,3.5893,0.0882,0.029
134,0,0,19,1,597,3.5536,0.0774,0.028
135,0,0,19,1,578,3.4405,0.0715,0.027
136,0,0,19,1,638,3.7976,0.1138,0.029
137,0,0,19,1,600,3.5714,0.0740,0.027
138,0,0,19,1,568,3.3810,0.0950,0.027
139,0,0,19,1,571,3.3988,0.0695,0.027
140,0,0,19,1,569,3.3869,0.0656,0.026
141,0,0,19,1,568,3.3810,0.0764,0.028
142,0,0,19,1,583,3.4702,0.0745,0.027
143,0,0,19,1,604,3.5952,0.0894,0.028
144,0,0,19,1,609,3.6250,0.0897,0.029
145,0,0,19,1,645,3.8393,0.0841,0.031
146,0,0,19,1,596,3.5476,0.0916,0.028
147,0,0,19,1,581,3.4583,0.0677,0.026
148,0,0,19,1,571,3.3988,0.0823,0.027
149,0,0,19,1,584,3.4762,0.0942,0.026
150,0,0,19,1,601,3.5774,0.0933,0.028
151,0,0,19,1,557,3.3155,0.0727,0.026
152,0,0,19,1,583,3.4702,0.0992,0.029
153,0,0,19,1,591,3.5179,0.0778,0.027
154,0,0,19,1,596,3.5476,0.0930,0.028
155,0,0,19,1,578,3.4405,0.0872,0.027
156,0,0,19,1,634,3.7738,0.0891,0.029
157,0,0,19,1,606,3.6071,0.1091,0.028
158,0,0,19,1,577,3.4345,0.0786,0.027
159,0,0,19,1,588,3.5000,0.0779,0.027
160,0,0,19,1,617,3.6726,0.0913,0.029
161,0,0,19,1,593,3.5298,0.0832,0.027
162,0,0,19,1,597,3.5536,0.0871,0.028
163,0,0,19,1,592,3.5238,0.0925,0.028
164,0,0,19,1,602,3.5833,0.0863,0.028
165,0,0,19,1,587,3.4940,0.0944,0.028
166,0,0,19,1,627,3.7321,0.0904,0.029
167,0,0,19,1,581,3.4583,0.0845,0.027
168,0,0,19,1,577,3.4345,0.0790,0.027
169,0,0,19,1,565,3.3631,0.0702,0.026
170,0,0,19,1,570,3.3929,0.0665,0.026
171,0,0,19,1,615,3.6607,0.0936,0.030
172,0,0,19,1,559,3.3274,0.0716,0.026
173,0,0,19,1,596,3.5476,0.0815,0.028
174,0,0,19,1,547,3.2560,0.0666,0.025
175,0,0,19,1,608,3.6190,0.0832,0.028
176,0,0,19,1,569,3.3869,0.0790,0.026
177,0,0,19,1,603,3.5893,0.0743,0.028
178,0,0,19,1,573,3.4107,0.0814,0.027
179,0,0,19,1,587,3.4940,0.0737,0.026
180,0,0,19,1,558,3.3214,0.0755,0.026
181,0,0,19,1,562,3.3452,0.0796,0.026
182,0,0,19,1,598,3.5595,0.0795,0.027
183,0,0,19,1,569,3.3869,0.0934,0.026
184,0,0,19,1,584,3.4762,0.0662,0.027
185,0,0,19,1,599,3.5655,0.0959,0.028
186,0,0,19,1,577,3.4345,0.0760,0.027
187,0,0,19,1,587,3.4940,0.0874,0.027
188,0,0,19,1,567,3.3750,0.0875,0.027
189,1,3,22,4,579,3.4464,0.0996,0.056
190,0,0,22,1,569,3.3869,0.0808,0.026
191,0,0,22,1,628,3.7381,0.0865,0.029
192,0,0,22,1,567,3.3750,0.0738,0.025
193,0,0,22,1,581,3.4583,0.1010,0.027
194,0,0,22,1,576,3.4286,0.0732,0.026
195,0,0,22,1,567,3.3750,0.0815,0.027
196,0,0,22,1,575,3.4226,0.0899,0.027
197,0,0,22,1,582,3.4643,0.0754,0.027
198,0,0,22,1,610,3.6310,0.0836,0.029
199,0,0,22,1,609,3.6250,0.0866,0.029
200,0,0,22,1,579,3.4464,0.0900,0.030
201,0,0,22,1,566,3.3690,0.0657,0.026
202,0,0,22,1,583,3.4702,0.0859,0.027
203,0,0,22,1,602,3.5833,0.0859,0.028
204,0,0,22,1,582,3.4643,0.0902,0.027
205,0,0,22,1,574,3.4167,0.0739,0.026
206,0,0,22,1,583,3.4702,0.0837,0.027
207,0,0,22,1,556,3.3095,0.0760,0.025
208,0,0,22,1,604,3.5952,0.0881,0.029
209,0,0,22,1,589,3.5060,0.0803,0.027
210,0,0,22,1,593,3.5298,0.0778,0.028
211,0,0,22,1,607,3.6131,0.0909,0.028
212,0,0,22,1,588,3.5000,0.0734,0.027
213,0,0,22,1,606,3.6071,0.1050,0.028
214,0,0,22,1,588,3.5000,0.0750,0.027
215,0,0,22,1,558,3.3214,0.0672,0.026
216,0,0,22,1,561,3.3393,0.0735,0.025
217,0,0,22,1,615,3.6607,0.1082,0.029
218,0,0,22,1,605,3.6012,0.0814,0.029
219,0,0,22,1,560,3.3333,0.0813,0.026
220,0,0,22,1,596,3.5476,0.0837,0.027
221,0,0,22,1,590,3.5119,0.0799,0.028
222,0,0,22,1,606,3.6071,0.1008,0.028
223,0,0,22,1,560,3.3333,0.0865,0.026
224,0,0,22,1,589,3.5060,0.0705,0.027
