seed,deadlock_found,new_constraints,total_constraints,iterations,trains_completed,trains_per_hr,cpu_time
1,1,141,141,134,598,3.5595,3.769
2,1,65,206,66,598,3.5595,1.992
3,1,8,214,9,537,3.1964,0.281
4,1,121,335,120,542,3.2262,0.909
5,1,3,338,4,541,3.2202,0.120
6,1,3,341,4,583,3.4702,0.157
7,1,199,540,200,552,3.2857,4.083
8,1,5,545,6,544,3.2381,0.183
9,1,10,555,11,556,3.3095,0.179
10,1,54,609,55,611,3.6369,0.790
11,1,57,666,58,584,3.4762,1.748
12,1,189,855,190,609,3.6250,7.364
13,1,21,876,22,555,3.3036,0.927
14,1,15,891,16,545,3.2440,0.340
15,1,369,1260,369,563,3.3512,22.861
16,1,457,1717,457,595,3.5417,32.925
17,1,1106,2823,1105,552,3.2857,11.429
18,1,34,2857,35,612,3.6429,4.357
19,1,18,2875,19,572,3.4048,1.104
20,1,16,2891,17,509,3.0298,1.054
21,1,84,2975,85,579,3.4464,6.626
22,1,26,3001,27,557,3.3155,3.438
23,1,172,3173,173,549,3.2679,7.087
24,1,1524,4697,1525,559,3.3274,282.895
25,1,73,4770,74,594,3.5357,15.501
26,1,34,4804,35,596,3.5476,6.665
27,1,1,4805,2,549,3.2679,0.283
28,1,1,4806,2,587,3.4940,0.229
29,1,5,4811,6,526,3.1310,0.715
30,1,36,4847,35,593,3.5298,3.623
31,1,73,4920,74,599,3.5655,2.973
32,1,87,5007,88,621,3.6964,4.541
33,1,287,5294,288,546,3.2500,56.175
34,1,3,5297,4,568,3.3810,0.727
35,1,4,5301,5,572,3.4048,1.190
36,1,15,5316,16,583,3.4702,2.288
37,1,65,5381,66,600,3.5714,13.808
38,1,44,5425,45,545,3.2440,1.346
39,1,64,5489,65,565,3.3631,15.224
40,1,359,5848,360,572,3.4048,60.748
41,1,2,5850,3,577,3.4345,0.331
42,1,63,5913,64,571,3.3988,10.687
43,1,24,5937,25,539,3.2083,4.458
44,1,80,6017,81,576,3.4286,11.601
45,1,4,6021,5,568,3.3810,1.024
46,1,22,6043,23,575,3.4226,4.047
47,1,18,6061,19,563,3.3512,5.435
48,1,2001,8062,2000,97,0.5774,430.395
49,0,0,8062,1,573,3.4107,0.909
50,0,0,8062,1,559,3.3274,0.922
51,1,680,8742,680,568,3.3810,295.845
52,1,473,9215,474,561,3.3393,103.766
53,1,5,9220,6,624,3.7143,4.004
54,1,36,9256,37,538,3.2024,13.119
55,1,2,9258,3,565,3.3631,1.701
56,1,1,9259,2,559,3.3274,0.957
57,1,1,9260,2,569,3.3869,0.671
58,1,58,9318,59,564,3.3571,26.993
59,0,0,9318,1,545,3.2440,0.470
60,1,728,10046,723,582,3.4643,466.103
61,1,22,10068,23,557,3.3155,10.691
62,1,8,10076,9,547,3.2560,7.053
63,1,15,10091,16,539,3.2083,5.542
64,1,9,10100,10,566,3.3690,2.185
65,0,0,10100,1,562,3.3452,0.697
66,1,4,10104,5,563,3.3512,4.078
67,0,0,10104,1,581,3.4583,1.098
68,1,8,10112,9,541,3.2202,6.322
69,1,69,10181,70,582,3.4643,32.783
70,0,0,10181,1,572,3.4048,1.693
71,1,827,11008,828,551,3.2798,177.797
72,0,0,11008,1,547,3.2560,0.826
73,1,10,11018,11,558,3.3214,5.049
74,1,18,11036,19,559,3.3274,13.384
75,0,0,11036,1,559,3.3274,1.380
76,1,243,11279,243,555,3.3036,99.094
77,1,12,11291,13,552,3.2857,9.921
78,1,243,11534,243,604,3.5952,210.431
79,1,160,11694,161,538,3.2024,91.580
80,1,1520,13214,1521,568,3.3810,280.760
81,1,14,13228,15,582,3.4643,31.767
82,1,313,13541,314,590,3.5119,205.227
83,1,13,13554,14,608,3.6190,20.686
84,0,0,13554,1,588,3.5000,2.223
85,1,35,13589,36,590,3.5119,35.946
86,1,6,13595,7,567,3.3750,9.781
87,1,370,13965,371,561,3.3393,75.156
88,1,164,14129,165,597,3.5536,265.897
89,1,55,14184,56,554,3.2976,54.409
90,1,2004,16188,2000,15,0.0893,1099.330
91,1,169,16357,167,555,3.3036,159.773
92,1,8,16365,9,574,3.4167,15.304
93,1,10,16375,11,596,3.5476,13.720
94,1,10,16385,11,548,3.2619,29.314
95,1,290,16675,291,555,3.3036,607.819
96,1,69,16744,70,552,3.2857,120.143
97,1,54,16798,55,566,3.3690,30.096
98,0,0,16798,1,549,3.2679,2.968
99,1,1,16799,2,572,3.4048,5.980
100,1,49,16848,50,589,3.5060,50.057
101,1,89,16937,90,541,3.2202,282.329
102,1,120,17057,121,562,3.3452,371.700
103,1,4,17061,5,593,3.5298,17.366
104,1,144,17205,145,611,3.6369,93.217
105,1,2,17207,3,544,3.2381,5.233
106,0,0,17207,1,530,3.1548,2.785
107,0,0,17207,1,539,3.2083,3.159
108,0,0,17207,1,573,3.4107,4.107
109,1,200,17407,201,590,3.5119,354.893
110,1,4,17411,5,557,3.3155,12.937
111,1,9,17420,10,560,3.3333,6.608
112,1,60,17480,61,591,3.5179,104.929
113,0,0,17480,1,570,3.3929,3.374
114,1,119,17599,120,566,3.3690,80.916
115,0,0,17599,1,575,3.4226,3.580
116,0,0,17599,1,574,3.4167,3.724
117,1,14,17613,15,587,3.4940,17.187
118,1,22,17635,23,583,3.4702,55.676
119,1,108,17743,109,581,3.4583,119.460
120,0,0,17743,1,532,3.1667,3.916
121,0,0,17743,1,572,3.4048,3.549
122,0,0,17743,1,551,3.2798,3.356
123,1,1,17744,2,579,3.4464,6.019
124,0,0,17744,1,564,3.3571,4.311
125,1,213,17957,214,554,3.2976,514.132
126,1,5,17962,6,551,3.2798,6.867
127,1,528,18490,529,611,3.6369,2177.774
128,1,294,18784,295,570,3.3929,358.848
129,1,135,18919,136,603,3.5893,237.426
130,0,0,18919,1,535,3.1845,3.096
131,0,0,18919,1,591,3.5179,3.875
132,0,0,18919,1,556,3.3095,3.346
133,1,251,19170,252,588,3.5000,98.128
134,0,0,19170,1,584,3.4762,4.121
135,1,1,19171,2,560,3.3333,5.502
136,1,50,19221,51,613,3.6488,177.045
137,1,5,19226,6,576,3.4286,13.797
138,1,229,19455,230,567,3.3750,671.903
139,0,0,19455,1,548,3.2619,4.291
140,1,76,19531,77,555,3.3036,203.508
141,0,0,19531,1,550,3.2738,3.855
142,1,357,19888,358,562,3.3452,1120.326
143,0,0,19888,1,588,3.5000,4.620
144,1,446,20334,447,591,3.5179,970.218
