rep,run_t,avg_speed,train_ctr
0,0.172309,46.832963,6
1,0.006536,48.830635,3
2,0.004337,48.348605,3
3,0.003468,47.970816,7
4,0.003378,46.830495,3
5,0.003366,46.598462,4
6,0.003504,48.224775,4
7,0.003217,48.224775,2
8,0.003211,47.873219,2
9,0.003298,48.224775,4
10,0.003528,48.164749,6
11,0.003375,47.150174,2
12,0.003319,43.956327,3
13,0.003358,48.158450,5
14,0.003287,48.348605,3
15,0.003507,47.858031,6
16,0.003518,46.784600,7
17,0.003356,48.969755,4
18,0.003268,48.859881,3
19,0.003355,48.158450,5
20,0.002501,-nan,0
21,0.003260,47.565533,2
22,0.003179,48.640134,2
23,0.003467,47.903875,8
24,0.003456,49.065005,3
25,0.003592,46.715712,7
26,0.003237,49.299376,2
27,0.003328,48.224775,2
28,0.003384,48.969755,4
29,0.003320,47.853792,4
30,0.003246,48.256677,4
31,0.003381,47.927056,4
32,0.003261,48.224775,2
33,0.003652,46.529319,10
34,0.003443,48.186016,3
35,0.003436,48.605839,5
36,0.003369,49.123598,4
37,0.003306,47.937823,5
38,0.003459,46.977115,5
39,0.003359,48.596264,1
40,0.003335,47.080095,4
41,0.003375,48.391140,3
42,0.003315,47.427080,3
43,0.003398,48.613812,5
44,0.003491,47.424677,8
45,0.003433,48.299073,5
46,0.003284,45.675505,4
47,0.003174,48.596264,2
48,0.003376,46.302275,5
49,0.003168,48.640134,2
50,0.003348,48.158450,5
51,0.003239,47.150174,2
52,0.003586,48.053420,7
53,0.003149,46.626169,3
54,0.003391,47.004896,6
55,0.003397,48.080899,4
56,0.003483,47.583005,7
57,0.003430,48.859881,3
58,0.003426,48.445512,7
59,0.003777,46.239351,12
60,0.003522,46.740183,7
61,0.003329,48.324594,5
62,0.003438,48.011672,6
63,0.003243,48.224775,2
64,0.003356,48.582975,3
65,0.003284,48.640134,4
66,0.003418,48.183972,5
67,0.003595,48.304157,9
68,0.003216,45.758772,4
69,0.003397,48.640134,4
70,0.003632,47.222041,9
71,0.003793,48.490124,7
72,0.003511,47.301126,7
73,0.003192,48.348605,3
74,0.003545,47.448433,7
75,0.003603,47.986064,7
76,0.003597,48.369872,6
77,0.003420,47.923734,6
78,0.003603,47.140402,3
79,0.003183,-nan,0
80,0.003322,47.011544,4
81,0.003369,47.281449,4
82,0.003214,48.464356,4
83,0.003506,48.324594,5
84,0.003429,46.572679,5
85,0.003285,47.565533,2
86,0.003562,47.610126,8
87,0.003355,46.844570,4
88,0.003207,48.256677,4
89,0.003219,47.909110,3
90,0.003409,46.759136,4
91,0.003124,48.288578,2
92,0.003384,48.348605,3
93,0.003481,47.694551,7
94,0.003253,47.980892,1
95,0.003170,47.873219,2
96,0.003624,47.488008,8
97,0.003271,47.150174,3
98,0.003460,48.631360,5
99,0.003158,47.895154,4
100,0.003515,47.446923,5
101,0.003455,47.128539,5
102,0.003276,48.080899,4
103,0.003301,48.830635,3
104,0.003687,48.035376,5
105,0.003200,48.830635,3
106,0.003271,47.511696,4
107,0.003604,47.646827,6
108,0.003140,48.596264,1
109,0.003248,47.866575,3
110,0.003697,46.841288,8
111,0.003755,46.721788,10
112,0.003539,46.855433,9
113,0.003615,45.925753,8
114,0.003488,48.186016,3
115,0.003635,48.041642,7
116,0.003337,47.873219,2
117,0.003145,49.299376,1
118,0.003438,48.625511,3
119,0.003220,48.859881,3
120,0.003601,47.587248,7
121,0.003398,47.880795,5
122,0.003345,48.143481,3
123,0.003323,47.873219,2
124,0.003416,48.099902,5
125,0.003356,48.143481,3
126,0.003384,47.895154,4
127,0.003226,47.866575,3
128,0.003241,48.256677,4
129,0.003540,48.402214,7
130,0.003325,47.873219,2
