rep,run_t,avg_speed,train_ctr
0,0.101195,20.644998,69
1,0.015989,17.548968,73
2,0.012683,15.398442,66
3,0.014265,23.620983,86
4,0.013783,21.305659,72
5,0.016338,25.225497,105
6,0.016176,21.214469,92
7,0.014376,16.903682,70
8,0.014484,19.901432,74
9,0.014149,15.563902,71
10,0.015794,22.005825,90
11,0.015452,20.958796,87
12,0.014131,19.658076,77
13,0.014692,20.850442,81
14,0.014491,15.933178,67
15,0.015933,28.207019,101
16,0.015001,18.883142,80
17,0.014486,16.197849,71
18,0.015387,24.539442,93
19,0.014792,24.486130,80
20,0.015959,21.697399,95
21,0.015491,17.953955,78
22,0.015321,27.091566,92
23,0.014911,17.764967,68
24,0.014692,22.578090,85
25,0.015842,25.059972,92
26,0.015987,18.106337,90
27,0.015130,20.131024,81
28,0.013598,16.952614,67
29,0.014672,23.939967,79
30,0.014223,17.327456,67
31,0.015894,19.071956,85
32,0.015107,24.117483,88
33,0.014424,18.002265,70
34,0.014681,18.370318,70
35,0.014642,28.240910,82
36,0.015859,25.107786,93
37,0.015399,22.407622,77
38,0.014820,17.045140,75
39,0.015002,16.318440,72
40,0.015800,22.282292,92
41,0.013895,19.476340,66
42,0.014999,19.087466,73
43,0.014674,16.321667,73
44,0.015510,24.422663,96
45,0.015211,29.033450,98
46,0.015230,26.036503,91
47,0.015543,21.792631,95
48,0.015296,24.011805,99
49,0.014187,19.008958,68
50,0.014900,18.093850,81
51,0.015723,23.852940,92
52,0.014765,21.698576,73
53,0.014495,18.454969,72
54,0.014238,15.886504,66
55,0.015043,23.158846,83
56,0.015104,19.481525,77
57,0.014952,20.580826,76
58,0.013798,16.470956,66
59,0.015944,29.780458,102
60,0.015223,22.639552,86
61,0.015714,22.015011,90
62,0.016374,24.398088,89
63,0.015500,16.880725,78
64,0.014576,23.256415,88
65,0.015159,17.860332,80
66,0.013834,16.351103,74
67,0.016182,18.033540,81
68,0.014739,18.415251,75
69,0.015353,25.048889,91
70,0.016151,18.578611,80
71,0.015298,18.306709,79
72,0.013500,15.743814,67
73,0.015676,19.150736,78
74,0.014264,17.994698,77
75,0.015021,19.976897,80
76,0.014385,25.571772,88
77,0.014622,18.415600,67
78,0.014618,16.755858,70
79,0.013779,29.542222,81
80,0.015400,20.119651,75
81,0.014495,18.173582,72
82,0.014508,19.246796,70
83,0.015386,17.892961,76
84,0.015848,21.028884,85
85,0.013682,17.343124,66
86,0.015355,27.451627,92
87,0.014317,20.107249,68
88,0.015038,20.988440,82
89,0.015130,22.777727,89
90,0.014780,16.508856,68
91,0.013434,16.326499,67
92,0.016249,22.090499,96
93,0.014466,26.636703,91
94,0.014557,17.427061,70
95,0.015616,17.670385,83
96,0.015889,21.397908,90
97,0.014144,21.495819,73
98,0.015960,20.458419,92
99,0.015545,24.452259,91
100,0.015801,19.041882,87
101,0.015098,27.141904,98
102,0.015185,21.432133,88
103,0.014528,15.972371,73
104,0.014535,23.305020,82
105,0.014889,17.474026,72
106,0.016392,21.285146,94
107,0.015422,19.845365,86
108,0.016690,24.628268,96
109,0.015232,16.542283,71
110,0.014536,25.046691,74
111,0.016663,25.765309,100
112,0.014622,21.885343,79
113,0.014954,30.712625,99
114,0.015711,23.508773,93
115,0.014415,16.450085,66
116,0.014814,18.844882,66
117,0.014661,21.512767,73
118,0.015946,21.069430,82
119,0.015864,21.426383,84
120,0.014308,19.013200,73
121,0.014598,18.569119,75
122,0.013263,19.771897,68
123,0.014135,16.811400,70
124,0.014682,16.062593,76
125,0.014136,15.489172,66
126,0.013848,16.843726,67
127,0.014676,20.005737,78
128,0.015357,17.867724,80
129,0.014278,21.943411,76
130,0.015032,18.189937,74
131,0.015834,21.628091,79
132,0.015970,17.435586,82
133,0.014391,22.511928,75
134,0.013691,17.430601,66
135,0.014601,29.045086,92
136,0.015420,21.965494,82
137,0.014443,19.949555,72
138,0.015654,25.743076,90
139,0.014260,15.820808,66
140,0.015676,24.117004,96
141,0.015077,21.948442,82
142,0.014718,20.214962,76
143,0.014545,23.259521,79
144,0.014040,17.235147,66
145,0.014102,19.220975,75
146,0.014402,17.453320,73
147,0.014586,19.241101,70
148,0.016063,20.805565,85
149,0.014748,26.682831,88
150,0.015741,26.728815,98
151,0.015866,17.361691,80
152,0.014281,22.252901,77
153,0.016193,26.840137,96
154,0.017848,22.030221,92
155,0.013704,15.464122,67
156,0.015022,22.200010,83
157,0.014663,22.058498,76
158,0.015181,19.989545,80
159,0.014274,24.300737,79
160,0.015221,20.808793,78
161,0.015476,17.683607,80
162,0.014408,16.215305,66
163,0.014695,16.999554,68
164,0.014781,24.767873,78
165,0.014093,17.088079,67
166,0.015094,23.013843,80
167,0.014687,18.803169,72
168,0.015469,18.008710,84
169,0.015813,24.315856,96
170,0.015517,19.157132,88
171,0.015994,20.374464,83
172,0.014268,17.466656,72
173,0.016352,20.952597,91
174,0.015661,25.530990,92
175,0.015728,25.806447,94
176,0.016419,25.758208,100
177,0.015136,22.702256,82
178,0.014376,16.319393,69
179,0.015072,18.387294,75
180,0.014046,16.593251,66
181,0.015037,19.945421,74
182,0.015065,19.208574,78
183,0.015215,18.246166,78
184,0.014765,20.783836,85
185,0.015365,16.403489,82
186,0.015935,19.353791,73
187,0.014585,21.777227,80
188,0.015106,16.910966,76
189,0.014449,19.314212,75
190,0.014831,21.431736,85
191,0.015339,26.404708,102
192,0.013586,16.895064,67
193,0.016128,26.132832,96
194,0.014182,19.512083,70
195,0.014623,22.244326,87
196,0.014678,17.225424,75
