rep,run_t,avg_speed,train_ctr
0,0.095102,39.320475,80
1,0.013813,35.662560,89
2,0.011014,33.733886,81
3,0.011863,32.219141,79
4,0.010341,39.793359,69
5,0.010882,37.939698,81
6,0.009531,40.625253,65
7,0.012463,36.406629,84
8,0.011143,39.722443,72
9,0.012272,33.672896,86
10,0.013376,31.631964,94
11,0.012459,31.504494,92
12,0.010766,39.745046,67
13,0.012079,37.200080,84
14,0.011812,36.638905,82
15,0.011174,37.909376,77
16,0.010537,37.561889,77
17,0.012030,35.882986,78
18,0.011334,37.435253,77
19,0.011259,38.043106,78
20,0.010701,37.883601,77
21,0.012403,34.933101,85
22,0.010143,36.144975,71
23,0.011545,36.940234,81
24,0.011151,37.586416,82
25,0.012017,37.997900,83
26,0.014616,31.860513,95
27,0.012452,36.249410,91
28,0.011990,37.981559,82
29,0.012107,35.857713,87
30,0.010778,36.879080,76
31,0.011304,37.428150,79
32,0.009956,40.632682,68
33,0.011855,37.749409,78
34,0.011067,37.030055,83
35,0.012141,36.594755,82
36,0.010452,39.299617,74
37,0.011187,39.002371,70
38,0.009417,40.555068,67
39,0.012865,32.294996,90
40,0.012467,36.220922,83
41,0.013589,30.592072,91
42,0.012138,35.338171,82
43,0.010587,36.124587,79
44,0.011524,39.605871,76
45,0.010562,40.567392,72
46,0.010636,38.805542,68
47,0.010122,39.486880,66
48,0.012949,31.596538,90
49,0.010510,38.234418,76
50,0.010949,36.274294,79
51,0.012216,35.210360,83
52,0.012599,35.376343,84
53,0.012223,34.337703,83
54,0.009782,41.449671,59
55,0.013790,31.617648,100
56,0.012990,32.459006,95
57,0.012745,31.104149,86
58,0.009708,40.732365,59
59,0.012573,37.854379,83
60,0.013287,33.125073,89
61,0.012649,35.067326,90
62,0.011994,37.434649,79
63,0.011209,35.662040,79
64,0.010244,39.704368,73
65,0.014376,31.642758,99
66,0.010758,39.011882,74
67,0.012238,34.442686,89
68,0.011226,39.832589,75
69,0.011167,36.746800,78
70,0.012614,35.162957,81
71,0.012498,33.599019,84
72,0.011135,38.427100,77
73,0.012693,35.920536,87
74,0.010577,36.249194,75
75,0.010471,40.746538,70
76,0.012993,32.742150,92
77,0.012228,32.981081,87
78,0.014660,31.033081,94
79,0.012124,32.600795,88
80,0.011726,37.478900,78
81,0.010915,38.166523,81
82,0.011962,38.063662,76
83,0.013349,30.807720,94
84,0.014324,30.541339,98
85,0.010730,35.441141,76
86,0.011491,37.761325,80
87,0.011124,40.040302,77
88,0.010318,38.810644,70
89,0.011743,37.443928,79
90,0.011949,38.269612,77
91,0.013025,32.777317,84
92,0.012720,35.858839,87
93,0.012911,36.518771,89
94,0.010792,38.822458,72
95,0.010110,40.021240,66
96,0.012895,35.410650,99
97,0.011940,35.509432,83
98,0.011482,38.587292,75
99,0.012903,36.039651,91
100,0.009535,42.246455,54
101,0.010310,40.916084,70
102,0.013110,33.854637,95
103,0.012081,34.684329,81
104,0.011075,38.531117,81
105,0.012354,34.594880,79
106,0.011737,37.679146,86
107,0.009204,40.730485,61
108,0.011547,37.764984,80
109,0.010742,38.642683,75
110,0.011928,37.418457,80
111,0.011503,38.148940,76
112,0.010892,35.940395,81
113,0.010566,38.690384,72
114,0.011392,35.213958,85
115,0.011836,36.082373,84
116,0.012423,33.350253,85
117,0.010180,40.492209,69
118,0.012184,35.899775,88
119,0.011551,36.901585,81
