rep,run_t,avg_speed,train_ctr
0,0.546779,16.297448,66
1,0.016019,20.089749,77
2,0.013911,15.659823,67
3,0.012380,15.693468,67
4,0.013203,16.041532,66
5,0.012953,15.462401,66
6,0.012726,15.396360,66
7,0.014638,16.701904,73
8,0.013244,15.380000,66
9,0.013122,15.378686,67
10,0.012988,15.512851,66
11,0.013354,15.464253,67
12,0.013279,15.373710,66
13,0.013161,15.399523,67
14,0.013611,15.457613,67
15,0.013550,15.946021,67
16,0.013428,15.387047,66
17,0.013344,16.341624,67
18,0.013494,15.414370,67
19,0.013362,15.654352,66
20,0.013966,18.731389,70
21,0.014257,17.735522,68
22,0.013890,16.900858,67
23,0.014781,16.150633,78
24,0.014344,15.851040,70
25,0.013481,15.385924,66
26,0.014592,16.624973,68
27,0.013835,15.699517,67
28,0.013213,15.532411,67
29,0.014247,16.144919,66
30,0.013373,15.470354,67
31,0.013069,15.450581,66
32,0.013463,15.857994,67
33,0.013934,16.039426,66
34,0.013463,15.445270,66
35,0.013878,15.888967,67
36,0.013353,15.373710,66
37,0.013827,15.464563,67
38,0.013539,15.643127,66
39,0.013060,15.441728,66
40,0.013779,15.546289,66
41,0.014079,16.461496,68
42,0.014345,15.489531,71
43,0.013419,16.240971,66
44,0.014326,16.183325,67
45,0.013425,15.583513,66
46,0.013301,16.275272,66
47,0.014011,16.121023,67
48,0.013348,15.884681,67
49,0.013697,16.383485,66
50,0.013717,15.848396,67
51,0.014169,16.330675,66
52,0.013531,15.761607,67
53,0.013310,16.166742,67
54,0.013451,15.479517,66
55,0.013449,15.384179,67
56,0.014050,16.448569,68
57,0.013740,15.462488,66
58,0.013899,16.388949,71
59,0.014200,18.748415,67
60,0.014353,16.291916,68
61,0.014125,17.888408,67
62,0.013185,15.561447,67
63,0.014159,15.796752,70
64,0.014098,15.557628,67
65,0.013312,15.433565,66
66,0.014035,16.325862,66
67,0.013110,15.494025,67
68,0.014257,17.078845,67
69,0.014222,15.602712,71
70,0.014240,15.587475,72
71,0.013643,15.439555,66
72,0.014519,22.590670,76
73,0.013919,15.015331,71
74,0.014880,18.690721,75
75,0.013833,15.622301,66
76,0.013406,15.428791,66
77,0.014010,15.827753,68
78,0.013536,15.383700,67
79,0.013151,15.389360,66
80,0.013787,15.998495,67
