rep,run_t,avg_speed,train_ctr
0,0.414810,24.465736,92
1,0.016051,24.867692,90
2,0.014752,26.879975,94
3,0.013984,33.843740,95
4,0.013436,29.735915,85
5,0.014441,21.397013,80
6,0.014219,28.972950,93
7,0.014562,24.818967,92
8,0.015309,25.748488,87
9,0.013566,33.287872,93
10,0.014397,29.659805,94
11,0.012497,37.996407,83
12,0.013850,28.482213,93
13,0.014850,31.774755,100
14,0.013801,23.353660,77
15,0.014639,29.672460,94
16,0.014018,29.679725,84
17,0.015753,20.048347,92
18,0.013598,29.247574,87
19,0.014044,29.889792,93
20,0.013962,28.802210,100
21,0.013686,30.635669,89
22,0.014812,24.828189,91
23,0.014353,29.881747,99
24,0.014220,31.176951,97
25,0.016373,23.495001,101
26,0.016143,22.760444,102
27,0.013663,27.829495,90
28,0.015765,24.539594,98
29,0.014161,25.215892,75
30,0.013518,21.200885,69
31,0.014567,24.846388,86
32,0.013032,33.582884,93
33,0.014631,28.741220,100
34,0.014573,29.175714,96
35,0.014174,26.471580,85
36,0.014216,29.818099,94
37,0.014459,30.595017,98
38,0.015334,29.307910,104
39,0.014689,32.302421,95
40,0.012848,34.391638,90
41,0.014467,30.009526,99
42,0.014988,25.929055,96
43,0.014914,23.070450,87
44,0.014185,35.149253,95
45,0.015297,32.009324,98
46,0.014551,33.205547,92
47,0.014735,30.480649,94
48,0.014686,30.580910,101
49,0.014328,24.767617,92
50,0.013632,29.042830,90
51,0.015886,26.338214,95
52,0.014885,24.278105,93
53,0.015366,26.546433,95
54,0.014304,21.964843,84
55,0.014799,31.062808,103
56,0.014916,27.468602,92
57,0.013603,25.979110,78
58,0.015147,27.727087,97
59,0.015005,25.072442,86
60,0.013760,27.807564,88
61,0.015844,29.976474,102
62,0.014565,32.899312,92
63,0.014203,33.481573,93
64,0.015288,29.965576,97
65,0.012078,40.298076,77
66,0.013498,33.485708,92
67,0.014719,29.516007,101
68,0.014465,28.296902,94
69,0.014692,28.321070,92
70,0.014523,29.038804,87
71,0.014185,29.629422,98
72,0.015880,25.458770,93
73,0.014059,30.745147,92
74,0.015331,25.178564,97
75,0.014330,28.264940,89
76,0.015534,26.980264,98
77,0.014319,29.128093,99
78,0.014455,27.351905,88
79,0.014328,27.310671,95
80,0.015682,26.984720,102
81,0.014368,22.290329,82
82,0.014024,28.363691,94
83,0.015316,22.989918,91
84,0.015430,18.199430,81
85,0.014265,35.467290,102
86,0.014992,26.107645,84
87,0.014950,23.569518,87
88,0.014407,29.286990,97
89,0.013711,31.257750,96
90,0.014924,25.786713,89
91,0.013842,31.160848,94
92,0.014291,26.410954,86
93,0.014971,29.767090,87
94,0.013551,26.706322,91
95,0.013804,15.798002,67
96,0.013423,28.240551,88
97,0.014344,21.589819,88
98,0.013539,32.160866,89
99,0.015793,26.369333,101
100,0.014974,27.437087,98
101,0.014871,25.516822,89
102,0.014482,30.667140,93
103,0.012771,32.029247,84
104,0.015709,28.811371,100
105,0.014470,24.492001,89
106,0.014353,22.635596,86
107,0.014434,28.298402,95
108,0.015140,28.355080,99
109,0.014217,33.099752,98
110,0.015015,26.436114,92
111,0.014349,28.600001,95
112,0.014803,26.815438,98
113,0.015102,28.953130,99
114,0.015033,21.823045,83
115,0.013694,27.803662,94
116,0.014486,31.717829,97
117,0.014884,28.924813,97
118,0.014592,29.260000,93
119,0.015524,23.576225,100
120,0.014853,25.029053,94
121,0.014755,25.558704,94
122,0.014990,26.055517,90
123,0.014476,33.655675,93
124,0.014463,32.191098,100
125,0.014149,26.905207,88
126,0.015716,26.883385,101
127,0.014287,28.181589,85
128,0.013763,22.645325,76
129,0.015079,29.956569,105
130,0.015319,29.787768,101
131,0.014838,24.959012,87
132,0.014372,29.458760,96
133,0.014020,31.836816,96
134,0.015336,31.917016,99
135,0.015568,24.643637,95
136,0.014115,25.111269,85
137,0.013896,32.058279,92
138,0.015039,29.372626,100
139,0.014297,34.281122,98
140,0.014736,27.526660,97
141,0.014153,26.903742,84
142,0.012475,34.265721,89
143,0.012584,32.097507,87
144,0.015261,29.523504,102
145,0.014458,30.575752,97
146,0.013762,32.091467,88
