seed,deadlock_found,new_constraints,total_constraints,iterations,trains_completed,trains_per_hr,cpu_time
1,1,5,5,6,460,2.7381,0.755
2,0,0,5,1,445,2.6488,0.241
3,0,0,5,1,412,2.4524,0.190
4,0,0,5,1,425,2.5298,0.185
5,0,0,5,1,423,2.5179,0.197
6,0,0,5,1,458,2.7262,0.205
7,0,0,5,1,423,2.5179,0.230
8,0,0,5,1,412,2.4524,0.199
9,0,0,5,1,422,2.5119,0.227
10,0,0,5,1,489,2.9107,0.252
11,0,0,5,1,429,2.5536,0.233
12,0,0,5,1,471,2.8036,0.259
13,0,0,5,1,409,2.4345,0.232
14,0,0,5,1,418,2.4881,0.262
15,0,0,5,1,408,2.4286,0.235
16,0,0,5,1,451,2.6845,0.319
17,0,0,5,1,412,2.4524,0.237
18,0,0,5,1,480,2.8571,0.305
19,0,0,5,1,433,2.5774,0.245
20,0,0,5,1,404,2.4048,0.213
21,0,0,5,1,436,2.5952,0.251
22,0,0,5,1,413,2.4583,0.228
23,0,0,5,1,429,2.5536,0.240
24,0,0,5,1,414,2.4643,0.166
25,0,0,5,1,450,2.6786,0.231
26,0,0,5,1,443,2.6369,0.208
27,0,0,5,1,403,2.3988,0.203
28,0,0,5,1,464,2.7619,0.307
29,0,0,5,1,390,2.3214,0.234
30,0,0,5,1,471,2.8036,0.346
31,0,0,5,1,464,2.7619,0.400
32,0,0,5,1,466,2.7738,0.303
33,0,0,5,1,404,2.4048,0.227
34,0,0,5,1,442,2.6310,0.248
35,0,0,5,1,440,2.6190,0.245
36,0,0,5,1,440,2.6190,0.228
37,0,0,5,1,448,2.6667,0.340
38,0,0,5,1,408,2.4286,0.285
39,0,0,5,1,439,2.6131,0.315
40,0,0,5,1,439,2.6131,0.168
41,0,0,5,1,447,2.6607,0.194
42,0,0,5,1,427,2.5417,0.251
43,0,0,5,1,407,2.4226,0.238
44,0,0,5,1,458,2.7262,0.290
45,0,0,5,1,443,2.6369,0.313
46,0,0,5,1,461,2.7440,0.417
47,0,0,5,1,409,2.4345,0.402
48,0,0,5,1,448,2.6667,0.456
49,0,0,5,1,438,2.6071,0.433
50,0,0,5,1,434,2.5833,0.246
51,0,0,5,1,427,2.5417,0.199
52,0,0,5,1,444,2.6429,0.273
53,0,0,5,1,483,2.8750,0.304
54,0,0,5,1,408,2.4286,0.303
55,0,0,5,1,420,2.5000,0.272
56,0,0,5,1,443,2.6369,0.279
57,0,0,5,1,443,2.6369,0.255
58,0,0,5,1,451,2.6845,0.237
59,0,0,5,1,400,2.3810,0.240
60,0,0,5,1,440,2.6190,0.244
61,0,0,5,1,414,2.4643,0.265
62,0,0,5,1,427,2.5417,0.239
63,0,0,5,1,405,2.4107,0.341
64,0,0,5,1,443,2.6369,0.205
65,0,0,5,1,409,2.4345,0.300
66,0,0,5,1,424,2.5238,0.296
67,0,0,5,1,424,2.5238,0.239
68,0,0,5,1,403,2.3988,0.332
69,0,0,5,1,447,2.6607,0.297
70,0,0,5,1,436,2.5952,0.263
71,0,0,5,1,432,2.5714,0.250
72,0,0,5,1,419,2.4940,0.290
73,0,0,5,1,428,2.5476,0.214
74,0,0,5,1,408,2.4286,0.230
75,0,0,5,1,430,2.5595,0.382
76,0,0,5,1,446,2.6548,0.198
77,0,0,5,1,436,2.5952,0.225
78,0,0,5,1,439,2.6131,0.219
79,0,0,5,1,423,2.5179,0.216
80,0,0,5,1,435,2.5893,0.271
81,0,0,5,1,439,2.6131,0.385
82,0,0,5,1,447,2.6607,0.248
83,0,0,5,1,471,2.8036,0.317
84,0,0,5,1,438,2.6071,0.278
85,0,0,5,1,473,2.8155,0.256
86,0,0,5,1,433,2.5774,0.245
87,0,0,5,1,426,2.5357,0.202
88,0,0,5,1,465,2.7679,0.282
89,0,0,5,1,430,2.5595,0.250
90,0,0,5,1,452,2.6905,0.248
91,0,0,5,1,417,2.4821,0.228
92,0,0,5,1,434,2.5833,0.233
93,0,0,5,1,461,2.7440,0.269
94,0,0,5,1,407,2.4226,0.186
95,0,0,5,1,406,2.4167,0.275
96,0,0,5,1,439,2.6131,0.308
97,0,0,5,1,428,2.5476,0.398
98,0,0,5,1,434,2.5833,0.255
99,0,0,5,1,430,2.5595,0.271
100,0,0,5,1,451,2.6845,0.339
101,0,0,5,1,429,2.5536,0.370
