seed,deadlock_found,new_constraints,total_constraints,iterations,trains_completed,trains_per_hr,cpu_time
1,1,44,44,45,701,4.1726,0.117
2,0,0,44,1,707,4.2083,0.038
3,0,0,44,1,652,3.8810,0.039
4,0,0,44,1,654,3.8929,0.035
5,0,0,44,1,645,3.8393,0.034
6,0,0,44,1,669,3.9821,0.034
7,0,0,44,1,654,3.8929,0.034
8,0,0,44,1,650,3.8690,0.034
9,0,0,44,1,682,4.0595,0.036
10,0,0,44,1,699,4.1607,0.037
11,0,0,44,1,673,4.0060,0.033
12,0,0,44,1,700,4.1667,0.036
13,0,0,44,1,660,3.9286,0.036
14,0,0,44,1,642,3.8214,0.032
15,0,0,44,1,671,3.9940,0.036
16,0,0,44,1,706,4.2024,0.037
17,0,0,44,1,657,3.9107,0.035
18,0,0,44,1,700,4.1667,0.035
19,0,0,44,1,661,3.9345,0.034
20,0,0,44,1,595,3.5417,0.031
21,0,0,44,1,663,3.9464,0.034
22,0,0,44,1,653,3.8869,0.033
23,0,0,44,1,647,3.8512,0.032
24,0,0,44,1,686,4.0833,0.036
25,0,0,44,1,692,4.1190,0.035
26,0,0,44,1,692,4.1190,0.036
27,0,0,44,1,631,3.7560,0.033
28,0,0,44,1,681,4.0536,0.036
29,0,0,44,1,627,3.7321,0.033
30,0,0,44,1,691,4.1131,0.036
31,0,0,44,1,697,4.1488,0.036
32,0,0,44,1,733,4.3631,0.038
33,0,0,44,1,641,3.8155,0.032
34,0,0,44,1,655,3.8988,0.034
35,0,0,44,1,667,3.9702,0.034
36,0,0,44,1,683,4.0655,0.034
37,0,0,44,1,677,4.0298,0.037
38,0,0,44,1,631,3.7560,0.032
39,0,0,44,1,669,3.9821,0.037
40,0,0,44,1,676,4.0238,0.036
41,0,0,44,1,669,3.9821,0.036
42,0,0,44,1,663,3.9464,0.036
43,0,0,44,1,646,3.8452,0.033
44,0,0,44,1,667,3.9702,0.035
45,0,0,44,1,665,3.9583,0.034
46,0,0,44,1,671,3.9940,0.034
47,0,0,44,1,657,3.9107,0.033
48,0,0,44,1,673,4.0060,0.037
49,0,0,44,1,697,4.1488,0.037
50,0,0,44,1,622,3.7024,0.039
51,0,0,44,1,662,3.9405,0.040
52,0,0,44,1,661,3.9345,0.035
53,0,0,44,1,715,4.2560,0.037
54,0,0,44,1,637,3.7917,0.034
55,0,0,44,1,651,3.8750,0.032
56,0,0,44,1,672,4.0000,0.035
57,0,0,44,1,663,3.9464,0.036
58,0,0,44,1,673,4.0060,0.035
59,0,0,44,1,657,3.9107,0.036
60,0,0,44,1,685,4.0774,0.036
61,0,0,44,1,666,3.9643,0.035
62,0,0,44,1,636,3.7857,0.033
63,0,0,44,1,644,3.8333,0.032
64,0,0,44,1,666,3.9643,0.033
65,0,0,44,1,673,4.0060,0.036
66,0,0,44,1,667,3.9702,0.041
67,0,0,44,1,686,4.0833,0.040
68,0,0,44,1,638,3.7976,0.034
69,0,0,44,1,689,4.1012,0.038
70,0,0,44,1,659,3.9226,0.035
71,0,0,44,1,656,3.9048,0.035
72,0,0,44,1,648,3.8571,0.034
73,0,0,44,1,650,3.8690,0.034
74,0,0,44,1,644,3.8333,0.036
75,0,0,44,1,654,3.8929,0.034
76,0,0,44,1,670,3.9881,0.034
77,0,0,44,1,652,3.8810,0.035
78,0,0,44,1,701,4.1726,0.035
79,0,0,44,1,635,3.7798,0.032
80,0,0,44,1,685,4.0774,0.036
81,0,0,44,1,671,3.9940,0.035
82,0,0,44,1,673,4.0060,0.034
83,0,0,44,1,718,4.2738,0.038
84,0,0,44,1,689,4.1012,0.037
85,0,0,44,1,674,4.0119,0.035
86,0,0,44,1,669,3.9821,0.035
87,0,0,44,1,659,3.9226,0.035
88,0,0,44,1,712,4.2381,0.040
89,0,0,44,1,664,3.9524,0.036
90,0,0,44,1,656,3.9048,0.034
91,0,0,44,1,690,4.1071,0.035
92,0,0,44,1,672,4.0000,0.035
93,0,0,44,1,707,4.2083,0.036
94,0,0,44,1,672,4.0000,0.036
95,0,0,44,1,666,3.9643,0.034
96,0,0,44,1,653,3.8869,0.033
97,0,0,44,1,659,3.9226,0.036
98,0,0,44,1,634,3.7738,0.034
99,0,0,44,1,668,3.9762,0.036
100,0,0,44,1,672,4.0000,0.036
101,0,0,44,1,636,3.7857,0.033
