constraint_id,segment_id/occupancy_limit,terminal,front_signal_segment_id,front_signal_head_node_id,min_length,max_length
dl_0,1,,,,,
dl_0,2,East_exit,4,3,0.8,0
dl_0,5,West_exit,3,2,0.8,0
dl_1,1,,,,,
dl_1,2,East_exit,4,3,0.8,0
dl_1,4,East_exit,4,3,0.8,0
dl_1,5,West_exit,5,3,0.8,0
dl_2,2,,,,,
dl_2,7,East_exit_short,7,5,0.44,0
dl_2,2,East_exit,4,3,0.8,0
dl_2,4,East_exit,4,3,0.8,0
dl_2,8,West_exit,6,4,0.8,0
dl_3,2,,,,,
dl_3,7,East_exit_short,7,5,0.44,0
dl_3,2,East_exit,4,3,0.8,0
dl_3,4,East_exit,4,3,0.8,0
dl_3,8,West_exit,8,5,0.8,0
dl_4,1,,,,,
dl_4,2,East_exit,3,3,0.8,0
dl_4,5,West_exit,4,2,0.8,0
dl_5,1,,,,,
dl_5,3,East_exit,3,3,0.8,0
dl_5,2,East_exit,3,3,0.8,0
dl_5,5,West_exit,5,3,0.8,0
dl_6,2,,,,,
dl_6,7,East_exit_short,7,5,0.44,0
dl_6,3,East_exit,3,3,0.8,0
dl_6,2,East_exit,3,3,0.8,0
dl_6,8,West_exit,6,4,0.8,0
dl_7,2,,,,,
dl_7,7,East_exit_short,7,5,0.44,0
dl_7,3,East_exit,3,3,0.8,0
dl_7,2,East_exit,3,3,0.8,0
dl_7,8,West_exit,8,5,0.8,0
dl_8,1,,,,,
dl_8,2,East_exit,2,2,0.8,0
dl_8,5,West_exit,4,2,0.8,0
dl_8,4,West_exit,4,2,0.8,0
dl_9,1,,,,,
dl_9,2,East_exit,2,2,0.8,0
dl_9,3,West_exit,3,2,0.8,0
dl_9,5,West_exit,3,2,0.8,0
dl_10,1,,,,,
dl_10,2,East_exit,2,2,0.8,0
dl_10,5,West_exit,5,3,0.8,0
dl_11,2,,,,,
dl_11,7,East_exit_short,7,5,0.44,0
dl_11,8,West_exit,6,4,0.8,0
dl_11,2,East_exit,2,2,0.8,0
dl_12,2,,,,,
dl_12,7,East_exit_short,7,5,0.44,0
dl_12,8,West_exit,8,5,0.8,0
dl_12,2,East_exit,2,2,0.8,0
dl_13,2,,,,,
dl_13,6,East_exit_short,6,5,0.44,0
dl_13,2,East_exit,4,3,0.8,0
dl_13,4,East_exit,4,3,0.8,0
dl_13,8,West_exit,7,4,0.8,0
dl_14,2,,,,,
dl_14,6,East_exit_short,6,5,0.44,0
dl_14,2,East_exit,4,3,0.8,0
dl_14,4,East_exit,4,3,0.8,0
dl_14,8,West_exit,8,5,0.8,0
dl_15,2,,,,,
dl_15,6,East_exit_short,6,5,0.44,0
dl_15,3,East_exit,3,3,0.8,0
dl_15,2,East_exit,3,3,0.8,0
dl_15,8,West_exit,7,4,0.8,0
dl_16,2,,,,,
dl_16,6,East_exit_short,6,5,0.44,0
dl_16,3,East_exit,3,3,0.8,0
dl_16,2,East_exit,3,3,0.8,0
dl_16,8,West_exit,8,5,0.8,0
dl_17,2,,,,,
dl_17,6,East_exit_short,6,5,0.44,0
dl_17,8,West_exit,7,4,0.8,0
dl_17,2,East_exit,2,2,0.8,0
dl_18,2,,,,,
dl_18,6,East_exit_short,6,5,0.44,0
dl_18,8,West_exit,8,5,0.8,0
dl_18,2,East_exit,2,2,0.8,0
dl_19,2,,,,,
dl_19,5,East_exit_short,5,4,0.44,0
dl_19,8,West_exit,7,4,0.8,0
dl_19,7,West_exit,7,4,0.8,0
dl_19,2,East_exit,4,3,0.8,0
dl_19,4,East_exit,4,3,0.8,0
dl_20,2,,,,,
dl_20,5,East_exit_short,5,4,0.44,0
dl_20,6,West_exit,6,4,0.8,0
dl_20,8,West_exit,6,4,0.8,0
dl_20,2,East_exit,4,3,0.8,0
dl_20,4,East_exit,4,3,0.8,0
dl_21,2,,,,,
dl_21,5,East_exit_short,5,4,0.44,0
dl_21,2,East_exit,4,3,0.8,0
dl_21,4,East_exit,4,3,0.8,0
dl_21,8,West_exit,8,5,0.8,0
dl_22,2,,,,,
dl_22,5,East_exit_short,5,4,0.44,0
dl_22,8,West_exit,7,4,0.8,0
dl_22,7,West_exit,7,4,0.8,0
dl_22,3,East_exit,3,3,0.8,0
dl_22,2,East_exit,3,3,0.8,0
dl_23,2,,,,,
dl_23,5,East_exit_short,5,4,0.44,0
dl_23,6,West_exit,6,4,0.8,0
dl_23,8,West_exit,6,4,0.8,0
dl_23,3,East_exit,3,3,0.8,0
dl_23,2,East_exit,3,3,0.8,0
dl_24,2,,,,,
dl_24,5,East_exit_short,5,4,0.44,0
dl_24,3,East_exit,3,3,0.8,0
dl_24,2,East_exit,3,3,0.8,0
dl_24,8,West_exit,8,5,0.8,0
dl_25,2,,,,,
dl_25,5,East_exit_short,5,4,0.44,0
dl_25,8,West_exit,7,4,0.8,0
dl_25,7,West_exit,7,4,0.8,0
dl_25,2,East_exit,2,2,0.8,0
dl_26,2,,,,,
dl_26,5,East_exit_short,5,4,0.44,0
dl_26,6,West_exit,6,4,0.8,0
dl_26,8,West_exit,6,4,0.8,0
dl_26,2,East_exit,2,2,0.8,0
dl_27,2,,,,,
dl_27,5,East_exit_short,5,4,0.44,0
dl_27,8,West_exit,8,5,0.8,0
dl_27,2,East_exit,2,2,0.8,0
dl_28,1,,,,,
dl_28,5,East_exit,7,5,0.8,0
dl_28,8,West_exit,6,4,0.8,0
dl_29,1,,,,,
dl_29,5,East_exit,7,5,0.8,0
dl_29,7,East_exit,7,5,0.8,0
dl_29,8,West_exit,8,5,0.8,0
dl_30,1,,,,,
dl_30,5,East_exit,6,5,0.8,0
dl_30,8,West_exit,7,4,0.8,0
dl_31,1,,,,,
dl_31,6,East_exit,6,5,0.8,0
dl_31,5,East_exit,6,5,0.8,0
dl_31,8,West_exit,8,5,0.8,0
dl_32,1,,,,,
