seed,deadlock_found,new_constraints,total_constraints,iterations,trains_completed,trains_per_hr,cpu_time
1,1,5,5,6,412,2.4524,0.556
2,0,0,5,1,378,2.2500,0.182
3,0,0,5,1,345,2.0536,0.108
4,0,0,5,1,361,2.1488,0.150
5,0,0,5,1,365,2.1726,0.167
6,0,0,5,1,400,2.3810,0.230
7,0,0,5,1,362,2.1548,0.165
8,0,0,5,1,346,2.0595,0.196
9,0,0,5,1,367,2.1845,0.190
10,0,0,5,1,428,2.5476,0.259
11,0,0,5,1,371,2.2083,0.201
12,0,0,5,1,397,2.3631,0.201
13,0,0,5,1,351,2.0893,0.192
14,0,0,5,1,363,2.1607,0.169
15,0,0,5,1,357,2.1250,0.214
16,0,0,5,1,380,2.2619,0.251
17,0,0,5,1,362,2.1548,0.229
18,0,0,5,1,398,2.3690,0.203
19,0,0,5,1,371,2.2083,0.239
20,0,0,5,1,340,2.0238,0.189
21,0,0,5,1,377,2.2440,0.158
22,0,0,5,1,356,2.1190,0.186
23,0,0,5,1,359,2.1369,0.186
24,0,0,5,1,351,2.0893,0.195
25,0,0,5,1,380,2.2619,0.272
26,0,0,5,1,388,2.3095,0.216
27,0,0,5,1,346,2.0595,0.163
28,0,0,5,1,390,2.3214,0.211
29,0,0,5,1,340,2.0238,0.255
30,0,0,5,1,389,2.3155,0.201
31,0,0,5,1,388,2.3095,0.242
32,0,0,5,1,399,2.3750,0.340
33,0,0,5,1,343,2.0417,0.292
34,0,0,5,1,380,2.2619,0.203
35,0,0,5,1,361,2.1488,0.151
36,0,0,5,1,365,2.1726,0.162
37,0,0,5,1,382,2.2738,0.223
38,0,0,5,1,340,2.0238,0.185
39,0,0,5,1,373,2.2202,0.317
40,0,0,5,1,384,2.2857,0.175
41,0,0,5,1,373,2.2202,0.176
42,0,0,5,1,369,2.1964,0.182
43,0,0,5,1,362,2.1548,0.156
44,0,0,5,1,372,2.2143,0.351
45,0,0,5,1,369,2.1964,0.245
46,0,0,5,1,380,2.2619,0.214
47,0,0,5,1,354,2.1071,0.216
48,0,0,5,1,381,2.2679,0.324
49,0,0,5,1,356,2.1190,0.374
50,0,0,5,1,359,2.1369,0.277
51,0,0,5,1,366,2.1786,0.277
52,0,0,5,1,378,2.2500,0.226
53,0,0,5,1,387,2.3036,0.204
54,0,0,5,1,338,2.0119,0.202
55,0,0,5,1,360,2.1429,0.209
56,0,0,5,1,370,2.2024,0.244
57,0,0,5,1,387,2.3036,0.191
58,0,0,5,1,380,2.2619,0.221
59,0,0,5,1,351,2.0893,0.221
60,0,0,5,1,366,2.1786,0.249
61,0,0,5,1,348,2.0714,0.199
62,0,0,5,1,355,2.1131,0.237
63,0,0,5,1,351,2.0893,0.223
64,0,0,5,1,363,2.1607,0.230
65,0,0,5,1,348,2.0714,0.249
66,0,0,5,1,364,2.1667,0.268
67,0,0,5,1,363,2.1607,0.225
68,0,0,5,1,356,2.1190,0.176
69,0,0,5,1,381,2.2679,0.262
70,0,0,5,1,361,2.1488,0.198
71,0,0,5,1,368,2.1905,0.225
72,0,0,5,1,359,2.1369,0.191
73,0,0,5,1,361,2.1488,0.187
74,0,0,5,1,332,1.9762,0.147
75,0,0,5,1,367,2.1845,0.201
76,0,0,5,1,387,2.3036,0.244
77,0,0,5,1,371,2.2083,0.263
78,0,0,5,1,387,2.3036,0.228
79,0,0,5,1,361,2.1488,0.177
80,0,0,5,1,382,2.2738,0.209
81,0,0,5,1,366,2.1786,0.210
82,0,0,5,1,384,2.2857,0.245
83,0,0,5,1,386,2.2976,0.197
84,0,0,5,1,366,2.1786,0.186
85,0,0,5,1,391,2.3274,0.171
86,0,0,5,1,358,2.1310,0.219
87,0,0,5,1,359,2.1369,0.192
88,0,0,5,1,384,2.2857,0.204
89,0,0,5,1,365,2.1726,0.198
90,0,0,5,1,391,2.3274,0.245
91,0,0,5,1,346,2.0595,0.169
92,0,0,5,1,366,2.1786,0.189
93,0,0,5,1,393,2.3393,0.194
94,0,0,5,1,348,2.0714,0.234
95,0,0,5,1,338,2.0119,0.197
96,0,0,5,1,375,2.2321,0.206
97,0,0,5,1,366,2.1786,0.240
98,0,0,5,1,364,2.1667,0.257
99,0,0,5,1,354,2.1071,0.294
100,0,0,5,1,374,2.2262,0.216
101,0,0,5,1,363,2.1607,0.165
