constraint_id,segment_id/occupancy_limit,terminal,front_signal_segment_id,front_signal_head_node_id,min_length,max_length
dl_0,1,,,,,
dl_0,28,Gowrie_exit,28,23,0.44,0
dl_0,35,exit_to_Brisbane,35,28,0.44,0
dl_1,2,,,,,
dl_1,24,Wyreema_exit,24,20,0.44,0
dl_1,26,exit_to_Brisbane,26,20,0.44,0
dl_1,25,exit_to_Brisbane,25,20,0.44,0
dl_2,3,,,,,
dl_2,157,Gowrie_exit,157,119,0.44,0
dl_2,159,exit_to_Brisbane,159,119,0.44,0
dl_2,158,Gowrie_exit,158,120,0.44,0
dl_2,160,exit_to_Brisbane,160,120,0.44,0
dl_3,3,,,,,
dl_3,35,Gowrie_exit,35,29,0.44,0
dl_3,159,exit_to_Brisbane,159,119,0.44,0
dl_3,158,Gowrie_exit,158,120,0.44,0
dl_3,160,exit_to_Brisbane,160,120,0.44,0
dl_4,2,,,,,
dl_4,157,Gowrie_exit,157,119,0.44,0
dl_4,159,exit_to_Brisbane,159,119,0.44,0
dl_4,158,exit_to_Brisbane,158,119,0.44,0
dl_5,3,,,,,
dl_5,157,Gowrie_exit,157,119,0.44,0
dl_5,159,exit_to_Brisbane,159,119,0.44,0
dl_5,35,Gowrie_exit,35,29,0.44,0
dl_5,160,exit_to_Brisbane,160,120,0.44,0
dl_6,1,,,,,
dl_6,31,Gowrie_exit,31,26,0.44,0
dl_6,35,Wyreema_exit,35,28,0.44,0
dl_7,1,,,,,
dl_7,188,Gowrie_exit,188,147,0.44,0
dl_7,35,Wyreema_exit,35,28,0.44,0
dl_8,2,,,,,
dl_8,157,Gowrie_exit,157,119,0.44,0
dl_8,159,exit_to_Brisbane,159,119,0.44,0
dl_8,158,Wyreema_exit,158,119,0.44,0
dl_9,2,,,,,
dl_9,170,Wyreema_exit,170,131,0.44,0
dl_9,171,exit_to_Brisbane,171,131,0.44,0
dl_9,172,Gowrie_exit,172,131,0.44,0
dl_10,3,,,,,
dl_10,157,Gowrie_exit,157,119,0.44,0
dl_10,159,Gowrie_exit,159,120,0.44,0
dl_10,158,Wyreema_exit,158,119,0.44,0
dl_10,160,exit_to_Brisbane,160,120,0.44,0
dl_11,3,,,,,
dl_11,35,Gowrie_exit,35,29,0.44,0
dl_11,159,Gowrie_exit,159,120,0.44,0
dl_11,158,Wyreema_exit,158,119,0.44,0
dl_11,160,exit_to_Brisbane,160,120,0.44,0
dl_12,3,,,,,
dl_12,31,Gowrie_exit,31,26,0.44,0
dl_12,159,Gowrie_exit,159,120,0.44,0
dl_12,158,Wyreema_exit,158,119,0.44,0
dl_12,160,exit_to_Brisbane,160,120,0.44,0
dl_13,3,,,,,
dl_13,188,Gowrie_exit,188,147,0.44,0
dl_13,159,Gowrie_exit,159,120,0.44,0
dl_13,158,Wyreema_exit,158,119,0.44,0
dl_13,160,exit_to_Brisbane,160,120,0.44,0
dl_14,3,,,,,
dl_14,170,Wyreema_exit,170,131,0.44,0
dl_14,171,Wyreema_exit,171,132,0.44,0
dl_14,172,Gowrie_exit,172,131,0.44,0
dl_14,173,exit_to_Brisbane,173,132,0.44,0
dl_15,2,,,,,
dl_15,157,Gowrie_exit,157,119,0.44,0
dl_15,159,Wyreema_exit,159,119,0.44,0
dl_15,158,exit_to_Brisbane,158,119,0.44,0
dl_16,3,,,,,
dl_16,188,Wyreema_exit,188,146,0.44,0
dl_16,171,Wyreema_exit,171,132,0.44,0
dl_16,172,Gowrie_exit,172,131,0.44,0
dl_16,173,exit_to_Brisbane,173,132,0.44,0
dl_17,3,,,,,
dl_17,35,Wyreema_exit,35,28,0.44,0
dl_17,171,Wyreema_exit,171,132,0.44,0
dl_17,172,Gowrie_exit,172,131,0.44,0
dl_17,173,exit_to_Brisbane,173,132,0.44,0
dl_18,3,,,,,
dl_18,170,Wyreema_exit,170,131,0.44,0
dl_18,173,exit_to_Brisbane,173,132,0.44,0
dl_18,172,Gowrie_exit,172,131,0.44,0
dl_18,188,Wyreema_exit,188,146,0.44,0
dl_19,3,,,,,
dl_19,170,Wyreema_exit,170,131,0.44,0
dl_19,173,exit_to_Brisbane,173,132,0.44,0
dl_19,172,Gowrie_exit,172,131,0.44,0
dl_19,35,Wyreema_exit,35,28,0.44,0
dl_20,2,,,,,
dl_20,35,Wyreema_exit,35,28,0.44,0
dl_20,189,exit_to_Brisbane,30,24,0.44,0
dl_20,28,Gowrie_exit,28,23,0.44,0
dl_21,2,,,,,
dl_21,35,Wyreema_exit,35,28,0.44,0
dl_21,188,exit_to_Brisbane,188,147,0.44,0
dl_21,28,Gowrie_exit,28,23,0.44,0
dl_22,4,,,,,
dl_22,189,exit_to_Brisbane,30,24,0.44,0
dl_22,28,Gowrie_exit,28,23,0.44,0
dl_22,159,Gowrie_exit,159,120,0.44,0
dl_22,158,Wyreema_exit,158,119,0.44,0
dl_22,160,exit_to_Brisbane,160,120,0.44,0
dl_23,4,,,,,
dl_23,188,exit_to_Brisbane,188,147,0.44,0
dl_23,28,Gowrie_exit,28,23,0.44,0
dl_23,159,Gowrie_exit,159,120,0.44,0
dl_23,158,Wyreema_exit,158,119,0.44,0
dl_23,160,exit_to_Brisbane,160,120,0.44,0
dl_24,2,,,,,
dl_24,157,Gowrie_exit,157,119,0.44,0
dl_24,159,Wyreema_exit,159,119,0.44,0
dl_24,158,Wyreema_exit,158,119,0.44,0
dl_25,2,,,,,
dl_25,15,Gowrie_exit,15,13,0.44,0
dl_25,218,exit_to_Brisbane,218,13,0.44,0
dl_25,16,exit_to_Brisbane,16,13,0.44,0
dl_26,2,,,,,
dl_26,24,Gowrie_exit,24,20,0.44,0
dl_26,26,exit_to_Brisbane,26,20,0.44,0
dl_26,25,exit_to_Brisbane,25,20,0.44,0
dl_27,3,,,,,
dl_27,157,Gowrie_exit,157,119,0.44,0
dl_27,159,Gowrie_exit,159,120,0.44,0
dl_27,158,Wyreema_exit,158,119,0.44,0
dl_27,160,Wyreema_exit,160,120,0.44,0
dl_28,3,,,,,
dl_28,35,Gowrie_exit,35,29,0.44,0
dl_28,159,Gowrie_exit,159,120,0.44,0
dl_28,158,Wyreema_exit,158,119,0.44,0
dl_28,160,Wyreema_exit,160,120,0.44,0
dl_29,3,,,,,
dl_29,31,Gowrie_exit,31,26,0.44,0
dl_29,159,Gowrie_exit,159,120,0.44,0
dl_29,158,Wyreema_exit,158,119,0.44,0
dl_29,160,Wyreema_exit,160,120,0.44,0
dl_30,3,,,,,
dl_30,188,Gowrie_exit,188,147,0.44,0
dl_30,159,Gowrie_exit,159,120,0.44,0
dl_30,158,Wyreema_exit,158,119,0.44,0
dl_30,160,Wyreema_exit,160,120,0.44,0
dl_31,3,,,,,
dl_31,157,Gowrie_exit,157,119,0.44,0
dl_31,160,Wyreema_exit,160,120,0.44,0
dl_31,158,Wyreema_exit,158,119,0.44,0
dl_31,35,Gowrie_exit,35,29,0.44,0
dl_32,3,,,,,
dl_32,157,Gowrie_exit,157,119,0.44,0
dl_32,160,Wyreema_exit,160,120,0.44,0
dl_32,158,Wyreema_exit,158,119,0.44,0
dl_32,31,Gowrie_exit,31,26,0.44,0
dl_33,3,,,,,
dl_33,157,Gowrie_exit,157,119,0.44,0
dl_33,160,Wyreema_exit,160,120,0.44,0
dl_33,158,Wyreema_exit,158,119,0.44,0
dl_33,188,Gowrie_exit,188,147,0.44,0
dl_34,3,,,,,
dl_34,170,Wyreema_exit,170,131,0.44,0
dl_34,171,exit_to_Brisbane,171,131,0.44,0
dl_34,172,Wyreema_exit,172,132,0.44,0
dl_34,173,exit_to_Brisbane,173,132,0.44,0
dl_35,3,,,,,
dl_35,157,Gowrie_exit,157,119,0.44,0
dl_35,159,Gowrie_exit,159,120,0.44,0
dl_35,158,exit_to_Brisbane,158,119,0.44,0
dl_35,160,exit_to_Brisbane,160,120,0.44,0
dl_36,3,,,,,
dl_36,35,Gowrie_exit,35,29,0.44,0
dl_36,159,Gowrie_exit,159,120,0.44,0
dl_36,158,exit_to_Brisbane,158,119,0.44,0
dl_36,160,exit_to_Brisbane,160,120,0.44,0
dl_37,2,,,,,
dl_37,170,Wyreema_exit,170,131,0.44,0
dl_37,171,Gowrie_exit,171,131,0.44,0
dl_37,172,Gowrie_exit,172,131,0.44,0
dl_38,3,,,,,
dl_38,157,Gowrie_exit,157,119,0.44,0
dl_38,160,exit_to_Brisbane,160,120,0.44,0
dl_38,158,exit_to_Brisbane,158,119,0.44,0
dl_38,35,Gowrie_exit,35,29,0.44,0
dl_39,3,,,,,
dl_39,170,Wyreema_exit,170,131,0.44,0
dl_39,171,Wyreema_exit,171,132,0.44,0
dl_39,172,Gowrie_exit,172,131,0.44,0
dl_39,173,Gowrie_exit,173,132,0.44,0
dl_40,3,,,,,
dl_40,157,Gowrie_exit,157,119,0.44,0
dl_40,159,Gowrie_exit,159,120,0.44,0
dl_40,158,exit_to_Brisbane,158,119,0.44,0
dl_40,160,Wyreema_exit,160,120,0.44,0
dl_41,3,,,,,
dl_41,35,Gowrie_exit,35,29,0.44,0
dl_41,159,Gowrie_exit,159,120,0.44,0
dl_41,158,exit_to_Brisbane,158,119,0.44,0
dl_41,160,Wyreema_exit,160,120,0.44,0
dl_42,3,,,,,
dl_42,173,Gowrie_exit,173,132,0.44,0
dl_42,171,Wyreema_exit,171,132,0.44,0
dl_42,172,Gowrie_exit,172,131,0.44,0
dl_42,188,Wyreema_exit,188,146,0.44,0
dl_43,3,,,,,
dl_43,173,Gowrie_exit,173,132,0.44,0
dl_43,171,Wyreema_exit,171,132,0.44,0
dl_43,172,Gowrie_exit,172,131,0.44,0
dl_43,35,Wyreema_exit,35,28,0.44,0
dl_44,2,,,,,
dl_44,170,Wyreema_exit,170,131,0.44,0
dl_44,171,Gowrie_exit,171,131,0.44,0
dl_44,172,exit_to_Brisbane,172,131,0.44,0
dl_45,2,,,,,
dl_45,170,Wyreema_exit,170,131,0.44,0
dl_45,171,exit_to_Brisbane,171,131,0.44,0
dl_45,172,exit_to_Brisbane,172,131,0.44,0
dl_46,3,,,,,
dl_46,27,exit_to_Brisbane,27,21,0.44,0
dl_46,26,Gowrie_exit,26,21,0.44,0
dl_46,25,exit_to_Brisbane,25,20,0.44,0
dl_46,24,Wyreema_exit,24,20,0.44,0
dl_47,2,,,,,
dl_47,17,Gowrie_exit,17,15,0.44,0
dl_47,19,exit_to_Brisbane,19,15,0.44,0
dl_47,18,exit_to_Brisbane,18,15,0.44,0
dl_48,3,,,,,
dl_48,27,exit_to_Brisbane,27,21,0.44,0
dl_48,26,exit_to_Brisbane,26,20,0.44,0
dl_48,25,Gowrie_exit,25,21,0.44,0
dl_48,24,Gowrie_exit,24,20,0.44,0
dl_49,2,,,,,
dl_49,35,Gowrie_exit,35,29,0.44,0
dl_49,159,exit_to_Brisbane,159,119,0.44,0
dl_49,158,Wyreema_exit,158,119,0.44,0
dl_50,3,,,,,
dl_50,157,Gowrie_exit,157,119,0.44,0
dl_50,160,exit_to_Brisbane,160,120,0.44,0
dl_50,158,Wyreema_exit,158,119,0.44,0
dl_50,35,Gowrie_exit,35,29,0.44,0
dl_51,3,,,,,
dl_51,157,Gowrie_exit,157,119,0.44,0
dl_51,160,exit_to_Brisbane,160,120,0.44,0
dl_51,158,Wyreema_exit,158,119,0.44,0
dl_51,31,Gowrie_exit,31,26,0.44,0
dl_52,3,,,,,
dl_52,157,Gowrie_exit,157,119,0.44,0
dl_52,160,exit_to_Brisbane,160,120,0.44,0
dl_52,158,Wyreema_exit,158,119,0.44,0
dl_52,188,Gowrie_exit,188,147,0.44,0
dl_53,4,,,,,
dl_53,15,exit_to_Brisbane,15,2,0.44,0
dl_53,2,exit_to_Brisbane,2,3,0.44,0
dl_53,1,Gowrie_exit,1,2,0.44,0
dl_53,4,Gowrie_exit,4,3,0.44,0
dl_53,3,Gowrie_exit,1,2,0.44,0
dl_54,4,,,,,
dl_54,17,exit_to_Brisbane,17,14,0.44,0
dl_54,216,Gowrie_exit,216,14,0.44,0
dl_54,16,exit_to_Brisbane,16,13,0.44,0
dl_54,15,Gowrie_exit,15,13,0.44,0
dl_54,218,Gowrie_exit,216,14,0.44,0
dl_55,4,,,,,
dl_55,15,Wyreema_exit,15,13,0.44,0
dl_55,218,Wyreema_exit,216,14,0.44,0
dl_55,16,exit_to_Brisbane,16,13,0.44,0
dl_55,17,exit_to_Brisbane,17,14,0.44,0
dl_55,216,Wyreema_exit,216,14,0.44,0
dl_56,2,,,,,
dl_56,35,Gowrie_exit,35,29,0.44,0
dl_56,159,Wyreema_exit,159,119,0.44,0
dl_56,158,Wyreema_exit,158,119,0.44,0
dl_57,4,,,,,
dl_57,189,exit_to_Brisbane,30,24,0.44,0
dl_57,28,Gowrie_exit,28,23,0.44,0
dl_57,159,Gowrie_exit,159,120,0.44,0
dl_57,158,Wyreema_exit,158,119,0.44,0
dl_57,160,Wyreema_exit,160,120,0.44,0
dl_58,4,,,,,
dl_58,188,exit_to_Brisbane,188,147,0.44,0
dl_58,28,Gowrie_exit,28,23,0.44,0
dl_58,159,Gowrie_exit,159,120,0.44,0
dl_58,158,Wyreema_exit,158,119,0.44,0
