seed,deadlock_found,new_constraints,total_constraints,iterations,trains_completed,trains_per_hr,avg_wait_time,cpu_time
1,0,0,0,1,439,2.6131,0.0708,0.034
2,1,2,2,3,421,2.5060,0.0585,0.062
3,0,0,2,1,399,2.3750,0.0609,0.030
4,0,0,2,1,410,2.4405,0.0625,0.031
5,0,0,2,1,411,2.4464,0.0615,0.030
6,0,0,2,1,441,2.6250,0.0552,0.034
7,0,0,2,1,400,2.3810,0.0518,0.030
8,0,0,2,1,395,2.3512,0.0461,0.030
9,0,0,2,1,403,2.3988,0.0513,0.030
10,1,1,3,2,463,2.7560,0.0668,0.060
11,0,0,3,1,411,2.4464,0.0646,0.030
12,0,0,3,1,455,2.7083,0.0581,0.033
13,0,0,3,1,395,2.3512,0.0630,0.029
14,0,0,3,1,408,2.4286,0.0589,0.028
15,0,0,3,1,398,2.3690,0.0534,0.029
16,0,0,3,1,431,2.5655,0.0570,0.032
17,0,0,3,1,398,2.3690,0.0497,0.030
18,0,0,3,1,463,2.7560,0.0661,0.034
19,0,0,3,1,416,2.4762,0.0542,0.031
20,0,0,3,1,391,2.3274,0.0554,0.028
21,0,0,3,1,415,2.4702,0.0566,0.030
22,0,0,3,1,399,2.3750,0.0509,0.028
23,0,0,3,1,417,2.4821,0.0595,0.030
24,0,0,3,1,397,2.3631,0.0577,0.029
25,1,1,4,2,426,2.5357,0.0563,0.043
26,0,0,4,1,430,2.5595,0.0584,0.032
27,0,0,4,1,390,2.3214,0.0537,0.029
28,0,0,4,1,442,2.6310,0.0544,0.032
29,0,0,4,1,375,2.2321,0.0493,0.027
30,1,1,5,2,450,2.6786,0.0713,0.043
31,0,0,5,1,441,2.6250,0.0639,0.033
32,1,1,6,2,448,2.6667,0.0593,0.040
33,0,0,6,1,388,2.3095,0.0540,0.028
34,0,0,6,1,432,2.5714,0.0688,0.032
35,0,0,6,1,421,2.5060,0.0632,0.030
36,0,0,6,1,421,2.5060,0.0603,0.031
37,0,0,6,1,430,2.5595,0.0665,0.033
38,0,0,6,1,389,2.3155,0.0598,0.029
39,0,0,6,1,426,2.5357,0.0622,0.032
40,0,0,6,1,432,2.5714,0.0714,0.032
41,0,0,6,1,427,2.5417,0.0602,0.034
42,0,0,6,1,411,2.4464,0.0544,0.032
43,0,0,6,1,398,2.3690,0.0511,0.032
44,0,0,6,1,444,2.6429,0.0637,0.035
45,0,0,6,1,436,2.5952,0.0605,0.131
46,0,0,6,1,440,2.6190,0.0571,0.035
47,0,0,6,1,395,2.3512,0.0488,0.030
48,0,0,6,1,432,2.5714,0.0670,0.033
49,0,0,6,1,419,2.4940,0.0551,0.033
50,0,0,6,1,420,2.5000,0.0518,0.031
51,0,0,6,1,405,2.4107,0.0547,0.030
52,0,0,6,1,427,2.5417,0.0580,0.031
53,0,0,6,1,461,2.7440,0.0607,0.033
54,0,0,6,1,386,2.2976,0.0546,0.029
55,0,0,6,1,401,2.3869,0.0565,0.030
56,0,0,6,1,428,2.5476,0.0587,0.032
57,0,0,6,1,432,2.5714,0.0651,0.032
58,0,0,6,1,434,2.5833,0.0581,0.031
59,0,0,6,1,386,2.2976,0.0494,0.029
60,0,0,6,1,426,2.5357,0.0743,0.031
61,0,0,6,1,392,2.3333,0.0712,0.030
62,0,0,6,1,407,2.4226,0.0501,0.031
63,0,0,6,1,389,2.3155,0.0484,0.028
64,0,0,6,1,423,2.5179,0.0666,0.031
65,0,0,6,1,397,2.3631,0.0474,0.029
66,0,0,6,1,415,2.4702,0.0664,0.032
67,0,0,6,1,406,2.4167,0.0606,0.030
68,0,0,6,1,391,2.3274,0.0519,0.029
69,0,0,6,1,435,2.5893,0.0620,0.034
70,0,0,6,1,424,2.5238,0.0638,0.033
71,0,0,6,1,417,2.4821,0.0584,0.031
72,0,0,6,1,403,2.3988,0.0581,0.043
73,0,0,6,1,410,2.4405,0.0482,0.031
74,0,0,6,1,386,2.2976,0.0535,0.028
75,0,0,6,1,414,2.4643,0.0500,0.030
76,0,0,6,1,430,2.5595,0.0540,0.032
77,0,0,6,1,421,2.5060,0.0523,0.031
78,0,0,6,1,426,2.5357,0.0555,0.031
79,0,0,6,1,404,2.4048,0.0590,0.030
80,0,0,6,1,417,2.4821,0.0554,0.032
81,0,0,6,1,419,2.4940,0.0508,0.031
82,0,0,6,1,432,2.5714,0.0674,0.032
83,0,0,6,1,452,2.6905,0.0598,0.034
84,0,0,6,1,418,2.4881,0.0535,0.033
85,0,0,6,1,453,2.6964,0.0567,0.034
86,0,0,6,1,414,2.4643,0.0658,0.030
87,0,0,6,1,410,2.4405,0.0526,0.037
88,0,0,6,1,450,2.6786,0.0584,0.034
89,0,0,6,1,420,2.5000,0.0611,0.031
90,0,0,6,1,433,2.5774,0.0578,0.032
91,0,0,6,1,397,2.3631,0.0568,0.030
92,0,0,6,1,427,2.5417,0.0642,0.032
93,0,0,6,1,449,2.6726,0.0681,0.034
94,0,0,6,1,399,2.3750,0.0485,0.030
95,0,0,6,1,392,2.3333,0.0527,0.028
96,0,0,6,1,425,2.5298,0.0624,0.793
97,0,0,6,1,411,2.4464,0.0524,0.033
98,0,0,6,1,415,2.4702,0.0709,0.032
99,0,0,6,1,409,2.4345,0.0601,0.031
100,0,0,6,1,435,2.5893,0.0589,0.033
101,0,0,6,1,417,2.4821,0.0514,0.031
102,0,0,6,1,414,2.4643,0.0596,0.031
103,0,0,6,1,432,2.5714,0.0548,0.032
104,0,0,6,1,453,2.6964,0.0661,0.035
105,0,0,6,1,403,2.3988,0.0525,0.029
106,0,0,6,1,406,2.4167,0.0552,0.030
107,0,0,6,1,418,2.4881,0.0607,0.032
108,0,0,6,1,409,2.4345,0.0521,0.031
109,0,0,6,1,434,2.5833,0.0608,0.033
110,0,0,6,1,416,2.4762,0.0549,0.031
111,0,0,6,1,428,2.5476,0.0552,0.032
112,0,0,6,1,439,2.6131,0.0594,0.032
113,0,0,6,1,408,2.4286,0.0477,0.031
114,0,0,6,1,411,2.4464,0.0628,0.031
115,0,0,6,1,411,2.4464,0.0588,0.032
116,0,0,6,1,421,2.5060,0.0507,0.032
117,0,0,6,1,435,2.5893,0.0627,0.032
118,0,0,6,1,422,2.5119,0.0552,0.032
119,0,0,6,1,427,2.5417,0.0562,0.031
120,0,0,6,1,378,2.2500,0.0488,0.027
121,0,0,6,1,426,2.5357,0.0666,0.035
122,0,0,6,1,387,2.3036,0.0490,0.029
123,0,0,6,1,440,2.6190,0.0534,0.035
