seed,deadlock_found,new_constraints,total_constraints,iterations,trains_per_hr,cpu_time
1,1,33,33,31,6.1786,2.061
2,1,3,36,4,5.9881,0.198
3,1,2,38,3,5.9107,0.136
4,1,31,69,32,5.8155,3.675
5,0,0,69,1,5.8512,0.106
6,1,2,71,3,5.9107,0.247
7,1,1,72,2,5.8810,0.190
8,1,1,73,2,5.9762,0.118
9,1,1,74,2,5.9881,0.174
10,0,0,74,1,6.2143,0.124
11,1,1,75,2,6.0774,0.167
12,0,0,75,1,6.0714,0.126
13,1,3,78,4,5.8036,0.443
14,0,0,78,1,5.7976,0.107
15,0,0,78,1,5.9167,0.124
16,0,0,78,1,6.0357,0.118
17,0,0,78,1,5.9643,0.114
18,0,0,78,1,5.9821,0.131
19,0,0,78,1,5.8869,0.107
20,1,1,79,2,5.5833,0.124
21,0,0,79,1,5.7560,0.106
22,1,7,86,8,5.6964,0.572
23,0,0,86,1,5.8512,0.110
24,0,0,86,1,5.8988,0.116
25,0,0,86,1,6.1071,0.127
26,0,0,86,1,5.8869,0.113
27,0,0,86,1,5.8095,0.104
28,0,0,86,1,5.8631,0.113
29,0,0,86,1,5.6905,0.104
30,1,3,89,4,6.1190,0.273
31,0,0,89,1,6.2262,0.130
32,0,0,89,1,6.1667,0.133
33,0,0,89,1,5.8155,0.106
34,0,0,89,1,5.7381,0.103
35,0,0,89,1,6.0298,0.108
36,0,0,89,1,6.0655,0.126
37,0,0,89,1,6.0238,0.124
38,0,0,89,1,5.7321,0.103
39,0,0,89,1,6.0893,0.119
40,1,281,370,281,6.0060,18.423
41,0,0,370,1,5.9524,0.132
42,0,0,370,1,5.8810,0.129
43,0,0,370,1,5.7917,0.119
44,0,0,370,1,6.0595,0.134
45,1,5,375,6,6.0298,0.190
46,0,0,375,1,6.0000,0.138
47,0,0,375,1,5.8452,0.123
48,1,2,377,3,6.0893,0.180
49,0,0,377,1,6.0417,0.146
50,0,0,377,1,5.6905,0.126
51,0,0,377,1,6.0060,0.140
52,0,0,377,1,5.9286,0.131
53,0,0,377,1,6.0298,0.147
54,0,0,377,1,5.8393,0.126
55,1,1,378,2,5.7619,0.194
56,0,0,378,1,6.0179,0.139
