seed,after_deadlock,after_dl_time,after_throughput,after_drained_clear,before_deadlock,before_dl_time,before_throughput,before_drained_clear
101960,0,198.00,6.1250,1,,,,
101961,1,98.00,2.4881,0,,,,
101962,1,134.00,3.7679,0,,,,
101963,0,197.00,5.9167,1,,,,
101964,0,195.00,5.9464,1,,,,
101965,0,195.00,5.9107,1,,,,
101966,0,196.00,5.9821,1,,,,
101967,0,195.00,5.8571,1,,,,
101968,1,192.00,5.6786,0,,,,
101969,1,128.00,3.6071,0,,,,
101970,1,77.00,1.8155,0,,,,
101971,0,195.00,6.0536,1,,,,
101972,0,196.00,6.0833,1,,,,
101973,0,199.00,6.2798,1,,,,
101974,0,195.00,6.1250,1,,,,
101975,1,88.00,2.3036,0,,,,
101976,0,195.00,5.9524,1,,,,
101977,0,195.00,6.1131,1,,,,
101978,0,195.00,6.0238,1,,,,
101979,1,67.00,1.3750,0,,,,
101980,0,195.00,6.0952,1,,,,
101981,0,195.00,6.0714,1,,,,
101982,0,195.00,6.0357,1,,,,
101983,0,196.00,5.8750,1,,,,
101984,1,43.00,0.5833,0,,,,
101985,0,194.00,6.1131,1,,,,
101986,0,196.00,6.1190,1,,,,
101987,1,147.00,4.3214,0,,,,
101988,0,194.00,5.6964,1,,,,
101989,0,200.00,6.1488,1,,,,
101990,0,194.00,5.8274,1,,,,
101991,0,198.00,6.0714,1,,,,
101992,0,197.00,5.9048,1,,,,
101993,0,194.00,6.0714,1,,,,
101994,0,196.00,6.1726,1,,,,
101995,0,197.00,5.7738,1,,,,
101996,0,196.00,6.1488,1,,,,
101997,0,195.00,5.6905,1,,,,
101998,0,195.00,6.0595,1,,,,
101999,0,194.00,6.0000,1,,,,
102000,1,65.00,1.4286,0,,,,
102001,1,122.00,3.4583,0,,,,
102002,0,196.00,6.0119,1,,,,
102003,0,197.00,5.9167,1,,,,
102004,0,195.00,5.8036,1,,,,
102005,1,113.00,3.2143,0,,,,
102006,0,199.00,6.1369,1,,,,
102007,0,197.00,6.0536,1,,,,
102008,0,197.00,6.1012,1,,,,
102009,0,194.00,5.9048,1,,,,
102010,0,195.00,6.0655,1,,,,
102011,0,196.00,5.9405,1,,,,
102012,1,155.00,4.5357,0,,,,
102013,0,194.00,6.1548,1,,,,
102014,1,22.00,0.0000,0,,,,
102015,0,195.00,6.2798,1,,,,
102016,1,23.00,0.0000,0,,,,
102017,0,195.00,6.1429,1,,,,
102018,1,96.00,2.2500,0,,,,
102019,0,195.00,6.2024,1,,,,
102020,0,195.00,5.9821,1,,,,
102021,0,196.00,5.7619,1,,,,
102022,0,196.00,6.1548,1,,,,
102023,0,195.00,5.7440,1,,,,
102024,0,196.00,5.8274,1,,,,
102025,0,195.00,6.1369,1,,,,
102026,1,148.00,4.3869,0,,,,
102027,0,194.00,5.8988,1,,,,
102028,0,193.00,5.9702,1,,,,
102029,0,195.00,5.9464,1,,,,
102030,0,194.00,5.8333,1,,,,
102031,0,196.00,6.3036,1,,,,
102032,0,195.00,6.0060,1,,,,
102033,0,201.00,6.0357,1,,,,
102034,1,155.00,4.5774,0,,,,
102035,0,197.00,6.2798,1,,,,
102036,1,18.00,0.0000,0,,,,
102037,0,195.00,6.1667,1,,,,
102038,0,194.00,5.7500,1,,,,
102039,0,195.00,6.1786,1,,,,
102040,0,197.00,6.2679,1,,,,
102041,0,196.00,6.1845,1,,,,
102042,0,196.00,5.8571,1,,,,
102043,0,196.00,6.0655,1,,,,
102044,0,195.00,6.0238,1,,,,
102045,0,195.00,5.7321,1,,,,
102046,1,107.00,3.0476,0,,,,
102047,0,195.00,6.1250,1,,,,
102048,0,194.00,5.7976,1,,,,
102049,0,195.00,5.7857,1,,,,
102050,0,196.00,6.2321,1,,,,
102051,0,195.00,5.6071,1,,,,
102052,0,195.00,6.0774,1,,,,
102053,0,195.00,5.8393,1,,,,
102054,0,198.00,5.9643,1,,,,
102055,0,195.00,5.9702,1,,,,
102056,0,195.00,6.0238,1,,,,
102057,0,195.00,5.8214,1,,,,
102058,0,195.00,5.7202,1,,,,
102059,0,196.00,5.8036,1,,,,
102060,0,195.00,5.7798,1,,,,
102061,0,197.00,5.7738,1,,,,
102062,0,194.00,5.9226,1,,,,
102063,0,195.00,5.8155,1,,,,
102064,0,194.00,5.6071,1,,,,
102065,0,194.00,5.8988,1,,,,
102066,0,195.00,6.0476,1,,,,
102067,0,202.00,6.0893,1,,,,
102068,0,195.00,6.0893,1,,,,
102069,0,195.00,6.0893,1,,,,
102070,0,197.00,6.1369,1,,,,
102071,0,196.00,5.9345,1,,,,
102072,1,137.00,3.9643,0,,,,
102073,0,196.00,5.9821,1,,,,
102074,0,195.00,6.1488,1,,,,
102075,0,195.00,6.0476,1,,,,
102076,0,198.00,6.0595,1,,,,
102077,0,194.00,6.1786,1,,,,
102078,0,198.00,6.2440,1,,,,
102079,0,195.00,6.1548,1,,,,
102080,0,195.00,6.0357,1,,,,
102081,0,198.00,6.2560,1,,,,
102082,0,197.00,5.7381,1,,,,
102083,0,195.00,5.9345,1,,,,
102084,0,195.00,6.2440,1,,,,
102085,0,197.00,6.0476,1,,,,
102086,0,196.00,5.9107,1,,,,
102087,1,150.00,4.5714,0,,,,
102088,0,195.00,6.1071,1,,,,
102089,0,196.00,6.0417,1,,,,
102090,0,195.00,6.0655,1,,,,
102091,0,194.00,5.7560,1,,,,
102092,0,194.00,6.0536,1,,,,
102093,0,197.00,5.9048,1,,,,
102094,0,196.00,5.9643,1,,,,
102095,0,197.00,5.9048,1,,,,
102096,1,182.00,5.7321,0,,,,
102097,1,86.00,2.0893,0,,,,
102098,1,86.00,2.1786,0,,,,
102099,0,194.00,6.0357,1,,,,
102100,0,194.00,5.9940,1,,,,
102101,0,196.00,5.8988,1,,,,
102102,0,199.00,6.1667,1,,,,
102103,0,195.00,6.0536,1,,,,
102104,1,151.00,4.4464,0,,,,
102105,0,195.00,6.2321,1,,,,
102106,0,194.00,5.7976,1,,,,
102107,0,194.00,5.9167,1,,,,
102108,1,26.00,0.0536,0,,,,
102109,0,194.00,5.7143,1,,,,
102110,0,196.00,6.1071,1,,,,
102111,0,195.00,6.0536,1,,,,
102112,0,196.00,6.0298,1,,,,
102113,0,195.00,6.1190,1,,,,
102114,0,197.00,6.0238,1,,,,
102115,0,194.00,5.8869,1,,,,
102116,0,195.00,6.1667,1,,,,
102117,0,194.00,6.0952,1,,,,
102118,0,197.00,5.8512,1,,,,
102119,0,196.00,6.0417,1,,,,
102120,0,196.00,5.9167,1,,,,
102121,1,90.00,2.3036,0,,,,
102122,0,197.00,6.0714,1,,,,
102123,0,194.00,5.9702,1,,,,
102124,1,72.00,1.7440,0,,,,
102125,0,195.00,6.0417,1,,,,
102126,0,194.00,5.7381,1,,,,
102127,1,112.00,2.9226,0,,,,
102128,0,196.00,6.0060,1,,,,
102129,0,196.00,5.7738,1,,,,
102130,0,195.00,6.0000,1,,,,
102131,0,194.00,6.0833,1,,,,
102132,0,196.00,6.3036,1,,,,
102133,0,198.00,6.2440,1,,,,
102134,1,60.00,1.2560,0,,,,
102135,0,195.00,6.0417,1,,,,
102136,0,195.00,6.0655,1,,,,
102137,0,198.00,6.0714,1,,,,
102138,0,198.00,5.9226,1,,,,
102139,0,196.00,5.9702,1,,,,
102140,0,201.00,6.3036,1,,,,
102141,0,194.00,5.8929,1,,,,
102142,0,195.00,5.9405,1,,,,
102143,0,196.00,5.7262,1,,,,
102144,1,99.00,2.6131,0,,,,
102145,1,74.00,1.8512,0,,,,
102146,1,117.00,3.1131,0,,,,
102147,0,196.00,6.0417,1,,,,
102148,0,195.00,6.0714,1,,,,
102149,0,195.00,6.1012,1,,,,
102150,0,196.00,6.0655,1,,,,
102151,0,195.00,5.9405,1,,,,
102152,0,195.00,6.0060,1,,,,
102153,0,197.00,5.7560,1,,,,
102154,0,195.00,6.1429,1,,,,
102155,0,197.00,6.0179,1,,,,
102156,0,194.00,5.7857,1,,,,
102157,0,195.00,5.9524,1,,,,
102158,0,195.00,5.7798,1,,,,
102159,0,196.00,6.2321,1,,,,
102160,0,196.00,5.9286,1,,,,
102161,0,199.00,6.1310,1,,,,
102162,0,197.00,5.9286,1,,,,
102163,0,195.00,5.7738,1,,,,
102164,0,196.00,6.1488,1,,,,
102165,1,59.00,1.1786,0,,,,
102166,0,196.00,6.0357,1,,,,
102167,0,197.00,6.2679,1,,,,
102168,1,113.00,3.1905,0,,,,
102169,0,197.00,5.7500,1,,,,
102170,0,197.00,6.0476,1,,,,
102171,1,59.00,1.1429,0,,,,
102172,0,199.00,6.2321,1,,,,
102173,0,194.00,6.0595,1,,,,
102174,0,195.00,6.1190,1,,,,
102175,0,196.00,5.9524,1,,,,
102176,0,196.00,5.9821,1,,,,
102177,0,195.00,5.9702,1,,,,
102178,0,194.00,5.8929,1,,,,
102179,1,59.00,1.1726,0,,,,
102180,0,198.00,5.9405,1,,,,
102181,0,197.00,6.0714,1,,,,
102182,1,126.00,3.7262,0,,,,
102183,1,148.00,4.1607,0,,,,
102184,0,195.00,6.0000,1,,,,
102185,1,35.00,0.3571,0,,,,
102186,0,195.00,5.7857,1,,,,
102187,0,195.00,6.0238,1,,,,
102188,0,195.00,5.6786,1,,,,
102189,1,100.00,2.6131,0,,,,
102190,0,196.00,6.0536,1,,,,
102191,1,132.00,3.8036,0,,,,
102192,0,197.00,6.0476,1,,,,
102193,0,194.00,5.8274,1,,,,
102194,1,181.00,5.2440,0,,,,
102195,0,196.00,5.7381,1,,,,
102196,0,195.00,6.0536,1,,,,
102197,0,197.00,5.7500,1,,,,
102198,0,194.00,6.1786,1,,,,
102199,0,196.00,5.7738,1,,,,
102200,0,194.00,6.1488,1,,,,
102201,1,63.00,1.2440,0,,,,
102202,0,195.00,5.7321,1,,,,
102203,1,11.00,0.0000,0,,,,
102204,0,194.00,6.1905,1,,,,
102205,0,196.00,6.0357,1,,,,
102206,0,198.00,6.0357,1,,,,
102207,0,195.00,5.9583,1,,,,
102208,1,61.00,1.2798,0,,,,
102209,0,196.00,5.9107,1,,,,
102210,1,163.00,4.8810,0,,,,
102211,0,197.00,6.1429,1,,,,
102212,0,195.00,5.9643,1,,,,
102213,0,195.00,5.8036,1,,,,
102214,0,194.00,5.9345,1,,,,
102215,0,195.00,6.2024,1,,,,
102216,0,196.00,5.9881,1,,,,
102217,0,197.00,5.8095,1,,,,
102218,0,195.00,5.7381,1,,,,
102219,0,195.00,6.0536,1,,,,
102220,0,195.00,6.1548,1,,,,
102221,0,199.00,6.2024,1,,,,
102222,0,195.00,5.9940,1,,,,
102223,0,195.00,6.0774,1,,,,
102224,0,195.00,5.8810,1,,,,
102225,0,195.00,5.8631,1,,,,
102226,0,195.00,6.2024,1,,,,
102227,0,195.00,6.2976,1,,,,
102228,0,195.00,6.1131,1,,,,
102229,0,196.00,6.2321,1,,,,
102230,0,194.00,6.1190,1,,,,
102231,0,196.00,6.0238,1,,,,
102232,0,195.00,6.0536,1,,,,
102233,0,194.00,5.9821,1,,,,
102234,0,195.00,5.7738,1,,,,
102235,0,200.00,6.3393,1,,,,
102236,0,195.00,6.0714,1,,,,
102237,0,194.00,5.8929,1,,,,
102238,0,196.00,5.8750,1,,,,
102239,0,195.00,6.2381,1,,,,
102240,1,134.00,3.8810,0,,,,
102241,0,195.00,6.2500,1,,,,
102242,0,201.00,5.9048,1,,,,
102243,0,197.00,5.6905,1,,,,
102244,0,195.00,5.9881,1,,,,
102245,0,196.00,5.8274,1,,,,
102246,0,194.00,6.1012,1,,,,
102247,0,199.00,6.1726,1,,,,
102248,1,181.00,5.3571,0,,,,
102249,0,195.00,5.7798,1,,,,
102250,0,200.00,5.9881,1,,,,
102251,0,196.00,5.7798,1,,,,
102252,0,196.00,5.9762,1,,,,
102253,1,161.00,4.9048,0,,,,
102254,0,196.00,5.7976,1,,,,
102255,0,196.00,6.0238,1,,,,
102256,0,195.00,6.2440,1,,,,
102257,0,196.00,5.8810,1,,,,
102258,0,195.00,6.0060,1,,,,
102259,0,200.00,6.2976,1,,,,
102260,0,195.00,5.9583,1,,,,
102261,1,54.00,1.0298,0,,,,
102262,0,196.00,5.8690,1,,,,
102263,0,196.00,6.0357,1,,,,
102264,1,119.00,3.2798,0,,,,
102265,0,202.00,6.0714,1,,,,
102266,0,195.00,6.0714,1,,,,
102267,0,195.00,5.8810,1,,,,
102268,0,194.00,5.8393,1,,,,
102269,0,195.00,6.0476,1,,,,
102270,0,197.00,5.7976,1,,,,
102271,0,195.00,5.9107,1,,,,
102272,0,198.00,5.7738,1,,,,
102273,0,196.00,5.8869,1,,,,
102274,0,194.00,5.9345,1,,,,
102275,0,200.00,5.9286,1,,,,
102276,0,194.00,6.2560,1,,,,
102277,1,40.00,0.5595,0,,,,
102278,0,195.00,5.9286,1,,,,
102279,0,195.00,5.6905,1,,,,
102280,0,195.00,6.0714,1,,,,
102281,0,195.00,6.1845,1,,,,
102282,1,152.00,4.2619,0,,,,
102283,0,195.00,5.6012,1,,,,
102284,0,197.00,6.0952,1,,,,
102285,1,72.00,1.7083,0,,,,
102286,0,194.00,5.6429,1,,,,
102287,0,198.00,6.2321,1,,,,
102288,0,197.00,5.9405,1,,,,
102289,0,195.00,6.3036,1,,,,
102290,0,198.00,5.9940,1,,,,
102291,0,196.00,6.1905,1,,,,
102292,1,63.00,1.2857,0,,,,
102293,0,195.00,6.0060,1,,,,
102294,0,196.00,6.1012,1,,,,
102295,0,196.00,5.7857,1,,,,
102296,1,42.00,0.5893,0,,,,
102297,1,97.00,2.5595,0,,,,
102298,0,195.00,6.1429,1,,,,
102299,0,198.00,5.9226,1,,,,
102300,0,195.00,5.6548,1,,,,
102301,0,201.00,6.1190,1,,,,
102302,0,195.00,6.0476,1,,,,
102303,0,195.00,6.1071,1,,,,
102304,0,195.00,5.8631,1,,,,
102305,0,194.00,6.0833,1,,,,
102306,0,195.00,5.7857,1,,,,
102307,0,196.00,6.2798,1,,,,
102308,0,197.00,5.8810,1,,,,
102309,1,140.00,4.2083,0,,,,
102310,0,197.00,6.2083,1,,,,
102311,0,197.00,5.9464,1,,,,
102312,0,195.00,5.7738,1,,,,
102313,1,138.00,4.1964,0,,,,
102314,0,196.00,6.0595,1,,,,
102315,0,195.00,5.9107,1,,,,
102316,0,196.00,5.6786,1,,,,
102317,0,195.00,5.8571,1,,,,
102318,1,95.00,2.5238,0,,,,
102319,0,194.00,6.0476,1,,,,
102320,0,195.00,6.1071,1,,,,
102321,0,194.00,6.0060,1,,,,
102322,0,195.00,5.8274,1,,,,
102323,0,199.00,5.9345,1,,,,
102324,0,195.00,5.8512,1,,,,
102325,0,195.00,5.7679,1,,,,
102326,0,197.00,6.0417,1,,,,
102327,1,45.00,0.6667,0,,,,
102328,0,196.00,5.9286,1,,,,
102329,1,64.00,1.3929,0,,,,
102330,0,199.00,6.0000,1,,,,
102331,0,195.00,5.9167,1,,,,
102332,0,199.00,5.8214,1,,,,
102333,1,53.00,1.0357,0,,,,
102334,0,195.00,5.9583,1,,,,
102335,1,50.00,0.8988,0,,,,
102336,0,194.00,5.8452,1,,,,
102337,0,195.00,5.8393,1,,,,
102338,0,195.00,5.8810,1,,,,
102339,0,195.00,6.2024,1,,,,
102340,0,199.00,6.1310,1,,,,
102341,0,196.00,6.0833,1,,,,
102342,0,196.00,6.1190,1,,,,
102343,0,194.00,6.0000,1,,,,
102344,0,194.00,6.1131,1,,,,
102345,0,194.00,5.6012,1,,,,
102346,0,195.00,5.7500,1,,,,
102347,0,195.00,5.8274,1,,,,
102348,0,195.00,5.8095,1,,,,
102349,0,198.00,5.8988,1,,,,
102350,0,196.00,5.7024,1,,,,
102351,1,29.00,0.1310,0,,,,
102352,0,195.00,6.0536,1,,,,
102353,0,195.00,5.7381,1,,,,
102354,0,195.00,6.0655,1,,,,
102355,0,194.00,5.9464,1,,,,
102356,0,195.00,6.1964,1,,,,
102357,1,8.00,0.0000,0,,,,
102358,0,202.00,5.8274,1,,,,
102359,0,199.00,6.3333,1,,,,
102360,0,195.00,5.9464,1,,,,
102361,0,197.00,5.9881,1,,,,
102362,1,7.00,0.0000,0,,,,
102363,0,195.00,5.6607,1,,,,
102364,0,195.00,6.2024,1,,,,
102365,1,56.00,1.0060,0,,,,
102366,1,193.00,6.0060,0,,,,
102367,0,197.00,5.6429,1,,,,
102368,0,197.00,6.1488,1,,,,
102369,0,199.00,6.2024,1,,,,
102370,1,70.00,1.6429,0,,,,
102371,0,197.00,6.2321,1,,,,
102372,1,15.00,0.0000,0,,,,
102373,1,159.00,4.7619,0,,,,
102374,0,194.00,6.1012,1,,,,
102375,0,194.00,5.4048,1,,,,
102376,0,195.00,6.2738,1,,,,
102377,0,195.00,5.9286,1,,,,
102378,0,195.00,5.7679,1,,,,
102379,0,194.00,5.9286,1,,,,
102380,0,197.00,5.9702,1,,,,
102381,0,195.00,6.1012,1,,,,
102382,1,63.00,1.3452,0,,,,
102383,0,194.00,5.9167,1,,,,
102384,0,195.00,6.1190,1,,,,
102385,0,195.00,6.0000,1,,,,
102386,0,196.00,6.2560,1,,,,
102387,0,196.00,5.9881,1,,,,
102388,0,195.00,5.8512,1,,,,
102389,0,195.00,6.0357,1,,,,
102390,0,195.00,5.9226,1,,,,
102391,0,195.00,6.0714,1,,,,
102392,0,194.00,5.9048,1,,,,
102393,0,195.00,6.1964,1,,,,
102394,0,195.00,6.0714,1,,,,
102395,0,195.00,6.0357,1,,,,
102396,0,195.00,6.2083,1,,,,
102397,0,195.00,5.7917,1,,,,
102398,0,199.00,5.6429,1,,,,
102399,0,196.00,5.8810,1,,,,
102400,0,194.00,5.9226,1,,,,
102401,0,196.00,5.9881,1,,,,
102402,1,39.00,0.4226,0,,,,
102403,0,195.00,5.9107,1,,,,
102404,1,184.00,5.5833,0,,,,
102405,1,62.00,1.2976,0,,,,
102406,1,59.00,1.1845,0,,,,
102407,0,199.00,6.2500,1,,,,
102408,0,195.00,5.7560,1,,,,
102409,0,195.00,5.8690,1,,,,
102410,0,196.00,5.9048,1,,,,
102411,0,195.00,5.9345,1,,,,
102412,0,196.00,6.1786,1,,,,
102413,1,71.00,1.5893,0,,,,
102414,0,195.00,5.9524,1,,,,
102415,1,141.00,4.1488,0,,,,
102416,0,195.00,5.8988,1,,,,
102417,0,200.00,6.2083,1,,,,
102418,0,196.00,5.8155,1,,,,
102419,0,195.00,5.7619,1,,,,
102420,0,195.00,6.0060,1,,,,
102421,0,194.00,5.7679,1,,,,
102422,1,129.00,3.2738,0,,,,
102423,0,195.00,5.9286,1,,,,
102424,0,195.00,5.9286,1,,,,
102425,0,195.00,5.9226,1,,,,
102426,0,196.00,6.1786,1,,,,
102427,0,195.00,5.7679,1,,,,
102428,0,198.00,6.1488,1,,,,
102429,0,197.00,5.7083,1,,,,
102430,0,195.00,6.0952,1,,,,
102431,0,197.00,6.0357,1,,,,
102432,0,197.00,6.0119,1,,,,
102433,0,195.00,6.2679,1,,,,
102434,1,46.00,0.7083,0,,,,
102435,0,197.00,6.2202,1,,,,
102436,0,195.00,6.0833,1,,,,
102437,0,196.00,6.3036,1,,,,
102438,0,195.00,6.0714,1,,,,
102439,0,195.00,5.9940,1,,,,
102440,0,195.00,5.8512,1,,,,
102441,0,195.00,6.2619,1,,,,
102442,0,197.00,6.1310,1,,,,
102443,0,196.00,5.9167,1,,,,
102444,0,198.00,6.0833,1,,,,
102445,0,195.00,5.8750,1,,,,
102446,0,195.00,5.8988,1,,,,
102447,0,198.00,5.6845,1,,,,
102448,1,34.00,0.2798,0,,,,
102449,0,197.00,5.9762,1,,,,
102450,0,194.00,6.0060,1,,,,
102451,0,196.00,6.0179,1,,,,
102452,0,195.00,5.8393,1,,,,
102453,1,97.00,2.4762,0,,,,
102454,0,196.00,5.7917,1,,,,
102455,0,195.00,6.0119,1,,,,
102456,0,196.00,5.7738,1,,,,
102457,1,158.00,4.7500,0,,,,
102458,0,195.00,6.0238,1,,,,
102459,0,196.00,5.7679,1,,,,
102460,0,196.00,6.0893,1,,,,
102461,0,196.00,5.6190,1,,,,
102462,0,195.00,5.9940,1,,,,
102463,0,199.00,5.8393,1,,,,
102464,0,195.00,5.7024,1,,,,
102465,1,142.00,4.0357,0,,,,
102466,0,195.00,5.9345,1,,,,
102467,0,197.00,5.8095,1,,,,
102468,0,194.00,5.9226,1,,,,
102469,0,195.00,6.0298,1,,,,
102470,0,195.00,6.1429,1,,,,
102471,1,100.00,2.4940,0,,,,
102472,0,195.00,5.8274,1,,,,
102473,1,116.00,3.2321,0,,,,
102474,0,196.00,6.2024,1,,,,
102475,0,196.00,6.2679,1,,,,
102476,0,195.00,5.7857,1,,,,
102477,1,54.00,1.0357,0,,,,
102478,0,195.00,5.9048,1,,,,
102479,0,195.00,5.6190,1,,,,
102480,1,174.00,5.3214,0,,,,
102481,0,196.00,5.9286,1,,,,
102482,0,197.00,6.0774,1,,,,
102483,0,195.00,6.0000,1,,,,
102484,0,194.00,5.6607,1,,,,
102485,0,203.00,5.8333,1,,,,
102486,0,194.00,6.1190,1,,,,
102487,0,198.00,6.1071,1,,,,
102488,0,197.00,5.9405,1,,,,
102489,0,194.00,6.0060,1,,,,
102490,0,195.00,5.9405,1,,,,
102491,0,194.00,5.8869,1,,,,
102492,0,198.00,5.9345,1,,,,
102493,1,136.00,3.8988,0,,,,
102494,0,195.00,6.1786,1,,,,
102495,0,194.00,5.9821,1,,,,
102496,0,195.00,5.9048,1,,,,
102497,0,195.00,6.0238,1,,,,
102498,0,196.00,5.9345,1,,,,
102499,0,196.00,6.2202,1,,,,
102500,0,194.00,5.6667,1,,,,
102501,0,195.00,6.0357,1,,,,
102502,1,154.00,4.5417,0,,,,
102503,1,14.00,0.0000,0,,,,
102504,0,195.00,6.1131,1,,,,
102505,0,196.00,6.0714,1,,,,
102506,0,197.00,5.8214,1,,,,
102507,0,195.00,5.9167,1,,,,
102508,0,195.00,5.8036,1,,,,
102509,0,196.00,6.0119,1,,,,
102510,1,102.00,2.4702,0,,,,
102511,0,195.00,6.0833,1,,,,
102512,1,64.00,1.4345,0,,,,
102513,0,197.00,6.0417,1,,,,
102514,0,194.00,6.2619,1,,,,
102515,1,130.00,3.7024,0,,,,
102516,1,187.00,5.8155,0,,,,
102517,1,134.00,3.6012,0,,,,
102518,0,200.00,5.8750,1,,,,
102519,0,206.00,6.2619,1,,,,
102520,1,89.00,2.3036,0,,,,
102521,1,56.00,1.0179,0,,,,
102522,0,195.00,6.2381,1,,,,
102523,0,197.00,5.9643,1,,,,
102524,0,195.00,6.0536,1,,,,
102525,0,194.00,5.7679,1,,,,
102526,0,195.00,6.2143,1,,,,
102527,0,196.00,5.8036,1,,,,
102528,0,194.00,5.8214,1,,,,
102529,0,200.00,6.2381,1,,,,
102530,1,142.00,3.9940,0,,,,
102531,0,195.00,5.9524,1,,,,
102532,0,196.00,5.8750,1,,,,
102533,0,196.00,6.0893,1,,,,
102534,0,196.00,5.9583,1,,,,
102535,0,195.00,5.6369,1,,,,
102536,0,196.00,5.9405,1,,,,
102537,0,196.00,6.2143,1,,,,
102538,0,198.00,5.9881,1,,,,
102539,1,141.00,4.2440,0,,,,
102540,0,198.00,5.9345,1,,,,
102541,0,195.00,5.9940,1,,,,
102542,0,195.00,6.2560,1,,,,
102543,0,194.00,5.9702,1,,,,
102544,0,195.00,5.8036,1,,,,
102545,0,194.00,5.7440,1,,,,
102546,1,72.00,1.6250,0,,,,
102547,0,195.00,5.9762,1,,,,
102548,0,195.00,6.1310,1,,,,
102549,0,194.00,5.6548,1,,,,
102550,0,194.00,6.0179,1,,,,
102551,0,196.00,6.2202,1,,,,
102552,0,194.00,6.0357,1,,,,
102553,0,195.00,5.9643,1,,,,
102554,0,195.00,6.1310,1,,,,
102555,0,195.00,5.7976,1,,,,
102556,1,91.00,2.3750,0,,,,
102557,0,195.00,6.1786,1,,,,
102558,0,195.00,5.9048,1,,,,
102559,0,196.00,6.0357,1,,,,
102560,0,194.00,5.8929,1,,,,
102561,0,195.00,6.0298,1,,,,
102562,1,96.00,2.5893,0,,,,
102563,0,198.00,5.6786,1,,,,
102564,0,194.00,5.8929,1,,,,
102565,0,195.00,6.0238,1,,,,
102566,0,197.00,6.0238,1,,,,
102567,0,195.00,6.0655,1,,,,
102568,0,195.00,5.9940,1,,,,
102569,0,197.00,6.0714,1,,,,
102570,1,143.00,4.1429,0,,,,
102571,0,196.00,5.9345,1,,,,
102572,0,195.00,5.6964,1,,,,
102573,1,123.00,3.5774,0,,,,
102574,1,77.00,1.8095,0,,,,
102575,1,175.00,5.4702,0,,,,
102576,0,195.00,5.8214,1,,,,
102577,0,198.00,6.1310,1,,,,
102578,0,197.00,6.0357,1,,,,
102579,0,194.00,6.2381,1,,,,
102580,0,197.00,5.9881,1,,,,
102581,1,189.00,5.8095,0,,,,
102582,0,197.00,5.8929,1,,,,
102583,0,195.00,6.0417,1,,,,
102584,0,195.00,6.3393,1,,,,
102585,0,196.00,5.9405,1,,,,
102586,1,177.00,5.4524,0,,,,
102587,1,65.00,1.3988,0,,,,
102588,0,196.00,5.8750,1,,,,
102589,1,146.00,4.1786,0,,,,
102590,0,195.00,6.0238,1,,,,
102591,1,12.00,0.0000,0,,,,
102592,0,196.00,6.0952,1,,,,
102593,0,196.00,5.9524,1,,,,
102594,0,196.00,6.1012,1,,,,
102595,0,195.00,6.1667,1,,,,
102596,0,196.00,6.1369,1,,,,
102597,0,200.00,6.0417,1,,,,
102598,0,196.00,6.0119,1,,,,
102599,1,102.00,2.5476,0,,,,
102600,0,197.00,6.0893,1,,,,
102601,0,197.00,6.0536,1,,,,
102602,0,197.00,5.5952,1,,,,
102603,1,195.00,6.1071,0,,,,
102604,1,119.00,3.3393,0,,,,
102605,0,196.00,5.8452,1,,,,
102606,0,195.00,5.8750,1,,,,
102607,0,196.00,6.2857,1,,,,
102608,0,195.00,5.9226,1,,,,
102609,1,136.00,3.6190,0,,,,
102610,0,194.00,5.9345,1,,,,
102611,0,195.00,5.7738,1,,,,
102612,0,200.00,5.9464,1,,,,
102613,0,194.00,6.1310,1,,,,
102614,0,195.00,5.6607,1,,,,
102615,0,196.00,5.8393,1,,,,
102616,0,195.00,5.7976,1,,,,
102617,0,196.00,5.8512,1,,,,
102618,0,197.00,5.8333,1,,,,
102619,0,197.00,6.0119,1,,,,
102620,0,195.00,5.9702,1,,,,
102621,0,197.00,5.7857,1,,,,
102622,0,196.00,6.0774,1,,,,
102623,0,200.00,6.2202,1,,,,
102624,0,198.00,6.0357,1,,,,
102625,0,195.00,6.1310,1,,,,
102626,0,196.00,6.1012,1,,,,
102627,1,148.00,4.2143,0,,,,
102628,0,195.00,6.0357,1,,,,
102629,0,195.00,6.1964,1,,,,
102630,1,134.00,3.9821,0,,,,
102631,0,195.00,6.0476,1,,,,
102632,0,195.00,5.8512,1,,,,
102633,0,194.00,6.0119,1,,,,
102634,0,197.00,5.8810,1,,,,
102635,1,91.00,2.3036,0,,,,
102636,0,195.00,6.1250,1,,,,
102637,0,195.00,5.7798,1,,,,
102638,0,199.00,6.1905,1,,,,
102639,0,194.00,5.7619,1,,,,
102640,0,195.00,6.2917,1,,,,
102641,0,196.00,6.1667,1,,,,
102642,0,194.00,6.2202,1,,,,
102643,1,5.00,0.0000,0,,,,
102644,1,156.00,4.6845,0,,,,
102645,1,118.00,3.2738,0,,,,
102646,0,197.00,6.0595,1,,,,
102647,0,195.00,5.7024,1,,,,
102648,0,194.00,5.7500,1,,,,
102649,0,195.00,5.9881,1,,,,
102650,0,196.00,6.0238,1,,,,
102651,0,196.00,6.0000,1,,,,
102652,1,53.00,0.9702,0,,,,
102653,0,196.00,6.1667,1,,,,
102654,0,195.00,5.9821,1,,,,
102655,0,195.00,5.9226,1,,,,
102656,0,194.00,5.5298,1,,,,
