seed,deadlock_found,new_constraints,total_constraints,iterations,trains_completed,trains_per_hr,avg_wait_time,cpu_time
1,1,1,1,2,613,3.6488,0.0891,0.030
2,1,1,2,2,612,3.6429,0.0805,0.025
3,0,0,2,1,562,3.3452,0.0662,0.018
4,1,1,3,2,570,3.3929,0.0814,0.028
5,1,1,4,2,555,3.3036,0.0766,0.022
6,0,0,4,1,597,3.5536,0.0701,0.018
7,0,0,4,1,567,3.3750,0.0754,0.017
8,0,0,4,1,557,3.3155,0.0606,0.017
9,1,1,5,2,577,3.4345,0.0913,0.032
10,0,0,5,1,617,3.6726,0.0831,0.019
11,0,0,5,1,595,3.5417,0.0784,0.017
12,1,1,6,2,629,3.7440,0.0845,0.019
13,0,0,6,1,575,3.4226,0.0639,0.017
14,0,0,6,1,558,3.3214,0.0658,0.016
15,0,0,6,1,592,3.5238,0.0780,0.017
16,0,0,6,1,626,3.7262,0.0830,0.018
17,0,0,6,1,570,3.3929,0.0682,0.017
18,0,0,6,1,632,3.7619,0.0927,0.019
19,0,0,6,1,585,3.4821,0.0712,0.017
20,0,0,6,1,521,3.1012,0.0555,0.015
21,0,0,6,1,588,3.5000,0.0754,0.017
22,0,0,6,1,581,3.4583,0.0836,0.017
23,0,0,6,1,576,3.4286,0.0657,0.017
24,0,0,6,1,589,3.5060,0.0889,0.017
25,0,0,6,1,605,3.6012,0.0753,0.018
26,0,0,6,1,606,3.6071,0.0816,0.018
27,0,0,6,1,559,3.3274,0.0688,0.016
28,0,0,6,1,602,3.5833,0.0681,0.018
29,0,0,6,1,541,3.2202,0.0661,0.016
30,0,0,6,1,605,3.6012,0.0941,0.018
31,0,0,6,1,617,3.6726,0.0677,0.018
32,0,0,6,1,637,3.7917,0.0808,0.019
33,0,0,6,1,563,3.3512,0.0655,0.017
34,0,0,6,1,582,3.4643,0.0954,0.017
35,0,0,6,1,588,3.5000,0.0767,0.017
36,0,0,6,1,597,3.5536,0.0735,0.018
37,0,0,6,1,602,3.5833,0.0796,0.018
38,0,0,6,1,564,3.3571,0.0777,0.017
39,0,0,6,1,585,3.4821,0.0674,0.018
40,0,0,6,1,583,3.4702,0.0817,0.018
41,0,0,6,1,593,3.5298,0.0925,0.018
42,0,0,6,1,593,3.5298,0.0883,0.020
43,0,0,6,1,568,3.3810,0.0786,0.017
44,0,0,6,1,589,3.5060,0.0935,0.018
45,0,0,6,1,584,3.4762,0.0755,0.018
46,0,0,6,1,590,3.5119,0.0823,0.018
47,0,0,6,1,577,3.4345,0.0800,0.017
48,0,0,6,1,602,3.5833,0.0820,0.018
49,0,0,6,1,594,3.5357,0.0621,0.017
50,0,0,6,1,567,3.3750,0.0663,0.017
51,0,0,6,1,579,3.4464,0.0833,0.017
52,0,0,6,1,578,3.4405,0.0710,0.017
53,0,0,6,1,637,3.7917,0.0831,0.019
54,0,0,6,1,558,3.3214,0.0765,0.016
55,0,0,6,1,581,3.4583,0.0668,0.017
56,0,0,6,1,580,3.4524,0.0721,0.017
57,0,0,6,1,590,3.5119,0.0733,0.017
58,0,0,6,1,581,3.4583,0.0824,0.017
59,0,0,6,1,563,3.3512,0.0665,0.017
60,0,0,6,1,613,3.6488,0.0882,0.018
61,0,0,6,1,577,3.4345,0.0883,0.017
62,0,0,6,1,560,3.3333,0.0703,0.018
63,0,0,6,1,557,3.3155,0.0512,0.016
64,0,0,6,1,568,3.3810,0.0815,0.017
65,0,0,6,1,578,3.4405,0.0642,0.018
66,0,0,6,1,586,3.4881,0.0941,0.018
67,0,0,6,1,603,3.5893,0.0764,0.018
68,0,0,6,1,561,3.3393,0.0698,0.017
69,0,0,6,1,602,3.5833,0.0768,0.019
