seed,deadlock_found,new_constraints,total_constraints,iterations,trains_completed,trains_per_hr,cpu_time
1,1,141,141,134,598,3.5595,36.357
2,1,65,206,66,598,3.5595,25.574
3,1,8,214,9,537,3.1964,4.471
4,1,121,335,120,542,3.2262,11.259
5,1,3,338,4,541,3.2202,1.063
6,1,3,341,4,583,3.4702,1.431
7,1,199,540,200,552,3.2857,52.143
8,1,5,545,6,544,3.2381,1.297
9,1,10,555,11,556,3.3095,1.257
10,1,54,609,55,611,3.6369,7.112
11,1,57,666,58,584,3.4762,19.799
12,1,189,855,190,609,3.6250,76.756
13,1,21,876,22,555,3.3036,6.833
14,1,15,891,16,545,3.2440,1.646
15,1,369,1260,369,563,3.3512,187.331
16,1,457,1717,457,595,3.5417,250.496
17,1,1106,2823,1105,552,3.2857,66.356
18,1,34,2857,35,612,3.6429,30.099
19,1,18,2875,19,572,3.4048,7.677
20,1,16,2891,17,509,3.0298,7.635
21,1,84,2975,85,579,3.4464,54.386
22,1,2,2977,3,557,3.3155,2.234
23,1,172,3149,173,549,3.2679,54.276
24,1,1299,4448,1300,559,3.3274,1464.130
25,1,73,4521,74,594,3.5357,92.430
26,1,34,4555,35,596,3.5476,41.462
27,1,1,4556,2,549,3.2679,0.660
28,1,1,4557,2,587,3.4940,0.555
29,1,5,4562,6,526,3.1310,2.406
30,1,36,4598,35,593,3.5298,20.927
31,1,73,4671,74,599,3.5655,13.049
32,1,87,4758,88,621,3.6964,23.070
33,1,278,5036,279,546,3.2500,349.609
34,1,3,5039,4,568,3.3810,2.446
35,1,5,5044,6,572,3.4048,5.672
36,1,15,5059,16,583,3.4702,9.945
37,1,65,5124,66,600,3.5714,63.807
38,1,44,5168,45,545,3.2440,5.147
39,1,64,5232,65,565,3.3631,91.445
40,1,359,5591,360,572,3.4048,354.641
41,1,2,5593,3,577,3.4345,0.903
42,1,63,5656,64,571,3.3988,54.962
43,1,24,5680,25,539,3.2083,19.964
44,1,80,5760,81,576,3.4286,49.400
45,1,4,5764,5,568,3.3810,2.586
46,1,22,5786,23,575,3.4226,21.472
47,1,18,5804,19,563,3.3512,23.813
48,1,2001,7805,2000,99,3.5357,1642.725
49,0,0,7805,1,573,3.4107,2.625
50,0,0,7805,1,559,3.3274,1.911
51,1,680,8485,680,568,3.3810,1366.642
52,1,472,8957,473,561,3.3393,300.763
53,1,5,8962,6,624,3.7143,14.027
54,1,36,8998,37,538,3.2024,71.437
55,1,2,9000,3,565,3.3631,7.689
56,1,1,9001,2,559,3.3274,5.489
57,1,1,9002,2,569,3.3869,3.574
58,1,58,9060,59,564,3.3571,94.734
59,0,0,9060,1,545,3.2440,3.234
60,1,727,9787,722,582,3.4643,1705.875
61,1,22,9809,23,557,3.3155,42.320
62,1,8,9817,9,547,3.2560,23.670
63,1,15,9832,16,539,3.2083,12.975
64,1,70,9902,71,563,3.3512,98.634
65,1,2,9904,3,565,3.3631,4.733
66,1,66,9970,67,563,3.3512,185.897
67,1,3,9973,4,577,3.4345,10.638
68,0,0,9973,1,541,3.2202,3.988
69,1,171,10144,172,581,3.4583,302.691
70,1,81,10225,82,565,3.3631,101.205
71,1,751,10976,752,557,3.3155,1022.052
72,0,0,10976,1,546,3.2500,3.579
73,1,7,10983,8,558,3.3214,14.156
74,1,234,11217,235,560,3.3333,767.033
75,0,0,11217,1,559,3.3274,3.428
76,1,87,11304,88,554,3.2976,148.377
77,0,0,11304,1,547,3.2560,3.563
78,1,3,11307,4,606,3.6071,12.262
79,0,0,11307,1,538,3.2024,3.562
80,1,565,11872,566,570,3.3929,349.006
81,1,61,11933,62,583,3.4702,258.662
82,1,277,12210,278,594,3.5357,658.789
83,1,12,12222,13,603,3.5893,50.968
84,1,17,12239,18,590,3.5119,53.928
85,1,2002,14241,2000,400,3.5398,6851.859
86,1,70,14311,71,563,3.3512,249.993
87,1,128,14439,129,555,3.3036,271.451
88,0,0,14439,1,597,3.5536,4.539
89,1,14,14453,15,553,3.2917,40.868
90,1,2001,16454,2000,72,3.4286,4244.178
91,1,28,16482,29,557,3.3155,61.385
92,1,9,16491,10,574,3.4167,40.655
93,1,420,16911,421,599,3.5655,4717.217
94,0,0,16911,1,553,3.2917,12.616
95,1,10,16921,11,556,3.3095,76.052
96,0,0,16921,1,556,3.3095,6.551
97,1,780,17701,779,567,3.3750,964.532
98,1,64,17765,65,550,3.2738,171.402
99,0,0,17765,1,571,3.3988,6.252
100,1,75,17840,76,591,3.5179,193.158
101,0,0,17840,1,540,3.2143,6.509
102,0,0,17840,1,562,3.3452,6.387
103,1,17,17857,18,593,3.5298,95.479
104,1,76,17933,77,611,3.6369,138.258
105,0,0,17933,1,545,3.2440,6.147
106,0,0,17933,1,528,3.1429,6.412
107,1,1,17934,2,538,3.2024,7.959
108,1,22,17956,23,572,3.4048,34.988
109,1,2,17958,3,590,3.5119,14.482
110,0,0,17958,1,556,3.3095,6.567
111,1,83,18041,84,560,3.3333,182.982
112,1,2,18043,3,590,3.5119,13.228
113,0,0,18043,1,570,3.3929,6.657
114,1,8,18051,9,568,3.3810,52.681
115,0,0,18051,1,576,3.4286,6.630
116,0,0,18051,1,575,3.4226,5.539
117,0,0,18051,1,585,3.4821,6.382
118,1,14,18065,15,585,3.4821,43.319
119,1,140,18205,141,581,3.4583,312.479
120,0,0,18205,1,534,3.1786,5.618
121,1,136,18341,137,571,3.3988,460.711
122,1,208,18549,209,551,3.2798,1211.295
123,1,35,18584,36,576,3.4286,89.784
124,1,571,19155,572,564,3.3571,3856.233
125,1,8,19163,9,553,3.2917,65.110
126,1,4,19167,5,550,3.2738,12.868
127,1,169,19336,170,618,3.6786,772.281
128,1,379,19715,380,571,3.3988,1265.424
129,1,1197,20912,1197,601,3.5774,5046.549
130,1,9,20921,10,534,3.1786,57.010
131,1,98,21019,99,589,3.5060,269.778
132,1,16,21035,17,554,3.2976,59.484
133,1,107,21142,108,589,3.5060,731.437
134,1,1134,22276,1130,587,3.4940,2164.537
135,1,42,22318,43,554,3.2976,305.294
136,1,18,22336,19,614,3.6548,139.736
137,1,123,22459,123,573,3.4107,815.868
138,1,312,22771,313,571,3.3988,1982.780
139,1,28,22799,29,551,3.2798,30.169
140,1,9,22808,10,559,3.3274,79.713
141,0,0,22808,1,551,3.2798,6.962
142,1,6,22814,7,564,3.3571,22.671
143,0,0,22814,1,586,3.4881,9.089
144,1,94,22908,95,591,3.5179,455.448
145,1,10,22918,11,632,3.7619,99.293
146,1,18,22936,19,567,3.3750,130.995
147,1,3,22939,4,558,3.3214,22.183
148,1,41,22980,42,560,3.3333,69.821
149,1,29,23009,30,572,3.4048,246.203
150,1,10,23019,11,587,3.4940,27.021
151,1,2,23021,3,549,3.2679,19.202
152,1,9,23030,10,560,3.3333,66.768
153,1,69,23099,70,564,3.3571,368.554
154,1,193,23292,194,577,3.4345,767.527
155,1,65,23357,66,570,3.3929,500.764
156,1,178,23535,179,609,3.6250,1038.384
157,1,75,23610,74,575,3.4226,661.844
158,0,0,23610,1,562,3.3452,7.375
159,1,38,23648,39,575,3.4226,214.722
160,1,5,23653,6,601,3.5774,53.429
161,1,10,23663,11,581,3.4583,45.610
162,1,188,23851,189,583,3.4702,1639.465
163,1,24,23875,25,577,3.4345,135.244
164,1,233,24108,234,591,3.5179,1278.057
165,1,89,24197,90,575,3.4226,676.921
166,0,0,24197,1,614,3.6548,9.194
167,1,52,24249,53,560,3.3333,285.726
168,1,137,24386,138,551,3.2798,433.856
169,1,77,24463,78,550,3.2738,669.447
170,1,171,24634,172,563,3.3512,713.115
171,1,106,24740,107,598,3.5595,142.928
172,0,0,24740,1,551,3.2798,7.422
173,1,201,24941,202,575,3.4226,1420.665
174,0,0,24941,1,534,3.1786,9.461
175,0,0,24941,1,582,3.4643,9.274
176,0,0,24941,1,557,3.3155,8.024
177,1,6,24947,7,581,3.4583,40.570
178,1,2001,26948,2000,289,3.2472,13705.407
