seed,deadlock_found,new_constraints,total_constraints,iterations,trains_per_hr,cpu_time
1,1,12,12,12,5.7619,1.309
2,1,6,18,7,5.7381,0.548
3,1,6,24,7,5.4464,0.780
4,1,5,29,6,5.3690,0.361
5,1,6,35,7,5.3750,0.648
6,1,1,36,2,5.5298,0.158
7,0,0,36,1,5.4107,0.144
8,1,3,39,4,5.4464,0.352
9,1,6,45,7,5.5595,0.388
10,1,2,47,3,5.6607,0.330
11,1,1,48,2,5.6250,0.165
12,0,0,48,1,5.6429,0.150
13,0,0,48,1,5.2738,0.149
14,1,1,49,2,5.3155,0.164
15,1,208,257,204,5.5298,16.942
16,0,0,257,1,5.5536,0.165
17,0,0,257,1,5.5417,0.175
18,0,0,257,1,5.7619,0.190
19,0,0,257,1,5.4345,0.156
20,0,0,257,1,5.1190,0.139
21,1,1,258,2,5.2500,0.257
22,0,0,258,1,5.2440,0.142
23,0,0,258,1,5.4167,0.158
24,0,0,258,1,5.5000,0.159
25,1,1,259,2,5.6488,0.270
26,0,0,259,1,5.5417,0.231
27,0,0,259,1,5.3393,0.143
28,0,0,259,1,5.3512,0.144
29,1,1,260,2,5.2083,0.195
30,0,0,260,1,5.6190,0.155
31,0,0,260,1,5.7083,0.168
32,0,0,260,1,5.9286,0.178
33,0,0,260,1,5.3750,0.146
34,0,0,260,1,5.2440,0.139
35,0,0,260,1,5.5833,0.156
36,0,0,260,1,5.6607,0.173
37,0,0,260,1,5.4881,0.158
38,0,0,260,1,5.2798,0.143
39,1,3,263,4,5.5833,0.574
40,1,1,264,2,5.6131,0.331
41,0,0,264,1,5.4464,0.155
42,1,490,754,480,5.4226,38.792
43,0,0,754,1,5.3750,0.178
44,1,26,780,27,5.5238,4.479
45,0,0,780,1,5.5714,0.193
46,0,0,780,1,5.4881,0.192
47,0,0,780,1,5.3631,0.177
48,0,0,780,1,5.6250,0.192
49,0,0,780,1,5.7738,0.196
50,0,0,780,1,5.2321,0.168
51,0,0,780,1,5.6845,0.196
52,0,0,780,1,5.4940,0.182
53,0,0,780,1,5.8095,0.210
54,0,0,780,1,5.3452,0.177
55,0,0,780,1,5.3036,0.168
56,1,1,781,2,5.6667,0.233
57,0,0,781,1,5.3393,0.174
58,0,0,781,1,5.4405,0.172
59,0,0,781,1,5.4226,0.174
60,0,0,781,1,5.5774,0.175
61,1,10,791,10,5.5536,1.731
62,0,0,791,1,5.2202,0.173
63,0,0,791,1,5.2976,0.160
64,0,0,791,1,5.3095,0.170
65,0,0,791,1,5.5952,0.188
66,0,0,791,1,5.5119,0.191
67,1,8,799,9,5.6667,1.493
68,0,0,799,1,5.3512,0.173
69,0,0,799,1,5.6131,0.186
70,0,0,799,1,5.2917,0.169
71,0,0,799,1,5.4464,0.183
72,0,0,799,1,5.2083,0.161
73,0,0,799,1,5.2560,0.168
74,0,0,799,1,5.2619,0.164
75,1,263,1062,263,5.3810,55.878
76,0,0,1062,1,5.5536,0.211
77,0,0,1062,1,5.3393,0.190
78,0,0,1062,1,5.6905,0.217
79,0,0,1062,1,5.2440,0.181
80,0,0,1062,1,5.4524,0.197
81,1,1,1063,2,5.3452,0.248
82,0,0,1063,1,5.4583,0.222
83,0,0,1063,1,5.8631,0.236
84,0,0,1063,1,5.7083,0.234
85,0,0,1063,1,5.5833,0.239
86,0,0,1063,1,5.2917,0.183
87,0,0,1063,1,5.2798,0.193
88,1,2,1065,3,5.7917,0.504
89,0,0,1065,1,5.4048,0.213
90,0,0,1065,1,5.4940,0.225
91,0,0,1065,1,5.5417,0.203
92,0,0,1065,1,5.4702,0.204
93,0,0,1065,1,5.7619,0.241
94,0,0,1065,1,5.7083,0.217
95,0,0,1065,1,5.3571,0.192
96,0,0,1065,1,5.3869,0.194
97,1,2013,3078,2000,0.0000,47.516
98,1,2,3080,3,5.2381,0.587
99,0,0,3080,1,5.4583,0.436
100,0,0,3080,1,5.3750,0.418
101,0,0,3080,1,5.2679,0.392
102,0,0,3080,1,5.2857,0.391
