seed,deadlock_found,new_constraints,total_constraints,iterations,trains_per_hr,cpu_time
1,1,3,3,4,5.2321,0.327
2,1,7,10,7,5.2738,0.546
3,1,1,11,2,4.8869,0.226
4,1,7,18,8,4.8095,0.452
5,1,3,21,4,4.8452,0.326
6,0,0,21,1,4.9762,0.119
7,1,2,23,3,4.9107,0.337
8,1,1,24,2,4.9345,0.209
9,1,2,26,3,5.0417,0.239
10,1,2,28,3,5.0893,0.201
11,1,3,31,4,5.0893,0.301
12,0,0,31,1,5.1131,0.120
13,0,0,31,1,4.8988,0.112
14,0,0,31,1,4.7917,0.107
15,0,0,31,1,5.0179,0.117
16,1,2,33,3,5.1190,0.268
17,1,1,34,2,4.9821,0.218
18,1,2,36,3,5.2381,0.302
19,0,0,36,1,4.8452,0.117
20,1,1,37,2,4.6131,0.134
21,1,1,38,2,4.8333,0.190
22,0,0,38,1,4.7500,0.109
23,1,1,39,2,4.8571,0.233
24,1,1,40,2,5.0714,0.125
25,1,3,43,4,5.2381,0.276
26,0,0,43,1,4.9762,0.120
27,0,0,43,1,4.8452,0.114
28,0,0,43,1,4.8988,0.115
29,0,0,43,1,4.6726,0.104
30,0,0,43,1,5.0893,0.120
31,1,1,44,2,5.1667,0.190
32,0,0,44,1,5.3810,0.128
33,0,0,44,1,4.8631,0.112
34,1,5,49,6,4.7500,0.299
35,1,1,50,2,4.9881,0.155
36,0,0,50,1,5.1250,0.123
37,0,0,50,1,4.9940,0.124
38,0,0,50,1,4.7381,0.110
39,0,0,50,1,5.0298,0.121
40,0,0,50,1,5.1071,0.123
41,1,36,86,35,4.9048,0.661
42,0,0,86,1,4.9464,0.120
43,0,0,86,1,4.8988,0.112
44,0,0,86,1,5.0476,0.124
45,0,0,86,1,5.0119,0.118
46,0,0,86,1,4.9524,0.120
47,0,0,86,1,4.8393,0.116
48,0,0,86,1,5.1071,0.125
49,1,5,91,6,5.2321,0.681
50,0,0,91,1,4.6845,0.110
51,1,2,93,3,5.1369,0.347
52,0,0,93,1,4.9345,0.117
53,0,0,93,1,5.3393,0.134
54,0,0,93,1,4.8512,0.113
55,0,0,93,1,4.8274,0.111
56,1,1,94,2,5.1667,0.236
57,0,0,94,1,4.7857,0.113
58,0,0,94,1,4.9643,0.118
59,0,0,94,1,4.9702,0.120
60,1,10,104,11,5.0952,0.720
61,0,0,104,1,5.0952,0.127
62,0,0,104,1,4.7500,0.116
63,0,0,104,1,4.7976,0.109
64,0,0,104,1,4.8631,0.119
