Tmax,rep,run_t,train_ctr
66889,0,47.920996,281444
42294,1,16.406863,177584
35084,2,13.025332,146547
93283,3,36.763764,391950
89313,4,34.941088,374972
8822,5,3.404905,36934
27818,6,10.407836,116270
1404,7,0.528904,5856
5267,8,2.017772,22211
80383,9,31.303212,337123
91791,10,37.487338,385887
25802,11,10.168845,107908
47227,12,18.999862,198331
99529,13,44.340706,417628
644,14,0.274107,2750
86221,15,36.723300,362216
48811,16,19.934120,205262
47876,17,23.592395,201165
84116,18,35.467096,353213
6463,19,2.548138,27362
77000,20,30.711634,323501
62243,21,24.810911,260245
34684,22,14.389437,145814
96034,23,39.284200,403687
35906,24,14.621307,150743
88606,25,38.433792,373592
72734,26,31.850998,304745
52508,27,22.240067,220936
66231,28,31.254771,278284
63306,29,31.586818,265845
60098,30,24.371604,252117
84659,31,34.204608,355873
72436,32,29.367008,304349
79286,33,37.700166,333324
69966,34,34.710286,293434
9926,35,4.027230,41819
1766,36,0.697892,7349
13291,37,5.235994,55805
69845,38,30.076789,294113
30675,39,12.573555,128385
29379,40,11.985228,122619
47640,41,19.463256,200471
98467,42,49.039110,414020
75857,43,32.271065,318256
86732,44,35.484360,364366
28462,45,11.365968,119172
74139,46,32.782446,311422
89601,47,37.958598,376310
35464,48,14.549824,149493
93850,49,38.405796,393670
29600,50,14.627245,124628
27639,51,11.866218,115459
2556,52,4.055188,10605
38215,53,15.905254,160142
16029,54,6.370824,67372
47574,55,19.680398,199794
81917,56,33.939086,344779
6960,57,2.699510,29095
15170,58,5.998464,63386
89784,59,37.599079,377698
72596,60,32.014742,305195
45451,61,19.323127,190429
1001,62,0.819746,4115
66198,63,27.603930,277633
70149,64,29.919260,294860
5100,65,2.088484,21215
22946,66,9.321830,96375
97702,67,43.292483,411631
98902,68,45.995258,416418
82008,69,33.766904,344193
58163,70,25.433705,244694
86199,71,38.149443,362839
75559,72,32.483910,317924
15996,73,6.466997,67362
3838,74,1.601242,16205
55192,75,23.487803,232057
24381,76,10.441197,102636
48820,77,20.793830,204834
12204,78,5.188177,51330
11545,79,7.958773,48301
52545,80,25.776375,220290
80744,81,35.117211,339152
97042,82,44.162938,407325
23251,83,9.791413,98130
6352,84,3.018986,26377
69566,85,29.288269,292252
35963,86,18.578258,150890
30961,87,13.443628,129652
29242,88,12.670373,123100
94687,89,39.991243,398016
90582,90,39.365141,380351
32597,91,13.872812,136563
95830,92,48.273806,402220
76961,93,34.105089,323115
33640,94,14.266574,141372
95335,95,46.049874,399641
46670,96,19.299742,196273
22871,97,9.300334,95673
72315,98,34.347350,303312
43706,99,18.116830,183140
