Tmax,rep,run_t,train_ctr
39438,0,35.288980,165798
81595,1,30.705949,343495
17575,2,6.397126,73771
63921,3,23.841199,268231
7289,4,3.977888,30822
39081,5,17.394135,164130
19204,6,7.297775,81009
12396,7,7.551752,52208
39992,8,18.085103,168128
91948,9,37.859332,386310
41824,10,16.035790,175093
60108,11,24.598116,252605
76263,12,30.105554,321018
28117,13,12.575856,118201
52151,14,20.123305,218928
64773,15,27.148034,272579
41100,16,17.925522,172541
62446,17,25.970312,261762
53754,18,23.878519,226537
59816,19,24.045353,250709
27071,20,11.237578,113814
3353,21,1.396007,14265
43344,22,17.332960,181935
62909,23,26.624782,264573
82730,24,35.749784,346317
65588,25,32.007147,274423
27200,26,10.726966,114741
22034,27,8.723301,92305
72744,28,29.525148,305639
64271,29,25.781959,269312
10042,30,4.397883,42063
15889,31,6.394698,66228
49789,32,19.705248,209751
20064,33,8.461987,84251
58040,34,24.135647,243278
42097,35,23.632420,175778
57676,36,35.034191,242028
31072,37,13.373719,130838
20719,38,9.500677,86928
40264,39,17.429078,169922
29629,40,12.104515,124357
55950,41,39.043599,233548
89739,42,38.507463,377099
31546,43,12.641591,132515
23246,44,9.310494,97703
33766,45,14.870391,142297
70453,46,30.065699,295954
55514,47,23.670145,233338
40911,48,17.390581,172579
28606,49,12.089896,119970
87071,50,44.888527,365716
51751,51,20.918098,217146
52307,52,22.055491,220104
29127,53,12.104922,122868
42175,54,18.464310,177154
17817,55,7.210562,74904
42169,56,22.031031,177072
15810,57,6.714265,66252
32146,58,12.963761,135151
87352,59,41.067395,366497
76968,60,33.161994,325008
48419,61,21.485918,203439
97402,62,46.516821,408796
12476,63,5.032325,52051
34629,64,14.408297,145624
49270,65,20.398583,207019
14242,66,5.634519,59603
29679,67,11.996286,124584
87019,68,35.719406,365663
13208,69,5.268040,55364
80806,70,33.404770,338765
73933,71,30.449453,310664
10307,72,4.169870,43003
59970,73,28.605211,251828
73923,74,29.857056,310290
5696,75,2.725234,24287
29960,76,16.472564,125652
23451,77,9.372565,97917
79900,78,33.390226,334577
8611,79,3.920735,36301
37425,80,15.687733,157177
26935,81,11.205655,112978
21598,82,8.576592,90219
42904,83,17.536431,179602
34733,84,14.198279,145528
97074,85,40.266558,408139
97178,86,39.963468,406656
73314,87,31.439160,307110
43961,88,19.094081,184339
57900,89,25.263139,243316
21385,90,10.816968,90264
28877,91,12.700178,122180
81585,92,37.853830,343211
13297,93,5.460951,56012
26849,94,12.638206,112408
65348,95,28.364181,274314
26671,96,12.794978,112475
90517,97,37.894202,380142
36529,98,15.118635,153402
99251,99,41.203057,417458
