Tmax,rep,run_t,train_ctr
22436,0,21.358408,94232
8195,1,2.888659,34277
26420,2,13.731845,110844
69047,3,38.676226,290099
97737,4,41.406983,410846
36613,5,19.585224,153990
99294,6,40.416873,416711
39592,7,15.963507,166191
99500,8,40.657721,417214
29964,9,12.347829,125742
57156,10,23.419646,239603
31417,11,12.532110,132107
59969,12,31.161778,252250
12375,13,8.251107,51732
11450,14,4.503477,47849
38998,15,16.612429,163706
81006,16,34.035457,341125
90813,17,37.895510,381506
23202,18,10.786306,97486
39386,19,15.721182,164999
99105,20,39.443828,416632
24786,21,12.328615,103290
55272,22,23.414731,231771
97263,23,42.510878,407527
43888,24,19.284280,184669
29633,25,12.482438,124969
8717,26,3.962777,36893
77008,27,31.021237,322705
43847,28,22.606760,184273
11044,29,4.540995,46396
87287,30,36.328555,365985
47672,31,22.510809,199502
41134,32,16.740864,172069
89014,33,36.110665,373806
74332,34,29.982691,312117
49192,35,25.484679,206359
21850,36,10.822601,91631
72207,37,32.314177,303776
87116,38,36.969942,365082
65616,39,26.930885,275270
55271,40,27.369359,232478
93417,41,39.587143,392713
19384,42,9.293143,81592
97552,43,42.286018,409702
43190,44,17.525113,180969
51088,45,21.923853,214468
75446,46,31.391550,318264
84934,47,37.049123,355693
46473,48,19.189814,194544
31075,49,13.643639,130926
28335,50,12.512626,119106
72533,51,32.538717,304513
88224,52,43.322153,370603
22347,53,10.556849,94082
34392,54,15.352914,144479
42547,55,17.319339,178148
91746,56,37.950239,384949
52686,57,22.442862,220976
80646,58,34.234189,339391
10922,59,4.565234,46109
38677,60,15.840272,161907
24012,61,9.953621,100954
16910,62,6.936367,71048
64889,63,28.390525,273135
17704,64,7.307038,73920
71438,65,32.396401,300497
2834,66,4.687941,11944
48376,67,23.079979,203097
3794,68,1.677860,16162
75561,69,31.988092,317799
32369,70,14.061212,135857
80637,71,33.813450,338972
10122,72,4.115890,42064
74988,73,32.381184,315204
52968,74,23.044880,222312
68719,75,29.258574,288680
40931,76,17.681605,171778
14951,77,6.605011,62916
7466,78,3.386808,31424
64289,79,29.584813,270259
49612,80,26.853226,208990
26522,81,11.763459,111556
65504,82,28.337414,274700
19222,83,9.179156,80823
35997,84,14.937748,150614
82955,85,34.393466,348358
20407,86,10.768901,85654
62557,87,26.538564,262618
79225,88,34.099507,333138
13317,89,5.925834,56012
66286,90,27.950636,278952
40480,91,16.667337,169670
88571,92,37.866023,372670
47206,93,20.380604,197598
83179,94,36.460361,348373
22272,95,9.851155,93507
90541,96,37.411670,380690
36721,97,15.160730,154350
55106,98,23.465811,231621
94235,99,42.691374,395322
