seed,deadlock_found,new_constraints,total_constraints,iterations,trains_completed,trains_per_hr,avg_wait_time,cpu_time
1,0,0,0,1,534,3.1786,0.1173,0.075
2,1,3,3,4,532,3.1667,0.1253,0.203
3,1,1,4,2,477,2.8393,0.0912,0.072
4,0,0,4,1,472,2.8095,0.0911,0.067
5,0,0,4,1,481,2.8631,0.1035,0.066
6,1,1,5,2,515,3.0655,0.1011,0.104
7,0,0,5,1,482,2.8690,0.0950,0.068
8,0,0,5,1,472,2.8095,0.0815,0.069
9,1,1,6,2,486,2.8929,0.1053,0.129
10,1,2,8,3,544,3.2381,0.1215,0.141
11,0,0,8,1,504,3.0000,0.1067,0.070
12,0,0,8,1,538,3.2024,0.1133,0.077
13,0,0,8,1,493,2.9345,0.1080,0.072
14,0,0,8,1,480,2.8571,0.0961,0.067
15,1,1,9,2,492,2.9286,0.1094,0.134
16,0,0,9,1,524,3.1190,0.1120,0.075
17,0,0,9,1,482,2.8690,0.0971,0.070
18,0,0,9,1,555,3.3036,0.1206,0.080
19,0,0,9,1,501,2.9821,0.1022,0.073
20,1,1,10,2,454,2.7024,0.0865,0.089
21,0,0,10,1,501,2.9821,0.0894,0.070
22,1,1,11,2,484,2.8810,0.0909,0.068
23,0,0,11,1,495,2.9464,0.1189,0.069
24,1,1,12,2,487,2.8988,0.1106,0.103
25,0,0,12,1,515,3.0655,0.1070,0.077
26,0,0,12,1,511,3.0417,0.1037,0.072
27,0,0,12,1,472,2.8095,0.0871,0.066
28,0,0,12,1,513,3.0536,0.0947,0.071
29,0,0,12,1,465,2.7679,0.1015,0.063
30,1,1,13,2,534,3.1786,0.1296,0.137
31,1,1,14,2,516,3.0714,0.1118,0.119
32,0,0,14,1,544,3.2381,0.1144,0.076
33,0,0,14,1,481,2.8631,0.0976,0.066
34,0,0,14,1,495,2.9464,0.1160,0.069
35,1,2,16,3,501,2.9821,0.1121,0.146
36,0,0,16,1,513,3.0536,0.0950,0.072
37,0,0,16,1,515,3.0655,0.1055,0.075
38,0,0,16,1,486,2.8929,0.1055,0.069
39,0,0,16,1,509,3.0298,0.1052,0.074
40,1,1,17,2,507,3.0179,0.1099,0.103
41,0,0,17,1,510,3.0357,0.1099,0.078
42,0,0,17,1,499,2.9702,0.1044,0.114
43,0,0,17,1,467,2.7798,0.0788,0.065
44,1,1,18,2,521,3.1012,0.1281,0.134
45,0,0,18,1,504,3.0000,0.1040,0.072
46,0,0,18,1,522,3.1071,0.1182,0.074
47,0,0,18,1,506,3.0119,0.1075,0.070
48,0,0,18,1,527,3.1369,0.1192,0.073
49,0,0,18,1,506,3.0119,0.0965,0.069
50,0,0,18,1,497,2.9583,0.0934,0.069
51,1,1,19,2,506,3.0119,0.1167,0.100
52,0,0,19,1,507,3.0179,0.0943,0.074
53,0,0,19,1,561,3.3393,0.1178,0.081
54,0,0,19,1,470,2.7976,0.0944,0.068
55,0,0,19,1,502,2.9881,0.1026,0.071
56,0,0,19,1,490,2.9167,0.0974,0.070
57,0,0,19,1,507,3.0179,0.0977,0.070
58,0,0,19,1,498,2.9643,0.1048,0.071
59,0,0,19,1,463,2.7560,0.0915,0.065
60,0,0,19,1,506,3.0119,0.1182,0.070
61,0,0,19,1,475,2.8274,0.1156,0.068
62,0,0,19,1,490,2.9167,0.1029,0.073
63,0,0,19,1,463,2.7560,0.0804,0.063
64,0,0,19,1,510,3.0357,0.1175,0.071
65,0,0,19,1,484,2.8810,0.0913,0.070
66,0,0,19,1,487,2.8988,0.0999,0.073
67,0,0,19,1,507,3.0179,0.0957,0.071
68,0,0,19,1,472,2.8095,0.0871,0.067
69,0,0,19,1,502,2.9881,0.1030,0.075
70,1,2,21,3,500,2.9762,0.1130,0.164
71,0,0,21,1,486,2.8929,0.0954,0.069
72,0,0,21,1,484,2.8810,0.0956,0.067
73,0,0,21,1,502,2.9881,0.1020,0.071
74,0,0,21,1,486,2.8929,0.1092,0.069
75,0,0,21,1,492,2.9286,0.1052,0.070
76,1,1,22,2,502,2.9881,0.1002,0.097
77,0,0,22,1,493,2.9345,0.0971,0.069
78,0,0,22,1,525,3.1250,0.1105,0.075
