seed,deadlock_found,new_constraints,total_constraints,iterations,trains_completed,trains_per_hr,cpu_time
1,1,5,5,6,665,3.9583,0.093
2,0,0,5,1,666,3.9643,0.060
3,0,0,5,1,609,3.6250,0.053
4,0,0,5,1,618,3.6786,0.056
5,0,0,5,1,616,3.6667,0.053
6,0,0,5,1,646,3.8452,0.056
7,0,0,5,1,622,3.7024,0.055
8,0,0,5,1,614,3.6548,0.053
9,0,0,5,1,631,3.7560,0.058
10,0,0,5,1,683,4.0655,0.065
11,0,0,5,1,645,3.8393,0.055
12,0,0,5,1,679,4.0417,0.058
13,0,0,5,1,633,3.7679,0.054
14,0,0,5,1,609,3.6250,0.052
15,0,0,5,1,632,3.7619,0.058
16,0,0,5,1,669,3.9821,0.061
17,0,0,5,1,620,3.6905,0.055
18,0,0,5,1,678,4.0357,0.060
19,0,0,5,1,626,3.7262,0.054
20,0,0,5,1,571,3.3988,0.047
21,0,0,5,1,637,3.7917,0.054
22,0,0,5,1,625,3.7202,0.053
23,0,0,5,1,625,3.7202,0.055
24,0,0,5,1,636,3.7857,0.056
25,0,0,5,1,663,3.9464,0.059
26,0,0,5,1,653,3.8869,0.059
27,0,0,5,1,603,3.5893,0.051
28,0,0,5,1,659,3.9226,0.058
29,0,0,5,1,592,3.5238,0.048
30,0,0,5,1,660,3.9286,0.058
31,0,0,5,1,659,3.9226,0.059
32,0,0,5,1,692,4.1190,0.062
33,0,0,5,1,600,3.5714,0.051
34,0,0,5,1,624,3.7143,0.053
35,0,0,5,1,638,3.7976,0.054
36,0,0,5,1,647,3.8512,0.054
37,0,0,5,1,653,3.8869,0.060
38,0,0,5,1,599,3.5655,0.053
39,0,0,5,1,636,3.7857,0.057
40,0,0,5,1,635,3.7798,0.055
41,0,0,5,1,632,3.7619,0.055
42,0,0,5,1,634,3.7738,0.054
43,0,0,5,1,606,3.6071,0.051
44,0,0,5,1,645,3.8393,0.058
45,0,0,5,1,634,3.7738,0.055
46,0,0,5,1,634,3.7738,0.055
47,0,0,5,1,613,3.6488,0.053
48,0,0,5,1,654,3.8929,0.058
49,0,0,5,1,644,3.8333,0.058
50,0,0,5,1,605,3.6012,0.053
51,0,0,5,1,624,3.7143,0.056
52,0,0,5,1,624,3.7143,0.055
53,0,0,5,1,693,4.1250,0.064
54,0,0,5,1,617,3.6726,0.054
55,0,0,5,1,627,3.7321,0.054
56,0,0,5,1,628,3.7381,0.055
57,0,0,5,1,636,3.7857,0.055
58,0,0,5,1,632,3.7619,0.057
59,0,0,5,1,609,3.6250,0.052
60,0,0,5,1,661,3.9345,0.057
61,0,0,5,1,625,3.7202,0.054
62,0,0,5,1,612,3.6429,0.056
63,0,0,5,1,606,3.6071,0.052
64,0,0,5,1,622,3.7024,0.054
65,0,0,5,1,635,3.7798,0.055
66,0,0,5,1,642,3.8214,0.057
67,0,0,5,1,650,3.8690,0.058
68,0,0,5,1,605,3.6012,0.052
69,0,0,5,1,659,3.9226,0.060
70,0,0,5,1,630,3.7500,0.056
71,0,0,5,1,620,3.6905,0.056
72,0,0,5,1,616,3.6667,0.054
73,0,0,5,1,621,3.6964,0.055
74,0,0,5,1,614,3.6548,0.052
75,0,0,5,1,627,3.7321,0.054
76,0,0,5,1,620,3.6905,0.055
77,0,0,5,1,623,3.7083,0.054
78,0,0,5,1,664,3.9524,0.058
79,0,0,5,1,598,3.5595,0.051
80,0,0,5,1,646,3.8452,0.059
81,0,0,5,1,644,3.8333,0.057
82,0,0,5,1,648,3.8571,0.057
83,0,0,5,1,673,4.0060,0.061
84,0,0,5,1,658,3.9167,0.061
85,0,0,5,1,647,3.8512,0.058
86,0,0,5,1,629,3.7440,0.054
87,0,0,5,1,616,3.6667,0.054
88,0,0,5,1,669,3.9821,0.059
89,0,0,5,1,622,3.7024,0.055
90,0,0,5,1,630,3.7500,0.054
91,0,0,5,1,624,3.7143,0.056
92,0,0,5,1,640,3.8095,0.056
93,0,0,5,1,661,3.9345,0.061
94,0,0,5,1,615,3.6607,0.056
95,0,0,5,1,623,3.7083,0.054
96,0,0,5,1,621,3.6964,0.055
97,0,0,5,1,646,3.8452,0.060
98,0,0,5,1,605,3.6012,0.051
99,0,0,5,1,643,3.8274,0.060
100,0,0,5,1,650,3.8690,0.060
101,0,0,5,1,613,3.6488,0.053
