seed,deadlock_found,new_constraints,total_constraints,iterations,trains_per_hr,cpu_time
1,1,7,7,8,5.2202,0.407
2,1,6,13,7,5.2857,0.350
3,1,2,15,3,4.8929,0.147
4,1,3,18,4,4.8095,0.242
5,0,0,18,1,4.8452,0.083
6,1,1,19,2,4.9881,0.119
7,0,0,19,1,4.9167,0.084
8,1,2,21,3,4.9167,0.168
9,0,0,21,1,5.0536,0.085
10,1,4,25,5,5.0893,0.146
11,0,0,25,1,5.0833,0.087
12,1,1,26,2,5.1190,0.100
13,1,3,29,4,4.8929,0.102
14,0,0,29,1,4.7857,0.079
15,1,2,31,3,5.0238,0.186
16,1,1,32,2,5.1190,0.134
17,0,0,32,1,4.9940,0.088
18,0,0,32,1,5.2440,0.093
19,1,1,33,2,4.8750,0.161
20,0,0,33,1,4.6250,0.075
21,0,0,33,1,4.8214,0.082
22,1,5,38,6,4.7440,0.295
23,1,6,44,7,4.8750,0.456
24,0,0,44,1,5.0655,0.088
25,0,0,44,1,5.2381,0.092
26,0,0,44,1,5.0000,0.088
27,0,0,44,1,4.8333,0.084
28,0,0,44,1,4.8869,0.082
29,0,0,44,1,4.6786,0.078
30,1,2,46,3,5.0893,0.101
31,0,0,46,1,5.1548,0.092
32,1,2,48,3,5.3869,0.198
33,0,0,48,1,4.8631,0.081
34,0,0,48,1,4.7500,0.079
35,1,1,49,2,4.9940,0.114
36,0,0,49,1,5.1250,0.092
37,0,0,49,1,4.9881,0.090
38,0,0,49,1,4.7381,0.082
39,0,0,49,1,4.9940,0.088
40,0,0,49,1,5.1071,0.090
41,0,0,49,1,4.9107,0.086
42,0,0,49,1,4.9405,0.085
43,0,0,49,1,4.8869,0.082
44,0,0,49,1,5.0536,0.090
45,0,0,49,1,5.0119,0.086
46,0,0,49,1,4.9583,0.085
47,0,0,49,1,4.8512,0.082
48,0,0,49,1,5.1190,0.089
49,0,0,49,1,5.2321,0.091
50,0,0,49,1,4.6786,0.080
51,0,0,49,1,5.1369,0.092
52,0,0,49,1,4.9286,0.084
53,0,0,49,1,5.3393,0.096
54,0,0,49,1,4.8571,0.081
55,0,0,49,1,4.8333,0.081
56,1,1,50,2,5.1786,0.107
57,1,1,51,2,4.7798,0.094
58,1,2,53,3,4.9524,0.186
59,0,0,53,1,4.9643,0.084
60,1,1,54,2,5.1190,0.128
61,0,0,54,1,5.0714,0.086
62,0,0,54,1,4.7440,0.082
63,0,0,54,1,4.7976,0.077
64,0,0,54,1,4.8690,0.081
65,1,2,56,3,5.1190,0.197
66,0,0,56,1,4.9702,0.086
67,1,1,57,2,5.1012,0.153
68,0,0,57,1,4.8095,0.084
69,0,0,57,1,5.1250,0.093
70,1,2,59,3,4.9464,0.123
71,0,0,59,1,4.9167,0.088
72,0,0,59,1,4.7500,0.080
73,0,0,59,1,4.8155,0.083
74,0,0,59,1,4.8095,0.081
75,0,0,59,1,4.8631,0.082
76,0,0,59,1,5.0893,0.086
77,0,0,59,1,4.8274,0.082
78,0,0,59,1,5.1131,0.087
79,0,0,59,1,4.7321,0.078
80,0,0,59,1,4.9940,0.087
81,0,0,59,1,4.9107,0.083
82,1,1,60,2,4.9643,0.110
83,0,0,60,1,5.3155,0.094
84,0,0,60,1,5.1786,0.092
85,0,0,60,1,5.0774,0.092
86,0,0,60,1,4.8274,0.080
87,0,0,60,1,4.7738,0.080
88,0,0,60,1,5.3036,0.094
89,0,0,60,1,4.8750,0.083
90,0,0,60,1,4.9226,0.087
91,0,0,60,1,5.0774,0.086
92,0,0,60,1,4.9762,0.087
93,0,0,60,1,5.2619,0.093
94,0,0,60,1,5.1845,0.093
95,0,0,60,1,4.8988,0.083
96,0,0,60,1,4.9583,0.084
97,0,0,60,1,4.9702,0.089
98,0,0,60,1,4.6964,0.080
99,0,0,60,1,5.0060,0.085
100,0,0,60,1,4.9345,0.086
101,0,0,60,1,4.7560,0.078
102,0,0,60,1,4.8036,0.078
103,0,0,60,1,4.9940,0.083
104,1,1,61,2,5.4464,0.121
105,0,0,61,1,4.8571,0.079
106,0,0,61,1,4.7976,0.081
107,0,0,61,1,4.8452,0.084
108,0,0,61,1,5.0298,0.097
109,0,0,61,1,5.3214,0.093
110,0,0,61,1,4.9702,0.086
111,0,0,61,1,5.0774,0.090
112,0,0,61,1,5.0476,0.086
113,0,0,61,1,5.1250,0.092
114,0,0,61,1,5.1190,0.088
115,0,0,61,1,5.1607,0.090
116,0,0,61,1,5.1012,0.089
117,0,0,61,1,5.2560,0.090
118,0,0,61,1,4.9821,0.084
119,0,0,61,1,5.0893,0.090
120,0,0,61,1,4.7440,0.080
121,0,0,61,1,5.1369,0.089
122,0,0,61,1,4.8512,0.083
123,0,0,61,1,4.8929,0.086
124,0,0,61,1,4.8988,0.082
125,0,0,61,1,4.9107,0.086
126,0,0,61,1,4.8929,0.084
127,0,0,61,1,5.4345,0.098
128,0,0,61,1,5.1667,0.090
129,0,0,61,1,5.2143,0.093
130,0,0,61,1,4.8333,0.082
131,0,0,61,1,5.0179,0.086
132,0,0,61,1,4.8095,0.082
133,0,0,61,1,4.9881,0.085
134,0,0,61,1,5.0119,0.086
135,0,0,61,1,4.9167,0.084
136,0,0,61,1,5.2321,0.093
137,0,0,61,1,4.9643,0.085
138,0,0,61,1,5.1190,0.090
139,0,0,61,1,4.9167,0.086
140,0,0,61,1,4.9048,0.084
141,0,0,61,1,4.9821,0.084
142,0,0,61,1,4.8274,0.080
143,0,0,61,1,5.2024,0.091
144,0,0,61,1,5.1607,0.091
145,0,0,61,1,5.4524,0.098
146,0,0,61,1,5.0238,0.089
147,0,0,61,1,5.0952,0.087
148,0,0,61,1,4.7440,0.083
149,0,0,61,1,4.9107,0.084
150,1,49,110,49,4.9405,0.878
151,0,0,110,1,4.6905,0.080
152,0,0,110,1,5.0952,0.092
153,0,0,110,1,5.0774,0.090
154,0,0,110,1,4.9821,0.088
155,0,0,110,1,5.0714,0.092
156,0,0,110,1,5.2976,0.091
157,0,0,110,1,5.1131,0.088
158,0,0,110,1,4.8333,0.083
159,0,0,110,1,5.0179,0.086
160,0,0,110,1,5.1607,0.090
161,0,0,110,1,5.1905,0.090
162,0,0,110,1,5.1310,0.090
163,0,0,110,1,4.8929,0.086
164,0,0,110,1,5.1012,0.089
165,0,0,110,1,4.8988,0.085
166,0,0,110,1,5.0655,0.087
167,0,0,110,1,4.9762,0.083
168,0,0,110,1,4.8869,0.080
169,0,0,110,1,4.8155,0.080
170,0,0,110,1,4.8512,0.082
171,0,0,110,1,5.1845,0.091
172,0,0,110,1,5.1250,0.089
173,0,0,110,1,4.8988,0.083
174,0,0,110,1,4.6845,0.078
175,0,0,110,1,5.0893,0.088
176,0,0,110,1,4.8333,0.080
177,0,0,110,1,5.0595,0.088
178,0,0,110,1,4.8690,0.083
179,0,0,110,1,5.0655,0.087
180,0,0,110,1,4.8036,0.081
181,0,0,110,1,4.9107,0.084
182,0,0,110,1,4.9226,0.082
183,0,0,110,1,4.7321,0.081
184,0,0,110,1,4.8690,0.084
185,0,0,110,1,5.0238,0.087
186,0,0,110,1,4.7262,0.083
187,0,0,110,1,4.9821,0.087
188,0,0,110,1,4.7798,0.084
189,0,0,110,1,5.0179,0.090
190,0,0,110,1,4.8869,0.085
191,0,0,110,1,5.0893,0.088
192,0,0,110,1,4.7976,0.081
193,0,0,110,1,5.0655,0.088
194,0,0,110,1,4.9821,0.089
195,0,0,110,1,4.7738,0.083
196,0,0,110,1,4.8869,0.085
197,0,0,110,1,5.0000,0.088
198,0,0,110,1,5.1726,0.096
199,0,0,110,1,5.0238,0.089
