seed,deadlock_found,new_constraints,total_constraints,iterations,trains_completed,trains_per_hr,avg_wait_time,cpu_time
1,1,3,3,4,879,5.2321,0.4199,0.288
2,1,7,10,7,886,5.2738,0.4005,0.492
3,1,1,11,2,821,4.8869,0.2671,0.204
4,1,7,18,8,808,4.8095,0.2565,0.415
5,1,3,21,4,814,4.8452,0.3428,0.295
6,0,0,21,1,836,4.9762,0.2956,0.108
7,1,2,23,3,825,4.9107,0.3001,0.305
8,1,1,24,2,829,4.9345,0.2884,0.185
9,1,2,26,3,847,5.0417,0.3809,0.210
10,1,2,28,3,855,5.0893,0.3218,0.174
11,1,3,31,4,855,5.0893,0.3463,0.272
12,0,0,31,1,859,5.1131,0.3189,0.111
13,0,0,31,1,823,4.8988,0.3209,0.104
14,0,0,31,1,805,4.7917,0.2714,0.100
15,0,0,31,1,843,5.0179,0.3778,0.109
16,1,2,33,3,860,5.1190,0.3158,0.251
17,1,1,34,2,837,4.9821,0.3683,0.202
18,1,2,36,3,880,5.2381,0.4636,0.278
19,0,0,36,1,814,4.8452,0.2611,0.105
20,1,1,37,2,775,4.6131,0.2745,0.120
21,1,1,38,2,812,4.8333,0.2783,0.170
22,0,0,38,1,798,4.7500,0.2384,0.099
23,1,1,39,2,816,4.8571,0.3648,0.217
24,1,1,40,2,852,5.0714,0.3386,0.115
25,1,3,43,4,880,5.2381,0.3212,0.253
26,0,0,43,1,836,4.9762,0.3312,0.111
27,0,0,43,1,814,4.8452,0.3216,0.103
28,0,0,43,1,823,4.8988,0.2847,0.105
29,0,0,43,1,785,4.6726,0.2712,0.097
30,0,0,43,1,855,5.0893,0.3311,0.112
31,1,1,44,2,868,5.1667,0.3144,0.177
32,0,0,44,1,904,5.3810,0.3918,0.117
33,0,0,44,1,817,4.8631,0.2737,0.100
34,1,5,49,6,798,4.7500,0.2555,0.269
35,1,1,50,2,838,4.9881,0.2727,0.145
36,0,0,50,1,861,5.1250,0.3586,0.114
