seed,deadlock_found,new_constraints,total_constraints,iterations,trains_completed,trains_per_hr,avg_wait_time,cpu_time
1,0,0,0,1,395,2.3512,0.0564,0.027
2,1,1,1,2,339,2.0179,0.0469,0.042
3,0,0,1,1,309,1.8393,0.0377,0.022
4,0,0,1,1,325,1.9345,0.0554,0.024
5,1,1,2,2,325,1.9345,0.0397,0.037
6,0,0,2,1,360,2.1429,0.0375,0.026
7,0,0,2,1,336,2.0000,0.0379,0.024
8,0,0,2,1,314,1.8690,0.0356,0.023
9,0,0,2,1,342,2.0357,0.0395,0.024
10,0,0,2,1,392,2.3333,0.0518,0.028
11,0,0,2,1,330,1.9643,0.0407,0.023
12,0,0,2,1,362,2.1548,0.0443,0.025
13,0,0,2,1,332,1.9762,0.0452,0.023
14,0,0,2,1,328,1.9524,0.0407,0.022
15,0,0,2,1,327,1.9464,0.0414,0.023
16,0,0,2,1,344,2.0476,0.0370,0.025
17,0,0,2,1,322,1.9167,0.0360,0.023
18,0,0,2,1,352,2.0952,0.0420,0.025
19,0,0,2,1,343,2.0417,0.0436,0.024
20,0,0,2,1,305,1.8155,0.0379,0.021
21,0,0,2,1,342,2.0357,0.0385,0.024
22,0,0,2,1,321,1.9107,0.0373,0.022
23,0,0,2,1,316,1.8810,0.0413,0.023
24,1,1,3,2,314,1.8690,0.0400,0.037
25,1,1,4,2,347,2.0655,0.0520,0.035
26,0,0,4,1,361,2.1488,0.0423,0.026
27,0,0,4,1,305,1.8155,0.0377,0.022
28,0,0,4,1,356,2.1190,0.0413,0.025
29,0,0,4,1,307,1.8274,0.0464,0.021
30,0,0,4,1,354,2.1071,0.0439,0.025
31,0,0,4,1,355,2.1131,0.0479,0.025
32,0,0,4,1,363,2.1607,0.0428,0.026
33,0,0,4,1,313,1.8631,0.0340,0.022
34,0,0,4,1,341,2.0298,0.0460,0.024
35,0,0,4,1,334,1.9881,0.0457,0.023
36,0,0,4,1,338,2.0119,0.0415,0.023
37,0,0,4,1,354,2.1071,0.0495,0.025
38,0,0,4,1,305,1.8155,0.0393,0.021
39,0,0,4,1,341,2.0298,0.0354,0.024
40,0,0,4,1,353,2.1012,0.0530,0.025
41,0,0,4,1,337,2.0060,0.0410,0.024
42,0,0,4,1,334,1.9881,0.0406,0.024
43,0,0,4,1,337,2.0060,0.0412,0.027
44,0,0,4,1,348,2.0714,0.0468,0.025
45,0,0,4,1,335,1.9940,0.0387,0.024
46,0,0,4,1,355,2.1131,0.0458,0.026
47,0,0,4,1,328,1.9524,0.0340,0.024
48,0,0,4,1,348,2.0714,0.0443,0.025
49,0,0,4,1,318,1.8929,0.0323,0.022
50,0,0,4,1,322,1.9167,0.0399,0.024
51,0,0,4,1,327,1.9464,0.0405,0.025
52,0,0,4,1,344,2.0476,0.0413,0.026
53,0,0,4,1,353,2.1012,0.0391,0.026
54,0,0,4,1,299,1.7798,0.0356,0.022
55,0,0,4,1,336,2.0000,0.0338,0.025
56,0,0,4,1,337,2.0060,0.0441,0.024
