seed,deadlock_found,new_constraints,total_constraints,iterations,trains_completed,trains_per_hr,avg_wait_time,cpu_time
1,0,0,0,1,699,4.1607,0.1806,0.064
2,1,6,6,7,705,4.1964,0.1722,0.356
3,0,0,6,1,651,3.8750,0.1323,0.061
4,1,2,8,2,652,3.8810,0.1274,0.066
5,0,0,8,1,644,3.8333,0.1542,0.060
6,1,2,10,3,675,4.0179,0.1381,0.120
7,1,2,12,3,653,3.8869,0.1345,0.158
8,0,0,12,1,651,3.8750,0.1305,0.061
9,1,5,17,6,683,4.0655,0.1583,0.122
10,1,2,19,3,703,4.1845,0.1557,0.123
11,0,0,19,1,671,3.9940,0.1421,0.061
12,0,0,19,1,700,4.1667,0.1288,0.067
13,0,0,19,1,663,3.9464,0.1395,0.064
14,0,0,19,1,640,3.8095,0.1437,0.060
15,0,0,19,1,671,3.9940,0.1484,0.062
16,0,0,19,1,706,4.2024,0.1524,0.067
17,0,0,19,1,655,3.8988,0.1460,0.064
18,0,0,19,1,700,4.1667,0.1723,0.065
19,1,1,20,2,661,3.9345,0.1361,0.113
20,0,0,20,1,593,3.5298,0.1231,0.050
21,1,1,21,2,661,3.9345,0.1426,0.088
22,0,0,21,1,655,3.8988,0.1441,0.060
23,0,0,21,1,642,3.8214,0.1559,0.061
24,0,0,21,1,688,4.0952,0.1569,0.064
25,0,0,21,1,694,4.1310,0.1523,0.067
26,0,0,21,1,696,4.1429,0.1457,0.065
27,1,1,22,2,632,3.7619,0.1289,0.107
28,0,0,22,1,682,4.0595,0.1366,0.064
29,0,0,22,1,625,3.7202,0.1458,0.056
30,1,1,23,2,686,4.0833,0.1673,0.074
31,0,0,23,1,696,4.1429,0.1629,0.066
32,0,0,23,1,737,4.3869,0.1767,0.069
33,0,0,23,1,640,3.8095,0.1330,0.055
34,0,0,23,1,654,3.8929,0.1437,0.060
35,0,0,23,1,670,3.9881,0.1374,0.058
36,0,0,23,1,680,4.0476,0.1292,0.062
37,0,0,23,1,679,4.0417,0.1664,0.064
38,0,0,23,1,632,3.7619,0.1217,0.058
39,1,1,24,2,670,3.9881,0.1335,0.115
40,0,0,24,1,676,4.0238,0.1577,0.061
41,1,1,25,2,672,4.0000,0.1525,0.113
42,1,3,28,4,668,3.9762,0.1564,0.183
43,0,0,28,1,645,3.8393,0.1493,0.058
44,0,0,28,1,669,3.9821,0.1486,0.063
45,0,0,28,1,666,3.9643,0.1658,0.059
46,0,0,28,1,672,4.0000,0.1578,0.061
47,0,0,28,1,657,3.9107,0.1456,0.058
48,1,5,33,6,675,4.0179,0.1558,0.117
49,0,0,33,1,700,4.1667,0.1551,0.063
50,0,0,33,1,624,3.7143,0.1166,0.057
51,0,0,33,1,659,3.9226,0.1396,0.061
52,0,0,33,1,659,3.9226,0.1425,0.059
53,0,0,33,1,718,4.2738,0.1768,0.066
54,0,0,33,1,638,3.7976,0.1224,0.057
55,0,0,33,1,653,3.8869,0.1416,0.059
56,0,0,33,1,673,4.0060,0.1464,0.061
57,0,0,33,1,668,3.9762,0.1281,0.059
58,0,0,33,1,673,4.0060,0.1431,0.059
59,0,0,33,1,654,3.8929,0.1367,0.058
60,0,0,33,1,683,4.0655,0.1723,0.062
61,0,0,33,1,665,3.9583,0.1627,0.060
62,0,0,33,1,639,3.8036,0.1402,0.060
63,0,0,33,1,649,3.8631,0.1172,0.055
64,0,0,33,1,663,3.9464,0.1647,0.060
65,0,0,33,1,668,3.9762,0.1394,0.060
66,0,0,33,1,664,3.9524,0.1422,0.063
67,0,0,33,1,689,4.1012,0.1379,0.063
68,0,0,33,1,640,3.8095,0.1377,0.060
69,0,0,33,1,690,4.1071,0.1591,0.066
70,0,0,33,1,658,3.9167,0.1444,0.062
71,0,0,33,1,658,3.9167,0.1409,0.061
72,0,0,33,1,648,3.8571,0.1256,0.058
73,0,0,33,1,648,3.8571,0.1327,0.059
74,0,0,33,1,645,3.8393,0.1502,0.057
75,0,0,33,1,652,3.8810,0.1395,0.060
76,0,0,33,1,666,3.9643,0.1582,0.061
77,0,0,33,1,653,3.8869,0.1352,0.059
78,0,0,33,1,700,4.1667,0.1514,0.063
79,0,0,33,1,631,3.7560,0.1267,0.057
80,0,0,33,1,687,4.0893,0.1462,0.063
81,0,0,33,1,670,3.9881,0.1487,0.062
82,0,0,33,1,675,4.0179,0.1784,0.063
83,0,0,33,1,717,4.2679,0.1495,0.068
84,0,0,33,1,691,4.1131,0.1502,0.065
85,0,0,33,1,679,4.0417,0.1470,0.062
86,0,0,33,1,665,3.9583,0.1436,0.060
87,0,0,33,1,659,3.9226,0.1379,0.060
88,0,0,33,1,710,4.2262,0.1465,0.065
89,0,0,33,1,662,3.9405,0.1314,0.061
90,0,0,33,1,657,3.9107,0.1379,0.060
91,0,0,33,1,690,4.1071,0.1456,0.061
92,0,0,33,1,674,4.0119,0.1525,0.060
93,1,1,34,2,704,4.1905,0.1709,0.089
94,0,0,34,1,668,3.9762,0.1319,0.062
95,1,1,35,2,668,3.9762,0.1314,0.121
96,0,0,35,1,653,3.8869,0.1203,0.062
97,0,0,35,1,661,3.9345,0.1286,0.065
98,0,0,35,1,637,3.7917,0.1427,0.058
99,0,0,35,1,669,3.9821,0.1521,0.065
100,0,0,35,1,675,4.0179,0.1441,0.065
101,0,0,35,1,637,3.7917,0.1508,0.060
102,0,0,35,1,662,3.9405,0.1345,0.061
103,0,0,35,1,697,4.1488,0.1449,0.066
104,0,0,35,1,729,4.3393,0.1954,0.071
105,0,0,35,1,659,3.9226,0.1233,0.058
106,0,0,35,1,632,3.7619,0.1271,0.057
107,0,0,35,1,638,3.7976,0.1313,0.058
108,0,0,35,1,666,3.9643,0.1277,0.061
109,0,0,35,1,715,4.2560,0.1877,0.065
110,0,0,35,1,642,3.8214,0.1200,0.059
111,0,0,35,1,677,4.0298,0.1447,0.060
112,0,0,35,1,684,4.0714,0.1392,0.060
113,0,0,35,1,664,3.9524,0.1383,0.062
114,0,0,35,1,679,4.0417,0.1630,0.062
115,0,0,35,1,676,4.0238,0.1462,0.062
116,0,0,35,1,691,4.1131,0.1374,0.062
