seed,after_deadlock,after_dl_time,after_throughput,after_drained_clear,before_deadlock,before_dl_time,before_throughput,before_drained_clear
101579,0,193.00,4.2143,1,,,,
101580,0,194.00,3.9702,1,,,,
101581,0,192.00,3.9107,1,,,,
101582,0,193.00,3.6548,1,,,,
101583,0,193.00,4.1607,1,,,,
101584,0,193.00,3.7679,1,,,,
101585,0,193.00,4.0238,1,,,,
101586,0,192.00,3.9821,1,,,,
101587,0,193.00,4.0179,1,,,,
101588,0,192.00,4.1726,1,,,,
101589,0,193.00,4.0000,1,,,,
101590,0,193.00,4.1548,1,,,,
101591,0,193.00,4.0714,1,,,,
101592,0,192.00,3.7202,1,,,,
101593,0,193.00,4.1250,1,,,,
101594,0,193.00,4.0476,1,,,,
101595,0,192.00,3.9048,1,,,,
101596,0,193.00,3.9881,1,,,,
101597,0,193.00,4.2083,1,,,,
101598,0,193.00,3.9345,1,,,,
101599,0,193.00,3.9345,1,,,,
101600,0,192.00,3.7976,1,,,,
101601,0,193.00,4.1667,1,,,,
101602,0,193.00,4.0595,1,,,,
101603,0,193.00,4.1310,1,,,,
101604,0,193.00,4.0952,1,,,,
101605,0,193.00,4.1131,1,,,,
101606,0,193.00,4.0774,1,,,,
101607,0,193.00,4.0893,1,,,,
101608,0,193.00,4.1726,1,,,,
101609,0,193.00,3.9048,1,,,,
101610,0,193.00,3.8214,1,,,,
101611,0,192.00,4.0595,1,,,,
101612,0,193.00,4.1071,1,,,,
101613,0,193.00,4.1667,1,,,,
101614,0,193.00,3.7976,1,,,,
101615,0,193.00,4.2976,1,,,,
101616,0,193.00,3.9286,1,,,,
101617,0,193.00,4.0774,1,,,,
101618,0,193.00,3.9286,1,,,,
101619,0,193.00,3.9345,1,,,,
101620,0,193.00,4.1905,1,,,,
101621,0,192.00,4.0000,1,,,,
101622,0,192.00,3.9464,1,,,,
101623,0,193.00,4.0714,1,,,,
101624,0,192.00,3.7202,1,,,,
101625,0,193.00,4.1488,1,,,,
101626,0,193.00,4.0893,1,,,,
101627,0,193.00,4.2024,1,,,,
101628,0,193.00,3.9167,1,,,,
101629,0,193.00,3.7976,1,,,,
101630,0,193.00,4.1369,1,,,,
101631,0,192.00,3.9762,1,,,,
101632,0,193.00,3.8214,1,,,,
101633,0,192.00,4.0893,1,,,,
101634,0,193.00,4.2143,1,,,,
101635,0,193.00,4.0119,1,,,,
101636,0,192.00,3.6845,1,,,,
101637,0,193.00,3.8750,1,,,,
101638,0,193.00,3.9702,1,,,,
101639,0,192.00,3.8929,1,,,,
101640,0,193.00,3.9464,1,,,,
101641,0,193.00,4.3155,1,,,,
101642,0,193.00,3.8274,1,,,,
101643,0,192.00,3.8512,1,,,,
101644,0,193.00,4.1012,1,,,,
101645,0,193.00,4.0833,1,,,,
101646,0,192.00,4.1190,1,,,,
101647,0,193.00,3.8155,1,,,,
101648,0,193.00,4.0893,1,,,,
101649,0,193.00,4.0000,1,,,,
101650,0,193.00,3.8214,1,,,,
101651,0,193.00,3.9464,1,,,,
101652,0,193.00,3.9881,1,,,,
101653,0,193.00,4.0179,1,,,,
101654,0,193.00,3.8869,1,,,,
101655,0,193.00,4.1131,1,,,,
101656,0,193.00,3.9821,1,,,,
101657,0,192.00,4.0774,1,,,,
101658,0,193.00,4.0476,1,,,,
101659,0,193.00,3.8750,1,,,,
101660,0,193.00,3.7917,1,,,,
101661,0,192.00,3.9524,1,,,,
101662,0,193.00,3.9940,1,,,,
101663,0,193.00,3.9881,1,,,,
101664,0,193.00,3.8810,1,,,,
101665,0,193.00,3.8929,1,,,,
101666,0,193.00,4.2024,1,,,,
101667,0,193.00,3.9643,1,,,,
101668,0,192.00,4.2262,1,,,,
101669,0,193.00,3.9226,1,,,,
101670,0,192.00,3.6667,1,,,,
101671,0,193.00,3.8155,1,,,,
101672,0,193.00,4.1667,1,,,,
101673,0,193.00,3.9464,1,,,,
101674,0,193.00,3.9226,1,,,,
101675,0,192.00,3.8690,1,,,,
101676,0,192.00,4.0417,1,,,,
101677,0,193.00,3.8571,1,,,,
101678,0,192.00,3.7738,1,,,,
101679,0,193.00,3.7857,1,,,,
101680,0,193.00,4.0357,1,,,,
101681,0,193.00,4.0179,1,,,,
101682,0,192.00,4.0833,1,,,,
101683,0,192.00,4.0060,1,,,,
101684,0,193.00,4.0714,1,,,,
101685,0,193.00,4.1131,1,,,,
101686,0,193.00,4.1667,1,,,,
101687,0,194.00,4.1726,1,,,,
101688,0,193.00,3.9881,1,,,,
101689,0,192.00,4.0238,1,,,,
101690,0,192.00,3.9583,1,,,,
101691,0,192.00,4.1012,1,,,,
101692,0,192.00,4.1012,1,,,,
101693,0,193.00,3.9881,1,,,,
101694,0,194.00,3.7917,1,,,,
101695,0,193.00,3.8452,1,,,,
101696,0,193.00,3.9524,1,,,,
101697,0,193.00,3.9583,1,,,,
101698,0,193.00,4.1786,1,,,,
101699,0,192.00,4.1905,1,,,,
101700,0,193.00,3.8393,1,,,,
101701,0,192.00,3.7321,1,,,,
101702,0,193.00,3.8214,1,,,,
101703,0,193.00,3.8631,1,,,,
101704,0,193.00,3.8571,1,,,,
101705,0,192.00,4.0179,1,,,,
101706,0,193.00,4.0179,1,,,,
101707,0,192.00,4.3214,1,,,,
101708,0,193.00,3.9821,1,,,,
101709,0,192.00,4.2440,1,,,,
101710,0,193.00,3.6845,1,,,,
101711,0,193.00,4.0060,1,,,,
101712,0,193.00,4.1131,1,,,,
101713,0,193.00,3.8869,1,,,,
101714,0,193.00,3.9940,1,,,,
101715,0,193.00,4.2024,1,,,,
101716,0,193.00,3.7381,1,,,,
101717,0,193.00,4.0595,1,,,,
101718,0,193.00,3.7679,1,,,,
101719,0,193.00,3.9286,1,,,,
101720,0,193.00,3.9226,1,,,,
101721,0,193.00,4.0536,1,,,,
101722,0,193.00,4.3214,1,,,,
101723,0,192.00,4.0119,1,,,,
101724,0,193.00,4.0476,1,,,,
101725,0,193.00,3.9643,1,,,,
101726,0,193.00,4.3095,1,,,,
101727,0,192.00,4.0952,1,,,,
101728,0,193.00,3.9405,1,,,,
101729,0,193.00,4.0179,1,,,,
101730,0,193.00,4.1250,1,,,,
101731,0,193.00,4.1310,1,,,,
101732,0,193.00,3.9821,1,,,,
101733,0,192.00,4.0774,1,,,,
101734,0,193.00,4.0298,1,,,,
101735,0,193.00,3.9583,1,,,,
101736,0,193.00,4.2857,1,,,,
101737,0,193.00,4.0595,1,,,,
101738,0,193.00,4.0893,1,,,,
101739,0,194.00,4.0179,1,,,,
101740,0,192.00,4.1310,1,,,,
101741,0,193.00,4.1071,1,,,,
101742,0,193.00,3.8512,1,,,,
101743,0,193.00,3.7798,1,,,,
101744,0,193.00,4.0893,1,,,,
101745,0,193.00,3.9048,1,,,,
101746,0,192.00,3.9048,1,,,,
101747,0,192.00,3.8274,1,,,,
101748,0,193.00,4.0536,1,,,,
101749,0,193.00,4.0774,1,,,,
101750,0,193.00,3.9286,1,,,,
101751,0,193.00,3.8155,1,,,,
101752,0,193.00,3.8810,1,,,,
101753,0,192.00,3.8571,1,,,,
101754,0,192.00,4.1250,1,,,,
101755,0,192.00,4.2143,1,,,,
101756,0,193.00,4.1845,1,,,,
101757,0,193.00,4.0774,1,,,,
101758,0,193.00,4.0298,1,,,,
101759,0,193.00,4.0179,1,,,,
101760,0,193.00,4.4107,1,,,,
101761,0,193.00,3.8393,1,,,,
101762,0,192.00,4.2381,1,,,,
101763,0,192.00,3.9107,1,,,,
101764,0,193.00,4.1607,1,,,,
101765,0,193.00,4.3036,1,,,,
101766,0,193.00,4.1131,1,,,,
101767,0,193.00,3.9881,1,,,,
101768,0,193.00,3.7560,1,,,,
101769,0,193.00,3.9107,1,,,,
101770,0,192.00,3.7976,1,,,,
101771,0,193.00,3.9821,1,,,,
101772,0,192.00,4.0714,1,,,,
101773,0,193.00,3.8095,1,,,,
101774,0,193.00,3.8929,1,,,,
101775,0,193.00,3.8393,1,,,,
101776,0,193.00,4.0893,1,,,,
101777,0,193.00,3.9940,1,,,,
101778,0,193.00,3.9167,1,,,,
101779,0,193.00,3.8988,1,,,,
101780,0,192.00,4.4345,1,,,,
101781,0,193.00,4.1548,1,,,,
101782,0,192.00,4.2917,1,,,,
101783,0,193.00,3.8036,1,,,,
101784,0,193.00,3.8810,1,,,,
101785,0,193.00,3.8750,1,,,,
101786,0,193.00,4.0536,1,,,,
101787,0,193.00,3.8810,1,,,,
101788,0,193.00,3.8750,1,,,,
101789,0,193.00,4.1607,1,,,,
101790,0,192.00,4.0179,1,,,,
101791,0,193.00,4.3274,1,,,,
101792,0,193.00,4.0298,1,,,,
101793,0,192.00,4.0238,1,,,,
101794,0,192.00,3.8988,1,,,,
101795,0,192.00,3.9048,1,,,,
101796,0,193.00,3.7083,1,,,,
101797,0,193.00,4.2560,1,,,,
101798,0,193.00,4.0060,1,,,,
101799,0,193.00,4.0893,1,,,,
101800,0,193.00,3.8512,1,,,,
101801,0,192.00,3.7857,1,,,,
101802,0,193.00,3.8631,1,,,,
101803,0,193.00,3.8274,1,,,,
101804,0,193.00,4.1310,1,,,,
101805,0,193.00,4.2143,1,,,,
101806,0,192.00,3.7083,1,,,,
101807,0,192.00,4.0417,1,,,,
101808,0,193.00,3.9405,1,,,,
101809,0,193.00,4.0714,1,,,,
101810,0,193.00,4.1190,1,,,,
101811,0,193.00,4.0595,1,,,,
101812,0,193.00,4.2917,1,,,,
101813,0,193.00,4.2321,1,,,,
101814,0,193.00,4.0655,1,,,,
101815,0,193.00,4.0833,1,,,,
101816,0,193.00,4.0655,1,,,,
101817,0,193.00,3.6310,1,,,,
101818,0,193.00,3.6964,1,,,,
101819,0,193.00,4.1905,1,,,,
101820,0,192.00,3.9048,1,,,,
101821,0,193.00,3.8869,1,,,,
101822,0,192.00,3.9107,1,,,,
101823,0,193.00,4.0298,1,,,,
101824,0,193.00,3.9405,1,,,,
101825,0,192.00,3.8750,1,,,,
101826,0,193.00,4.2083,1,,,,
101827,0,193.00,3.9940,1,,,,
101828,0,193.00,3.8452,1,,,,
101829,0,193.00,4.1548,1,,,,
101830,0,193.00,3.7798,1,,,,
101831,0,193.00,4.0179,1,,,,
101832,0,193.00,3.7440,1,,,,
101833,0,192.00,3.9226,1,,,,
101834,0,192.00,3.9881,1,,,,
101835,0,193.00,4.3988,1,,,,
101836,0,193.00,4.1190,1,,,,
101837,0,193.00,4.0417,1,,,,
101838,0,194.00,4.0179,1,,,,
101839,0,193.00,3.8690,1,,,,
101840,0,193.00,3.9940,1,,,,
101841,0,193.00,4.1190,1,,,,
101842,0,193.00,3.9643,1,,,,
101843,0,193.00,4.0833,1,,,,
101844,0,193.00,4.0000,1,,,,
101845,0,193.00,3.9226,1,,,,
101846,0,193.00,3.7321,1,,,,
101847,0,192.00,3.9762,1,,,,
101848,0,193.00,4.1012,1,,,,
101849,0,193.00,3.7619,1,,,,
101850,0,193.00,3.8274,1,,,,
101851,0,193.00,4.0119,1,,,,
101852,0,193.00,3.9762,1,,,,
101853,0,193.00,4.1131,1,,,,
101854,0,192.00,3.8036,1,,,,
101855,0,193.00,3.9940,1,,,,
101856,0,193.00,4.0774,1,,,,
101857,0,192.00,4.1012,1,,,,
101858,0,193.00,4.0655,1,,,,
101859,0,193.00,3.8690,1,,,,
101860,0,193.00,4.0655,1,,,,
101861,0,192.00,4.2202,1,,,,
101862,0,193.00,3.6607,1,,,,
101863,0,193.00,3.8810,1,,,,
101864,0,193.00,4.1548,1,,,,
101865,0,193.00,4.1250,1,,,,
101866,0,194.00,3.9405,1,,,,
101867,0,192.00,4.1905,1,,,,
101868,0,193.00,3.9464,1,,,,
101869,0,193.00,3.7560,1,,,,
101870,0,192.00,3.8393,1,,,,
101871,0,193.00,3.8750,1,,,,
101872,0,193.00,4.0774,1,,,,
101873,0,193.00,3.7560,1,,,,
101874,0,193.00,3.8929,1,,,,
101875,0,192.00,4.1369,1,,,,
101876,0,193.00,4.2500,1,,,,
101877,0,193.00,3.8869,1,,,,
101878,0,192.00,4.2738,1,,,,
101879,0,192.00,3.7917,1,,,,
101880,0,193.00,4.0476,1,,,,
101881,0,193.00,4.1012,1,,,,
101882,0,193.00,3.6845,1,,,,
101883,0,193.00,3.9464,1,,,,
101884,0,193.00,4.0774,1,,,,
101885,0,193.00,3.7024,1,,,,
101886,0,193.00,4.0060,1,,,,
101887,0,193.00,3.8810,1,,,,
101888,0,193.00,3.9405,1,,,,
101889,0,193.00,3.8869,1,,,,
101890,0,193.00,3.7679,1,,,,
101891,0,193.00,3.9881,1,,,,
101892,0,193.00,4.1190,1,,,,
101893,0,192.00,3.9345,1,,,,
101894,0,193.00,3.8095,1,,,,
101895,0,193.00,3.9881,1,,,,
101896,0,193.00,3.9226,1,,,,
101897,0,193.00,3.7738,1,,,,
101898,0,193.00,3.8750,1,,,,
101899,0,193.00,4.0655,1,,,,
101900,0,192.00,3.8571,1,,,,
101901,0,193.00,4.0595,1,,,,
101902,0,193.00,4.1071,1,,,,
101903,0,192.00,4.0417,1,,,,
101904,0,192.00,3.9643,1,,,,
101905,0,193.00,3.8214,1,,,,
101906,0,193.00,3.8571,1,,,,
101907,0,193.00,3.9345,1,,,,
101908,0,193.00,4.1071,1,,,,
101909,0,193.00,4.1190,1,,,,
101910,0,193.00,3.8750,1,,,,
101911,0,193.00,3.9940,1,,,,
101912,0,193.00,4.2619,1,,,,
101913,0,193.00,4.0536,1,,,,
101914,0,192.00,4.0060,1,,,,
101915,0,193.00,4.0774,1,,,,
101916,0,192.00,4.0417,1,,,,
101917,0,193.00,3.7917,1,,,,
101918,0,193.00,3.8869,1,,,,
101919,0,193.00,3.9107,1,,,,
101920,0,193.00,4.1667,1,,,,
101921,0,193.00,4.0536,1,,,,
101922,0,193.00,3.5298,1,,,,
101923,0,193.00,3.7917,1,,,,
101924,0,193.00,4.0595,1,,,,
101925,0,193.00,4.2202,1,,,,
101926,0,193.00,4.0238,1,,,,
101927,0,192.00,4.1607,1,,,,
101928,0,193.00,4.0298,1,,,,
101929,0,193.00,3.9821,1,,,,
101930,0,192.00,3.8393,1,,,,
101931,0,192.00,3.9524,1,,,,
101932,0,193.00,4.0238,1,,,,
101933,0,193.00,4.0060,1,,,,
101934,0,193.00,4.0000,1,,,,
101935,0,193.00,3.9107,1,,,,
101936,0,193.00,4.1488,1,,,,
101937,0,193.00,4.0179,1,,,,
101938,0,193.00,3.9881,1,,,,
101939,0,193.00,4.0476,1,,,,
101940,0,193.00,4.1607,1,,,,
101941,0,193.00,3.8631,1,,,,
101942,0,193.00,3.8571,1,,,,
101943,0,193.00,3.9821,1,,,,
101944,0,192.00,4.0476,1,,,,
101945,0,193.00,4.0119,1,,,,
101946,0,192.00,4.0952,1,,,,
101947,0,193.00,3.8452,1,,,,
101948,0,193.00,3.8155,1,,,,
101949,0,193.00,3.7679,1,,,,
101950,0,193.00,4.2321,1,,,,
101951,0,192.00,3.6786,1,,,,
101952,0,193.00,4.0476,1,,,,
101953,0,192.00,3.9345,1,,,,
101954,0,192.00,4.1607,1,,,,
101955,0,193.00,4.1071,1,,,,
101956,0,193.00,4.0357,1,,,,
101957,0,193.00,3.9881,1,,,,
101958,0,192.00,4.0060,1,,,,
101959,0,193.00,4.0417,1,,,,
101960,0,193.00,4.0357,1,,,,
101961,0,193.00,3.9107,1,,,,
101962,0,193.00,3.9524,1,,,,
101963,0,193.00,3.8988,1,,,,
101964,0,193.00,3.9940,1,,,,
101965,0,193.00,3.8690,1,,,,
101966,0,192.00,4.0417,1,,,,
101967,0,193.00,4.0179,1,,,,
101968,0,193.00,3.6964,1,,,,
101969,0,193.00,4.0179,1,,,,
101970,0,193.00,3.8512,1,,,,
101971,0,193.00,3.9940,1,,,,
101972,0,193.00,3.9643,1,,,,
101973,0,193.00,4.5298,1,,,,
101974,0,192.00,4.1012,1,,,,
101975,0,192.00,4.0238,1,,,,
101976,0,193.00,4.0952,1,,,,
101977,0,193.00,4.2202,1,,,,
101978,0,193.00,4.1190,1,,,,
101979,0,192.00,4.0536,1,,,,
101980,0,193.00,4.0893,1,,,,
101981,0,192.00,4.0833,1,,,,
101982,0,193.00,3.9643,1,,,,
101983,0,193.00,3.8036,1,,,,
101984,0,193.00,4.0476,1,,,,
101985,0,193.00,4.1131,1,,,,
101986,0,193.00,4.1607,1,,,,
101987,0,193.00,4.0238,1,,,,
101988,0,193.00,3.8393,1,,,,
101989,0,192.00,4.1190,1,,,,
101990,0,192.00,4.0000,1,,,,
101991,0,193.00,4.0060,1,,,,
101992,0,192.00,3.9583,1,,,,
101993,0,193.00,4.0595,1,,,,
101994,0,193.00,4.0655,1,,,,
101995,0,193.00,3.7500,1,,,,
101996,0,193.00,4.0476,1,,,,
101997,0,193.00,3.8214,1,,,,
101998,0,193.00,4.0417,1,,,,
101999,0,193.00,4.0060,1,,,,
102000,0,192.00,4.3155,1,,,,
102001,0,193.00,4.0298,1,,,,
102002,0,193.00,3.9345,1,,,,
102003,0,193.00,3.8690,1,,,,
102004,0,193.00,3.7857,1,,,,
102005,0,193.00,4.2857,1,,,,
102006,0,192.00,4.1369,1,,,,
102007,0,192.00,4.0655,1,,,,
102008,0,193.00,4.0179,1,,,,
102009,0,193.00,4.0357,1,,,,
102010,0,193.00,4.0179,1,,,,
102011,0,193.00,4.1190,1,,,,
102012,0,192.00,3.9048,1,,,,
102013,0,193.00,4.0476,1,,,,
102014,0,193.00,3.9286,1,,,,
102015,0,192.00,4.3393,1,,,,
102016,0,193.00,4.1964,1,,,,
102017,0,193.00,4.1726,1,,,,
102018,0,193.00,3.7143,1,,,,
102019,0,193.00,4.1012,1,,,,
102020,0,193.00,4.1548,1,,,,
102021,0,192.00,3.8095,1,,,,
102022,0,193.00,4.1310,1,,,,
102023,0,193.00,3.8274,1,,,,
102024,0,193.00,3.7321,1,,,,
102025,0,193.00,4.1548,1,,,,
102026,0,193.00,3.9345,1,,,,
102027,0,192.00,4.0060,1,,,,
102028,0,192.00,3.9940,1,,,,
102029,0,193.00,4.1310,1,,,,
102030,0,193.00,4.0357,1,,,,
102031,0,193.00,4.2560,1,,,,
102032,0,192.00,3.8512,1,,,,
102033,0,193.00,4.2083,1,,,,
102034,0,192.00,3.9583,1,,,,
102035,0,193.00,4.2083,1,,,,
102036,0,193.00,3.9464,1,,,,
102037,0,193.00,4.1131,1,,,,
102038,0,193.00,3.8333,1,,,,
102039,0,192.00,4.0536,1,,,,
102040,0,193.00,4.2440,1,,,,
102041,0,193.00,4.2143,1,,,,
102042,0,193.00,3.8452,1,,,,
102043,0,193.00,4.0000,1,,,,
102044,0,193.00,4.1905,1,,,,
102045,0,193.00,3.8690,1,,,,
102046,0,193.00,4.0774,1,,,,
102047,0,193.00,4.1310,1,,,,
102048,0,192.00,3.9643,1,,,,
102049,0,194.00,3.8512,1,,,,
102050,0,193.00,4.1845,1,,,,
102051,0,193.00,3.8036,1,,,,
102052,0,193.00,4.1250,1,,,,
102053,0,193.00,4.0060,1,,,,
102054,0,192.00,4.0536,1,,,,
102055,0,193.00,3.9881,1,,,,
102056,0,193.00,4.1310,1,,,,
102057,0,193.00,3.8333,1,,,,
102058,0,193.00,3.6667,1,,,,
102059,0,193.00,3.7321,1,,,,
102060,0,193.00,3.8929,1,,,,
102061,0,193.00,3.7798,1,,,,
102062,0,193.00,3.9167,1,,,,
102063,0,192.00,3.8988,1,,,,
102064,0,193.00,3.5893,1,,,,
102065,0,193.00,3.8214,1,,,,
102066,0,193.00,4.0774,1,,,,
102067,0,193.00,4.1310,1,,,,
102068,0,193.00,3.9702,1,,,,
102069,0,193.00,4.0655,1,,,,
102070,0,192.00,4.1786,1,,,,
102071,0,193.00,3.9048,1,,,,
102072,0,193.00,3.9524,1,,,,
102073,0,193.00,4.0357,1,,,,
102074,0,193.00,4.2202,1,,,,
102075,0,193.00,3.9524,1,,,,
102076,0,193.00,4.0298,1,,,,
102077,0,193.00,4.1786,1,,,,
102078,0,193.00,4.2976,1,,,,
102079,0,193.00,4.0714,1,,,,
102080,0,193.00,4.0060,1,,,,
102081,0,193.00,4.1607,1,,,,
102082,0,193.00,3.7619,1,,,,
102083,0,193.00,3.9226,1,,,,
102084,0,192.00,4.1071,1,,,,
102085,0,193.00,4.1786,1,,,,
102086,0,193.00,3.9107,1,,,,
102087,0,193.00,4.1488,1,,,,
102088,0,193.00,4.1786,1,,,,
102089,0,193.00,3.9821,1,,,,
102090,0,193.00,4.0060,1,,,,
102091,0,193.00,3.9167,1,,,,
102092,0,193.00,4.0000,1,,,,
102093,0,192.00,3.8690,1,,,,
102094,0,192.00,4.1607,1,,,,
102095,0,193.00,3.9464,1,,,,
102096,0,192.00,4.1905,1,,,,
102097,0,193.00,4.1310,1,,,,
102098,0,193.00,4.1131,1,,,,
102099,0,192.00,4.0655,1,,,,
102100,0,192.00,4.0476,1,,,,
102101,0,192.00,3.9345,1,,,,
102102,0,193.00,4.0774,1,,,,
102103,0,192.00,4.1250,1,,,,
102104,0,193.00,4.1310,1,,,,
102105,0,192.00,4.2083,1,,,,
102106,0,192.00,3.9405,1,,,,
102107,0,193.00,3.9881,1,,,,
102108,0,193.00,3.8452,1,,,,
102109,0,193.00,3.7619,1,,,,
102110,0,193.00,4.0952,1,,,,
102111,0,192.00,4.0952,1,,,,
102112,0,193.00,3.9286,1,,,,
102113,0,193.00,4.0893,1,,,,
102114,0,193.00,4.1250,1,,,,
102115,0,193.00,3.9286,1,,,,
102116,0,193.00,4.1369,1,,,,
102117,0,193.00,3.9524,1,,,,
102118,0,192.00,3.9048,1,,,,
102119,0,193.00,4.0536,1,,,,
102120,0,193.00,3.8929,1,,,,
102121,0,193.00,3.9702,1,,,,
102122,0,193.00,4.3274,1,,,,
102123,0,192.00,3.8869,1,,,,
102124,0,193.00,4.3512,1,,,,
102125,0,192.00,4.1607,1,,,,
102126,0,193.00,3.8214,1,,,,
102127,0,193.00,3.9762,1,,,,
102128,0,193.00,3.9405,1,,,,
102129,0,192.00,4.0238,1,,,,
102130,0,193.00,3.9940,1,,,,
102131,0,192.00,4.1548,1,,,,
102132,0,194.00,4.3333,1,,,,
102133,0,193.00,4.1071,1,,,,
102134,0,193.00,4.0952,1,,,,
102135,0,193.00,4.1845,1,,,,
102136,0,193.00,4.0536,1,,,,
102137,0,193.00,3.9821,1,,,,
102138,0,192.00,3.9643,1,,,,
102139,0,193.00,3.9464,1,,,,
102140,0,192.00,4.3988,1,,,,
102141,0,192.00,4.0833,1,,,,
102142,0,193.00,4.0298,1,,,,
102143,0,193.00,3.8155,1,,,,
102144,0,193.00,3.9107,1,,,,
102145,0,192.00,4.3750,1,,,,
102146,0,193.00,3.9345,1,,,,
102147,0,193.00,4.0595,1,,,,
102148,0,192.00,4.0833,1,,,,
102149,0,192.00,4.1488,1,,,,
102150,0,193.00,4.0714,1,,,,
102151,0,192.00,4.0893,1,,,,
102152,0,192.00,3.9940,1,,,,
102153,0,192.00,3.7321,1,,,,
102154,0,193.00,4.1905,1,,,,
102155,0,193.00,3.9881,1,,,,
102156,0,193.00,3.9762,1,,,,
102157,0,193.00,3.9643,1,,,,
102158,0,193.00,3.9286,1,,,,
102159,0,193.00,4.2083,1,,,,
102160,0,193.00,3.9524,1,,,,
102161,0,193.00,4.1488,1,,,,
102162,0,193.00,3.9107,1,,,,
102163,0,193.00,3.8810,1,,,,
102164,0,192.00,4.2202,1,,,,
102165,0,193.00,4.0595,1,,,,
102166,0,193.00,4.1369,1,,,,
102167,0,193.00,4.2143,1,,,,
102168,0,193.00,4.0893,1,,,,
102169,0,193.00,3.6667,1,,,,
102170,0,193.00,4.0298,1,,,,
102171,0,193.00,4.0179,1,,,,
102172,0,193.00,4.1607,1,,,,
102173,0,193.00,4.0893,1,,,,
102174,0,192.00,4.1905,1,,,,
102175,0,193.00,4.0060,1,,,,
102176,0,193.00,4.0655,1,,,,
102177,0,193.00,3.9940,1,,,,
102178,0,192.00,3.8988,1,,,,
102179,0,193.00,4.2321,1,,,,
102180,0,192.00,3.9048,1,,,,
102181,0,192.00,4.0357,1,,,,
102182,0,193.00,4.1012,1,,,,
102183,0,193.00,3.8631,1,,,,
102184,0,193.00,4.1369,1,,,,
102185,0,193.00,4.2083,1,,,,
102186,0,193.00,4.0298,1,,,,
102187,0,192.00,4.0298,1,,,,
102188,0,192.00,3.8810,1,,,,
102189,0,193.00,4.0774,1,,,,
102190,0,193.00,4.0000,1,,,,
102191,0,193.00,4.0357,1,,,,
102192,0,193.00,4.1012,1,,,,
102193,0,193.00,3.9702,1,,,,
102194,0,193.00,3.7560,1,,,,
102195,0,193.00,3.8095,1,,,,
102196,0,193.00,4.1071,1,,,,
102197,0,193.00,3.8452,1,,,,
102198,0,193.00,4.2560,1,,,,
102199,0,192.00,3.7262,1,,,,
102200,0,193.00,4.0000,1,,,,
102201,0,193.00,4.0179,1,,,,
102202,0,193.00,3.9226,1,,,,
102203,0,193.00,4.1131,1,,,,
102204,0,193.00,4.1786,1,,,,
102205,0,192.00,4.0417,1,,,,
102206,0,193.00,4.1548,1,,,,
102207,0,193.00,4.0952,1,,,,
102208,0,193.00,3.9881,1,,,,
102209,0,193.00,3.9107,1,,,,
102210,0,193.00,4.0060,1,,,,
102211,0,193.00,4.1905,1,,,,
102212,0,192.00,4.0774,1,,,,
102213,0,193.00,3.9345,1,,,,
102214,0,193.00,3.9583,1,,,,
102215,0,193.00,4.1310,1,,,,
102216,0,193.00,3.9345,1,,,,
102217,0,193.00,3.8988,1,,,,
102218,0,193.00,3.8929,1,,,,
102219,0,193.00,4.1964,1,,,,
102220,0,192.00,4.1607,1,,,,
102221,0,193.00,4.2917,1,,,,
102222,0,193.00,3.9762,1,,,,
102223,0,193.00,3.9405,1,,,,
102224,0,193.00,4.2143,1,,,,
102225,0,193.00,3.9881,1,,,,
102226,0,193.00,4.1964,1,,,,
102227,0,192.00,4.2917,1,,,,
102228,0,193.00,4.1250,1,,,,
102229,0,193.00,4.2202,1,,,,
102230,0,193.00,4.1310,1,,,,
102231,0,193.00,4.0298,1,,,,
102232,0,193.00,4.0298,1,,,,
102233,0,193.00,3.9940,1,,,,
102234,0,193.00,3.7619,1,,,,
102235,0,193.00,4.5476,1,,,,
102236,0,193.00,3.9524,1,,,,
102237,0,193.00,3.8095,1,,,,
102238,0,193.00,3.8810,1,,,,
102239,0,193.00,4.1667,1,,,,
102240,0,193.00,4.0536,1,,,,
102241,0,193.00,4.1607,1,,,,
102242,0,193.00,3.8274,1,,,,
102243,0,193.00,3.7619,1,,,,
102244,0,192.00,3.9524,1,,,,
102245,0,192.00,3.7619,1,,,,
102246,0,193.00,4.1250,1,,,,
102247,0,193.00,4.1905,1,,,,
102248,0,193.00,3.8929,1,,,,
102249,0,193.00,3.9643,1,,,,
102250,0,193.00,3.9286,1,,,,
102251,0,193.00,4.0179,1,,,,
102252,0,192.00,4.0536,1,,,,
102253,0,193.00,4.0000,1,,,,
102254,0,192.00,4.0238,1,,,,
102255,0,193.00,3.9405,1,,,,
102256,0,193.00,4.2024,1,,,,
102257,0,193.00,3.9107,1,,,,
102258,0,193.00,4.0119,1,,,,
102259,0,193.00,4.4226,1,,,,
102260,0,193.00,4.0119,1,,,,
102261,0,193.00,3.9286,1,,,,
102262,0,193.00,3.8690,1,,,,
102263,0,193.00,4.1726,1,,,,
102264,0,192.00,3.9881,1,,,,
102265,0,194.00,4.1131,1,,,,
102266,0,193.00,4.1012,1,,,,
102267,0,192.00,3.9345,1,,,,
102268,0,193.00,3.9821,1,,,,
102269,0,193.00,4.1488,1,,,,
102270,0,193.00,3.8512,1,,,,
102271,0,193.00,3.9583,1,,,,
102272,0,193.00,3.9583,1,,,,
102273,0,193.00,3.9524,1,,,,
102274,0,193.00,3.9226,1,,,,
102275,0,192.00,3.9048,1,,,,
