Tmax,rep,run_t,train_ctr
23853,0,11.675493,100227
58053,1,28.808316,243147
76853,2,38.201225,323250
54449,3,27.089257,229071
56199,4,27.712371,235498
68637,5,33.990242,288417
53380,6,26.637498,224225
50418,7,25.134907,212300
83956,8,41.715409,352780
13430,9,6.764154,56225
67204,10,33.530391,282269
53397,11,26.446364,223788
97515,12,48.290848,410257
26279,13,12.965993,110720
86660,14,42.953170,364691
85800,15,42.870285,360579
1625,16,0.816907,6898
29292,17,14.590488,123463
23471,18,11.886154,98335
99949,19,51.333729,420875
73725,20,36.092317,309105
38272,21,19.090462,160577
44938,22,22.353244,188903
91416,23,45.696207,383540
53044,24,26.389871,223445
3579,25,1.806584,15051
21538,26,10.828489,90415
43635,27,21.970811,183797
38433,28,19.737867,160970
85762,29,42.793497,359872
31019,30,15.472379,130630
18738,31,9.235130,78195
58621,32,29.166875,245584
81051,33,41.522721,340622
84623,34,41.545619,353674
51066,35,25.550192,213744
24477,36,12.476908,102793
47714,37,23.689782,200171
21317,38,10.616533,89539
92877,39,46.584583,389878
54561,40,27.273002,229399
24480,41,12.186239,102825
24958,42,12.926894,105054
96525,43,48.963025,406452
95127,44,47.723562,399921
44531,45,22.840140,186988
95849,46,50.921811,403890
61768,47,30.713361,260061
36675,48,18.516700,154672
11103,49,5.597778,46626
51609,50,25.690265,216674
53670,51,26.932142,225215
18471,52,9.531929,77644
33038,53,16.821781,138509
80921,54,40.426357,339212
31200,55,15.677487,131041
46617,56,23.357517,196349
33558,57,17.058510,140834
41317,58,20.785262,173440
80494,59,40.542249,338103
31595,60,16.241588,132382
26191,61,13.139607,110335
40260,62,19.933476,169267
18043,63,8.898815,75779
52475,64,26.280318,220194
73630,65,38.072383,309370
33152,66,16.654947,139086
37932,67,18.857095,159747
39896,68,19.857273,167057
84043,69,41.331476,353069
63928,70,32.089513,268075
70217,71,35.614092,294375
79435,72,39.002204,333807
11863,73,6.072081,49861
75147,74,37.612469,316213
94639,75,47.557093,397746
21090,76,10.632869,88293
1632,77,0.831699,6956
77177,78,38.737638,323307
69826,79,36.840396,293228
20521,80,10.249616,85822
42699,81,21.421390,179439
74796,82,39.117053,313710
78822,83,39.038622,331243
94326,84,48.044576,396036
94977,85,48.533179,399535
90578,86,45.066775,380351
93488,87,46.735420,392010
85889,88,42.819869,361043
62836,89,31.296336,264659
20851,90,10.360070,87379
22336,91,11.120049,93054
79465,92,39.679595,333247
64561,93,32.215947,271161
55648,94,28.772538,234256
36102,95,18.074378,151592
24165,96,12.355591,101194
62065,97,32.151739,260781
14790,98,7.427192,62444
99273,99,50.507103,417147
