seed,deadlock_found,new_constraints,total_constraints,iterations,trains_completed,trains_per_hr,cpu_time
1,1,3,3,4,310,1.8452,0.057
2,0,0,3,1,244,1.4524,0.041
3,0,0,3,1,235,1.3988,0.033
4,0,0,3,1,262,1.5595,0.034
5,0,0,3,1,237,1.4107,0.032
6,1,1,4,2,269,1.6012,0.040
7,0,0,4,1,256,1.5238,0.038
8,0,0,4,1,250,1.4881,0.056
9,0,0,4,1,245,1.4583,0.042
10,0,0,4,1,291,1.7321,0.045
11,0,0,4,1,256,1.5238,0.031
12,0,0,4,1,266,1.5833,0.032
13,0,0,4,1,247,1.4702,0.029
14,1,1,5,2,253,1.5060,0.049
15,0,0,5,1,237,1.4107,0.031
16,0,0,5,1,259,1.5417,0.032
17,0,0,5,1,236,1.4048,0.029
18,0,0,5,1,276,1.6429,0.036
19,0,0,5,1,271,1.6131,0.039
20,0,0,5,1,237,1.4107,0.028
21,0,0,5,1,264,1.5714,0.035
22,0,0,5,1,240,1.4286,0.036
23,0,0,5,1,241,1.4345,0.031
24,0,0,5,1,237,1.4107,0.028
25,0,0,5,1,258,1.5357,0.031
26,0,0,5,1,270,1.6071,0.040
27,0,0,5,1,227,1.3512,0.029
28,0,0,5,1,254,1.5119,0.031
29,0,0,5,1,222,1.3214,0.027
30,0,0,5,1,269,1.6012,0.035
31,0,0,5,1,270,1.6071,0.031
32,0,0,5,1,267,1.5893,0.034
33,0,0,5,1,233,1.3869,0.028
34,0,0,5,1,249,1.4821,0.034
35,0,0,5,1,245,1.4583,0.027
36,0,0,5,1,254,1.5119,0.030
37,0,0,5,1,274,1.6310,0.032
38,0,0,5,1,234,1.3929,0.027
39,0,0,5,1,265,1.5774,0.031
40,0,0,5,1,262,1.5595,0.032
41,0,0,5,1,243,1.4464,0.035
42,0,0,5,1,245,1.4583,0.030
43,0,0,5,1,248,1.4762,0.032
44,0,0,5,1,263,1.5655,0.036
45,0,0,5,1,251,1.4940,0.031
46,0,0,5,1,258,1.5357,0.031
47,0,0,5,1,231,1.3750,0.030
48,0,0,5,1,255,1.5179,0.039
49,0,0,5,1,233,1.3869,0.031
50,0,0,5,1,242,1.4405,0.031
51,0,0,5,1,233,1.3869,0.028
52,0,0,5,1,259,1.5417,0.031
53,0,0,5,1,273,1.6250,0.030
54,0,0,5,1,232,1.3810,0.029
55,0,0,5,1,250,1.4881,0.029
56,0,0,5,1,240,1.4286,0.030
57,0,0,5,1,254,1.5119,0.031
58,0,0,5,1,265,1.5774,0.033
59,0,0,5,1,230,1.3690,0.026
60,0,0,5,1,239,1.4226,0.026
61,0,0,5,1,231,1.3750,0.026
62,0,0,5,1,253,1.5060,0.033
63,0,0,5,1,234,1.3929,0.033
64,0,0,5,1,254,1.5119,0.029
65,0,0,5,1,253,1.5060,0.029
66,0,0,5,1,241,1.4345,0.031
67,0,0,5,1,250,1.4881,0.029
68,0,0,5,1,254,1.5119,0.031
69,0,0,5,1,241,1.4345,0.030
70,0,0,5,1,249,1.4821,0.031
71,0,0,5,1,263,1.5655,0.031
72,0,0,5,1,257,1.5298,0.028
73,0,0,5,1,249,1.4821,0.029
74,0,0,5,1,222,1.3214,0.027
75,0,0,5,1,264,1.5714,0.030
76,0,0,5,1,268,1.5952,0.031
77,0,0,5,1,268,1.5952,0.032
78,0,0,5,1,241,1.4345,0.030
79,0,0,5,1,240,1.4286,0.032
80,0,0,5,1,257,1.5298,0.033
81,0,0,5,1,254,1.5119,0.029
82,0,0,5,1,248,1.4762,0.029
83,0,0,5,1,269,1.6012,0.031
84,0,0,5,1,257,1.5298,0.030
85,0,0,5,1,253,1.5060,0.029
86,0,0,5,1,237,1.4107,0.029
87,0,0,5,1,239,1.4226,0.028
88,0,0,5,1,265,1.5774,0.034
89,0,0,5,1,246,1.4643,0.030
90,0,0,5,1,287,1.7083,0.035
91,0,0,5,1,237,1.4107,0.028
92,0,0,5,1,250,1.4881,0.030
93,0,0,5,1,283,1.6845,0.035
94,0,0,5,1,227,1.3512,0.030
95,0,0,5,1,219,1.3036,0.026
96,0,0,5,1,259,1.5417,0.030
97,0,0,5,1,266,1.5833,0.034
98,0,0,5,1,244,1.4524,0.031
99,0,0,5,1,234,1.3929,0.029
100,0,0,5,1,245,1.4583,0.030
101,0,0,5,1,266,1.5833,0.030
102,0,0,5,1,253,1.5060,0.030
103,0,0,5,1,264,1.5714,0.030
104,0,0,5,1,292,1.7381,0.040
105,0,0,5,1,241,1.4345,0.028
106,0,0,5,1,250,1.4881,0.031
107,0,0,5,1,254,1.5119,0.031
108,0,0,5,1,244,1.4524,0.030
109,0,0,5,1,237,1.4107,0.028
110,0,0,5,1,250,1.4881,0.036
111,0,0,5,1,247,1.4702,0.029
112,0,0,5,1,282,1.6786,0.032
113,0,0,5,1,256,1.5238,0.032
114,0,0,5,1,233,1.3869,0.030
