seed,deadlock_found,new_constraints,total_constraints,iterations,trains_completed,trains_per_hr,avg_wait_time,cpu_time
1,1,4,4,5,963,5.7321,0.3430,0.062
2,1,1,5,2,971,5.7798,0.3245,0.052
3,0,0,5,1,925,5.5060,0.2475,0.031
4,0,0,5,1,902,5.3690,0.2532,0.030
5,0,0,5,1,906,5.3929,0.2694,0.030
6,0,0,5,1,927,5.5179,0.2570,0.032
7,0,0,5,1,906,5.3929,0.2515,0.034
8,0,0,5,1,910,5.4167,0.2336,0.033
9,1,1,6,2,938,5.5833,0.2915,0.049
10,0,0,6,1,950,5.6548,0.3565,0.032
11,0,0,6,1,941,5.6012,0.3021,0.031
12,0,0,6,1,939,5.5893,0.2680,0.031
13,0,0,6,1,893,5.3155,0.2304,0.029
14,0,0,6,1,897,5.3393,0.2299,0.031
15,0,0,6,1,934,5.5595,0.3210,0.032
16,0,0,6,1,930,5.5357,0.2544,0.031
17,0,0,6,1,937,5.5774,0.2959,0.033
18,0,0,6,1,971,5.7798,0.3755,0.035
19,0,0,6,1,908,5.4048,0.2441,0.033
20,0,0,6,1,863,5.1369,0.2192,0.030
21,0,0,6,1,875,5.2083,0.2199,0.031
22,0,0,6,1,879,5.2321,0.2160,0.032
23,0,0,6,1,905,5.3869,0.3208,0.032
24,0,0,6,1,921,5.4821,0.3068,0.031
25,0,0,6,1,955,5.6845,0.2774,0.034
26,0,0,6,1,927,5.5179,0.2885,0.033
27,0,0,6,1,894,5.3214,0.2310,0.031
28,0,0,6,1,898,5.3452,0.2512,0.032
29,0,0,6,1,874,5.2024,0.2276,0.029
30,0,0,6,1,943,5.6131,0.3075,0.032
31,0,0,6,1,959,5.7083,0.2679,0.032
32,0,0,6,1,996,5.9286,0.3367,0.033
33,0,0,6,1,903,5.3750,0.2428,0.029
34,0,0,6,1,879,5.2321,0.2315,0.029
35,0,0,6,1,937,5.5774,0.2421,0.030
36,0,0,6,1,950,5.6548,0.3325,0.031
37,0,0,6,1,921,5.4821,0.2983,0.031
38,0,0,6,1,894,5.3214,0.2178,0.032
39,0,0,6,1,929,5.5298,0.2870,0.035
40,0,0,6,1,945,5.6250,0.3083,0.032
41,0,0,6,1,919,5.4702,0.2671,0.031
42,0,0,6,1,910,5.4167,0.2639,0.031
43,0,0,6,1,903,5.3750,0.2252,0.032
44,0,0,6,1,934,5.5595,0.2719,0.033
45,0,0,6,1,941,5.6012,0.3239,0.032
46,0,0,6,1,925,5.5060,0.2889,0.033
47,0,0,6,1,902,5.3690,0.2650,0.031
48,0,0,6,1,942,5.6071,0.3093,0.033
49,0,0,6,1,969,5.7679,0.3576,0.032
50,0,0,6,1,882,5.2500,0.2559,0.030
51,0,0,6,1,952,5.6667,0.3508,0.034
52,0,0,6,1,920,5.4762,0.2546,0.034
53,0,0,6,1,975,5.8036,0.3640,0.035
54,0,0,6,1,898,5.3452,0.2247,0.032
55,0,0,6,1,888,5.2857,0.2334,0.031
56,0,0,6,1,950,5.6548,0.3285,0.032
57,0,0,6,1,897,5.3393,0.2661,0.030
58,0,0,6,1,911,5.4226,0.2425,0.030
59,0,0,6,1,913,5.4345,0.2860,0.030
60,0,0,6,1,934,5.5595,0.2873,0.031
61,0,0,6,1,935,5.5655,0.3120,0.031
62,0,0,6,1,878,5.2262,0.2387,0.032
63,0,0,6,1,893,5.3155,0.2277,0.032
64,0,0,6,1,893,5.3155,0.2548,0.033
65,0,0,6,1,941,5.6012,0.3083,0.034
66,0,0,6,1,930,5.5357,0.2750,0.033
67,0,0,6,1,953,5.6726,0.3181,0.033
68,0,0,6,1,899,5.3512,0.2524,0.032
69,0,0,6,1,939,5.5893,0.3092,0.031
70,0,0,6,1,892,5.3095,0.2449,0.030
71,0,0,6,1,913,5.4345,0.2524,0.031
72,0,0,6,1,880,5.2381,0.2052,0.031
73,0,0,6,1,882,5.2500,0.2046,0.030
74,0,0,6,1,885,5.2679,0.2572,0.032
75,0,0,6,1,909,5.4107,0.2383,0.033
76,0,0,6,1,935,5.5655,0.2881,0.033
77,0,0,6,1,899,5.3512,0.2344,0.031
78,0,0,6,1,955,5.6845,0.3221,0.033
79,0,0,6,1,887,5.2798,0.2136,0.031
80,0,0,6,1,916,5.4524,0.2509,0.031
81,0,0,6,1,895,5.3274,0.2459,0.032
82,0,0,6,1,915,5.4464,0.3041,0.035
83,0,0,6,1,978,5.8214,0.3118,0.034
84,0,0,6,1,966,5.7500,0.3070,0.037
85,0,0,6,1,928,5.5238,0.2954,0.034
86,0,0,6,1,890,5.2976,0.2276,0.030
87,0,0,6,1,890,5.2976,0.2340,0.031
88,0,0,6,1,970,5.7738,0.3152,0.035
89,0,0,6,1,909,5.4107,0.2437,0.034
90,0,0,6,1,922,5.4881,0.2892,0.031
91,0,0,6,1,932,5.5476,0.2786,0.033
92,0,0,6,1,916,5.4524,0.2772,0.032
93,0,0,6,1,966,5.7500,0.3626,0.033
94,0,0,6,1,962,5.7262,0.3219,0.032
95,0,0,6,1,907,5.3988,0.2504,0.030
96,0,0,6,1,900,5.3571,0.2355,0.031
97,0,0,6,1,924,5.5000,0.2811,0.032
98,0,0,6,1,883,5.2560,0.2227,0.031
99,0,0,6,1,915,5.4464,0.2666,0.031
100,0,0,6,1,909,5.4107,0.2489,0.031
101,0,0,6,1,886,5.2738,0.2595,0.030
102,0,0,6,1,891,5.3036,0.2162,0.030
103,0,0,6,1,928,5.5238,0.2747,0.031
104,0,0,6,1,998,5.9405,0.4512,0.033
105,0,0,6,1,897,5.3393,0.2213,0.029
106,0,0,6,1,896,5.3333,0.2405,0.031
107,0,0,6,1,896,5.3333,0.2247,0.032
108,0,0,6,1,941,5.6012,0.2797,0.032
109,0,0,6,1,967,5.7560,0.3764,0.032
