constraint_id,segment_id/occupancy_limit,terminal,front_signal_segment_id,front_signal_head_node_id,min_length,max_length
dl_0,2,,,,,
dl_0,24,Wyreema_exit,24,20,0.44,0
dl_0,26,exit_to_Brisbane,26,20,0.44,0
dl_0,25,exit_to_Brisbane,25,20,0.44,0
dl_1,2,,,,,
dl_1,24,Gowrie_exit,24,20,0.44,0
dl_1,26,exit_to_Brisbane,26,20,0.44,0
dl_1,25,exit_to_Brisbane,25,20,0.44,0
dl_2,1,,,,,
dl_2,35,Wyreema_exit,35,28,0.44,0
dl_2,31,Gowrie_exit,31,26,0.44,0
dl_3,1,,,,,
dl_3,35,Wyreema_exit,35,28,0.44,0
dl_3,188,Gowrie_exit,188,147,0.44,0
dl_4,1,,,,,
dl_4,28,Gowrie_exit,28,23,0.44,0
dl_4,35,exit_to_Brisbane,35,28,0.44,0
dl_5,3,,,,,
dl_5,157,Gowrie_exit,157,119,0.44,0
dl_5,159,Gowrie_exit,159,120,0.44,0
dl_5,158,exit_to_Brisbane,158,119,0.44,0
dl_5,160,Wyreema_exit,160,120,0.44,0
dl_6,3,,,,,
dl_6,35,Gowrie_exit,35,29,0.44,0
dl_6,159,Gowrie_exit,159,120,0.44,0
dl_6,158,exit_to_Brisbane,158,119,0.44,0
dl_6,160,Wyreema_exit,160,120,0.44,0
dl_7,3,,,,,
dl_7,170,Wyreema_exit,170,131,0.44,0
dl_7,171,Wyreema_exit,171,132,0.44,0
dl_7,172,exit_to_Brisbane,172,131,0.44,0
dl_7,173,exit_to_Brisbane,173,132,0.44,0
dl_8,2,,,,,
dl_8,157,Gowrie_exit,157,119,0.44,0
dl_8,159,Wyreema_exit,159,119,0.44,0
dl_8,158,exit_to_Brisbane,158,119,0.44,0
dl_9,3,,,,,
dl_9,157,Gowrie_exit,157,119,0.44,0
dl_9,160,Wyreema_exit,160,120,0.44,0
dl_9,158,exit_to_Brisbane,158,119,0.44,0
dl_9,35,Gowrie_exit,35,29,0.44,0
dl_10,2,,,,,
dl_10,157,Gowrie_exit,157,119,0.44,0
dl_10,159,exit_to_Brisbane,159,119,0.44,0
dl_10,158,exit_to_Brisbane,158,119,0.44,0
dl_11,3,,,,,
dl_11,170,Wyreema_exit,170,131,0.44,0
dl_11,171,Gowrie_exit,171,131,0.44,0
dl_11,172,Wyreema_exit,172,132,0.44,0
dl_11,173,exit_to_Brisbane,173,132,0.44,0
dl_12,2,,,,,
dl_12,173,exit_to_Brisbane,173,132,0.44,0
dl_12,171,Wyreema_exit,171,132,0.44,0
dl_12,172,Wyreema_exit,172,132,0.44,0
dl_13,2,,,,,
dl_13,173,Gowrie_exit,173,132,0.44,0
dl_13,171,Wyreema_exit,171,132,0.44,0
dl_13,172,Wyreema_exit,172,132,0.44,0
dl_14,3,,,,,
dl_14,27,exit_to_Brisbane,27,21,0.44,0
