seed,deadlock_found,new_constraints,total_constraints,iterations,trains_completed,trains_per_hr,cpu_time
1,1,83,83,78,536,3.1905,1.729
2,1,49,132,47,531,3.1607,1.074
3,1,4,136,5,477,2.8393,0.071
4,1,34,170,32,479,2.8512,0.281
5,1,21,191,22,481,2.8631,0.516
6,1,34,225,35,513,3.0536,1.134
7,1,3,228,4,480,2.8571,0.079
8,1,4,232,5,471,2.8036,0.082
9,0,0,232,1,486,2.8929,0.044
10,1,40,272,41,552,3.2857,0.236
11,1,5,277,6,497,2.9583,0.132
12,1,7,284,8,538,3.2024,0.100
13,0,0,284,1,488,2.9048,0.042
14,0,0,284,1,481,2.8631,0.040
15,1,35,319,36,490,2.9167,1.422
16,1,2,321,3,524,3.1190,0.130
17,1,31,352,32,484,2.8810,0.136
18,1,598,950,596,555,3.3036,30.628
19,1,3,953,4,503,2.9940,0.155
20,1,1,954,2,452,2.6905,0.083
21,1,3,957,4,497,2.9583,0.101
22,1,1,958,2,484,2.8810,0.084
23,1,13,971,13,494,2.9405,0.221
24,1,14,985,15,483,2.8750,0.557
25,0,0,985,1,519,3.0893,0.057
26,1,1,986,2,513,3.0536,0.091
27,1,2,988,3,474,2.8214,0.137
28,0,0,988,1,514,3.0595,0.055
29,0,0,988,1,464,2.7619,0.047
30,1,35,1023,36,533,3.1726,1.866
31,1,9,1032,10,518,3.0833,0.173
32,1,9,1041,10,544,3.2381,0.199
33,1,23,1064,24,481,2.8631,1.047
34,0,0,1064,1,499,2.9702,0.050
35,1,3,1067,4,499,2.9702,0.107
36,1,6,1073,7,512,3.0476,0.303
37,1,53,1126,54,517,3.0774,0.724
38,1,312,1438,312,483,2.8750,16.264
39,0,0,1438,1,506,3.0119,0.067
40,1,112,1550,111,506,3.0119,4.570
41,1,1,1551,2,511,3.0417,0.071
42,0,0,1551,1,495,2.9464,0.062
43,1,4,1555,5,468,2.7857,0.110
44,0,0,1555,1,521,3.1012,0.068
45,1,119,1674,120,501,2.9821,5.889
46,1,5,1679,6,521,3.1012,0.315
47,1,4,1683,5,501,2.9821,0.178
48,1,5,1688,6,528,3.1429,0.332
49,1,11,1699,12,506,3.0119,0.605
50,1,4,1703,5,499,2.9702,0.282
51,1,9,1712,10,506,3.0119,0.097
52,1,31,1743,32,507,3.0179,0.570
53,1,11,1754,12,554,3.2976,0.835
54,0,0,1754,1,471,2.8036,0.065
55,0,0,1754,1,499,2.9702,0.067
56,0,0,1754,1,489,2.9107,0.070
57,1,4,1758,5,506,3.0119,0.188
58,0,0,1758,1,503,2.9940,0.067
59,0,0,1758,1,464,2.7619,0.061
60,1,17,1775,18,511,3.0417,0.993
61,0,0,1775,1,476,2.8333,0.062
62,1,4,1779,5,489,2.9107,0.097
63,0,0,1779,1,461,2.7440,0.061
64,0,0,1779,1,503,2.9940,0.071
65,0,0,1779,1,483,2.8750,0.062
66,1,5,1784,6,485,2.8869,0.198
67,0,0,1784,1,506,3.0119,0.069
68,1,16,1800,15,473,2.8155,0.171
69,1,6,1806,7,505,3.0060,0.126
70,1,14,1820,15,495,2.9464,0.146
71,1,4,1824,5,489,2.9107,0.121
72,0,0,1824,1,485,2.8869,0.064
73,0,0,1824,1,502,2.9881,0.068
74,1,1,1825,2,486,2.8929,0.104
75,1,2,1827,3,488,2.9048,0.190
76,1,6,1833,7,502,2.9881,0.233
77,0,0,1833,1,491,2.9226,0.070
78,0,0,1833,1,522,3.1071,0.078
79,1,6,1839,7,479,2.8512,0.286
80,1,3,1842,4,507,3.0179,0.140
81,1,3,1845,4,510,3.0357,0.181
82,0,0,1845,1,526,3.1310,0.073
83,1,1,1846,2,539,3.2083,0.111
84,0,0,1846,1,521,3.1012,0.072
85,1,18,1864,19,524,3.1190,0.485
86,0,0,1864,1,507,3.0179,0.071
87,0,0,1864,1,491,2.9226,0.068
88,0,0,1864,1,525,3.1250,0.074
89,1,5,1869,6,498,2.9643,0.126
90,1,60,1929,61,501,2.9821,1.522
91,1,1,1930,2,482,2.8690,0.100
92,0,0,1930,1,519,3.0893,0.072
93,1,3,1933,4,533,3.1726,0.093
94,0,0,1933,1,475,2.8274,0.067
95,1,46,1979,47,486,2.8929,2.778
96,0,0,1979,1,496,2.9524,0.068
97,1,1,1980,2,497,2.9583,0.128
98,1,586,2566,587,497,2.9583,9.951
99,1,143,2709,141,500,2.9762,11.868
100,1,2,2711,3,514,3.0595,0.205
101,0,0,2711,1,482,2.8690,0.091
102,0,0,2711,1,500,2.9762,0.097
103,0,0,2711,1,512,3.0476,0.095
104,1,143,2854,144,534,3.1786,1.534
105,0,0,2854,1,490,2.9167,0.091
106,0,0,2854,1,476,2.8333,0.094
107,0,0,2854,1,483,2.8750,0.093
108,0,0,2854,1,506,3.0119,0.098
109,1,11,2865,12,513,3.0536,0.770
110,0,0,2865,1,497,2.9583,0.088
111,0,0,2865,1,515,3.0655,0.095
112,0,0,2865,1,517,3.0774,0.098
113,0,0,2865,1,507,3.0179,0.095
114,1,17,2882,18,505,3.0060,1.446
115,0,0,2882,1,497,2.9583,0.094
116,1,1,2883,2,519,3.0893,0.139
117,1,294,3177,295,511,3.0417,10.611
118,1,18,3195,19,508,3.0238,1.023
119,1,4,3199,5,509,3.0298,0.508
120,0,0,3199,1,463,2.7560,0.087
121,1,264,3463,264,506,3.0119,15.949
122,0,0,3463,1,486,2.8929,0.108
123,0,0,3463,1,514,3.0595,0.116
124,1,3,3466,4,497,2.9583,0.394
125,0,0,3466,1,504,3.0000,0.112
126,1,4,3470,5,486,2.8929,0.176
127,0,0,3470,1,555,3.3036,0.126
128,0,0,3470,1,502,2.9881,0.114
129,0,0,3470,1,536,3.1905,0.127
130,0,0,3470,1,469,2.7917,0.104
131,1,3,3473,4,514,3.0595,0.154
132,0,0,3473,1,494,2.9405,0.114
133,1,445,3918,444,520,3.0952,38.602
134,0,0,3918,1,515,3.0655,0.128
135,0,0,3918,1,485,2.8869,0.126
