seed,deadlock_found,new_constraints,total_constraints,iterations,trains_completed,trains_per_hr,avg_wait_time,cpu_time
1,1,1,1,2,612,3.6429,0.1201,0.104
2,1,2,3,3,613,3.6488,0.1230,0.092
3,1,1,4,2,563,3.3512,0.0920,0.065
4,0,0,4,1,569,3.3869,0.1090,0.050
5,1,2,6,3,554,3.2976,0.0995,0.089
6,0,0,6,1,599,3.5655,0.1128,0.049
7,0,0,6,1,567,3.3750,0.0974,0.047
8,0,0,6,1,559,3.3274,0.0784,0.049
9,1,1,7,2,574,3.4167,0.1170,0.054
10,1,1,8,2,618,3.6786,0.1223,0.062
11,0,0,8,1,597,3.5536,0.1159,0.050
12,0,0,8,1,627,3.7321,0.1099,0.052
13,0,0,8,1,575,3.4226,0.1057,0.047
14,0,0,8,1,556,3.3095,0.1053,0.045
15,0,0,8,1,589,3.5060,0.1216,0.049
16,0,0,8,1,623,3.7083,0.1178,0.055
17,0,0,8,1,569,3.3869,0.1001,0.046
18,0,0,8,1,631,3.7560,0.1332,0.054
19,0,0,8,1,586,3.4881,0.0991,0.049
20,0,0,8,1,521,3.1012,0.0842,0.043
21,0,0,8,1,589,3.5060,0.1117,0.049
22,0,0,8,1,582,3.4643,0.1173,0.050
23,0,0,8,1,573,3.4107,0.1015,0.047
24,0,0,8,1,589,3.5060,0.1069,0.051
25,0,0,8,1,608,3.6190,0.1031,0.055
26,0,0,8,1,605,3.6012,0.1071,0.053
27,0,0,8,1,559,3.3274,0.1056,0.048
28,0,0,8,1,602,3.5833,0.1038,0.051
29,0,0,8,1,541,3.2202,0.1023,0.046
30,0,0,8,1,608,3.6190,0.1143,0.051
31,0,0,8,1,615,3.6607,0.1169,0.052
32,0,0,8,1,637,3.7917,0.1091,0.052
33,0,0,8,1,560,3.3333,0.1007,0.046
34,0,0,8,1,580,3.4524,0.1139,0.049
35,0,0,8,1,587,3.4940,0.1171,0.047
36,1,1,9,2,595,3.5417,0.1074,0.056
37,0,0,9,1,603,3.5893,0.1095,0.051
38,1,1,10,2,564,3.3571,0.1062,0.059
39,0,0,10,1,582,3.4643,0.1069,0.049
40,1,4,14,5,582,3.4643,0.1313,0.115
41,1,1,15,2,588,3.5000,0.1080,0.073
42,0,0,15,1,596,3.5476,0.1063,0.051
43,0,0,15,1,566,3.3690,0.1204,0.048
44,0,0,15,1,591,3.5179,0.1224,0.050
45,0,0,15,1,583,3.4702,0.1181,0.050
46,0,0,15,1,590,3.5119,0.1237,0.048
47,0,0,15,1,578,3.4405,0.1005,0.046
48,1,2,17,3,607,3.6131,0.1159,0.072
49,0,0,17,1,593,3.5298,0.0980,0.048
50,0,0,17,1,567,3.3750,0.0895,0.047
51,0,0,17,1,582,3.4643,0.1138,0.051
52,0,0,17,1,576,3.4286,0.0958,0.048
53,1,1,18,2,638,3.7976,0.1275,0.081
54,1,1,19,2,559,3.3274,0.1043,0.057
55,0,0,19,1,578,3.4405,0.1038,0.047
56,0,0,19,1,579,3.4464,0.1064,0.047
57,0,0,19,1,592,3.5238,0.1132,0.048
58,0,0,19,1,579,3.4464,0.1063,0.047
59,0,0,19,1,564,3.3571,0.0912,0.044
60,1,1,20,2,614,3.6548,0.1191,0.083
61,0,0,20,1,576,3.4286,0.1126,0.046
62,0,0,20,1,562,3.3452,0.1002,0.048
63,0,0,20,1,555,3.3036,0.0852,0.046
64,0,0,20,1,567,3.3750,0.1153,0.048
65,0,0,20,1,578,3.4405,0.1010,0.051
66,0,0,20,1,584,3.4762,0.1151,0.053
67,0,0,20,1,602,3.5833,0.1127,0.051
68,0,0,20,1,560,3.3333,0.0962,0.051
69,0,0,20,1,601,3.5774,0.1107,0.054
70,0,0,20,1,583,3.4702,0.1105,0.053
71,0,0,20,1,557,3.3155,0.0975,0.049
72,0,0,20,1,558,3.3214,0.0987,0.047
73,0,0,20,1,576,3.4286,0.0897,0.050
74,0,0,20,1,573,3.4107,0.1168,0.049
75,0,0,20,1,573,3.4107,0.1091,0.051
76,0,0,20,1,572,3.4048,0.1133,0.050
77,0,0,20,1,566,3.3690,0.0954,0.050
78,0,0,20,1,615,3.6607,0.1187,0.053
79,0,0,20,1,559,3.3274,0.1078,0.049
80,0,0,20,1,596,3.5476,0.1105,0.053
81,0,0,20,1,589,3.5060,0.1024,0.052
82,0,0,20,1,609,3.6250,0.1277,0.055
83,0,0,20,1,620,3.6905,0.1158,0.054
84,0,0,20,1,604,3.5952,0.1176,0.054
85,1,1,21,2,596,3.5476,0.1160,0.056
86,0,0,21,1,585,3.4821,0.1143,0.051
87,0,0,21,1,578,3.4405,0.0980,0.054
88,0,0,21,1,628,3.7381,0.1116,0.057
89,0,0,21,1,579,3.4464,0.1073,0.054
90,0,0,21,1,580,3.4524,0.1201,0.053
91,0,0,21,1,574,3.4167,0.0903,0.052
92,0,0,21,1,588,3.5000,0.1139,0.054
93,0,0,21,1,617,3.6726,0.1358,0.055
94,0,0,21,1,575,3.4226,0.1062,0.050
95,0,0,21,1,571,3.3988,0.1073,0.049
96,0,0,21,1,569,3.3869,0.1062,0.051
97,0,0,21,1,574,3.4167,0.0874,0.058
98,0,0,21,1,559,3.3274,0.1018,0.051
99,0,0,21,1,587,3.4940,0.1258,0.054
100,1,1,22,2,599,3.5655,0.1156,0.098
101,0,0,22,1,567,3.3750,0.1057,0.050
102,0,0,22,1,586,3.4881,0.1043,0.053
103,0,0,22,1,615,3.6607,0.1165,0.056
104,0,0,22,1,631,3.7560,0.1191,0.059
105,0,0,22,1,570,3.3929,0.0923,0.050
106,0,0,22,1,547,3.2560,0.0955,0.051
107,0,0,22,1,550,3.2738,0.0967,0.050
108,0,0,22,1,586,3.4881,0.0938,0.054
109,0,0,22,1,605,3.6012,0.1150,0.055
110,0,0,22,1,569,3.3869,0.0969,0.051
111,0,0,22,1,585,3.4821,0.1095,0.055
112,0,0,22,1,597,3.5536,0.1105,0.053
113,1,1,23,2,590,3.5119,0.1069,0.058
114,0,0,23,1,592,3.5238,0.1386,0.053
115,1,1,24,2,596,3.5476,0.1147,0.089
116,0,0,24,1,596,3.5476,0.0989,0.052
117,0,0,24,1,605,3.6012,0.1102,0.054
118,0,0,24,1,593,3.5298,0.1135,0.054
119,0,0,24,1,598,3.5595,0.1003,0.055
120,0,0,24,1,552,3.2857,0.0936,0.049
121,0,0,24,1,584,3.4762,0.1226,0.055
122,0,0,24,1,565,3.3631,0.0913,0.052
123,0,0,24,1,592,3.5238,0.0962,0.054
124,0,0,24,1,583,3.4702,0.1140,0.052
125,0,0,24,1,568,3.3810,0.0909,0.052
126,0,0,24,1,572,3.4048,0.0890,0.053
127,0,0,24,1,641,3.8155,0.1270,0.059
128,0,0,24,1,591,3.5179,0.0972,0.055
129,0,0,24,1,618,3.6786,0.1251,0.059
130,0,0,24,1,552,3.2857,0.0998,0.052
131,0,0,24,1,606,3.6071,0.1003,0.056
132,0,0,24,1,561,3.3393,0.1010,0.053
133,0,0,24,1,602,3.5833,0.1047,0.055
134,0,0,24,1,598,3.5595,0.1085,0.058
135,0,0,24,1,578,3.4405,0.0941,0.054
136,0,0,24,1,638,3.7976,0.1382,0.057
137,0,0,24,1,601,3.5774,0.0956,0.053
138,0,0,24,1,571,3.3988,0.1168,0.054
139,0,0,24,1,573,3.4107,0.1084,0.052
140,0,0,24,1,569,3.3869,0.0851,0.051
141,0,0,24,1,567,3.3750,0.1028,0.052
142,0,0,24,1,583,3.4702,0.1117,0.053
143,0,0,24,1,605,3.6012,0.1233,0.056
144,0,0,24,1,611,3.6369,0.1146,0.056
145,0,0,24,1,645,3.8393,0.1284,0.060
146,0,0,24,1,596,3.5476,0.1239,0.055
147,0,0,24,1,582,3.4643,0.0894,0.052
148,0,0,24,1,574,3.4167,0.0996,0.053
149,1,1,25,2,584,3.4762,0.1204,0.054
150,0,0,25,1,601,3.5774,0.1074,0.057
151,0,0,25,1,558,3.3214,0.0904,0.051
152,0,0,25,1,584,3.4762,0.1357,0.053
153,0,0,25,1,590,3.5119,0.1056,0.053
154,0,0,25,1,595,3.5417,0.1216,0.052
155,0,0,25,1,581,3.4583,0.1142,0.053
156,0,0,25,1,633,3.7679,0.1107,0.055
157,0,0,25,1,605,3.6012,0.1303,0.054
158,0,0,25,1,576,3.4286,0.0987,0.049
159,0,0,25,1,588,3.5000,0.0971,0.052
160,0,0,25,1,615,3.6607,0.1232,0.052
161,0,0,25,1,593,3.5298,0.1127,0.049
162,0,0,25,1,600,3.5714,0.1103,0.050
163,0,0,25,1,591,3.5179,0.1092,0.053
164,0,0,25,1,602,3.5833,0.1099,0.053
165,0,0,25,1,586,3.4881,0.1141,0.054
166,0,0,25,1,627,3.7321,0.1152,0.055
167,0,0,25,1,580,3.4524,0.1091,0.050
168,0,0,25,1,574,3.4167,0.0957,0.048
169,0,0,25,1,566,3.3690,0.0934,0.049
170,0,0,25,1,570,3.3929,0.0977,0.048
171,1,1,26,2,614,3.6548,0.1237,0.095
172,0,0,26,1,560,3.3333,0.0965,0.051
173,0,0,26,1,596,3.5476,0.1096,0.053
174,0,0,26,1,548,3.2619,0.0796,0.047
175,0,0,26,1,606,3.6071,0.1169,0.052
176,0,0,26,1,571,3.3988,0.1140,0.048
177,0,0,26,1,605,3.6012,0.1163,0.054
178,0,0,26,1,577,3.4345,0.1057,0.051
179,0,0,26,1,586,3.4881,0.1073,0.050
180,0,0,26,1,556,3.3095,0.1043,0.048
181,0,0,26,1,559,3.3274,0.1058,0.048
182,0,0,26,1,599,3.5655,0.0966,0.050
183,0,0,26,1,571,3.3988,0.1203,0.049
184,0,0,26,1,587,3.4940,0.0998,0.049
185,0,0,26,1,596,3.5476,0.1220,0.050
186,0,0,26,1,575,3.4226,0.1045,0.048
187,0,0,26,1,588,3.5000,0.1259,0.047
188,0,0,26,1,569,3.3869,0.1198,0.048
189,0,0,26,1,581,3.4583,0.1278,0.048
190,0,0,26,1,570,3.3929,0.1000,0.047
191,0,0,26,1,629,3.7440,0.1254,0.054
192,0,0,26,1,566,3.3690,0.1070,0.047
193,0,0,26,1,581,3.4583,0.1233,0.048
194,0,0,26,1,574,3.4167,0.0907,0.046
195,0,0,26,1,566,3.3690,0.0983,0.048
196,0,0,26,1,574,3.4167,0.0945,0.048
197,0,0,26,1,581,3.4583,0.0989,0.050
198,0,0,26,1,610,3.6310,0.1040,0.053
199,0,0,26,1,609,3.6250,0.1136,0.052
200,1,1,27,2,578,3.4405,0.1161,0.090
201,0,0,27,1,566,3.3690,0.1019,0.046
202,0,0,27,1,582,3.4643,0.0986,0.048
203,0,0,27,1,604,3.5952,0.1113,0.050
204,0,0,27,1,584,3.4762,0.1167,0.048
205,0,0,27,1,576,3.4286,0.0947,0.047
206,0,0,27,1,582,3.4643,0.1067,0.046
207,0,0,27,1,557,3.3155,0.0912,0.044
208,0,0,27,1,605,3.6012,0.1196,0.049
209,0,0,27,1,591,3.5179,0.1003,0.049
210,0,0,27,1,591,3.5179,0.1046,0.049
