seed,deadlock_found,new_constraints,total_constraints,iterations,trains_per_hr,cpu_time
1,1,2000,2000,2000,0.3333,55.414
2,1,2000,4000,2000,0.2917,45.997
3,1,2000,6000,2000,3.2202,270.186
4,1,2000,8000,2000,0.0000,19.637
5,1,2000,10000,2000,0.0000,54.688
6,1,2000,12000,2000,0.0000,79.726
7,1,2000,14000,2000,0.0000,22.437
8,1,1288,15288,1289,3.8869,34.066
9,0,0,15288,1,4.0476,0.389
10,0,0,15288,1,4.1726,0.409
11,0,0,15288,1,4.0298,0.364
12,0,0,15288,1,4.1786,0.404
13,0,0,15288,1,3.9048,0.368
14,0,0,15288,1,3.8452,0.349
15,0,0,15288,1,4.0298,0.345
16,0,0,15288,1,4.1964,0.377
17,0,0,15288,1,3.8869,0.352
18,0,0,15288,1,4.1726,0.383
19,0,0,15288,1,3.9405,0.359
20,0,0,15288,1,3.5298,0.307
21,0,0,15288,1,3.9167,0.355
22,0,0,15288,1,3.8988,0.346
23,0,0,15288,1,3.8452,0.346
24,0,0,15288,1,4.0893,0.365
25,0,0,15288,1,4.1726,0.388
26,0,0,15288,1,4.1310,0.412
27,0,0,15288,1,3.7798,0.341
28,0,0,15288,1,4.0655,0.371
29,0,0,15288,1,3.7083,0.319
30,0,0,15288,1,4.1071,0.408
31,0,0,15288,1,4.1548,0.389
32,0,0,15288,1,4.3810,0.418
33,0,0,15288,1,3.7917,0.332
34,0,0,15288,1,3.9048,0.337
35,0,0,15288,1,3.9821,0.342
36,0,0,15288,1,4.0357,0.360
37,0,0,15288,1,4.0595,0.395
38,0,0,15288,1,3.7619,0.329
39,0,0,15288,1,4.0417,0.375
40,0,0,15288,1,4.0298,0.367
41,0,0,15288,1,3.9762,0.360
42,0,0,15288,1,3.9702,0.352
43,0,0,15288,1,3.8333,0.329
44,0,0,15288,1,3.9881,0.367
45,0,0,15288,1,3.9821,0.367
46,0,0,15288,1,3.9821,0.367
47,0,0,15288,1,3.9107,0.357
48,0,0,15288,1,4.0179,0.445
49,0,0,15288,1,4.1726,0.373
50,0,0,15288,1,3.7202,0.317
51,0,0,15288,1,3.9345,0.356
52,0,0,15288,1,3.9286,0.363
53,0,0,15288,1,4.3036,0.386
54,0,0,15288,1,3.7679,0.327
55,0,0,15288,1,3.8988,0.343
56,0,0,15288,1,3.9524,0.381
57,0,0,15288,1,3.9583,0.377
58,0,0,15288,1,3.9762,0.366
59,0,0,15288,1,3.8631,0.373
60,0,0,15288,1,4.0536,0.397
61,0,0,15288,1,3.9464,0.351
62,0,0,15288,1,3.8036,0.380
63,0,0,15288,1,3.8571,0.345
64,0,0,15288,1,3.9405,0.396
65,0,0,15288,1,3.9881,0.375
66,0,0,15288,1,3.9524,0.374
67,0,0,15288,1,4.0893,0.372
68,0,0,15288,1,3.7976,0.333
69,0,0,15288,1,4.0952,0.376
70,0,0,15288,1,3.9226,0.356
71,0,0,15288,1,3.9048,0.357
72,0,0,15288,1,3.8750,0.347
73,0,0,15288,1,3.8452,0.337
74,0,0,15288,1,3.8155,0.329
75,0,0,15288,1,3.8929,0.356
76,0,0,15288,1,3.9464,0.367
77,0,0,15288,1,3.8810,0.344
78,0,0,15288,1,4.1667,0.401
79,0,0,15288,1,3.7619,0.338
80,0,0,15288,1,4.0774,0.365
81,0,0,15288,1,4.0119,0.355
82,0,0,15288,1,4.0238,0.409
83,0,0,15288,1,4.2440,0.394
84,0,0,15288,1,4.0952,0.385
85,0,0,15288,1,4.0298,0.362
86,0,0,15288,1,3.9345,0.341
87,0,0,15288,1,3.9226,0.352
88,0,0,15288,1,4.2679,0.383
89,0,0,15288,1,3.9464,0.342
90,0,0,15288,1,3.9345,0.348
91,0,0,15288,1,4.1012,0.363
92,0,0,15288,1,4.0000,0.357
93,0,0,15288,1,4.1905,0.374
94,0,0,15288,1,3.9583,0.350
95,0,0,15288,1,3.9583,0.338
96,0,0,15288,1,3.8631,0.348
97,0,0,15288,1,3.9524,0.359
98,0,0,15288,1,3.7798,0.321
99,0,0,15288,1,4.0000,0.353
100,0,0,15288,1,4.0357,0.357
101,0,0,15288,1,3.7917,0.319
102,0,0,15288,1,3.9524,0.360
103,0,0,15288,1,4.1548,0.366
104,0,0,15288,1,4.3393,0.414
105,0,0,15288,1,3.9107,0.364
106,0,0,15288,1,3.7917,0.343
107,0,0,15288,1,3.7976,0.368
108,0,0,15288,1,3.9702,0.385
