iteration,deadlock_found,deadlock_time,new_constraints,constraint_details,total_constraints,trains_completed,trains_per_hr,avg_wait_time,avg_spawn_delay,sim_run_time,pruning_details
0,1,13.000000,1,dl_4000(4),4001,0,0.000000,0.000000,0.000000,0.012719,
1,1,13.000000,1,dl_4001(4),4002,0,0.000000,0.000000,0.000000,0.012925,
2,1,13.000000,1,dl_4002(3),4003,0,0.000000,0.000000,0.000000,0.013048,
3,1,13.000000,1,dl_4003(4),4004,0,0.000000,0.000000,0.000000,0.012885,
4,1,13.000000,1,dl_4004(4),4005,0,0.000000,0.000000,0.000000,0.011967,
5,1,13.000000,1,dl_4005(3),4006,0,0.000000,0.000000,0.000000,0.018191,
6,1,13.000000,1,dl_4006(3),4007,0,0.000000,0.000000,0.000000,0.024076,
7,1,13.000000,1,dl_4007(3),4008,0,0.000000,0.000000,0.000000,0.025997,
8,1,13.000000,1,dl_4008(2),4009,0,0.000000,0.000000,0.000000,0.024702,
9,1,13.000000,1,dl_4009(4),4010,0,0.000000,0.000000,0.000000,0.019821,
10,1,13.000000,1,dl_4010(4),4011,0,0.000000,0.000000,0.000000,0.018131,
11,1,13.000000,1,dl_4011(3),4012,0,0.000000,0.000000,0.000000,0.012722,
12,1,13.000000,1,dl_4012(4),4013,0,0.000000,0.000000,0.000000,0.013432,
13,1,13.000000,1,dl_4013(4),4014,0,0.000000,0.000000,0.000000,0.012181,
14,1,13.000000,1,dl_4014(3),4015,0,0.000000,0.000000,0.000000,0.021700,
15,1,13.000000,1,dl_4015(3),4016,0,0.000000,0.000000,0.000000,0.019985,
16,1,13.000000,1,dl_4016(3),4017,0,0.000000,0.000000,0.000000,0.020566,
17,1,13.000000,1,dl_4017(2),4018,0,0.000000,0.000000,0.000000,0.014770,
18,1,17.000000,1,dl_4018(4),4019,0,0.000000,0.000000,0.000000,0.019744,
19,1,17.000000,1,dl_4019(4),4020,0,0.000000,0.000000,0.000000,0.019806,
20,1,17.000000,1,dl_4020(3),4021,0,0.000000,0.000000,0.000000,0.042656,
21,1,17.000000,1,dl_4021(4),4022,0,0.000000,0.000000,0.000000,0.028406,
22,1,17.000000,1,dl_4022(4),4023,0,0.000000,0.000000,0.000000,0.018823,
23,1,17.000000,1,dl_4023(3),4024,0,0.000000,0.000000,0.000000,0.028036,
24,1,17.000000,1,dl_4024(4),4025,0,0.000000,0.000000,0.000000,0.026065,
25,1,17.000000,1,dl_4025(4),4026,0,0.000000,0.000000,0.000000,0.031360,
26,1,17.000000,1,dl_4026(3),4027,0,0.000000,0.000000,0.000000,0.023073,
27,1,17.000000,1,dl_4027(4),4028,0,0.000000,0.000000,0.000000,0.028710,
28,1,17.000000,1,dl_4028(4),4029,0,0.000000,0.000000,0.000000,0.018184,
29,1,17.000000,1,dl_4029(3),4030,0,0.000000,0.000000,0.000000,0.020921,
30,1,17.000000,1,dl_4030(3),4031,0,0.000000,0.000000,0.000000,0.021311,
31,1,17.000000,1,dl_4031(3),4032,0,0.000000,0.000000,0.000000,0.032354,
32,1,17.000000,1,dl_4032(2),4033,0,0.000000,0.000000,0.000000,0.018634,
33,1,17.000000,1,dl_4033(3),4034,0,0.000000,0.000000,0.000000,0.027508,
34,1,17.000000,1,dl_4034(3),4035,0,0.000000,0.000000,0.000000,0.019725,
35,1,17.000000,1,dl_4035(2),4036,0,0.000000,0.000000,0.000000,0.021272,
36,1,17.000000,1,dl_4036(4),4037,0,0.000000,0.000000,0.000000,0.021414,
37,1,17.000000,1,dl_4037(4),4038,0,0.000000,0.000000,0.000000,0.030225,
38,1,17.000000,1,dl_4038(3),4039,0,0.000000,0.000000,0.000000,0.020414,
39,1,17.000000,1,dl_4039(4),4040,0,0.000000,0.000000,0.000000,0.021960,
40,1,17.000000,1,dl_4040(4),4041,0,0.000000,0.000000,0.000000,0.021525,
41,1,17.000000,1,dl_4041(3),4042,0,0.000000,0.000000,0.000000,0.025079,
42,1,17.000000,1,dl_4042(3),4043,0,0.000000,0.000000,0.000000,0.024590,
43,1,17.000000,1,dl_4043(3),4044,0,0.000000,0.000000,0.000000,0.021054,
44,1,17.000000,1,dl_4044(2),4045,0,0.000000,0.000000,0.000000,0.022064,
45,1,17.000000,1,dl_4045(4),4046,0,0.000000,0.000000,0.000000,0.035754,
46,1,17.000000,1,dl_4046(4),4047,0,0.000000,0.000000,0.000000,0.022772,
47,1,17.000000,1,dl_4047(4),4048,0,0.000000,0.000000,0.000000,0.020372,
48,1,17.000000,1,dl_4048(4),4049,0,0.000000,0.000000,0.000000,0.020905,
49,1,17.000000,1,dl_4049(4),4050,0,0.000000,0.000000,0.000000,0.024533,
50,1,17.000000,1,dl_4050(3),4051,0,0.000000,0.000000,0.000000,0.024152,
51,1,17.000000,1,dl_4051(4),4052,0,0.000000,0.000000,0.000000,0.023363,
52,1,17.000000,1,dl_4052(4),4053,0,0.000000,0.000000,0.000000,0.027075,
53,1,17.000000,1,dl_4053(4),4054,0,0.000000,0.000000,0.000000,0.029860,
54,1,17.000000,1,dl_4054(4),4055,0,0.000000,0.000000,0.000000,0.026286,
55,1,17.000000,1,dl_4055(4),4056,0,0.000000,0.000000,0.000000,0.023798,
56,1,17.000000,1,dl_4056(3),4057,0,0.000000,0.000000,0.000000,0.031438,
57,1,17.000000,1,dl_4057(4),4058,0,0.000000,0.000000,0.000000,0.029011,
58,1,17.000000,1,dl_4058(4),4059,0,0.000000,0.000000,0.000000,0.021245,
59,1,17.000000,1,dl_4059(4),4060,0,0.000000,0.000000,0.000000,0.020582,
60,1,17.000000,1,dl_4060(4),4061,0,0.000000,0.000000,0.000000,0.020502,
61,1,17.000000,1,dl_4061(4),4062,0,0.000000,0.000000,0.000000,0.021094,
62,1,17.000000,1,dl_4062(3),4063,0,0.000000,0.000000,0.000000,0.019596,
63,1,17.000000,1,dl_4063(4),4064,0,0.000000,0.000000,0.000000,0.020676,
64,1,17.000000,1,dl_4064(4),4065,0,0.000000,0.000000,0.000000,0.019044,
65,1,17.000000,1,dl_4065(4),4066,0,0.000000,0.000000,0.000000,0.020791,
66,1,17.000000,1,dl_4066(4),4067,0,0.000000,0.000000,0.000000,0.016511,
67,1,17.000000,1,dl_4067(4),4068,0,0.000000,0.000000,0.000000,0.015237,
68,1,17.000000,1,dl_4068(3),4069,0,0.000000,0.000000,0.000000,0.016362,
69,1,17.000000,1,dl_4069(4),4070,0,0.000000,0.000000,0.000000,0.016238,
70,1,17.000000,1,dl_4070(4),4071,0,0.000000,0.000000,0.000000,0.018231,
71,1,17.000000,1,dl_4071(4),4072,0,0.000000,0.000000,0.000000,0.034576,
72,1,17.000000,1,dl_4072(4),4073,0,0.000000,0.000000,0.000000,0.020378,
73,1,17.000000,1,dl_4073(4),4074,0,0.000000,0.000000,0.000000,0.018560,
74,1,17.000000,1,dl_4074(4),4075,0,0.000000,0.000000,0.000000,0.025199,
75,1,17.000000,1,dl_4075(4),4076,0,0.000000,0.000000,0.000000,0.047553,
76,1,17.000000,1,dl_4076(4),4077,0,0.000000,0.000000,0.000000,0.046698,
77,1,17.000000,1,dl_4077(4),4078,0,0.000000,0.000000,0.000000,0.034411,
78,1,17.000000,1,dl_4078(3),4079,0,0.000000,0.000000,0.000000,0.045965,
79,1,17.000000,1,dl_4079(4),4080,0,0.000000,0.000000,0.000000,0.050215,
80,1,17.000000,1,dl_4080(3),4081,0,0.000000,0.000000,0.000000,0.061476,
81,1,17.000000,1,dl_4081(4),4082,0,0.000000,0.000000,0.000000,0.041663,5>3[-T63|T62]
82,1,17.000000,1,dl_4082(4),4083,0,0.000000,0.000000,0.000000,0.071166,5>3[-T63|T62]
83,1,17.000000,1,dl_4083(6),4084,0,0.000000,0.000000,0.000000,0.051743,
84,1,17.000000,1,dl_4084(5),4085,0,0.000000,0.000000,0.000000,0.070471,
85,1,17.000000,1,dl_4085(3),4086,0,0.000000,0.000000,0.000000,0.048568,
86,1,17.000000,1,dl_4086(4),4087,0,0.000000,0.000000,0.000000,0.056120,
87,1,17.000000,1,dl_4087(3),4088,0,0.000000,0.000000,0.000000,0.058480,
88,1,17.000000,1,dl_4088(6),4089,0,0.000000,0.000000,0.000000,0.056022,
89,1,17.000000,1,dl_4089(5),4090,0,0.000000,0.000000,0.000000,0.066836,
90,1,17.000000,1,dl_4090(4),4091,0,0.000000,0.000000,0.000000,0.052481,
91,1,17.000000,1,dl_4091(3),4092,0,0.000000,0.000000,0.000000,0.054834,
92,1,17.000000,1,dl_4092(6),4093,0,0.000000,0.000000,0.000000,0.054655,
93,1,17.000000,1,dl_4093(5),4094,0,0.000000,0.000000,0.000000,0.061131,
94,1,17.000000,1,dl_4094(6),4095,0,0.000000,0.000000,0.000000,0.053116,
95,1,17.000000,1,dl_4095(5),4096,0,0.000000,0.000000,0.000000,0.071718,
96,1,17.000000,1,dl_4096(6),4097,0,0.000000,0.000000,0.000000,0.046474,
97,1,17.000000,1,dl_4097(5),4098,0,0.000000,0.000000,0.000000,0.055906,
98,1,17.000000,1,dl_4098(6),4099,0,0.000000,0.000000,0.000000,0.053179,
99,1,17.000000,1,dl_4099(5),4100,0,0.000000,0.000000,0.000000,0.037610,
100,1,17.000000,1,dl_4100(4),4101,0,0.000000,0.000000,0.000000,0.034176,5>3[-T63|T62]
101,1,17.000000,1,dl_4101(4),4102,0,0.000000,0.000000,0.000000,0.058122,5>3[-T63|T62]
102,1,17.000000,1,dl_4102(6),4103,0,0.000000,0.000000,0.000000,0.049685,
103,1,17.000000,1,dl_4103(5),4104,0,0.000000,0.000000,0.000000,0.070906,5>4[-T64]
104,1,17.000000,1,dl_4104(6),4105,0,0.000000,0.000000,0.000000,0.084416,
105,1,17.000000,1,dl_4105(5),4106,0,0.000000,0.000000,0.000000,0.066331,5>4[-T64]
106,1,17.000000,1,dl_4106(6),4107,0,0.000000,0.000000,0.000000,0.067780,
107,1,17.000000,1,dl_4107(5),4108,0,0.000000,0.000000,0.000000,0.067106,5>4[-T64]
108,1,17.000000,1,dl_4108(6),4109,0,0.000000,0.000000,0.000000,0.073546,
109,1,17.000000,1,dl_4109(5),4110,0,0.000000,0.000000,0.000000,0.056927,5>4[-T64]
110,1,17.000000,1,dl_4110(6),4111,0,0.000000,0.000000,0.000000,0.072240,
111,1,17.000000,1,dl_4111(5),4112,0,0.000000,0.000000,0.000000,0.053362,5>4[-T64]
112,1,17.000000,1,dl_4112(6),4113,0,0.000000,0.000000,0.000000,0.069463,
113,1,17.000000,1,dl_4113(5),4114,0,0.000000,0.000000,0.000000,0.069471,5>4[-T64]
114,1,17.000000,1,dl_4114(4),4115,0,0.000000,0.000000,0.000000,0.067633,5>4[-T63]
115,1,17.000000,1,dl_4115(4),4116,0,0.000000,0.000000,0.000000,0.050825,5>4[-T63]
116,1,17.000000,1,dl_4116(5),4117,0,0.000000,0.000000,0.000000,0.061675,
117,1,17.000000,1,dl_4117(4),4118,0,0.000000,0.000000,0.000000,0.062022,5>4[-T64]
118,1,17.000000,1,dl_4118(5),4119,0,0.000000,0.000000,0.000000,0.066820,
119,1,17.000000,1,dl_4119(4),4120,0,0.000000,0.000000,0.000000,0.058471,5>4[-T64]
120,1,17.000000,1,dl_4120(5),4121,0,0.000000,0.000000,0.000000,0.056523,
121,1,17.000000,1,dl_4121(4),4122,0,0.000000,0.000000,0.000000,0.053240,5>4[-T64]
122,1,17.000000,1,dl_4122(4),4123,0,0.000000,0.000000,0.000000,0.048748,5>4[-T63]
123,1,17.000000,1,dl_4123(4),4124,0,0.000000,0.000000,0.000000,0.042306,5>4[-T63]
124,1,17.000000,1,dl_4124(5),4125,0,0.000000,0.000000,0.000000,0.058712,
125,1,17.000000,1,dl_4125(4),4126,0,0.000000,0.000000,0.000000,0.070204,5>4[-T64]
126,1,17.000000,1,dl_4126(5),4127,0,0.000000,0.000000,0.000000,0.052368,
127,1,17.000000,1,dl_4127(4),4128,0,0.000000,0.000000,0.000000,0.064554,5>4[-T64]
128,1,17.000000,1,dl_4128(5),4129,0,0.000000,0.000000,0.000000,0.061005,
129,1,17.000000,1,dl_4129(4),4130,0,0.000000,0.000000,0.000000,0.042114,5>4[-T64]
130,1,17.000000,1,dl_4130(4),4131,0,0.000000,0.000000,0.000000,0.069018,5>4[-T63]
131,1,17.000000,1,dl_4131(4),4132,0,0.000000,0.000000,0.000000,0.075754,5>4[-T63]
132,1,17.000000,1,dl_4132(5),4133,0,0.000000,0.000000,0.000000,0.060726,
133,1,17.000000,1,dl_4133(4),4134,0,0.000000,0.000000,0.000000,0.061644,5>4[-T64]
134,1,17.000000,1,dl_4134(5),4135,0,0.000000,0.000000,0.000000,0.049531,
135,1,17.000000,1,dl_4135(4),4136,0,0.000000,0.000000,0.000000,0.063414,5>4[-T64]
136,1,17.000000,1,dl_4136(5),4137,0,0.000000,0.000000,0.000000,0.041485,
137,1,17.000000,1,dl_4137(4),4138,0,0.000000,0.000000,0.000000,0.065307,5>4[-T64]
138,1,17.000000,1,dl_4138(3),4139,0,0.000000,0.000000,0.000000,0.052539,4>3[-T63]
139,1,17.000000,1,dl_4139(2),4140,0,0.000000,0.000000,0.000000,0.058980,3>2[-T63]
140,1,17.000000,1,dl_4140(4),4141,0,0.000000,0.000000,0.000000,0.053670,
141,1,17.000000,1,dl_4141(3),4142,0,0.000000,0.000000,0.000000,0.065881,
142,1,17.000000,1,dl_4142(4),4143,0,0.000000,0.000000,0.000000,0.056816,
143,1,17.000000,1,dl_4143(3),4144,0,0.000000,0.000000,0.000000,0.058134,3>2[-T64]
144,1,17.000000,1,dl_4144(4),4145,0,0.000000,0.000000,0.000000,0.056147,
145,1,17.000000,1,dl_4145(3),4146,0,0.000000,0.000000,0.000000,0.065178,4>3[-T64]
146,1,17.000000,1,dl_4146(4),4147,0,0.000000,0.000000,0.000000,0.055715,
147,1,17.000000,1,dl_4147(3),4148,0,0.000000,0.000000,0.000000,0.064043,4>3[-T64]
148,1,17.000000,1,dl_4148(4),4149,0,0.000000,0.000000,0.000000,0.067392,
149,1,17.000000,1,dl_4149(3),4150,0,0.000000,0.000000,0.000000,0.053700,4>3[-T64]
150,1,17.000000,1,dl_4150(4),4151,0,0.000000,0.000000,0.000000,0.045246,
151,1,17.000000,1,dl_4151(4),4152,0,0.000000,0.000000,0.000000,0.040372,
152,1,17.000000,1,dl_4152(6),4153,0,0.000000,0.000000,0.000000,0.052819,
153,1,17.000000,1,dl_4153(4),4154,0,0.000000,0.000000,0.000000,0.049550,
154,1,17.000000,1,dl_4154(4),4155,0,0.000000,0.000000,0.000000,0.047110,
155,1,17.000000,1,dl_4155(6),4156,0,0.000000,0.000000,0.000000,0.062984,
156,1,17.000000,1,dl_4156(4),4157,0,0.000000,0.000000,0.000000,0.093320,
157,1,17.000000,1,dl_4157(6),4158,0,0.000000,0.000000,0.000000,0.068900,
158,1,17.000000,1,dl_4158(6),4159,0,0.000000,0.000000,0.000000,0.041118,
159,1,17.000000,1,dl_4159(6),4160,0,0.000000,0.000000,0.000000,0.041009,
160,1,17.000000,1,dl_4160(6),4161,0,0.000000,0.000000,0.000000,0.038493,
161,1,17.000000,1,dl_4161(6),4162,0,0.000000,0.000000,0.000000,0.055625,
162,1,17.000000,1,dl_4162(6),4163,0,0.000000,0.000000,0.000000,0.031994,
163,1,17.000000,1,dl_4163(6),4164,0,0.000000,0.000000,0.000000,0.034117,
164,1,17.000000,1,dl_4164(6),4165,0,0.000000,0.000000,0.000000,0.038537,
165,1,17.000000,1,dl_4165(6),4166,0,0.000000,0.000000,0.000000,0.037499,
166,1,17.000000,1,dl_4166(6),4167,0,0.000000,0.000000,0.000000,0.034061,
167,1,17.000000,1,dl_4167(5),4168,0,0.000000,0.000000,0.000000,0.034835,
168,1,17.000000,1,dl_4168(5),4169,0,0.000000,0.000000,0.000000,0.028906,
169,1,17.000000,1,dl_4169(5),4170,0,0.000000,0.000000,0.000000,0.013175,
170,1,17.000000,1,dl_4170(5),4171,0,0.000000,0.000000,0.000000,0.024177,
171,1,17.000000,1,dl_4171(5),4172,0,0.000000,0.000000,0.000000,0.032268,
172,1,17.000000,1,dl_4172(5),4173,0,0.000000,0.000000,0.000000,0.033473,
173,1,17.000000,1,dl_4173(5),4174,0,0.000000,0.000000,0.000000,0.040327,
174,1,17.000000,1,dl_4174(5),4175,0,0.000000,0.000000,0.000000,0.042658,
175,1,17.000000,1,dl_4175(5),4176,0,0.000000,0.000000,0.000000,0.069163,
176,1,17.000000,1,dl_4176(3),4177,0,0.000000,0.000000,0.000000,0.039043,3>2[-T63]
177,1,17.000000,1,dl_4177(4),4178,0,0.000000,0.000000,0.000000,0.031529,
178,1,17.000000,1,dl_4178(4),4179,0,0.000000,0.000000,0.000000,0.035056,
179,1,17.000000,1,dl_4179(4),4180,0,0.000000,0.000000,0.000000,0.034415,
180,1,17.000000,1,dl_4180(4),4181,0,0.000000,0.000000,0.000000,0.035838,
181,1,17.000000,1,dl_4181(4),4182,0,0.000000,0.000000,0.000000,0.034739,
182,1,17.000000,1,dl_4182(4),4183,0,0.000000,0.000000,0.000000,0.029659,
183,1,17.000000,1,dl_4183(4),4184,0,0.000000,0.000000,0.000000,0.038673,
184,1,17.000000,1,dl_4184(6),4185,0,0.000000,0.000000,0.000000,0.041330,
185,1,17.000000,1,dl_4185(4),4186,0,0.000000,0.000000,0.000000,0.033480,
186,1,17.000000,1,dl_4186(4),4187,0,0.000000,0.000000,0.000000,0.030531,
187,1,17.000000,1,dl_4187(6),4188,0,0.000000,0.000000,0.000000,0.031351,
188,1,17.000000,1,dl_4188(4),4189,0,0.000000,0.000000,0.000000,0.020061,
189,1,17.000000,1,dl_4189(6),4190,0,0.000000,0.000000,0.000000,0.050347,
190,1,17.000000,1,dl_4190(6),4191,0,0.000000,0.000000,0.000000,0.054793,
191,1,17.000000,1,dl_4191(6),4192,0,0.000000,0.000000,0.000000,0.061828,
192,1,17.000000,1,dl_4192(6),4193,0,0.000000,0.000000,0.000000,0.066199,
193,1,17.000000,1,dl_4193(6),4194,0,0.000000,0.000000,0.000000,0.045501,
194,1,17.000000,1,dl_4194(6),4195,0,0.000000,0.000000,0.000000,0.049559,
195,1,17.000000,1,dl_4195(6),4196,0,0.000000,0.000000,0.000000,0.034298,
196,1,17.000000,1,dl_4196(6),4197,0,0.000000,0.000000,0.000000,0.036258,
197,1,17.000000,1,dl_4197(6),4198,0,0.000000,0.000000,0.000000,0.035486,
198,1,17.000000,1,dl_4198(6),4199,0,0.000000,0.000000,0.000000,0.038957,
199,1,17.000000,1,dl_4199(5),4200,0,0.000000,0.000000,0.000000,0.034269,
200,1,17.000000,1,dl_4200(5),4201,0,0.000000,0.000000,0.000000,0.036741,
