iteration,deadlock_found,deadlock_time,new_constraints,constraint_details,total_constraints,trains_completed,trains_per_hr,avg_wait_time,avg_spawn_delay,sim_run_time,pruning_details
71,1,17.000000,1,dl_71(5),72,0,0.000000,0.000000,0.000000,0.007410,5>4[-T51]
72,1,17.000000,1,dl_72(5),73,0,0.000000,0.000000,0.000000,0.006975,5>4[-T51]
73,1,17.000000,1,dl_73(4),74,0,0.000000,0.000000,0.000000,0.008040,5>4[-T51]
74,1,17.000000,1,dl_74(5),75,0,0.000000,0.000000,0.000000,0.007057,
75,1,17.000000,1,dl_75(5),76,0,0.000000,0.000000,0.000000,0.009499,
76,1,17.000000,1,dl_76(4),77,0,0.000000,0.000000,0.000000,0.007696,
77,1,17.000000,1,dl_77(5),78,0,0.000000,0.000000,0.000000,0.007815,5>4[-T51]
78,1,17.000000,1,dl_78(5),79,0,0.000000,0.000000,0.000000,0.006982,5>4[-T51]
79,1,17.000000,1,dl_79(4),80,0,0.000000,0.000000,0.000000,0.009414,5>4[-T51]
80,1,17.000000,1,dl_80(5),81,0,0.000000,0.000000,0.000000,0.008154,
81,1,17.000000,1,dl_81(5),82,0,0.000000,0.000000,0.000000,0.007510,
82,1,17.000000,1,dl_82(4),83,0,0.000000,0.000000,0.000000,0.009798,
83,1,17.000000,1,dl_83(5),84,0,0.000000,0.000000,0.000000,0.012053,
84,1,17.000000,1,dl_84(5),85,0,0.000000,0.000000,0.000000,0.010011,
85,1,17.000000,1,dl_85(4),86,0,0.000000,0.000000,0.000000,0.007080,
86,1,17.000000,1,dl_86(5),87,0,0.000000,0.000000,0.000000,0.008216,
87,1,17.000000,1,dl_87(5),88,0,0.000000,0.000000,0.000000,0.007988,
88,1,17.000000,1,dl_88(4),89,0,0.000000,0.000000,0.000000,0.009966,
89,1,17.000000,1,dl_89(4),90,0,0.000000,0.000000,0.000000,0.012973,
90,1,17.000000,1,dl_90(4),91,0,0.000000,0.000000,0.000000,0.007955,
91,1,17.000000,1,dl_91(3),92,0,0.000000,0.000000,0.000000,0.007263,
92,1,17.000000,1,dl_92(5),93,0,0.000000,0.000000,0.000000,0.010320,
93,1,17.000000,1,dl_93(5),94,0,0.000000,0.000000,0.000000,0.008661,
94,1,17.000000,1,dl_94(4),95,0,0.000000,0.000000,0.000000,0.006425,
95,1,17.000000,1,dl_95(5),96,0,0.000000,0.000000,0.000000,0.008758,
96,1,17.000000,1,dl_96(5),97,0,0.000000,0.000000,0.000000,0.006901,
97,1,17.000000,1,dl_97(4),98,0,0.000000,0.000000,0.000000,0.006971,
98,1,17.000000,1,dl_98(5),99,0,0.000000,0.000000,0.000000,0.006747,
99,1,17.000000,1,dl_99(5),100,0,0.000000,0.000000,0.000000,0.006575,
100,1,17.000000,1,dl_100(4),101,0,0.000000,0.000000,0.000000,0.006512,
101,1,17.000000,1,dl_101(4),102,0,0.000000,0.000000,0.000000,0.006402,
102,1,17.000000,1,dl_102(4),103,0,0.000000,0.000000,0.000000,0.006749,
103,1,17.000000,1,dl_103(3),104,0,0.000000,0.000000,0.000000,0.009530,
104,1,17.000000,1,dl_104(5),105,0,0.000000,0.000000,0.000000,0.007496,
105,1,17.000000,1,dl_105(5),106,0,0.000000,0.000000,0.000000,0.006728,
106,1,17.000000,1,dl_106(4),107,0,0.000000,0.000000,0.000000,0.006779,
107,1,17.000000,1,dl_107(5),108,0,0.000000,0.000000,0.000000,0.006254,
108,1,17.000000,1,dl_108(5),109,0,0.000000,0.000000,0.000000,0.007681,
109,1,17.000000,1,dl_109(4),110,0,0.000000,0.000000,0.000000,0.009541,
110,1,17.000000,1,dl_110(5),111,0,0.000000,0.000000,0.000000,0.015192,
111,1,17.000000,1,dl_111(5),112,0,0.000000,0.000000,0.000000,0.009990,
112,1,17.000000,1,dl_112(4),113,0,0.000000,0.000000,0.000000,0.013158,
113,1,17.000000,1,dl_113(4),114,0,0.000000,0.000000,0.000000,0.008094,
114,1,17.000000,1,dl_114(4),115,0,0.000000,0.000000,0.000000,0.008950,
115,1,17.000000,1,dl_115(3),116,0,0.000000,0.000000,0.000000,0.009785,
116,1,17.000000,1,dl_116(5),117,0,0.000000,0.000000,0.000000,0.011820,
117,1,17.000000,1,dl_117(5),118,0,0.000000,0.000000,0.000000,0.014077,
118,1,17.000000,1,dl_118(4),119,0,0.000000,0.000000,0.000000,0.015158,
119,1,17.000000,1,dl_119(4),120,0,0.000000,0.000000,0.000000,0.010707,4>3[-T48]
120,1,17.000000,1,dl_120(4),121,0,0.000000,0.000000,0.000000,0.007390,4>3[-T48]
121,1,17.000000,1,dl_121(3),122,0,0.000000,0.000000,0.000000,0.007598,4>3[-T48]
122,1,17.000000,1,dl_122(4),123,0,0.000000,0.000000,0.000000,0.010051,
123,1,17.000000,1,dl_123(4),124,0,0.000000,0.000000,0.000000,0.007081,
124,1,17.000000,1,dl_124(3),125,0,0.000000,0.000000,0.000000,0.009721,
125,1,17.000000,1,dl_125(4),126,0,0.000000,0.000000,0.000000,0.008538,
126,1,17.000000,1,dl_126(4),127,0,0.000000,0.000000,0.000000,0.007289,
127,1,17.000000,1,dl_127(4),128,0,0.000000,0.000000,0.000000,0.007785,
128,1,17.000000,1,dl_128(4),129,0,0.000000,0.000000,0.000000,0.008126,
129,1,17.000000,1,dl_129(5),130,0,0.000000,0.000000,0.000000,0.008069,
130,1,17.000000,1,dl_130(5),131,0,0.000000,0.000000,0.000000,0.012649,
131,1,17.000000,1,dl_131(4),132,0,0.000000,0.000000,0.000000,0.012371,
132,1,17.000000,1,dl_132(5),133,0,0.000000,0.000000,0.000000,0.007423,
133,1,17.000000,1,dl_133(5),134,0,0.000000,0.000000,0.000000,0.008151,
134,1,17.000000,1,dl_134(5),135,0,0.000000,0.000000,0.000000,0.007070,
135,1,17.000000,1,dl_135(5),136,0,0.000000,0.000000,0.000000,0.007701,
136,1,17.000000,1,dl_136(5),137,0,0.000000,0.000000,0.000000,0.012802,
137,1,17.000000,1,dl_137(4),138,0,0.000000,0.000000,0.000000,0.010658,
138,1,17.000000,1,dl_138(5),139,0,0.000000,0.000000,0.000000,0.015922,
139,1,17.000000,1,dl_139(5),140,0,0.000000,0.000000,0.000000,0.009214,
140,1,17.000000,1,dl_140(5),141,0,0.000000,0.000000,0.000000,0.009621,
141,1,17.000000,1,dl_141(4),142,0,0.000000,0.000000,0.000000,0.013349,
142,1,17.000000,1,dl_142(5),143,0,0.000000,0.000000,0.000000,0.017306,
143,1,17.000000,1,dl_143(5),144,0,0.000000,0.000000,0.000000,0.015707,
144,1,17.000000,1,dl_144(5),145,0,0.000000,0.000000,0.000000,0.008734,
145,1,17.000000,1,dl_145(4),146,0,0.000000,0.000000,0.000000,0.009816,
146,1,17.000000,1,dl_146(5),147,0,0.000000,0.000000,0.000000,0.007973,
147,1,17.000000,1,dl_147(5),148,0,0.000000,0.000000,0.000000,0.008991,5>4[-T51]
148,1,17.000000,1,dl_148(5),149,0,0.000000,0.000000,0.000000,0.007203,5>4[-T51]
149,1,17.000000,1,dl_149(4),150,0,0.000000,0.000000,0.000000,0.006893,5>4[-T51]
150,1,17.000000,1,dl_150(5),151,0,0.000000,0.000000,0.000000,0.007103,
151,1,17.000000,1,dl_151(5),152,0,0.000000,0.000000,0.000000,0.006474,
152,1,17.000000,1,dl_152(4),153,0,0.000000,0.000000,0.000000,0.006851,
153,1,17.000000,1,dl_153(5),154,0,0.000000,0.000000,0.000000,0.006781,5>4[-T51]
154,1,17.000000,1,dl_154(5),155,0,0.000000,0.000000,0.000000,0.009150,5>4[-T51]
155,1,17.000000,1,dl_155(4),156,0,0.000000,0.000000,0.000000,0.012127,5>4[-T51]
156,1,17.000000,1,dl_156(5),157,0,0.000000,0.000000,0.000000,0.007719,
157,1,17.000000,1,dl_157(5),158,0,0.000000,0.000000,0.000000,0.008726,
158,1,17.000000,1,dl_158(4),159,0,0.000000,0.000000,0.000000,0.007654,
159,1,17.000000,1,dl_159(5),160,0,0.000000,0.000000,0.000000,0.006925,5>4[-T51]
160,1,17.000000,1,dl_160(5),161,0,0.000000,0.000000,0.000000,0.008934,5>4[-T51]
161,1,17.000000,1,dl_161(4),162,0,0.000000,0.000000,0.000000,0.006926,5>4[-T51]
162,1,17.000000,1,dl_162(5),163,0,0.000000,0.000000,0.000000,0.007238,
163,1,17.000000,1,dl_163(5),164,0,0.000000,0.000000,0.000000,0.006677,
164,1,17.000000,1,dl_164(4),165,0,0.000000,0.000000,0.000000,0.007144,
165,1,17.000000,1,dl_165(5),166,0,0.000000,0.000000,0.000000,0.006468,
166,1,17.000000,1,dl_166(5),167,0,0.000000,0.000000,0.000000,0.006865,
167,1,17.000000,1,dl_167(4),168,0,0.000000,0.000000,0.000000,0.006358,
168,1,17.000000,1,dl_168(5),169,0,0.000000,0.000000,0.000000,0.007405,
169,1,17.000000,1,dl_169(5),170,0,0.000000,0.000000,0.000000,0.009276,
170,1,17.000000,1,dl_170(4),171,0,0.000000,0.000000,0.000000,0.009057,
171,1,17.000000,1,dl_171(5),172,0,0.000000,0.000000,0.000000,0.007138,
172,1,17.000000,1,dl_172(5),173,0,0.000000,0.000000,0.000000,0.010620,
173,1,17.000000,1,dl_173(4),174,0,0.000000,0.000000,0.000000,0.008933,
174,1,17.000000,1,dl_174(5),175,0,0.000000,0.000000,0.000000,0.008607,
175,1,17.000000,1,dl_175(5),176,0,0.000000,0.000000,0.000000,0.009763,
176,1,17.000000,1,dl_176(5),177,0,0.000000,0.000000,0.000000,0.008063,
177,1,17.000000,1,dl_177(5),178,0,0.000000,0.000000,0.000000,0.007711,
178,1,17.000000,1,dl_178(5),179,0,0.000000,0.000000,0.000000,0.007515,
179,1,17.000000,1,dl_179(5),180,0,0.000000,0.000000,0.000000,0.008495,
180,1,17.000000,1,dl_180(5),181,0,0.000000,0.000000,0.000000,0.012533,5>4[-T51]
181,1,17.000000,1,dl_181(5),182,0,0.000000,0.000000,0.000000,0.008103,5>4[-T51]
182,1,17.000000,1,dl_182(4),183,0,0.000000,0.000000,0.000000,0.007819,5>4[-T51]
183,1,17.000000,1,dl_183(5),184,0,0.000000,0.000000,0.000000,0.011165,
184,1,17.000000,1,dl_184(5),185,0,0.000000,0.000000,0.000000,0.017310,
185,1,17.000000,1,dl_185(4),186,0,0.000000,0.000000,0.000000,0.019395,
186,1,17.000000,1,dl_186(5),187,0,0.000000,0.000000,0.000000,0.009959,5>4[-T51]
187,1,17.000000,1,dl_187(5),188,0,0.000000,0.000000,0.000000,0.011194,5>4[-T51]
188,1,17.000000,1,dl_188(4),189,0,0.000000,0.000000,0.000000,0.008641,5>4[-T51]
189,1,17.000000,1,dl_189(5),190,0,0.000000,0.000000,0.000000,0.010760,
190,1,17.000000,1,dl_190(5),191,0,0.000000,0.000000,0.000000,0.007490,
191,1,17.000000,1,dl_191(4),192,0,0.000000,0.000000,0.000000,0.007774,
192,1,17.000000,1,dl_192(5),193,0,0.000000,0.000000,0.000000,0.007899,5>4[-T51]
193,1,17.000000,1,dl_193(5),194,0,0.000000,0.000000,0.000000,0.008835,5>4[-T51]
194,1,17.000000,1,dl_194(4),195,0,0.000000,0.000000,0.000000,0.007992,5>4[-T51]
195,1,17.000000,1,dl_195(5),196,0,0.000000,0.000000,0.000000,0.007834,
196,1,17.000000,1,dl_196(5),197,0,0.000000,0.000000,0.000000,0.011810,
197,1,17.000000,1,dl_197(4),198,0,0.000000,0.000000,0.000000,0.008638,
198,1,17.000000,1,dl_198(5),199,0,0.000000,0.000000,0.000000,0.009054,
199,1,17.000000,1,dl_199(5),200,0,0.000000,0.000000,0.000000,0.008405,
200,1,17.000000,1,dl_200(4),201,0,0.000000,0.000000,0.000000,0.009437,
201,1,17.000000,1,dl_201(5),202,0,0.000000,0.000000,0.000000,0.011124,
202,1,17.000000,1,dl_202(5),203,0,0.000000,0.000000,0.000000,0.010123,
203,1,17.000000,1,dl_203(4),204,0,0.000000,0.000000,0.000000,0.014640,
204,1,17.000000,1,dl_204(5),205,0,0.000000,0.000000,0.000000,0.009469,
205,1,17.000000,1,dl_205(5),206,0,0.000000,0.000000,0.000000,0.009357,
206,1,17.000000,1,dl_206(4),207,0,0.000000,0.000000,0.000000,0.008579,
207,1,17.000000,1,dl_207(5),208,0,0.000000,0.000000,0.000000,0.011366,
208,1,17.000000,1,dl_208(5),209,0,0.000000,0.000000,0.000000,0.011849,
209,1,17.000000,1,dl_209(5),210,0,0.000000,0.000000,0.000000,0.010164,
210,1,17.000000,1,dl_210(5),211,0,0.000000,0.000000,0.000000,0.009161,
211,1,17.000000,1,dl_211(5),212,0,0.000000,0.000000,0.000000,0.013332,
212,1,17.000000,1,dl_212(5),213,0,0.000000,0.000000,0.000000,0.013683,
213,1,17.000000,1,dl_213(5),214,0,0.000000,0.000000,0.000000,0.011445,5>4[-T51]
214,1,17.000000,1,dl_214(5),215,0,0.000000,0.000000,0.000000,0.008477,5>4[-T51]
215,1,17.000000,1,dl_215(4),216,0,0.000000,0.000000,0.000000,0.008197,5>4[-T51]
216,1,17.000000,1,dl_216(5),217,0,0.000000,0.000000,0.000000,0.013567,
217,1,17.000000,1,dl_217(5),218,0,0.000000,0.000000,0.000000,0.011051,
218,1,17.000000,1,dl_218(4),219,0,0.000000,0.000000,0.000000,0.009397,
219,1,17.000000,1,dl_219(5),220,0,0.000000,0.000000,0.000000,0.007930,5>4[-T51]
220,1,17.000000,1,dl_220(5),221,0,0.000000,0.000000,0.000000,0.008122,5>4[-T51]
221,1,17.000000,1,dl_221(4),222,0,0.000000,0.000000,0.000000,0.007637,5>4[-T51]
222,1,17.000000,1,dl_222(5),223,0,0.000000,0.000000,0.000000,0.007263,
223,1,17.000000,1,dl_223(5),224,0,0.000000,0.000000,0.000000,0.008760,
224,1,17.000000,1,dl_224(4),225,0,0.000000,0.000000,0.000000,0.008270,
225,1,17.000000,1,dl_225(5),226,0,0.000000,0.000000,0.000000,0.009255,5>4[-T51]
226,1,17.000000,1,dl_226(5),227,0,0.000000,0.000000,0.000000,0.008235,5>4[-T51]
227,1,17.000000,1,dl_227(4),228,0,0.000000,0.000000,0.000000,0.007750,5>4[-T51]
228,1,17.000000,1,dl_228(5),229,0,0.000000,0.000000,0.000000,0.008606,
229,1,17.000000,1,dl_229(5),230,0,0.000000,0.000000,0.000000,0.012298,
230,1,17.000000,1,dl_230(4),231,0,0.000000,0.000000,0.000000,0.008393,
231,1,17.000000,1,dl_231(5),232,0,0.000000,0.000000,0.000000,0.011676,
232,1,17.000000,1,dl_232(5),233,0,0.000000,0.000000,0.000000,0.018281,
233,1,17.000000,1,dl_233(4),234,0,0.000000,0.000000,0.000000,0.014429,
234,1,17.000000,1,dl_234(5),235,0,0.000000,0.000000,0.000000,0.007828,
235,1,17.000000,1,dl_235(5),236,0,0.000000,0.000000,0.000000,0.007785,
236,1,17.000000,1,dl_236(4),237,0,0.000000,0.000000,0.000000,0.008953,
237,1,17.000000,1,dl_237(5),238,0,0.000000,0.000000,0.000000,0.012136,
238,1,17.000000,1,dl_238(5),239,0,0.000000,0.000000,0.000000,0.012375,
239,1,17.000000,1,dl_239(4),240,0,0.000000,0.000000,0.000000,0.010882,
240,1,17.000000,1,dl_240(5),241,0,0.000000,0.000000,0.000000,0.008146,
241,1,17.000000,1,dl_241(5),242,0,0.000000,0.000000,0.000000,0.011834,
242,1,17.000000,1,dl_242(5),243,0,0.000000,0.000000,0.000000,0.007724,
243,1,17.000000,1,dl_243(5),244,0,0.000000,0.000000,0.000000,0.010065,
244,1,17.000000,1,dl_244(5),245,0,0.000000,0.000000,0.000000,0.016532,
245,1,17.000000,1,dl_245(5),246,0,0.000000,0.000000,0.000000,0.012450,
246,1,17.000000,1,dl_246(6),247,0,0.000000,0.000000,0.000000,0.009083,5>4[-T51]
247,1,17.000000,1,dl_247(6),248,0,0.000000,0.000000,0.000000,0.009650,5>4[-T51]
248,1,17.000000,1,dl_248(5),249,0,0.000000,0.000000,0.000000,0.022339,5>4[-T51]
249,1,17.000000,1,dl_249(6),250,0,0.000000,0.000000,0.000000,0.022258,
250,1,17.000000,1,dl_250(6),251,0,0.000000,0.000000,0.000000,0.010301,
251,1,17.000000,1,dl_251(5),252,0,0.000000,0.000000,0.000000,0.013404,
252,1,17.000000,1,dl_252(6),253,0,0.000000,0.000000,0.000000,0.019466,5>4[-T51]
253,1,17.000000,1,dl_253(6),254,0,0.000000,0.000000,0.000000,0.016024,5>4[-T51]
254,1,17.000000,1,dl_254(5),255,0,0.000000,0.000000,0.000000,0.012320,5>4[-T51]
255,1,17.000000,1,dl_255(6),256,0,0.000000,0.000000,0.000000,0.011598,
256,1,17.000000,1,dl_256(6),257,0,0.000000,0.000000,0.000000,0.008749,
257,1,17.000000,1,dl_257(5),258,0,0.000000,0.000000,0.000000,0.013350,
258,1,17.000000,1,dl_258(6),259,0,0.000000,0.000000,0.000000,0.011222,5>4[-T51]
259,1,17.000000,1,dl_259(6),260,0,0.000000,0.000000,0.000000,0.007442,5>4[-T51]
260,1,17.000000,1,dl_260(5),261,0,0.000000,0.000000,0.000000,0.010705,5>4[-T51]
261,1,17.000000,1,dl_261(6),262,0,0.000000,0.000000,0.000000,0.008444,
262,1,17.000000,1,dl_262(6),263,0,0.000000,0.000000,0.000000,0.008089,
263,1,17.000000,1,dl_263(5),264,0,0.000000,0.000000,0.000000,0.020707,
264,1,17.000000,1,dl_264(6),265,0,0.000000,0.000000,0.000000,0.008861,
265,1,17.000000,1,dl_265(6),266,0,0.000000,0.000000,0.000000,0.013636,
266,1,17.000000,1,dl_266(5),267,0,0.000000,0.000000,0.000000,0.032062,
267,1,17.000000,1,dl_267(6),268,0,0.000000,0.000000,0.000000,0.024474,
268,1,17.000000,1,dl_268(6),269,0,0.000000,0.000000,0.000000,0.021987,
269,1,17.000000,1,dl_269(5),270,0,0.000000,0.000000,0.000000,0.019953,
270,1,17.000000,1,dl_270(6),271,0,0.000000,0.000000,0.000000,0.025505,
271,1,17.000000,1,dl_271(6),272,0,0.000000,0.000000,0.000000,0.033311,
272,1,17.000000,1,dl_272(5),273,0,0.000000,0.000000,0.000000,0.027154,
273,1,17.000000,1,dl_273(6),274,0,0.000000,0.000000,0.000000,0.032369,
274,1,17.000000,1,dl_274(6),275,0,0.000000,0.000000,0.000000,0.032393,
275,1,17.000000,1,dl_275(6),276,0,0.000000,0.000000,0.000000,0.023491,
276,1,17.000000,1,dl_276(6),277,0,0.000000,0.000000,0.000000,0.024307,
277,1,17.000000,1,dl_277(6),278,0,0.000000,0.000000,0.000000,0.025895,
278,1,17.000000,1,dl_278(6),279,0,0.000000,0.000000,0.000000,0.022062,
279,1,17.000000,1,dl_279(6),280,0,0.000000,0.000000,0.000000,0.019795,5>4[-T51]
280,1,17.000000,1,dl_280(6),281,0,0.000000,0.000000,0.000000,0.020319,5>4[-T51]
281,1,17.000000,1,dl_281(5),282,0,0.000000,0.000000,0.000000,0.020534,5>4[-T51]
282,1,17.000000,1,dl_282(6),283,0,0.000000,0.000000,0.000000,0.019162,
283,1,17.000000,1,dl_283(6),284,0,0.000000,0.000000,0.000000,0.026719,
284,1,17.000000,1,dl_284(5),285,0,0.000000,0.000000,0.000000,0.024742,
285,1,17.000000,1,dl_285(6),286,0,0.000000,0.000000,0.000000,0.021646,5>4[-T51]
286,1,17.000000,1,dl_286(6),287,0,0.000000,0.000000,0.000000,0.020551,5>4[-T51]
287,1,17.000000,1,dl_287(5),288,0,0.000000,0.000000,0.000000,0.019893,5>4[-T51]
288,1,17.000000,1,dl_288(6),289,0,0.000000,0.000000,0.000000,0.022072,
289,1,17.000000,1,dl_289(6),290,0,0.000000,0.000000,0.000000,0.022734,
290,1,17.000000,1,dl_290(5),291,0,0.000000,0.000000,0.000000,0.029321,
291,1,17.000000,1,dl_291(6),292,0,0.000000,0.000000,0.000000,0.023503,5>4[-T51]
292,1,17.000000,1,dl_292(6),293,0,0.000000,0.000000,0.000000,0.019744,5>4[-T51]
293,1,17.000000,1,dl_293(5),294,0,0.000000,0.000000,0.000000,0.022471,5>4[-T51]
294,1,17.000000,1,dl_294(6),295,0,0.000000,0.000000,0.000000,0.019451,
295,1,17.000000,1,dl_295(6),296,0,0.000000,0.000000,0.000000,0.020196,
296,1,17.000000,1,dl_296(5),297,0,0.000000,0.000000,0.000000,0.019415,
297,1,17.000000,1,dl_297(6),298,0,0.000000,0.000000,0.000000,0.022942,
298,1,17.000000,1,dl_298(6),299,0,0.000000,0.000000,0.000000,0.034647,
299,1,17.000000,1,dl_299(5),300,0,0.000000,0.000000,0.000000,0.033582,
300,1,17.000000,1,dl_300(6),301,0,0.000000,0.000000,0.000000,0.036886,
301,1,17.000000,1,dl_301(6),302,0,0.000000,0.000000,0.000000,0.025335,
302,1,17.000000,1,dl_302(5),303,0,0.000000,0.000000,0.000000,0.023960,
303,1,17.000000,1,dl_303(6),304,0,0.000000,0.000000,0.000000,0.023004,
304,1,17.000000,1,dl_304(6),305,0,0.000000,0.000000,0.000000,0.027267,
305,1,17.000000,1,dl_305(5),306,0,0.000000,0.000000,0.000000,0.053461,
306,1,17.000000,1,dl_306(6),307,0,0.000000,0.000000,0.000000,0.036439,
