seed,deadlock_found,new_constraints,total_constraints,iterations,trains_completed,trains_per_hr,cpu_time
1,1,83,83,79,536,3.1905,15.349
2,1,49,132,47,531,3.1607,11.484
3,1,4,136,5,477,2.8393,0.527
4,1,34,170,32,479,2.8512,1.826
5,1,21,191,22,481,2.8631,7.106
6,1,34,225,35,513,3.0536,12.701
7,1,3,228,4,480,2.8571,0.731
8,1,4,232,5,471,2.8036,0.962
9,0,0,232,1,486,2.8929,0.441
10,1,40,272,41,552,3.2857,1.542
11,1,5,277,6,497,2.9583,1.081
12,1,7,284,8,538,3.2024,0.803
13,0,0,284,1,488,2.9048,0.293
14,0,0,284,1,481,2.8631,0.293
15,1,35,319,36,490,2.9167,21.642
16,1,2,321,3,524,3.1190,0.935
17,1,31,352,32,484,2.8810,0.904
18,1,598,950,596,555,3.3036,291.004
19,1,3,953,4,503,2.9940,0.912
20,1,1,954,2,452,2.6905,0.409
21,1,3,957,4,497,2.9583,0.505
22,1,1,958,2,484,2.8810,0.434
23,1,13,971,13,494,2.9405,1.110
24,1,14,985,15,483,2.8750,4.149
25,0,0,985,1,519,3.0893,0.380
26,1,1,986,2,513,3.0536,0.492
27,1,2,988,3,474,2.8214,0.587
28,0,0,988,1,514,3.0595,0.250
29,0,0,988,1,464,2.7619,0.216
30,1,35,1023,36,533,3.1726,15.384
31,1,9,1032,10,518,3.0833,0.715
32,1,9,1041,10,544,3.2381,0.926
33,1,23,1064,24,481,2.8631,7.452
34,0,0,1064,1,499,2.9702,0.268
35,1,3,1067,4,499,2.9702,0.526
36,1,6,1073,7,512,3.0476,1.610
37,1,53,1126,54,517,3.0774,4.666
38,1,312,1438,312,483,2.8750,128.471
39,0,0,1438,1,506,3.0119,0.343
40,1,112,1550,111,506,3.0119,37.321
41,1,1,1551,2,511,3.0417,0.375
42,0,0,1551,1,495,2.9464,0.345
43,1,4,1555,5,468,2.7857,0.522
44,0,0,1555,1,521,3.1012,0.475
45,1,119,1674,120,501,2.9821,53.246
46,1,5,1679,6,521,3.1012,1.945
47,1,4,1683,5,501,2.9821,0.821
48,1,5,1688,6,528,3.1429,1.401
49,1,11,1699,12,506,3.0119,4.426
50,1,4,1703,5,499,2.9702,1.035
51,1,9,1712,10,506,3.0119,0.441
52,1,31,1743,32,507,3.0179,2.421
53,1,11,1754,12,554,3.2976,4.249
54,0,0,1754,1,471,2.8036,0.230
55,0,0,1754,1,499,2.9702,0.269
56,0,0,1754,1,489,2.9107,0.244
57,1,4,1758,5,506,3.0119,0.736
58,0,0,1758,1,503,2.9940,0.249
59,0,0,1758,1,464,2.7619,0.345
60,1,17,1775,18,511,3.0417,7.580
61,0,0,1775,1,476,2.8333,0.275
62,1,4,1779,5,489,2.9107,0.432
63,0,0,1779,1,461,2.7440,0.863
64,0,0,1779,1,503,2.9940,0.327
65,0,0,1779,1,483,2.8750,0.357
66,1,5,1784,6,485,2.8869,1.350
67,0,0,1784,1,506,3.0119,0.684
68,1,16,1800,15,473,2.8155,1.032
69,1,6,1806,7,505,3.0060,0.628
70,1,14,1820,15,495,2.9464,0.865
71,1,4,1824,5,489,2.9107,0.719
72,0,0,1824,1,485,2.8869,0.389
73,0,0,1824,1,502,2.9881,0.437
74,1,1,1825,2,486,2.8929,0.510
75,1,2,1827,3,488,2.9048,1.207
