seed,deadlock_found,new_constraints,total_constraints,iterations,trains_per_hr,cpu_time
1,1,7,7,8,5.2202,0.362
2,1,6,13,7,5.2857,0.313
3,1,2,15,3,4.8929,0.131
4,1,3,18,4,4.8095,0.213
5,0,0,18,1,4.8452,0.072
6,1,1,19,2,4.9881,0.106
7,0,0,19,1,4.9167,0.075
8,1,2,21,3,4.9167,0.151
9,0,0,21,1,5.0536,0.077
10,1,4,25,5,5.0893,0.131
11,0,0,25,1,5.0833,0.078
12,1,1,26,2,5.1190,0.088
13,1,3,29,4,4.8929,0.089
14,0,0,29,1,4.7857,0.071
15,1,2,31,3,5.0238,0.164
16,1,1,32,2,5.1190,0.116
17,0,0,32,1,4.9940,0.077
18,0,0,32,1,5.2440,0.083
19,1,1,33,2,4.8750,0.143
20,0,0,33,1,4.6250,0.066
21,0,0,33,1,4.8214,0.072
22,1,5,38,6,4.7440,0.257
23,1,6,44,7,4.8750,0.401
24,0,0,44,1,5.0655,0.077
25,0,0,44,1,5.2381,0.085
26,0,0,44,1,5.0000,0.077
27,0,0,44,1,4.8333,0.073
28,0,0,44,1,4.8869,0.073
29,0,0,44,1,4.6786,0.069
30,1,2,46,3,5.0893,0.088
31,0,0,46,1,5.1548,0.081
32,1,2,48,3,5.3869,0.175
33,0,0,48,1,4.8631,0.071
34,0,0,48,1,4.7500,0.069
35,1,1,49,2,4.9940,0.101
36,0,0,49,1,5.1250,0.080
37,0,0,49,1,4.9881,0.079
38,0,0,49,1,4.7381,0.072
39,0,0,49,1,4.9940,0.079
40,0,0,49,1,5.1071,0.079
41,0,0,49,1,4.9107,0.078
42,0,0,49,1,4.9405,0.075
43,0,0,49,1,4.8869,0.073
44,0,0,49,1,5.0536,0.080
45,0,0,49,1,5.0119,0.077
46,0,0,49,1,4.9583,0.075
47,0,0,49,1,4.8512,0.074
48,0,0,49,1,5.1190,0.078
49,0,0,49,1,5.2321,0.079
50,0,0,49,1,4.6786,0.071
51,0,0,49,1,5.1369,0.080
52,0,0,49,1,4.9286,0.074
53,0,0,49,1,5.3393,0.085
54,0,0,49,1,4.8571,0.072
55,0,0,49,1,4.8333,0.071
56,1,1,50,2,5.1786,0.095
57,1,1,51,2,4.7798,0.084
58,1,2,53,3,4.9524,0.163
59,0,0,53,1,4.9643,0.074
60,1,1,54,2,5.1190,0.114
61,0,0,54,1,5.0714,0.077
62,0,0,54,1,4.7440,0.074
63,0,0,54,1,4.7976,0.070
64,0,0,54,1,4.8690,0.072
65,1,2,56,3,5.1190,0.176
66,0,0,56,1,4.9702,0.078
67,1,1,57,2,5.1012,0.135
