Tmax,rep,run_t,train_ctr
22436,0,11.438107,94232
8195,1,4.154475,34277
26420,2,13.458988,110844
69047,3,34.228219,290099
97737,4,49.173008,410846
36613,5,18.464832,153990
99294,6,49.359083,416711
39592,7,19.428857,166191
99500,8,49.028094,417214
29964,9,14.620160,125742
57156,10,28.683473,239603
31417,11,15.891663,132107
59969,12,30.334626,252249
12375,13,6.195647,51732
11450,14,5.770005,47849
38998,15,19.151991,163706
81006,16,40.787295,341125
90813,17,46.428198,381506
23202,18,11.527777,97486
39386,19,19.611724,164999
99105,20,50.576220,416632
24786,21,12.527471,103290
55272,22,27.762740,231771
97263,23,49.611143,407527
43888,24,22.835937,184669
29633,25,14.929570,124969
8717,26,4.511487,36893
77008,27,38.302827,322705
43847,28,22.734713,184273
11044,29,5.728958,46396
87287,30,43.288315,365985
47672,31,23.671231,199502
41134,32,20.731057,172069
89014,33,45.952209,373806
74332,34,37.392629,312117
49192,35,25.810271,206359
21850,36,11.124468,91631
72207,37,36.293573,303776
87116,38,44.251499,365082
65616,39,33.041021,275270
55271,40,27.858939,232478
93417,41,47.909386,392713
19384,42,9.734551,81592
97552,43,49.687735,409702
43190,44,22.681015,180969
51088,45,25.552740,214468
75446,46,37.751197,318264
84934,47,42.670101,355693
46473,48,23.088524,194544
31075,49,15.686544,130926
28335,50,14.445050,119106
72533,51,36.267120,304513
88224,52,44.366972,370608
22347,53,11.230272,94082
34392,54,17.580897,144479
42547,55,21.714369,178148
91746,56,46.888301,384949
52686,57,26.332845,220976
80646,58,40.510008,339391
10922,59,5.705478,46109
38677,60,18.978120,161907
24012,61,12.514679,100955
16910,62,8.741807,71048
64889,63,33.430830,273135
17704,64,9.057923,73920
71438,65,36.112252,300497
2834,66,1.436708,11944
48376,67,25.052660,203097
3794,68,1.936755,16162
75561,69,38.299183,317799
32369,70,16.068831,135857
80637,71,40.489236,338972
10122,72,5.255426,42064
74988,73,37.328352,315204
52968,74,26.480543,222312
68719,75,34.795150,288680
40931,76,20.170242,171778
14951,77,7.575905,62916
7466,78,3.875504,31424
64289,79,33.233269,270259
49612,80,24.977331,208990
26522,81,13.713946,111556
65504,82,33.634248,274700
19222,83,9.462923,80823
35997,84,17.881635,150614
82955,85,41.054067,348358
20407,86,10.236784,85654
62557,87,31.958200,262618
79225,88,39.691345,333138
13317,89,6.592194,56012
66286,90,33.219482,278952
40480,91,20.253253,169670
88571,92,46.381233,372670
47206,93,24.383471,197598
83179,94,41.795865,348373
22272,95,11.599116,93507
90541,96,45.929400,380690
36721,97,19.526207,154350
55106,98,28.043157,231621
94235,99,48.090498,395322
