Tmax,rep,run_t,train_ctr
51650,0,25.903620,216680
55263,1,27.581594,231957
57075,2,28.070431,240126
95270,3,46.556905,400390
2866,4,1.386763,11811
98446,5,48.293534,413683
17168,6,8.566245,72175
153,7,0.081777,644
68534,8,33.817062,287304
53420,9,26.321818,224496
83393,10,41.284734,350274
28948,11,14.571846,122066
30710,12,15.441978,128485
57724,13,28.629580,242863
89364,14,44.095848,375458
26633,15,13.235871,111281
72160,16,36.198760,302418
77893,17,39.663596,326976
19010,18,9.478654,79787
89209,19,43.527943,373431
55432,20,27.314065,232103
7586,21,3.769082,31798
35226,22,17.799728,147459
82569,23,40.860409,346416
18205,24,9.401734,76676
2569,25,1.293340,10733
78565,26,39.179137,330888
59031,27,29.597827,248858
96549,28,49.652988,405907
53435,29,26.485823,224436
23250,30,11.471593,97791
58134,31,28.792601,243933
8374,32,4.156263,35277
77476,33,39.579495,325621
60363,34,31.098011,253000
97792,35,49.905900,411390
72905,36,38.050635,306435
61168,37,32.303915,256830
27638,38,13.991216,115727
94630,39,47.744640,398474
68537,40,35.235810,287398
43301,41,22.182770,181288
51796,42,26.270609,217487
79187,43,39.778779,332922
4867,44,2.391920,20343
45661,45,22.969596,191490
13804,46,6.828359,57898
82672,47,42.443387,346885
18713,48,9.408798,78070
14641,49,7.328463,61659
99432,50,50.245101,416954
60271,51,30.751890,253088
52076,52,26.555342,219696
59136,53,30.515045,248085
57887,54,29.858911,242890
44180,55,21.610357,185350
73487,56,36.878557,309142
49212,57,24.784835,206262
54205,58,26.683510,227801
73157,59,36.610181,307962
91318,60,45.054196,383624
82640,61,42.301167,346640
80796,62,40.359460,340225
7120,63,3.583855,30096
40312,64,20.432242,169076
22480,65,11.295438,94561
35735,66,17.588670,149411
67977,67,33.597883,284716
95289,68,47.648964,400595
71266,69,35.812599,298859
34376,70,17.407544,144638
65387,71,32.514397,275056
86513,72,44.281670,363693
83950,73,41.514146,353221
83031,74,42.098038,348659
14053,75,7.171782,58885
53825,76,26.775011,225738
1539,77,0.780436,6401
92249,78,48.535143,386306
33569,79,16.366591,140462
9732,80,4.762317,40441
79730,81,40.352731,335118
10302,82,5.173786,43517
86256,83,43.930605,362707
70157,84,35.703559,295687
40384,85,19.773041,168817
89051,86,44.782398,374047
86419,87,43.549802,363603
15972,88,8.106631,67172
6574,89,3.312275,27694
27572,90,14.193213,116516
87528,91,45.236426,368372
67256,92,34.135160,282376
20994,93,10.838287,88450
16447,94,8.288437,69360
948,95,0.471365,3944
70143,96,35.325292,295248
44056,97,22.242617,185028
48774,98,24.448222,204751
61731,99,31.003386,258854
